districtNumber;districtName;orderList;name;age;votes;nomParty;minor
35;Severoèeskı;25;Pátek Miroslav;53;1 082;ODS;0
35;Severoèeskı;26;Øehák Jan;36;760;ODS;0
35;Severoèeskı;27;Šulc Jiøí;39;1 510;ODS;0
35;Severoèeskı;28;Holanda Libor;54;1 153;ODS;0
35;Severoèeskı;29;Bajgar Jan;44;1 846;ODS;0
35;Severoèeskı;30;Václavík Jiøí;42;587;ODS;0
35;Severoèeskı;31;Smolík Jan;57;658;ODS;0
35;Severoèeskı;32;Švagrová Jiøina;44;680;ODS;0
35;Severoèeskı;33;Bezdìka Zdenìk;47;1 066;ODS;0
35;Severoèeskı;34;Záhorskı Vladimír;45;1 197;ODS;0
35;Severoèeskı;35;Stefan Andreas;43;593;ODS;0
36;Vıchodoèeskı;1;Horníková Zdeòka;45;5 698;ODS;0
36;Vıchodoèeskı;2;Nájemník Václav;53;2 910;ODS;0
36;Vıchodoèeskı;3;Nedvìdová Veronika;35;4 009;ODS;0
36;Vıchodoèeskı;4;Hanuš Václav;43;2 864;ODS;0
36;Vıchodoèeskı;5;Páralová Alena;49;3 972;ODS;0
36;Vıchodoèeskı;6;Kuèera Miloslav;41;3 553;ODS;0
36;Vıchodoèeskı;7;Jeek Josef;48;1 432;ODS;0
36;Vıchodoèeskı;8;Krejèí Josef;51;2 065;ODS;0
36;Vıchodoèeskı;9;Patoèka Jiøí;55;1 951;ODS;0
36;Vıchodoèeskı;10;Novák František;52;1 305;ODS;0
36;Vıchodoèeskı;11;Pištora Ivan;34;3 079;ODS;0
36;Vıchodoèeskı;12;Mach Zdenìk;45;1 337;ODS;0
36;Vıchodoèeskı;13;Tymel Jiøí;53;1 206;ODS;0
36;Vıchodoèeskı;14;Unèovskı Jiøí;63;175;ODS;0
36;Vıchodoèeskı;15;Všeteèka Rostislav;42;1 436;ODS;0
36;Vıchodoèeskı;16;Karmášková Lidmila;48;898;ODS;0
36;Vıchodoèeskı;17;Kochan Jozef;52;1 889;ODS;0
36;Vıchodoèeskı;18;Lukášová Magda Pharm;44;1 874;ODS;0
36;Vıchodoèeskı;19;Bøezina Jaroslav;47;652;ODS;0
36;Vıchodoèeskı;20;Burda Josef;45;397;ODS;0
36;Vıchodoèeskı;21;Hálek Jan;54;433;ODS;0
36;Vıchodoèeskı;22;Langer Jaromír;51;740;ODS;0
36;Vıchodoèeskı;23;Farkašovská Boena;45;339;ODS;0
36;Vıchodoèeskı;24;Horák Stanislav;47;325;ODS;0
36;Vıchodoèeskı;25;Srbek Jiøí;50;639;ODS;0
36;Vıchodoèeskı;26;Erlebach Ludìk;47;448;ODS;0
36;Vıchodoèeskı;27;Frıba Tomáš;24;656;ODS;0
36;Vıchodoèeskı;28;Citta Michal;55;950;ODS;0
36;Vıchodoèeskı;29;Kmoch Petr;45;1 068;ODS;0
36;Vıchodoèeskı;30;Svoboda Radek;29;736;ODS;0
36;Vıchodoèeskı;31;Šatnı Milan;54;564;ODS;0
36;Vıchodoèeskı;32;Friml Zdenìk;63;439;ODS;0
36;Vıchodoèeskı;33;Hejl Petr;53;580;ODS;0
36;Vıchodoèeskı;34;Šolc Václav;70;618;ODS;0
36;Vıchodoèeskı;35;Rubáèek Jan;54;538;ODS;0
36;Vıchodoèeskı;36;Brynda Václav;55;490;ODS;0
37;Jihomoravskı;1;Nìmcová Miroslava;45;8 817;ODS;0
37;Jihomoravskı;2;Plachı Jaroslav;46;3 611;ODS;0
37;Jihomoravskı;3;Pešán Jaroslav;51;2 621;ODS;0
37;Jihomoravskı;4;Pleva Petr;39;3 752;ODS;0
37;Jihomoravskı;5;Bartoš Walter;37;4 538;ODS;0
37;Jihomoravskı;6;Suchánek Pavel;46;1 851;ODS;0
37;Jihomoravskı;7;Vávra Eduard;54;1 497;ODS;0
37;Jihomoravskı;8;Hort Petr;51;1 397;ODS;0
37;Jihomoravskı;9;Záruba Bohuslav;58;4 919;ODS;0
37;Jihomoravskı;10;Pejøil František;50;1 326;ODS;0
37;Jihomoravskı;11;Škottová Nina;51;2 271;ODS;0
37;Jihomoravskı;12;Zbytek Petr;57;2 678;ODS;0
37;Jihomoravskı;13;Molín Josef;52;1 727;ODS;0
37;Jihomoravskı;14;Jakoubek Dušan;35;1 509;ODS;0
37;Jihomoravskı;15;Kvìták Tomáš;44;984;ODS;0
37;Jihomoravskı;16;Nepeøená Dagmar;32;1 430;ODS;0
37;Jihomoravskı;17;Vystrèil Miloš;37;1 608;ODS;0
37;Jihomoravskı;18;Køivinková Svatava;42;1 231;ODS;0
37;Jihomoravskı;19;Kadrnka Jiøí;28;1 251;ODS;0
37;Jihomoravskı;20;Šeich David;21;962;ODS;0
37;Jihomoravskı;21;Šindeláøová Drahoslava;57;665;ODS;0
37;Jihomoravskı;22;Rohovskı Ivo;51;692;ODS;0
37;Jihomoravskı;23;Hollan David;30;1 966;ODS;0
37;Jihomoravskı;24;Šimèík Jan;45;1 165;ODS;0
37;Jihomoravskı;25;Piòos Martin;29;548;ODS;0
37;Jihomoravskı;26;Uchytil Vlastimil;36;973;ODS;0
37;Jihomoravskı;27;Tıma Roman;40;837;ODS;0
37;Jihomoravskı;28;Uhlíø Pavel;60;751;ODS;0
37;Jihomoravskı;29;Sedlák Oldøich;35;563;ODS;0
37;Jihomoravskı;30;Karásek Libor;35;864;ODS;0
37;Jihomoravskı;31;Kokeš Zdenìk;50;399;ODS;0
37;Jihomoravskı;32;Fridrich Petr;42;1 055;ODS;0
37;Jihomoravskı;33;Urbánek Vlastimil;48;721;ODS;0
37;Jihomoravskı;34;Šupina Zdenìk;46;373;ODS;0
37;Jihomoravskı;35;Klimeš Dušan;48;371;ODS;0
37;Jihomoravskı;36;Dvoøáèek Karel;56;567;ODS;0
37;Jihomoravskı;37;Zvoníèková Vìra;52;1 514;ODS;0
37;Jihomoravskı;38;Matysková Vìra;62;199;ODS;0
37;Jihomoravskı;39;Šimik Jiøí;44;171;ODS;0
37;Jihomoravskı;40;Procházka Karel;45;628;ODS;0
37;Jihomoravskı;41;Jaroš Vladimír;43;313;ODS;0
37;Jihomoravskı;42;Nìmec Jiøí;44;402;ODS;0
37;Jihomoravskı;43;Vetešník Zdenìk;36;373;ODS;0
37;Jihomoravskı;44;Durïák Jiøí;43;864;ODS;0
37;Jihomoravskı;45;Veselı Vladislav;49;255;ODS;0
37;Jihomoravskı;46;Duchoò Petr;41;1 307;ODS;0
37;Jihomoravskı;47;Fojt Miroslav;55;350;ODS;0
37;Jihomoravskı;48;Hıová Jana;47;439;ODS;0
37;Jihomoravskı;49;Borkovec Aleš;26;2 062;ODS;0
37;Jihomoravskı;50;Všetièka Miloslav;38;231;ODS;0
37;Jihomoravskı;51;Malèík Zdenìk;36;102;ODS;0
37;Jihomoravskı;52;Kosour Libor;43;179;ODS;0
37;Jihomoravskı;53;Adámková Soòa;52;206;ODS;0
37;Jihomoravskı;54;Šimùnek Lubomír;37;597;ODS;0
37;Jihomoravskı;55;Seèanskı Ludìk;31;294;ODS;0
37;Jihomoravskı;56;Rodová Marie;65;144;ODS;0
37;Jihomoravskı;57;Drobnı Tomáš;31;1 168;ODS;0
37;Jihomoravskı;58;Novák Rostislav;54;327;ODS;0
37;Jihomoravskı;59;Poledòák Igor;38;401;ODS;0
37;Jihomoravskı;60;Èechová Jiøina;41;233;ODS;0
38;Severomoravskı;1;Langer Ivan;31;20 957;ODS;0
38;Severomoravskı;2;Neèas Petr;33;10 079;ODS;0
38;Severomoravskı;3;Sehoø Karel;46;4 276;ODS;0
38;Severomoravskı;4;Chytka Radim;38;4 544;ODS;0
38;Severomoravskı;5;Krajièek Miroslav;51;3 422;ODS;0
38;Severomoravskı;6;Dostálová Kateøina;34;6 136;ODS;0
38;Severomoravskı;7;Benda Marek;29;6 527;ODS;0
38;Severomoravskı;8;Hrnèíø Pavel;37;1 636;ODS;0
38;Severomoravskı;9;Jalùvka Josef;42;2 440;ODS;0
38;Severomoravskı;10;Švrèek Zdenìk;42;1 201;ODS;0
38;Severomoravskı;11;Kociánová Jitka;43;1 265;ODS;0
38;Severomoravskı;12;Brabec Michal;36;1 845;ODS;0
38;Severomoravskı;13;Procházka Bohumil;52;1 471;ODS;0
38;Severomoravskı;14;Vaníèková Jana;50;758;ODS;0
38;Severomoravskı;15;Schulz Jindøich;57;5 107;ODS;0
38;Severomoravskı;16;Bureš Karol;25;1 005;ODS;0
38;Severomoravskı;17;Brouwerová Irena;37;1 801;ODS;0
38;Severomoravskı;18;Stypka Milan;40;901;ODS;0
38;Severomoravskı;19;Hrabec Dalibor;25;1 540;ODS;0
38;Severomoravskı;20;Pavelka Jiøí;40;1 301;ODS;0
38;Severomoravskı;21;Nosková Dagmar;48;2 099;ODS;0
38;Severomoravskı;22;Hrdlièková Michaela;34;1 829;ODS;0
38;Severomoravskı;23;Woboøilová Dagmar;42;599;ODS;0
38;Severomoravskı;24;Trojek Petr;43;815;ODS;0
38;Severomoravskı;25;Kubíèek Jan;59;1 196;ODS;0
38;Severomoravskı;26;Kisza Adolf;56;714;ODS;0
38;Severomoravskı;27;Pospiech Alfons;44;850;ODS;0
38;Severomoravskı;28;Svozil Miroslav;41;717;ODS;0
38;Severomoravskı;29;Veverka Jiøí;35;567;ODS;0
38;Severomoravskı;30;Novara Pøemysl;34;467;ODS;0
38;Severomoravskı;31;Šnajdr Marek;23;665;ODS;0
38;Severomoravskı;32;Holpuch Jan;26;1 321;ODS;0
38;Severomoravskı;33;Buèková Ivana;33;461;ODS;0
38;Severomoravskı;34;Hlaváèek Lubomír;36;749;ODS;0
