districtNumber;districtName;orderList;name;age;votes;nomParty;minor
34;Západoèeskı;6;Lišková Zdeòka;44;1 641;KSÈM;0
34;Západoèeskı;7;Strnadová Jana;61;687;KSÈM;0
34;Západoèeskı;8;Høeben Stanislav;61;654;KSÈM;0
34;Západoèeskı;9;Mareš Zdenìk;40;1 001;KSÈM;0
34;Západoèeskı;10;Pangrác Jan;49;888;KSÈM;0
34;Západoèeskı;11;Vávra Antonín;43;812;KSÈM;0
34;Západoèeskı;12;Bystøická Jana;48;919;KSÈM;0
34;Západoèeskı;13;Alaxin Marian;46;445;KSÈM;0
34;Západoèeskı;14;Menc Even;37;393;KSÈM;0
34;Západoèeskı;15;Švarcbek Josef RS;43;668;KSÈM;0
34;Západoèeskı;16;Branka Jiøí RS;54;411;KSÈM;0
34;Západoèeskı;17;Makovskı Antonín;44;210;KSÈM;0
34;Západoèeskı;18;Hrubeš František;46;133;KSÈM;0
34;Západoèeskı;19;Jakubík Václav;48;353;KSÈM;0
34;Západoèeskı;20;Kvídera Alexandr;47;158;KSÈM;0
34;Západoèeskı;21;Vainarová Marie;52;377;KSÈM;0
34;Západoèeskı;22;Sitter Josef;61;118;KSÈM;0
34;Západoèeskı;23;Martínek Petr;46;234;KSÈM;0
34;Západoèeskı;24;Bernard Leopold;65;241;KSÈM;0
34;Západoèeskı;25;Fiala Luboš RS;44;137;KSÈM;0
35;Severoèeskı;1;Èelišová Kvìtoslava Paed;52;5 486;KSÈM;0
35;Severoèeskı;2;Houzák Josef;54;3 194;KSÈM;0
35;Severoèeskı;3;Brynychová Ludmila;45;2 770;KSÈM;0
35;Severoèeskı;4;Kohlíèek Jaromír;45;2 604;KSÈM;0
35;Severoèeskı;5;Rybák Stanislav RS;50;2 387;KSÈM;0
35;Severoèeskı;6;Pospíšek Pavel;54;548;KSÈM;0
35;Severoèeskı;7;Svatek Václav;57;1 289;KSÈM;0
35;Severoèeskı;8;Èermák Václav;52;1 171;KSÈM;0
35;Severoèeskı;9;Šimáèek Ladislav;57;795;KSÈM;0
35;Severoèeskı;10;Stibor František;56;347;KSÈM;0
35;Severoèeskı;11;Hrábková Dana;40;949;KSÈM;0
35;Severoèeskı;12;Zelinková Ludmila;51;1 193;KSÈM;0
35;Severoèeskı;13;Bursa Pavel RS;59;884;KSÈM;0
35;Severoèeskı;14;Starı Miroslav;52;830;KSÈM;0
35;Severoèeskı;15;Maixner František;51;888;KSÈM;0
35;Severoèeskı;16;Pipal Milan RS;49;855;KSÈM;0
35;Severoèeskı;17;Struhová Marie;48;360;KSÈM;0
35;Severoèeskı;18;Poláèek Josef;59;545;KSÈM;0
35;Severoèeskı;19;Valtr Miloslav;32;668;KSÈM;0
35;Severoèeskı;20;Buldra Miloslav;40;551;KSÈM;0
35;Severoèeskı;21;Vlk Jaroslav;63;556;KSÈM;0
35;Severoèeskı;22;Bauer Oldøich;59;546;KSÈM;0
35;Severoèeskı;23;Pøidal Bøetislav;39;282;KSÈM;0
35;Severoèeskı;24;Kraft Jiøí RS;46;267;KSÈM;0
35;Severoèeskı;25;Mádlová Alena;40;364;KSÈM;0
35;Severoèeskı;26;Knotek Václav;51;376;KSÈM;0
35;Severoèeskı;27;Hudáková Miloslava;52;433;KSÈM;0
35;Severoèeskı;28;Rùièka Zdenìk;52;938;KSÈM;0
35;Severoèeskı;29;Macháò Miloslav;65;269;KSÈM;0
35;Severoèeskı;30;Posselt Kurt;43;233;KSÈM;0
35;Severoèeskı;31;Ebert Vladimír;52;440;KSÈM;0
35;Severoèeskı;32;Perestjuková Alena;56;599;KSÈM;0
35;Severoèeskı;33;Prošek Jaroslav;53;278;KSÈM;0
35;Severoèeskı;34;Vít Petr;44;374;KSÈM;0
35;Severoèeskı;35;Nekola František;50;927;KSÈM;0
36;Vıchodoèeskı;1;Štrait Jaroslav  RS;55;3 956;KSÈM;0
36;Vıchodoèeskı;2;Mandík Josef;52;2 777;KSÈM;0
36;Vıchodoèeskı;3;Svobodová Alena;50;3 485;KSÈM;0
36;Vıchodoèeskı;4;Bièík Milan;48;1 788;KSÈM;0
36;Vıchodoèeskı;5;Odehnal Josef;52;1 217;KSÈM;0
36;Vıchodoèeskı;6;Ziegler Stanislav;47;664;KSÈM;0
36;Vıchodoèeskı;7;Chasák Bedøich;52;578;KSÈM;0
36;Vıchodoèeskı;8;Marelová Vìra;47;381;KSÈM;0
36;Vıchodoèeskı;9;Ruml Otakar RS;48;776;KSÈM;0
36;Vıchodoèeskı;10;Bajt Jaroslav;52;387;KSÈM;0
36;Vıchodoèeskı;11;Meduna František;49;387;KSÈM;0
36;Vıchodoèeskı;12;Salák Jaroslav;50;416;KSÈM;0
36;Vıchodoèeskı;13;Severin Vladimír;53;781;KSÈM;0
36;Vıchodoèeskı;14;Kruíková Lidmila;52;969;KSÈM;0
36;Vıchodoèeskı;15;Èapskı Jaroslav RS;48;719;KSÈM;0
36;Vıchodoèeskı;16;Palhoun Miroslav;53;290;KSÈM;0
36;Vıchodoèeskı;17;Štìpán Lubomír;43;637;KSÈM;0
36;Vıchodoèeskı;18;Prouza Vlastimil;58;596;KSÈM;0
36;Vıchodoèeskı;19;Gottwald Jan;51;471;KSÈM;0
36;Vıchodoèeskı;20;Pišl Oleg;42;276;KSÈM;0
36;Vıchodoèeskı;21;Kláštereckı Jaroslav;49;171;KSÈM;0
36;Vıchodoèeskı;22;Dolealová Miroslava;51;170;KSÈM;0
36;Vıchodoèeskı;23;Lebruška Jaroslav;49;266;KSÈM;0
36;Vıchodoèeskı;24;Nìmec Bohdan;45;243;KSÈM;0
36;Vıchodoèeskı;25;Menz Jaroslav;52;566;KSÈM;0
36;Vıchodoèeskı;26;Novák Bohumil;62;362;KSÈM;0
36;Vıchodoèeskı;27;Macháèek Jiøí;45;122;KSÈM;0
36;Vıchodoèeskı;28;Jirásek Záviš;52;327;KSÈM;0
36;Vıchodoèeskı;29;Nosková Jana;57;161;KSÈM;0
36;Vıchodoèeskı;30;Hajnı Oldøich;63;144;KSÈM;0
36;Vıchodoèeskı;31;Kubíèková Anna;50;169;KSÈM;0
36;Vıchodoèeskı;32;Volf Jiøí;48;319;KSÈM;0
36;Vıchodoèeskı;33;Plodík Milan;42;262;KSÈM;0
36;Vıchodoèeskı;34;Hlaváèek Jiøí;49;93;KSÈM;0
36;Vıchodoèeskı;35;Filipiová Emma;61;174;KSÈM;0
36;Vıchodoèeskı;36;Øíha Jiøí;44;368;KSÈM;0
37;Jihomoravskı;1;Grebeníèek Miroslav;51;13 653;KSÈM;0
37;Jihomoravskı;2;Rujbrová Zuzka;47;5 207;KSÈM;0
37;Jihomoravskı;3;Klanica Zdenìk;59;6 272;KSÈM;0
37;Jihomoravskı;4;Matulka Dalibor;44;4 145;KSÈM;0
37;Jihomoravskı;5;Kováèik Pavel;42;2 360;KSÈM;0
37;Jihomoravskı;6;Hekrle Ludvík;57;2 390;KSÈM;0
37;Jihomoravskı;7;Bula Hanuš;45;661;KSÈM;0
37;Jihomoravskı;8;Kotlán Bohumil;55;1 614;KSÈM;0
37;Jihomoravskı;9;Butnikošarovská Dagmar;46;1 037;KSÈM;0
37;Jihomoravskı;10;Koníèek Vladimír;34;1 407;KSÈM;0
37;Jihomoravskı;11;Štaudnerová Ludmila;46;966;KSÈM;0
37;Jihomoravskı;12;Bišof Miroslav;46;266;KSÈM;0
37;Jihomoravskı;13;Šmíd Václav;47;647;KSÈM;0
37;Jihomoravskı;14;Peslar Milan;48;605;KSÈM;0
37;Jihomoravskı;15;Bebar Jiøí;49;352;KSÈM;0
37;Jihomoravskı;16;Bıèek Ladislav;53;342;KSÈM;0
37;Jihomoravskı;17;Pavlík Pavel;52;606;KSÈM;0
37;Jihomoravskı;18;Adamík Jaroslav;57;773;KSÈM;0
37;Jihomoravskı;19;Vlach Jiøí RS;48;411;KSÈM;0
37;Jihomoravskı;20;Plášek František;53;413;KSÈM;0
37;Jihomoravskı;21;Strušková Marta;54;1 220;KSÈM;0
37;Jihomoravskı;22;Novotnı Ivo;62;944;KSÈM;0
37;Jihomoravskı;23;Kukla Oldøich RS;49;655;KSÈM;0
37;Jihomoravskı;24;Buchtová Vìra;48;629;KSÈM;0
37;Jihomoravskı;25;Herink Roman;34;449;KSÈM;0
37;Jihomoravskı;26;amboch Zdenìk;47;120;KSÈM;0
37;Jihomoravskı;27;Kuèírek Josef;47;254;KSÈM;0
37;Jihomoravskı;28;Uhlíø Zdenìk RS;49;488;KSÈM;0
37;Jihomoravskı;29;Kadìrová Vincencie;52;293;KSÈM;0
37;Jihomoravskı;30;Øehoø Jan;47;178;KSÈM;0
37;Jihomoravskı;31;Navrátil Jan;42;660;KSÈM;0
37;Jihomoravskı;32;Kleibl Jiøí;59;73;KSÈM;0
37;Jihomoravskı;33;Tvrdı Karel RS;49;547;KSÈM;0
37;Jihomoravskı;34;Karásková Zdenka;39;383;KSÈM;0
37;Jihomoravskı;35;Baštaøová Jaroslava;51;257;KSÈM;0
37;Jihomoravskı;36;Miklík Jaroslav;54;378;KSÈM;0
37;Jihomoravskı;37;Mück Eduard;67;134;KSÈM;0
37;Jihomoravskı;38;Hrdina Zdenìk;49;387;KSÈM;0
37;Jihomoravskı;39;Jablunka Josef;64;192;KSÈM;0
37;Jihomoravskı;40;Vejmìlek Ladislav;38;246;KSÈM;0
37;Jihomoravskı;41;Koneèná Jarmila;43;353;KSÈM;0
37;Jihomoravskı;42;Chaloupková Blanka;51;786;KSÈM;0
37;Jihomoravskı;43;Levák Leopold;50;222;KSÈM;0
37;Jihomoravskı;44;Vašíèková Miroslava;53;262;KSÈM;0
37;Jihomoravskı;45;Goroš Jan;40;224;KSÈM;0
37;Jihomoravskı;46;Pøikryl Karel;62;124;KSÈM;0
37;Jihomoravskı;47;Èernohorskı Walter;64;174;KSÈM;0
37;Jihomoravskı;48;Krátkı Petr;47;535;KSÈM;0
37;Jihomoravskı;49;Šebela Lubomír;45;92;KSÈM;0
37;Jihomoravskı;50;Mrlík Ivan;54;382;KSÈM;0
37;Jihomoravskı;51;Goiš Leo RS;52;107;KSÈM;0
37;Jihomoravskı;52;Prchlík Rostislav;44;354;KSÈM;0
37;Jihomoravskı;53;Pøibyl Miroslav;46;314;KSÈM;0
37;Jihomoravskı;54;Coufalová Ivana;38;392;KSÈM;0
37;Jihomoravskı;55;Mrázek Jiøí;57;142;KSÈM;0
37;Jihomoravskı;56;Koudelka Zdenìk;41;316;KSÈM;0
37;Jihomoravskı;57;Šlancar Lubomír;44;207;KSÈM;0
37;Jihomoravskı;58;Dvoøák Karel;45;53;KSÈM;0
37;Jihomoravskı;59;Schneider František;49;367;KSÈM;0
37;Jihomoravskı;60;Dokládal Vladimír;58;181;KSÈM;0
38;Severomoravskı;1;Recman Svatomír RS;45;5 736;KSÈM;0
38;Severomoravskı;2;Vymìtal Karel;53;4 242;KSÈM;0
38;Severomoravskı;3;Gongol Jaroslav;61;4 446;KSÈM;0
38;Severomoravskı;4;Vlèková Miroslava;47;2 804;KSÈM;0
38;Severomoravskı;5;Èernı Alexander RS;45;3 226;KSÈM;0
38;Severomoravskı;6;Tomaníková Ludmila;52;2 173;KSÈM;0
38;Severomoravskı;7;Kuboš Karel RS;50;1 680;KSÈM;0
38;Severomoravskı;8;Petøík Zdenìk;57;1 511;KSÈM;0
38;Severomoravskı;9;Antolák Vlastislav;56;1 306;KSÈM;0
38;Severomoravskı;10;Zezulková Emilie;50;1 659;KSÈM;0
38;Severomoravskı;11;alèík Václav;68;644;KSÈM;0
38;Severomoravskı;12;Flasarová Vìra RS;45;1 641;KSÈM;0
38;Severomoravskı;13;Plaèek Ervín;45;864;KSÈM;0
38;Severomoravskı;14;Cardová Jaroslava Paed;44;1 528;KSÈM;0
38;Severomoravskı;15;Hıbl Jaroslav;47;1 153;KSÈM;0
38;Severomoravskı;16;Švec Zdenìk;43;658;KSÈM;0
38;Severomoravskı;17;Oprštìnı Jan;45;573;KSÈM;0
38;Severomoravskı;18;Laga Petr;52;646;KSÈM;0
38;Severomoravskı;19;Matocha Rudolf;52;590;KSÈM;0
38;Severomoravskı;20;Zelenka Václav;43;675;KSÈM;0
38;Severomoravskı;21;Harazin Rostislav;44;1 192;KSÈM;0
38;Severomoravskı;22;Nováková Eva;56;504;KSÈM;0
38;Severomoravskı;23;Eliáš Pavel;46;572;KSÈM;0
38;Severomoravskı;24;Jasiok František;43;1 029;KSÈM;0
38;Severomoravskı;25;Kania Jindøich Paed;45;932;KSÈM;0
38;Severomoravskı;26;Brovják Radomil;49;550;KSÈM;0
38;Severomoravskı;27;Janíèek Karel;54;538;KSÈM;0
38;Severomoravskı;28;Konvièková Olga;50;357;KSÈM;0
38;Severomoravskı;29;Mlèák Ladislav;51;592;KSÈM;0
38;Severomoravskı;30;Peterek František;52;254;KSÈM;0
38;Severomoravskı;31;Fabiánová Martina;23;588;KSÈM;0
38;Severomoravskı;32;Krušina Jaroslav;43;391;KSÈM;0
38;Severomoravskı;33;Opršal Jaroslav;46;259;KSÈM;0
38;Severomoravskı;34;Gajdáèek Petr;48;289;KSÈM;0
38;Severomoravskı;35;Polanskı Oldøich;62;457;KSÈM;0
38;Severomoravskı;36;Marek Miroslav;45;406;KSÈM;0
38;Severomoravskı;37;Vrba Ivan;45;453;KSÈM;0
38;Severomoravskı;38;Stejskal Miroslav;54;141;KSÈM;0
38;Severomoravskı;39;Nebel Radim;45;191;KSÈM;0
38;Severomoravskı;40;Slivka Ivan RS;48;291;KSÈM;0
38;Severomoravskı;41;Seichter Josef;46;177;KSÈM;0
38;Severomoravskı;42;Místeckı Vladimír;45;452;KSÈM;0
38;Severomoravskı;43;Kincl Josef;49;148;KSÈM;0
38;Severomoravskı;44;Mastiliak Stanislav;52;167;KSÈM;0
38;Severomoravskı;45;Bulas Jaromír;43;112;KSÈM;0
38;Severomoravskı;46;Folta Miloslav;65;276;KSÈM;0
38;Severomoravskı;47;Skácel Miroslav Paed;50;447;KSÈM;0
38;Severomoravskı;48;Keka Vladimír;50;233;KSÈM;0
38;Severomoravskı;49;Pospíšil Zdenìk;60;314;KSÈM;0
38;Severomoravskı;50;Lelek Petr;35;250;KSÈM;0
38;Severomoravskı;51;Chmelíková Lenka;52;380;KSÈM;0
38;Severomoravskı;52;Pìèonka Libor;45;350;KSÈM;0
38;Severomoravskı;53;Halbich Milan;60;312;KSÈM;0
38;Severomoravskı;54;Bláha Jan;51;156;KSÈM;0
38;Severomoravskı;55;Toncr Jan;55;185;KSÈM;0
31;Praha;1;Krampera Zdenìk;46;791;SPR-RSÈ;1
31;Praha;2;Hladkı Jan;49;322;SPR-RSÈ;1
31;Praha;3;Kulíšek Petr;30;259;SPR-RSÈ;1
31;Praha;4;Kubíèek Kolja;52;665;SPR-RSÈ;1
31;Praha;5;Laibrt Jan;53;193;SPR-RSÈ;1
31;Praha;6;Kebza Tomáš;21;382;SPR-RSÈ;1
31;Praha;7;Nìmec František;21;298;SPR-RSÈ;1
31;Praha;8;Štìpánek Jiøí;26;222;SPR-RSÈ;1
31;Praha;9;Gierich Alois;62;54;SPR-RSÈ;1
31;Praha;10;Chlumskı František;45;72;SPR-RSÈ;1
31;Praha;11;Havelka Milan;63;40;SPR-RSÈ;1
31;Praha;12;Masáková Jana;55;182;SPR-RSÈ;1
31;Praha;13;Strachota Jaroslav;59;84;SPR-RSÈ;1
31;Praha;14;Kliment Ludìk;64;15;SPR-RSÈ;1
31;Praha;15;Franèík Petr;54;60;SPR-RSÈ;1
31;Praha;16;Havelková Eva;64;34;SPR-RSÈ;1
31;Praha;17;Hradecká Zora;49;98;SPR-RSÈ;1
31;Praha;18;Hanko Jiøí;48;62;SPR-RSÈ;1
31;Praha;19;Zelinková Miloslava;76;9;SPR-RSÈ;1
31;Praha;20;Karbusickı Josef;29;66;SPR-RSÈ;1
31;Praha;21;Krlín Jiøí;50;66;SPR-RSÈ;1
31;Praha;22;Schûrrer Karel;51;23;SPR-RSÈ;1
31;Praha;23;Mastík Miroslav;71;6;SPR-RSÈ;1
31;Praha;24;Franèíková Vìra;50;22;SPR-RSÈ;1
31;Praha;25;Nìmeèek Jiøí;47;55;SPR-RSÈ;1
31;Praha;26;Kvìt Milan;78;12;SPR-RSÈ;1
31;Praha;27;Dítko Petr;61;23;SPR-RSÈ;1
31;Praha;28;Bílı Karel;59;28;SPR-RSÈ;1
31;Praha;29;Pazour Bohumír;36;56;SPR-RSÈ;1
31;Praha;30;Hanzl Jaroslav;57;17;SPR-RSÈ;1
31;Praha;31;Zajíc Miloslav;78;107;SPR-RSÈ;1
31;Praha;32;Henzl Jiøí;37;17;SPR-RSÈ;1
31;Praha;33;Navrátil Robert;30;59;SPR-RSÈ;1
31;Praha;34;Poláèek Josef;46;50;SPR-RSÈ;1
31;Praha;35;Rojka Vladimír;50;19;SPR-RSÈ;1
31;Praha;36;Kvasnièka Vladislav;72;34;SPR-RSÈ;1
32;Støedoèeskı;1;Zajíc Petr;26;1 117;SPR-RSÈ;1
32;Støedoèeskı;2;Šmucr Rudolf;48;945;SPR-RSÈ;1
32;Støedoèeskı;3;Myslivec Jindøich;48;361;SPR-RSÈ;1
32;Støedoèeskı;4;Leidl Oldøich;42;461;SPR-RSÈ;1
32;Støedoèeskı;5;Štohanzl Miloslav;39;353;SPR-RSÈ;1
32;Støedoèeskı;6;Gruzovskı Robert;21;439;SPR-RSÈ;1
32;Støedoèeskı;7;Merunka Petr;35;332;SPR-RSÈ;1
32;Støedoèeskı;8;Vlk Ivo;57;425;SPR-RSÈ;1
32;Støedoèeskı;9;Kalina Jiøí;36;151;SPR-RSÈ;1
32;Støedoèeskı;10;Škudrna Libor;24;231;SPR-RSÈ;1
32;Støedoèeskı;11;Šabler Ladislav;41;151;SPR-RSÈ;1
32;Støedoèeskı;12;Albert František;54;271;SPR-RSÈ;1
32;Støedoèeskı;13;Christov Ljulin;56;185;SPR-RSÈ;1
32;Støedoèeskı;14;Martínek Josef;25;290;SPR-RSÈ;1
32;Støedoèeskı;15;Fifka Dušan;50;167;SPR-RSÈ;1
32;Støedoèeskı;16;Freiberg Oldøich;47;287;SPR-RSÈ;1
32;Støedoèeskı;17;Frıbert Milan;34;267;SPR-RSÈ;1
32;Støedoèeskı;18;Mlejneckı Vladimír;23;261;SPR-RSÈ;1
32;Støedoèeskı;19;Straka Vladimír;66;96;SPR-RSÈ;1
32;Støedoèeskı;20;Korenko Dušan;26;115;SPR-RSÈ;1
32;Støedoèeskı;21;Dupák Jaroslav;42;137;SPR-RSÈ;1
32;Støedoèeskı;22;Zelenka Jaroslav;31;148;SPR-RSÈ;1
32;Støedoèeskı;23;Køièková Aneka;69;83;SPR-RSÈ;1
32;Støedoèeskı;24;Štìrba Vladimír;47;91;SPR-RSÈ;1
32;Støedoèeskı;25;Ryba Zdenìk;38;39;SPR-RSÈ;1
32;Støedoèeskı;26;Piskáèek Václav;58;33;SPR-RSÈ;1
32;Støedoèeskı;27;Mixa Jan;45;137;SPR-RSÈ;1
32;Støedoèeskı;28;Schober Jan;60;34;SPR-RSÈ;1
32;Støedoèeskı;29;Turzo Vladimír;63;67;SPR-RSÈ;1
32;Støedoèeskı;30;Škrdlant Petr;37;152;SPR-RSÈ;1
32;Støedoèeskı;31;Kuèera Milan;60;75;SPR-RSÈ;1
33;Jihoèeskı;1;Novák Jaroslav;62;616;SPR-RSÈ;1
33;Jihoèeskı;2;Døevecká Viktorie;43;345;SPR-RSÈ;1
33;Jihoèeskı;3;Blaek Michal;23;401;SPR-RSÈ;1
33;Jihoèeskı;4;Koubek Michael;29;429;SPR-RSÈ;1
33;Jihoèeskı;5;Baka Michael;27;316;SPR-RSÈ;1
33;Jihoèeskı;6;Postl David;27;214;SPR-RSÈ;1
33;Jihoèeskı;7;Fenclová Zuzana;22;299;SPR-RSÈ;1
33;Jihoèeskı;8;Fürbach Václav;56;187;SPR-RSÈ;1
33;Jihoèeskı;9;Ondøej Jindøich;43;151;SPR-RSÈ;1
33;Jihoèeskı;10;Štìrba Miroslav;28;163;SPR-RSÈ;1
33;Jihoèeskı;11;Bìloch Slávek;23;261;SPR-RSÈ;1
33;Jihoèeskı;12;Mrúz Jaroslav;37;241;SPR-RSÈ;1
33;Jihoèeskı;13;Charvát Jiøí;29;157;SPR-RSÈ;1
33;Jihoèeskı;14;Nazarská Jindra;33;224;SPR-RSÈ;1
33;Jihoèeskı;15;Hovorková Boena;74;123;SPR-RSÈ;1
33;Jihoèeskı;16;Lukáš Pavel;48;96;SPR-RSÈ;1
33;Jihoèeskı;17;Hladík Ladislav;75;96;SPR-RSÈ;1
33;Jihoèeskı;18;Vlèek František;57;105;SPR-RSÈ;1
33;Jihoèeskı;19;Andrlíèek Pavel;52;295;SPR-RSÈ;1
33;Jihoèeskı;20;Pašek Adolf;71;67;SPR-RSÈ;1
34;Západoèeskı;1;Krejsa Josef;51;1 654;SPR-RSÈ;1
34;Západoèeskı;2;Vrzáò Petr;31;1 201;SPR-RSÈ;1
34;Západoèeskı;3;Zajícová Blanka;27;932;SPR-RSÈ;1
34;Západoèeskı;4;Vandas Tomáš;29;302;SPR-RSÈ;1
34;Západoèeskı;5;Hofman Jiøí;47;405;SPR-RSÈ;1
34;Západoèeskı;6;Kukelková Alena;43;309;SPR-RSÈ;1
34;Západoèeskı;7;Opava Ladislav;38;267;SPR-RSÈ;1
34;Západoèeskı;8;Blaško Jan;40;492;SPR-RSÈ;1
34;Západoèeskı;9;Doleel Milan;31;109;SPR-RSÈ;1
34;Západoèeskı;10;Havel Jan;41;406;SPR-RSÈ;1
34;Západoèeskı;11;Fencl Jiøí;35;427;SPR-RSÈ;1
34;Západoèeskı;12;Šmejkal Petr;25;341;SPR-RSÈ;1
34;Západoèeskı;13;Parihuziè Miroslav;43;338;SPR-RSÈ;1
34;Západoèeskı;14;Ondráèek Stanislav;48;156;SPR-RSÈ;1
34;Západoèeskı;15;Fuèík Vladimír;45;145;SPR-RSÈ;1
34;Západoèeskı;16;Vokounová Lucie;30;358;SPR-RSÈ;1
34;Západoèeskı;17;Semerád Norbert;57;146;SPR-RSÈ;1
34;Západoèeskı;18;Èermák Jiøí;45;114;SPR-RSÈ;1
34;Západoèeskı;19;Vanìk Václav;48;162;SPR-RSÈ;1
34;Západoèeskı;20;Tezaur Pavel;41;133;SPR-RSÈ;1
34;Západoèeskı;21;Kvasnièka Václav;46;41;SPR-RSÈ;1
34;Západoèeskı;22;Kurc Radek;24;156;SPR-RSÈ;1
34;Západoèeskı;23;Michlík Milan;46;192;SPR-RSÈ;1
34;Západoèeskı;24;Dolealová Dana;27;165;SPR-RSÈ;1
34;Západoèeskı;25;Lipovskı Boøivoj;44;208;SPR-RSÈ;1
35;Severoèeskı;1;Sládek Miroslav;47;6 665;SPR-RSÈ;1
35;Severoèeskı;2;Smetana Martin;29;2 685;SPR-RSÈ;1
35;Severoèeskı;3;Hrùzová Vlasta;54;1 274;SPR-RSÈ;1
35;Severoèeskı;4;Šamko Michal;43;711;SPR-RSÈ;1
35;Severoèeskı;5;Pavlišta František;25;625;SPR-RSÈ;1
35;Severoèeskı;6;Seifert Karel;47;283;SPR-RSÈ;1
35;Severoèeskı;7;Jakoubek Stanislav;25;1 091;SPR-RSÈ;1
35;Severoèeskı;8;Doleal Robert;25;650;SPR-RSÈ;1
35;Severoèeskı;9;Touška Jiøí;36;443;SPR-RSÈ;1
35;Severoèeskı;10;Hauptman Josef;44;312;SPR-RSÈ;1
35;Severoèeskı;11;Kotáb Petr;22;208;SPR-RSÈ;1
35;Severoèeskı;12;Šittich Pavel;51;307;SPR-RSÈ;1
35;Severoèeskı;13;Stojánek Milan;56;223;SPR-RSÈ;1
35;Severoèeskı;14;Tarant Jiøí;77;253;SPR-RSÈ;1
35;Severoèeskı;15;Fusek Jozef;54;284;SPR-RSÈ;1
35;Severoèeskı;16;Valenta Zdenìk;23;883;SPR-RSÈ;1
35;Severoèeskı;17;Kotková Alena;46;246;SPR-RSÈ;1
35;Severoèeskı;18;Fülek Andrej;36;327;SPR-RSÈ;1
35;Severoèeskı;19;Machulda Petr;34;99;SPR-RSÈ;1
35;Severoèeskı;20;Sedláèek František;66;294;SPR-RSÈ;1
35;Severoèeskı;21;Tauchmannová Jaroslava;43;339;SPR-RSÈ;1
35;Severoèeskı;22;Kajaba Jiøí;37;269;SPR-RSÈ;1
35;Severoèeskı;23;Šebek Václav;51;208;SPR-RSÈ;1
35;Severoèeskı;24;Škulinová Dagmar;43;310;SPR-RSÈ;1
35;Severoèeskı;25;Naušová Eva;57;325;SPR-RSÈ;1
35;Severoèeskı;26;Perner Jan;50;140;SPR-RSÈ;1
35;Severoèeskı;27;Zornièka Václav;52;153;SPR-RSÈ;1
35;Severoèeskı;28;Brabenec Jaroslav;50;238;SPR-RSÈ;1
35;Severoèeskı;29;Kortánová Ilona;50;139;SPR-RSÈ;1
35;Severoèeskı;30;Kopøiva Jaroslav;22;265;SPR-RSÈ;1
35;Severoèeskı;31;Èapková Miluška;49;173;SPR-RSÈ;1
35;Severoèeskı;32;Nešpor Slavomír;21;243;SPR-RSÈ;1
35;Severoèeskı;33;Dobiáš Rudolf;43;74;SPR-RSÈ;1
35;Severoèeskı;34;Zedník Milan;42;117;SPR-RSÈ;1
35;Severoèeskı;35;Klimeš Vít;26;291;SPR-RSÈ;1
36;Vıchodoèeskı;1;Maixner Pavel;35;953;SPR-RSÈ;1
36;Vıchodoèeskı;2;Valenta Josef;47;698;SPR-RSÈ;1
36;Vıchodoèeskı;3;Nıvltová Radomíra;29;657;SPR-RSÈ;1
36;Vıchodoèeskı;4;Ondra Miloslav;27;461;SPR-RSÈ;1
36;Vıchodoèeskı;5;Jetmar Dalimil;24;321;SPR-RSÈ;1
36;Vıchodoèeskı;6;Èihák Vlastimil;51;331;SPR-RSÈ;1
36;Vıchodoèeskı;7;Kubec Ivan;50;327;SPR-RSÈ;1
36;Vıchodoèeskı;8;Skuèek Pavel;39;342;SPR-RSÈ;1
36;Vıchodoèeskı;9;Pokornı Roman;32;244;SPR-RSÈ;1
36;Vıchodoèeskı;10;Merunka Petr;27;305;SPR-RSÈ;1
36;Vıchodoèeskı;11;Fornùsková Irena;35;254;SPR-RSÈ;1
36;Vıchodoèeskı;12;Skuèek Jan;38;141;SPR-RSÈ;1
36;Vıchodoèeskı;13;Vašák Antonín;52;214;SPR-RSÈ;1
36;Vıchodoèeskı;14;Chrudimskı František;59;116;SPR-RSÈ;1
36;Vıchodoèeskı;15;Vlèek Zdenìk;28;174;SPR-RSÈ;1
36;Vıchodoèeskı;16;Dosedìlová Pavlína;52;216;SPR-RSÈ;1
36;Vıchodoèeskı;17;Kovaèiè Ivan;37;206;SPR-RSÈ;1
36;Vıchodoèeskı;18;Tvardek Alois;44;146;SPR-RSÈ;1
36;Vıchodoèeskı;19;Haasová Ivana;49;120;SPR-RSÈ;1
36;Vıchodoèeskı;20;Šafáø Oldøich;40;108;SPR-RSÈ;1
36;Vıchodoèeskı;21;Nykodım František;50;78;SPR-RSÈ;1
36;Vıchodoèeskı;22;Procházka Miroslav;39;340;SPR-RSÈ;1
36;Vıchodoèeskı;23;Rajskı Antonín;58;38;SPR-RSÈ;1
36;Vıchodoèeskı;24;Svatoš Jiøí;44;53;SPR-RSÈ;1
36;Vıchodoèeskı;25;Mojiš Stanislav;21;153;SPR-RSÈ;1
36;Vıchodoèeskı;26;Nastoupil Jiøí;32;70;SPR-RSÈ;1
36;Vıchodoèeskı;27;Jaroš Miloslav;30;196;SPR-RSÈ;1
36;Vıchodoèeskı;28;Dokoupil Radek;28;143;SPR-RSÈ;1
36;Vıchodoèeskı;29;Pšenièka Milan;23;145;SPR-RSÈ;1
36;Vıchodoèeskı;30;Paseková Vìra;32;221;SPR-RSÈ;1
