districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare
7;Libereckı;6;Kubínová Miroslava;35;HLVZHÙRU;SBB;29;3,52
7;Libereckı;7;Jirotka Jindøich;29;HLVZHÙRU;BEZPP;24;2,91
7;Libereckı;8;Vencovskı Michal;46;HLVZHÙRU;SBB;31;3,77
7;Libereckı;9;Fidrantová Ivona;40;HLVZHÙRU;SBB;10;1,21
7;Libereckı;10;Maršálek Michal;34;HLVZHÙRU;BEZPP;23;2,79
7;Libereckı;11;Pešek Jan Adam;61;HLVZHÙRU;SBB;6;0,72
7;Libereckı;12;Pirunèík Petr;39;HLVZHÙRU;SBB;16;1,94
7;Libereckı;13;Vágner Milan;68;HLVZHÙRU;PSZ;19;2,31
7;Libereckı;14;Šafránek Radek;36;HLVZHÙRU;SBB;15;1,82
7;Libereckı;15;Musil Jaroslav;29;HLVZHÙRU;PSZ;25;3,04
7;Libereckı;16;Wawreèka Jiøí;65;HLVZHÙRU;SBB;12;1,45
7;Libereckı;17;Kohout Ladislav;62;HLVZHÙRU;PSZ;18;2,18
8;Královéhradeckı;1;Jeník Miroslav;53;HLVZHÙRU;BEZPP;53;5,56
8;Královéhradeckı;2;Køíová Olga;51;HLVZHÙRU;PSZ;36;3,77
8;Královéhradeckı;3;Tomešová Luïka;44;HLVZHÙRU;SBB;30;3,14
8;Královéhradeckı;4;Balšánek Aleš;27;HLVZHÙRU;SBB;29;3,04
8;Královéhradeckı;5;Klouèková Jitka;46;HLVZHÙRU;BEZPP;20;2,09
8;Královéhradeckı;6;Skopár Vlastislav;49;HLVZHÙRU;SBB;22;2,3
8;Královéhradeckı;7;Špulák František;35;HLVZHÙRU;BEZPP;34;3,56
8;Královéhradeckı;8;Ševèík Jiøí;69;HLVZHÙRU;BEZPP;12;1,25
8;Královéhradeckı;9;Filipová Alena;67;HLVZHÙRU;SBB;11;1,15
8;Královéhradeckı;10;Motalová Beatriz;40;HLVZHÙRU;SBB;14;1,46
8;Královéhradeckı;11;Píšová Renata;47;HLVZHÙRU;SBB;7;0,73
8;Královéhradeckı;12;Moravcová Marcela;54;HLVZHÙRU;SBB;10;1,04
8;Královéhradeckı;13;Svatoò Tomáš;31;HLVZHÙRU;SBB;6;0,62
8;Královéhradeckı;14;Skopárová Veronika;25;HLVZHÙRU;SBB;22;2,3
8;Královéhradeckı;15;Souèek Zdenìk;41;HLVZHÙRU;SBB;7;0,73
8;Královéhradeckı;16;Valenta Aleš;49;HLVZHÙRU;BEZPP;26;2,72
8;Královéhradeckı;17;Víšková Andrea;36;HLVZHÙRU;BEZPP;3;0,31
8;Královéhradeckı;18;Charvátová Lenka;45;HLVZHÙRU;SBB;12;1,25
8;Královéhradeckı;19;Padìra Pavel;43;HLVZHÙRU;BEZPP;7;0,73
8;Královéhradeckı;20;Melgr Jan;38;HLVZHÙRU;BEZPP;4;0,41
9;Pardubickı;1;Hlaváè Ondøej;38;HLVZHÙRU;ÈSR;59;6,75
9;Pardubickı;2;Vašina Lubomír;53;HLVZHÙRU;PSZ;40;4,58
9;Pardubickı;3;Louèka Josef;66;HLVZHÙRU;SBB;9;1,03
9;Pardubickı;4;Kyncl Jiøí;51;HLVZHÙRU;BEZPP;28;3,2
9;Pardubickı;5;Jungvirtová Jaroslava;43;HLVZHÙRU;BEZPP;35;4
9;Pardubickı;6;Varga Ivo;53;HLVZHÙRU;SBB;22;2,52
9;Pardubickı;7;Kratochvílová Ivana;49;HLVZHÙRU;BEZPP;15;1,71
9;Pardubickı;8;Rejda Jan;40;HLVZHÙRU;BEZPP;42;4,81
9;Pardubickı;9;Jirout Zdenìk;41;HLVZHÙRU;BEZPP;5;0,57
9;Pardubickı;10;Køivka Pavel;53;HLVZHÙRU;SBB;33;3,78
9;Pardubickı;11;Šimák Ivo;55;HLVZHÙRU;BEZPP;12;1,37
9;Pardubickı;12;Kaláb Tomáš;43;HLVZHÙRU;BEZPP;17;1,94
9;Pardubickı;13;Èejka Pavel;55;HLVZHÙRU;BEZPP;16;1,83
9;Pardubickı;14;Švancara Jan;31;HLVZHÙRU;BEZPP;6;0,68
9;Pardubickı;15;Nìmec Roman;41;HLVZHÙRU;BEZPP;2;0,22
9;Pardubickı;16;Matras Ladislav;28;HLVZHÙRU;BEZPP;29;3,32
9;Pardubickı;17;Sokolová Zuzana;47;HLVZHÙRU;SBB;29;3,32
9;Pardubickı;18;Marek Josef;37;HLVZHÙRU;BEZPP;20;2,29
9;Pardubickı;19;Tomášek Jan;61;HLVZHÙRU;SBB;20;2,29
10;Vysoèina;1;Nechvátal Vladislav;48;HLVZHÙRU;SBB;52;7,04
10;Vysoèina;2;Uher Ivo;40;HLVZHÙRU;BEZPP;40;5,42
10;Vysoèina;3;Pípal Zbynìk;41;HLVZHÙRU;BEZPP;24;3,25
10;Vysoèina;4;Mátl Aleš;43;HLVZHÙRU;SBB;33;4,47
10;Vysoèina;5;Kafoòková Simona;44;HLVZHÙRU;BEZPP;46;6,23
10;Vysoèina;6;Duben Petr;44;HLVZHÙRU;SBB;21;2,84
10;Vysoèina;7;Dubová Zdenka;63;HLVZHÙRU;BEZPP;17;2,3
10;Vysoèina;8;Hobl Pavel;35;HLVZHÙRU;BEZPP;7;0,94
10;Vysoèina;9;Dìdeèková Dvorníková Blanka;67;HLVZHÙRU;SD;11;1,49
10;Vysoèina;10;Mareèek Miroslav;54;HLVZHÙRU;BEZPP;7;0,94
10;Vysoèina;11;Kuljová Jana;25;HLVZHÙRU;SBB;21;2,84
10;Vysoèina;12;Velikı Pavel;63;HLVZHÙRU;BEZPP;9;1,21
10;Vysoèina;13;Malach Antonín;62;HLVZHÙRU;BEZPP;30;4,06
10;Vysoèina;14;Matal Pavel;33;HLVZHÙRU;PSZ;5;0,67
10;Vysoèina;15;Vyoral Martin;54;HLVZHÙRU;BEZPP;6;0,81
10;Vysoèina;16;Smolík Zdenìk;36;HLVZHÙRU;BEZPP;8;1,08
10;Vysoèina;17;Krebs Ivan;66;HLVZHÙRU;PSZ;1;0,13
10;Vysoèina;18;Málek Jiøí;35;HLVZHÙRU;BEZPP;11;1,49
10;Vysoèina;19;Noièka Vladislav;29;HLVZHÙRU;SBB;7;0,94
10;Vysoèina;20;Urbánek Martin;29;HLVZHÙRU;BEZPP;8;1,08
11;Jihomoravskı;1;Volfová Jana;55;HLVZHÙRU;SBB;65;4,74
11;Jihomoravskı;2;Novák Richard;52;HLVZHÙRU;SBB;129;9,4
11;Jihomoravskı;3;Matouš Libor;42;HLVZHÙRU;SBB;37;2,69
11;Jihomoravskı;4;Mastná Zuzana;34;HLVZHÙRU;BEZPP;45;3,28
11;Jihomoravskı;5;Šimeèek Lubor;54;HLVZHÙRU;SBB;61;4,44
11;Jihomoravskı;6;Ondrová Lucie;34;HLVZHÙRU;SBB;17;1,23
11;Jihomoravskı;7;Mazálek Igor;50;HLVZHÙRU;SBB;21;1,53
11;Jihomoravskı;8;Malášková Leona;38;HLVZHÙRU;BEZPP;19;1,38
11;Jihomoravskı;9;Èépeová Jana;51;HLVZHÙRU;SBB;11;0,8
11;Jihomoravskı;10;Èadeni Ivan;48;HLVZHÙRU;SBB;20;1,45
11;Jihomoravskı;11;Stryjová Dagmar;59;HLVZHÙRU;BEZPP;18;1,31
11;Jihomoravskı;12;Procházka Zdenìk;43;HLVZHÙRU;SBB;15;1,09
11;Jihomoravskı;13;Køí Jan;49;HLVZHÙRU;BEZPP;13;0,94
11;Jihomoravskı;14;Truneèková Dana;42;HLVZHÙRU;SBB;25;1,82
11;Jihomoravskı;15;Kopeèná Kristına;33;HLVZHÙRU;BEZPP;11;0,8
11;Jihomoravskı;16;Zorníková Veronika;22;HLVZHÙRU;SBB;14;1,02
11;Jihomoravskı;17;Kotoul Jaromír;45;HLVZHÙRU;SBB;1;0,07
11;Jihomoravskı;18;Kuchtíèek Petr;44;HLVZHÙRU;BEZPP;14;1,02
11;Jihomoravskı;19;Vomelová Blanka;49;HLVZHÙRU;BEZPP;7;0,51
11;Jihomoravskı;20;Brejchová Zdeòka;53;HLVZHÙRU;SBB;2;0,14
11;Jihomoravskı;21;Dofek Martin;35;HLVZHÙRU;BEZPP;6;0,43
11;Jihomoravskı;22;Pelán Josef;56;HLVZHÙRU;BEZPP;7;0,51
11;Jihomoravskı;23;Šebesta Petr;37;HLVZHÙRU;BEZPP;6;0,43
11;Jihomoravskı;24;Drábková Renata;39;HLVZHÙRU;BEZPP;10;0,72
11;Jihomoravskı;25;Válka Petr;46;HLVZHÙRU;SBB;4;0,29
11;Jihomoravskı;26;Slouková Lenka;31;HLVZHÙRU;BEZPP;13;0,94
11;Jihomoravskı;27;Hvìzda Miloš;34;HLVZHÙRU;BEZPP;15;1,09
11;Jihomoravskı;28;Procházková Martina;23;HLVZHÙRU;SBB;6;0,43
11;Jihomoravskı;29;Hradskı Josef;52;HLVZHÙRU;BEZPP;0;0
11;Jihomoravskı;30;Rechová Hana;48;HLVZHÙRU;BEZPP;5;0,36
11;Jihomoravskı;31;Kryèer Oldøich;60;HLVZHÙRU;BEZPP;3;0,21
11;Jihomoravskı;32;Buèková Jana;31;HLVZHÙRU;BEZPP;3;0,21
11;Jihomoravskı;33;Jaška David;37;HLVZHÙRU;BEZPP;5;0,36
11;Jihomoravskı;34;Dirda Vojtìch;41;HLVZHÙRU;BEZPP;9;0,65
12;Olomouckı;1;Novák Jiøí;58;HLVZHÙRU;BEZPP;33;3,14
12;Olomouckı;2;Novotnı René;50;HLVZHÙRU;PSZ;42;4
12;Olomouckı;3;Matìjková Soòa;32;HLVZHÙRU;SBB;89;8,47
12;Olomouckı;4;Pospíšilová Dana;49;HLVZHÙRU;SBB;27;2,57
12;Olomouckı;5;Oveèková Alena;58;HLVZHÙRU;SBB;27;2,57
12;Olomouckı;6;Kobza Bronislav;50;HLVZHÙRU;SBB;21;2
12;Olomouckı;7;Èehovská Eva;43;HLVZHÙRU;SBB;28;2,66
12;Olomouckı;8;Kapplová Olga;63;HLVZHÙRU;SBB;22;2,09
12;Olomouckı;9;Skokanová Ivana;47;HLVZHÙRU;SBB;24;2,28
12;Olomouckı;10;Svoboda Martin;42;HLVZHÙRU;SBB;10;0,95
12;Olomouckı;11;Kopa Václav;57;HLVZHÙRU;BEZPP;45;4,28
12;Olomouckı;12;Ferenc Bohumil;46;HLVZHÙRU;SBB;26;2,47
12;Olomouckı;13;Šipka Stanislav;55;HLVZHÙRU;BEZPP;3;0,28
12;Olomouckı;14;Šnajdrová Hana;48;HLVZHÙRU;BEZPP;19;1,8
12;Olomouckı;15;Uhlíková Ingrid;41;HLVZHÙRU;BEZPP;34;3,23
12;Olomouckı;16;Rohovec Lukáš;24;HLVZHÙRU;BEZPP;23;2,19
12;Olomouckı;17;Jón Libor;42;HLVZHÙRU;BEZPP;19;1,8
12;Olomouckı;18;Boøuta Rostislav;31;HLVZHÙRU;SBB;12;1,14
12;Olomouckı;19;Matìjèek Antonín;43;HLVZHÙRU;BEZPP;17;1,61
12;Olomouckı;20;Kurek Milan;46;HLVZHÙRU;BEZPP;12;1,14
12;Olomouckı;21;Cenkl Zbynìk;39;HLVZHÙRU;BEZPP;28;2,66
12;Olomouckı;22;Kowaøowsky Kamil;40;HLVZHÙRU;BEZPP;15;1,42
12;Olomouckı;23;Gluchová Alena;51;HLVZHÙRU;BEZPP;7;0,66
13;Zlínskı;1;Úlehla Tomáš;48;HLVZHÙRU;BEZPP;142;15,9
13;Zlínskı;2;Nedbálek Karel;57;HLVZHÙRU;SBB;56;6,27
13;Zlínskı;3;Bohunová Blanka;52;HLVZHÙRU;BEZPP;67;7,5
13;Zlínskı;4;Janíková Jana;41;HLVZHÙRU;BEZPP;21;2,35
13;Zlínskı;5;Bıèek Robert;45;HLVZHÙRU;BEZPP;74;8,28
13;Zlínskı;6;Kubíèek Petr;28;HLVZHÙRU;BEZPP;46;5,15
13;Zlínskı;7;Juøíèek Tomáš;28;HLVZHÙRU;BEZPP;39;4,36
13;Zlínskı;8;Radìviè Radim;46;HLVZHÙRU;BEZPP;28;3,13
13;Zlínskı;9;Greguš Štefan;54;HLVZHÙRU;SBB;21;2,35
13;Zlínskı;10;Rıznar Vladislav;42;HLVZHÙRU;SBB;12;1,34
13;Zlínskı;11;Hanèlová Gabriela;50;HLVZHÙRU;SBB;10;1,11
13;Zlínskı;12;Ïurïová Libuše;57;HLVZHÙRU;BEZPP;19;2,12
13;Zlínskı;13;Fila Tomáš;46;HLVZHÙRU;BEZPP;21;2,35
13;Zlínskı;14;Malota Tomáš;29;HLVZHÙRU;BEZPP;9;1
13;Zlínskı;15;Gajdošíková Monika;28;HLVZHÙRU;BEZPP;22;2,46
13;Zlínskı;16;Jankù Lenka;52;HLVZHÙRU;BEZPP;17;1,9
13;Zlínskı;17;Zboøilová Lenka;24;HLVZHÙRU;BEZPP;20;2,23
13;Zlínskı;18;Šuláková Ivana;46;HLVZHÙRU;BEZPP;16;1,79
13;Zlínskı;19;Jelínek Bohumír;69;HLVZHÙRU;SBB;3;0,33
13;Zlínskı;21;Mareková Kateøina;31;HLVZHÙRU;BEZPP;12;1,34
13;Zlínskı;22;Nedbálek Karel;27;HLVZHÙRU;SBB;18;2,01
14;Moravskoslezskı;1;Janáèková Liana;59;HLVZHÙRU;BEZPP;696;22,48
14;Moravskoslezskı;2;Pavlíèek Zdenìk;45;HLVZHÙRU;SBB;159;5,13
14;Moravskoslezskı;3;Hujdus Patrik;36;HLVZHÙRU;BEZPP;167;5,39
14;Moravskoslezskı;4;Koruna Pavel;44;HLVZHÙRU;SBB;109;3,52
14;Moravskoslezskı;5;Ivanová Zuzana;37;HLVZHÙRU;SBB;82;2,64
14;Moravskoslezskı;6;Jezerskı Robert;40;HLVZHÙRU;BEZPP;42;1,35
14;Moravskoslezskı;7;Machura Lukáš;34;HLVZHÙRU;SBB;44;1,42
14;Moravskoslezskı;8;Kubìnová Helena;53;HLVZHÙRU;BEZPP;111;3,58
14;Moravskoslezskı;9;Kopl Eduard;42;HLVZHÙRU;BEZPP;38;1,22
14;Moravskoslezskı;10;Zwardoñová Šárka;47;HLVZHÙRU;SBB;62;2
14;Moravskoslezskı;11;Adam Petr;39;HLVZHÙRU;BEZPP;16;0,51
14;Moravskoslezskı;12;Matìjíèková Hana;49;HLVZHÙRU;SBB;37;1,19
14;Moravskoslezskı;13;Swaczyna Tomáš;36;HLVZHÙRU;SBB;58;1,87
14;Moravskoslezskı;14;Rymel Jaromír;42;HLVZHÙRU;BEZPP;16;0,51
14;Moravskoslezskı;15;Kopta Jiøí;26;HLVZHÙRU;SBB;23;0,74
14;Moravskoslezskı;16;Klapetková Eva;73;HLVZHÙRU;BEZPP;44;1,42
14;Moravskoslezskı;17;Baranová Monika;37;HLVZHÙRU;BEZPP;38;1,22
14;Moravskoslezskı;18;Murová Jiøina;56;HLVZHÙRU;SBB;19;0,61
14;Moravskoslezskı;19;Martiník Radek;38;HLVZHÙRU;BEZPP;31;1
14;Moravskoslezskı;20;Babák Jan;35;HLVZHÙRU;BEZPP;46;1,48
14;Moravskoslezskı;21;Lovásová Šárka;41;HLVZHÙRU;BEZPP;41;1,32
14;Moravskoslezskı;22;Bora František;59;HLVZHÙRU;SBB;24;0,77
14;Moravskoslezskı;23;Fanèoviè Petr;33;HLVZHÙRU;SBB;9;0,29
14;Moravskoslezskı;24;Sarganek Vítìzslav;40;HLVZHÙRU;SBB;32;1,03
14;Moravskoslezskı;25;Kroèa Pavel;44;HLVZHÙRU;BEZPP;9;0,29
14;Moravskoslezskı;26;Velièka Radek;34;HLVZHÙRU;BEZPP;55;1,77
14;Moravskoslezskı;27;Hrabánek Antonín;72;HLVZHÙRU;SBB;13;0,41
14;Moravskoslezskı;28;Gazda Lubomír;58;HLVZHÙRU;BEZPP;8;0,25
14;Moravskoslezskı;29;Novák Martin;34;HLVZHÙRU;SBB;7;0,22
14;Moravskoslezskı;30;Hibsch David;42;HLVZHÙRU;BEZPP;54;1,74
14;Moravskoslezskı;31;Pollák Jaroslav;62;HLVZHÙRU;SBB;8;0,25
14;Moravskoslezskı;32;Matúš Jaroslav;34;HLVZHÙRU;BEZPP;5;0,16
14;Moravskoslezskı;33;Rabas Petr;60;HLVZHÙRU;SBB;33;1,06
14;Moravskoslezskı;34;Andrysík Alexandr;51;HLVZHÙRU;BEZPP;15;0,48
14;Moravskoslezskı;35;Szarowská Lucie;32;HLVZHÙRU;SBB;12;0,38
14;Moravskoslezskı;36;Miková Iveta;48;HLVZHÙRU;SBB;18;0,58
1;Hl. m. Praha;1;Nìmcová Miroslava;60;ODS;ODS;26 866;38,17
1;Hl. m. Praha;2;Svoboda Bohuslav;69;ODS;ODS;14 953;21,24
1;Hl. m. Praha;3;Èernochová Jana;40;ODS;ODS;8 644;12,28
1;Hl. m. Praha;4;Hanzlík Karel;47;ODS;ODS;3 009;4,27
1;Hl. m. Praha;5;Kohoutová Lenka;45;ODS;ODS;3 791;5,38
1;Hl. m. Praha;6;Gros Ondøej;38;ODS;ODS;934;1,32
1;Hl. m. Praha;7;Janderová Jaroslava;63;ODS;ODS;1 468;2,08
1;Hl. m. Praha;8;Vlèek Daniel;31;ODS;ODS;1 121;1,59
1;Hl. m. Praha;9;Kos Vojtìch;41;ODS;ODS;1 320;1,87
1;Hl. m. Praha;10;Benda Marek;44;ODS;ODS;5 336;7,58
1;Hl. m. Praha;11;Blaek František;48;ODS;ODS;891;1,26
1;Hl. m. Praha;12;Polák Ferdinand;41;ODS;ODS;3 006;4,27
1;Hl. m. Praha;13;Bartovskı Tomáš;35;ODS;ODS;544;0,77
1;Hl. m. Praha;14;Habart Michal;48;ODS;ODS;677;0,96
1;Hl. m. Praha;15;Gabriel Jan;42;ODS;ODS;684;0,97
1;Hl. m. Praha;16;Dránı Ivo;49;ODS;ODS;678;0,96
1;Hl. m. Praha;17;Menzelová Blanka;56;ODS;ODS;644;0,91
1;Hl. m. Praha;18;Švarc František;60;ODS;ODS;841;1,19
1;Hl. m. Praha;19;Ludková Vladimíra;34;ODS;ODS;2 428;3,44
1;Hl. m. Praha;20;Bellu Alexander;26;ODS;ODS;703;0,99
1;Hl. m. Praha;21;Damaška David;43;ODS;ODS;976;1,38
1;Hl. m. Praha;22;Frélich Martin;36;ODS;ODS;359;0,51
1;Hl. m. Praha;23;Recman Jan;32;ODS;ODS;578;0,82
1;Hl. m. Praha;24;Pavlíèková Kateøina;61;ODS;ODS;869;1,23
1;Hl. m. Praha;25;Kousalíková Marie;67;ODS;ODS;2 203;3,13
1;Hl. m. Praha;26;Košan Petr;32;ODS;ODS;776;1,1
1;Hl. m. Praha;27;Scholz Petr;24;ODS;ODS;719;1,02
1;Hl. m. Praha;28;Perlín Radim;51;ODS;ODS;1 039;1,47
1;Hl. m. Praha;29;Vítkovská Lucie;28;ODS;ODS;598;0,84
1;Hl. m. Praha;30;Fifka Petr;46;ODS;ODS;316;0,44
1;Hl. m. Praha;31;Mallotová Helena;69;ODS;ODS;520;0,73
1;Hl. m. Praha;32;Kodetová Soòa;68;ODS;ODS;1 158;1,64
1;Hl. m. Praha;33;Jirásková Markéta;64;ODS;ODS;1 001;1,42
1;Hl. m. Praha;34;Jarolím Jan;67;ODS;ODS;844;1,19
1;Hl. m. Praha;35;Jankù Jiøí;46;ODS;ODS;983;1,39
1;Hl. m. Praha;36;Paulus Libor;42;ODS;ODS;500;0,71
2;Støedoèeskı;1;Bendl Petr;47;ODS;ODS;5 308;9,54
2;Støedoèeskı;2;Beznoska Adolf;51;ODS;ODS;5 572;10,02
2;Støedoèeskı;3;Bernášek Miroslav;51;ODS;ODS;3 051;5,48
2;Støedoèeskı;4;Hrodek Tomáš;30;ODS;ODS;2 660;4,78
2;Støedoèeskı;5;Bohatec Pavel;51;ODS;ODS;1 809;3,25
2;Støedoèeskı;6;Skopeèek Jan;33;ODS;ODS;3 645;6,55
2;Støedoèeskı;7;Kupka Martin;37;ODS;ODS;4 055;7,29
2;Støedoèeskı;8;Pánek Michael;48;ODS;ODS;2 681;4,82
2;Støedoèeskı;9;Nejdl Zdenìk;54;ODS;ODS;1 004;1,8
2;Støedoèeskı;10;Pajkrtová Cecilie;53;ODS;ODS;2 388;4,29
2;Støedoèeskı;11;Calta Václav;47;ODS;ODS;555;0,99
2;Støedoèeskı;12;Smetana Martin;41;ODS;ODS;1 339;2,4
2;Støedoèeskı;13;Eklová Dana;38;ODS;ODS;1 882;3,38
2;Støedoèeskı;14;Štíbrová Eva;59;ODS;ODS;2 023;3,63
2;Støedoèeskı;15;Mach Petr;27;ODS;ODS;896;1,61
2;Støedoèeskı;16;Havelka Jiøí;38;ODS;ODS;1 186;2,13
2;Støedoèeskı;17;Král Jaroslav;66;ODS;ODS;1 287;2,31
2;Støedoèeskı;18;Broková Andrea;31;ODS;ODS;1 154;2,07
2;Støedoèeskı;19;Fára Petr;30;ODS;ODS;340;0,61
2;Støedoèeskı;20;Havlíèek Tomáš;33;ODS;ODS;573;1,03
2;Støedoèeskı;21;Lesák Libor;48;ODS;ODS;641;1,15
2;Støedoèeskı;22;Haifler Václav;61;ODS;ODS;164;0,29
2;Støedoèeskı;23;Vanìk Tomáš;62;ODS;ODS;649;1,16
2;Støedoèeskı;24;Paták Petr;28;ODS;ODS;833;1,49
2;Støedoèeskı;25;Pavlík Pavel;43;ODS;ODS;662;1,19
2;Støedoèeskı;26;Blaková Kateøina;26;ODS;ODS;1 142;2,05
2;Støedoèeskı;27;Šebek Karel;62;ODS;ODS;1 019;1,83
2;Støedoèeskı;28;Kutík Ladislav;72;ODS;ODS;549;0,98
2;Støedoèeskı;29;Vynikal Josef;66;ODS;ODS;619;1,11
2;Støedoèeskı;30;Lang Petr;48;ODS;ODS;718;1,29
2;Støedoèeskı;31;Palek Ludìk;36;ODS;ODS;453;0,81
2;Støedoèeskı;32;Zusková Kateøina;53;ODS;ODS;819;1,47
2;Støedoèeskı;33;Šimonek Jaromír;68;ODS;ODS;324;0,58
2;Støedoèeskı;34;Vrana Jiøí;51;ODS;ODS;293;0,52
3;Jihoèeskı;1;Kuba Martin;40;ODS;ODS;3 316;13,17
3;Jihoèeskı;2;Bauer Jan;44;ODS;ODS;2 855;11,34
3;Jihoèeskı;3;Zvìøina Jaroslav;70;ODS;ODS;3 299;13,1
3;Jihoèeskı;4;Král Václav;33;ODS;ODS;2 179;8,65
3;Jihoèeskı;5;Herout Zdenìk;54;ODS;ODS;1 448;5,75
3;Jihoèeskı;6;Hajdušek Tomáš;44;ODS;ODS;937;3,72
3;Jihoèeskı;7;Stanìk Radim;40;ODS;ODS;1 094;4,34
3;Jihoèeskı;8;Mikeš František;67;ODS;ODS;655;2,6
3;Jihoèeskı;9;Hrušková Lenka;46;ODS;ODS;1 180;4,68
3;Jihoèeskı;10;Pøívozník Ladislav;61;ODS;ODS;1 143;4,54
3;Jihoèeskı;11;Zahradník Jan;64;ODS;ODS;5 461;21,69
3;Jihoèeskı;12;Dìdiè František;50;ODS;ODS;826;3,28
3;Jihoèeskı;13;Kouøil Jan;64;ODS;ODS;702;2,78
3;Jihoèeskı;14;Souhrada Pavel;53;ODS;ODS;585;2,32
3;Jihoèeskı;15;Zedník Jan;26;ODS;ODS;735;2,92
3;Jihoèeskı;16;Troup Josef;49;ODS;ODS;803;3,19
3;Jihoèeskı;17;Váòa Jan;57;ODS;ODS;750;2,98
3;Jihoèeskı;18;Mánek Jiøí;41;ODS;ODS;1 148;4,56
3;Jihoèeskı;19;Bláha Jindøich;54;ODS;ODS;950;3,77
3;Jihoèeskı;20;Klein Jaroslav;59;ODS;ODS;284;1,12
3;Jihoèeskı;21;Sviták Martin;48;ODS;ODS;331;1,31
3;Jihoèeskı;22;Jedlièka Roman;61;ODS;ODS;584;2,32
4;Plzeòskı;1;Pospíšil Jiøí;37;ODS;ODS;10 226;36,47
4;Plzeòskı;2;Pape Jiøí;48;ODS;ODS;2 619;9,34
4;Plzeòskı;3;Vilímec Vladislav;50;ODS;ODS;3 331;11,88
4;Plzeòskı;4;Jilichová Nová Veronika;37;ODS;ODS;1 664;5,93
4;Plzeòskı;5;Mottl Petr;45;ODS;ODS;1 524;5,43
4;Plzeòskı;6;Sefzig Ludìk;56;ODS;ODS;1 421;5,06
4;Plzeòskı;7;Šneberger Jiøí;53;ODS;ODS;2 339;8,34
4;Plzeòskı;8;Janko Lukáš;31;ODS;ODS;1 107;3,94
4;Plzeòskı;9;Rubáková Vìra;52;ODS;ODS;388;1,38
4;Plzeòskı;10;Zettlová Veronika;31;ODS;ODS;354;1,26
4;Plzeòskı;11;Øíha Hynek;43;ODS;ODS;439;1,56
4;Plzeòskı;12;Poduška Jan;64;ODS;ODS;534;1,9
4;Plzeòskı;13;Perlík Jaroslav;68;ODS;ODS;530;1,89
4;Plzeòskı;14;Duchková Stanislava;76;ODS;ODS;116;0,41
4;Plzeòskı;15;Kunešová Vilma;38;ODS;ODS;509;1,81
4;Plzeòskı;16;Buriánek Jan;45;ODS;ODS;368;1,31
4;Plzeòskı;17;Kubìna Roman;41;ODS;ODS;444;1,58
4;Plzeòskı;18;Mráz Jaroslav;51;ODS;ODS;414;1,47
4;Plzeòskı;19;Wolf Pavel;48;ODS;ODS;444;1,58
4;Plzeòskı;20;Praskı Jiøí;64;ODS;ODS;337;1,2
5;Karlovarskı;1;Bureš Jan;39;ODS;ODS;1 071;12,97
5;Karlovarskı;2;Vildumetzová Jana;40;ODS;ODS;1 095;13,26
5;Karlovarskı;3;Svoboda Jan;56;ODS;ODS;641;7,76
5;Karlovarskı;4;Bursík Petr;37;ODS;ODS;606;7,34
5;Karlovarskı;5;Král Zdenìk;53;ODS;ODS;330;3,99
5;Karlovarskı;6;Jakobec Karel;49;ODS;ODS;736;8,91
5;Karlovarskı;7;Schwarzová Dana;54;ODS;ODS;245;2,96
5;Karlovarskı;8;Provazník Tomáš;33;ODS;ODS;354;4,28
5;Karlovarskı;9;Štiková Ingeborg;57;ODS;ODS;214;2,59
5;Karlovarskı;10;Kandráè Michal;50;ODS;ODS;119;1,44
5;Karlovarskı;11;Brdlík Jiøí;56;ODS;ODS;579;7,01
5;Karlovarskı;12;Sedláèek Ladislav;42;ODS;ODS;301;3,64
5;Karlovarskı;13;Šindeláø Petr;40;ODS;ODS;501;6,06
5;Karlovarskı;14;Linda Tomáš;33;ODS;ODS;442;5,35
6;Ústeckı;1;Holeèek Radim;37;ODS;ODS;2 176;10,29
6;Ústeckı;2;Voltr Michal;39;ODS;ODS;1 015;4,8
6;Ústeckı;3;Benda Josef;67;ODS;ODS;648;3,06
6;Ústeckı;4;Volák Daniel;48;ODS;ODS;1 224;5,79
6;Ústeckı;5;Kalous Jiøí;37;ODS;ODS;434;2,05
6;Ústeckı;6;Chlupáè Ladislav;61;ODS;ODS;1 427;6,75
6;Ústeckı;7;Bartošová Kateøina;38;ODS;ODS;1 067;5,04
6;Ústeckı;8;Sucharda Jiøí;49;ODS;ODS;458;2,16
6;Ústeckı;9;Tvrdík Jan;56;ODS;ODS;676;3,19
6;Ústeckı;10;Jurštaková Dana;52;ODS;ODS;448;2,12
6;Ústeckı;11;Dlouhı Martin;35;ODS;ODS;367;1,73
6;Ústeckı;12;Miklošová Drahomíra;60;ODS;ODS;757;3,58
6;Ústeckı;13;Vepøek David;37;ODS;ODS;421;1,99
6;Ústeckı;14;Rulíšková Zdeòka;63;ODS;ODS;196;0,92
6;Ústeckı;15;Hájek Richard;44;ODS;ODS;277;1,31
6;Ústeckı;16;Dubravec Petr;51;ODS;ODS;213;1
6;Ústeckı;17;Jílková Irena;57;ODS;ODS;702;3,32
6;Ústeckı;18;Lédl Martin;38;ODS;ODS;199;0,94
6;Ústeckı;19;Tuháèková Martina;38;ODS;ODS;262;1,23
