districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare
14;Moravskoslezskı;23;Vavøíèek Petr;65;KDU-ÈSL;KDU-ÈSL;178;0,44
14;Moravskoslezskı;24;Drábek Ivan;66;KDU-ÈSL;KDU-ÈSL;1 012;2,52
14;Moravskoslezskı;25;Marek Bedøich;64;KDU-ÈSL;KDU-ÈSL;265;0,66
14;Moravskoslezskı;26;Šula Jaroslav;65;KDU-ÈSL;KDU-ÈSL;664;1,65
14;Moravskoslezskı;27;Michnová Jaroslava;57;KDU-ÈSL;KDU-ÈSL;311;0,77
14;Moravskoslezskı;28;Hoøínek Michal;36;KDU-ÈSL;KDU-ÈSL;892;2,22
14;Moravskoslezskı;29;Turoò Jan;39;KDU-ÈSL;KDU-ÈSL;717;1,79
14;Moravskoslezskı;30;Prusek Josef;52;KDU-ÈSL;KDU-ÈSL;255;0,63
14;Moravskoslezskı;31;Szkandera Vladislav;53;KDU-ÈSL;KONS;1 454;3,63
14;Moravskoslezskı;32;Kuèerka Petr;51;KDU-ÈSL;BEZPP;620;1,54
14;Moravskoslezskı;33;Švasta Jaromír;22;KDU-ÈSL;KDU-ÈSL;201;0,5
14;Moravskoslezskı;34;Holáò Vilém;75;KDU-ÈSL;KDU-ÈSL;404;1
14;Moravskoslezskı;35;Baøák Tomáš;38;KDU-ÈSL;KDU-ÈSL;340;0,84
14;Moravskoslezskı;36;Muczka Petr;50;KDU-ÈSL;KDU-ÈSL;534;1,33
1;Hl. m. Praha;1;Cibulka Petr;62;PB;PB;159;12,97
1;Hl. m. Praha;2;Benıšek Jiøí;23;PB;BEZPP;36;2,93
1;Hl. m. Praha;3;Cafourek Josef;65;PB;BEZPP;20;1,63
1;Hl. m. Praha;4;Durdil Miroslav;64;PB;BEZPP;39;3,18
1;Hl. m. Praha;5;Kutina František;56;PB;BEZPP;9;0,73
1;Hl. m. Praha;6;Stanìk František;57;PB;BEZPP;4;0,32
1;Hl. m. Praha;7;Hejl Petr;59;PB;BEZPP;15;1,22
1;Hl. m. Praha;8;Mikeš Milan;42;PB;BEZPP;11;0,89
1;Hl. m. Praha;9;Foltis Karel;47;PB;BEZPP;7;0,57
1;Hl. m. Praha;10;Šnoblová Eva;57;PB;BEZPP;23;1,87
1;Hl. m. Praha;11;Vilím Stanislav;42;PB;BEZPP;12;0,97
1;Hl. m. Praha;12;Fronìk Roman;55;PB;BEZPP;4;0,32
1;Hl. m. Praha;13;Beèka Jan;35;PB;BEZPP;5;0,4
1;Hl. m. Praha;14;Krejèù Jiøí;45;PB;BEZPP;16;1,3
1;Hl. m. Praha;15;Matoušek František;41;PB;BEZPP;2;0,16
1;Hl. m. Praha;16;Šnebergová Lenka;54;PB;BEZPP;18;1,46
1;Hl. m. Praha;17;Èernota Miroslav;55;PB;BEZPP;1;0,08
1;Hl. m. Praha;18;Macháèek Václav;36;PB;BEZPP;0;0
1;Hl. m. Praha;19;Kyprı Daniel;27;PB;BEZPP;5;0,4
1;Hl. m. Praha;20;Šmoldas Josef;60;PB;BEZPP;11;0,89
1;Hl. m. Praha;21;Musil Vìroslav;24;PB;BEZPP;12;0,97
1;Hl. m. Praha;22;Lukáèek Petr;54;PB;BEZPP;1;0,08
1;Hl. m. Praha;23;Lokajová Ellen;54;PB;BEZPP;14;1,14
1;Hl. m. Praha;24;Nosek Zdenìk;52;PB;BEZPP;1;0,08
1;Hl. m. Praha;25;Popelka Mirko;42;PB;BEZPP;1;0,08
1;Hl. m. Praha;26;Macek Pavel;50;PB;BEZPP;5;0,4
1;Hl. m. Praha;27;Vaòátková Svìtlana;44;PB;BEZPP;6;0,48
1;Hl. m. Praha;28;Viška Miroslav;46;PB;BEZPP;2;0,16
1;Hl. m. Praha;29;Fiedler Ladislav;45;PB;BEZPP;1;0,08
1;Hl. m. Praha;30;Hauserová Eva;28;PB;BEZPP;5;0,4
1;Hl. m. Praha;31;Plzák Petr;52;PB;BEZPP;6;0,48
1;Hl. m. Praha;32;Drábek Pavel;53;PB;BEZPP;6;0,48
1;Hl. m. Praha;33;Prokop Zdenìk;49;PB;BEZPP;1;0,08
1;Hl. m. Praha;34;Menèík Jan;54;PB;BEZPP;3;0,24
1;Hl. m. Praha;35;Terè Václav;60;PB;BEZPP;6;0,48
1;Hl. m. Praha;36;Kašparová Barbora;22;PB;BEZPP;13;1,06
1;Hl. m. Praha;1;Støeda Leoš;50;Suveren.;BEZPP;55;6,89
1;Hl. m. Praha;2;Weiszová Silvia;46;Suveren.;Suveren.;30;3,75
1;Hl. m. Praha;3;Klusáèek Michal;34;Suveren.;ÈSNS;27;3,38
1;Hl. m. Praha;4;Blaško Marek;37;Suveren.;BEZPP;27;3,38
1;Hl. m. Praha;5;Purnoch Milan;51;Suveren.;BEZPP;13;1,62
1;Hl. m. Praha;6;Ruml Vladimír;25;Suveren.;BEZPP;17;2,13
1;Hl. m. Praha;7;Chovancová Marta;55;Suveren.;BEZPP;31;3,88
1;Hl. m. Praha;8;Nìmeèková Eva;43;Suveren.;BEZPP;18;2,25
1;Hl. m. Praha;9;Øíha Jakub;42;Suveren.;BEZPP;16;2
1;Hl. m. Praha;10;Kinkal Ludìk;51;Suveren.;BEZPP;4;0,5
1;Hl. m. Praha;11;Nìmec Vladimír;65;Suveren.;Suveren.;4;0,5
1;Hl. m. Praha;12;Kramnı Miloslav;55;Suveren.;BEZPP;16;2
1;Hl. m. Praha;13;Vávra Vítìzslav;60;Suveren.;BEZPP;8;1
1;Hl. m. Praha;14;Pıcha Miroslav;56;Suveren.;BEZPP;3;0,37
1;Hl. m. Praha;15;Èíla Ivan;61;Suveren.;Suveren.;4;0,5
1;Hl. m. Praha;16;Grabowská Anna;54;Suveren.;BEZPP;17;2,13
1;Hl. m. Praha;17;Kobes Jan;50;Suveren.;BEZPP;3;0,37
1;Hl. m. Praha;18;Beladová Eva;52;Suveren.;BEZPP;8;1
1;Hl. m. Praha;19;Froòková Dousková Gabriela;43;Suveren.;BEZPP;18;2,25
1;Hl. m. Praha;20;Kolomı Ludìk;60;Suveren.;BEZPP;1;0,12
1;Hl. m. Praha;21;Munzarová Alena;40;Suveren.;BEZPP;8;1
1;Hl. m. Praha;22;Hodek Jindøich;36;Suveren.;BEZPP;5;0,62
1;Hl. m. Praha;23;Novák Vlastimil;45;Suveren.;BEZPP;1;0,12
1;Hl. m. Praha;24;Vavroš Jaroslav;25;Suveren.;BEZPP;2;0,25
1;Hl. m. Praha;25;Procházka Jindøich;57;Suveren.;BEZPP;1;0,12
1;Hl. m. Praha;26;Semeckı Marcel;51;Suveren.;Suveren.;3;0,37
1;Hl. m. Praha;27;Kabíèková Zuzana;35;Suveren.;BEZPP;12;1,5
1;Hl. m. Praha;28;Hloták Valdemar;71;Suveren.;BEZPP;6;0,75
1;Hl. m. Praha;29;Pilaøová Gabriela;34;Suveren.;BEZPP;7;0,87
1;Hl. m. Praha;30;Matoušková Ludmila;64;Suveren.;BEZPP;8;1
1;Hl. m. Praha;31;Holeèková Šárka;23;Suveren.;BEZPP;5;0,62
1;Hl. m. Praha;32;Votrubová Miloslava;64;Suveren.;BEZPP;4;0,5
1;Hl. m. Praha;33;Karlovskı Jindøich;59;Suveren.;BEZPP;5;0,62
1;Hl. m. Praha;34;Vojtíšková Andrea;44;Suveren.;BEZPP;5;0,62
1;Hl. m. Praha;35;Bayerová Veronika;43;Suveren.;BEZPP;2;0,25
1;Hl. m. Praha;36;Dykast František;63;Suveren.;BEZPP;6;0,75
2;Støedoèeskı;1;Hannig Petr;67;Suveren.;Suveren.;149;6,59
2;Støedoèeskı;2;Somberg Jiøí;52;Suveren.;BEZPP;134;5,92
2;Støedoèeskı;3;Janù Jiøí;59;Suveren.;Suveren.;63;2,78
2;Støedoèeskı;4;Bartoš Martin;45;Suveren.;BEZPP;49;2,16
2;Støedoèeskı;5;Vanìk Jakub;30;Suveren.;ÈSNS;21;0,92
2;Støedoèeskı;6;Pomma Václav;52;Suveren.;BEZPP;35;1,54
2;Støedoèeskı;7;Málek Roman;35;Suveren.;BEZPP;35;1,54
2;Støedoèeskı;8;Francová Eliška;42;Suveren.;BEZPP;22;0,97
2;Støedoèeskı;9;Mlejnskı Václav;40;Suveren.;BEZPP;62;2,74
2;Støedoèeskı;10;Borkovec Pavel;24;Suveren.;BEZPP;20;0,88
2;Støedoèeskı;11;Vysoká Jana;49;Suveren.;BEZPP;26;1,14
2;Støedoèeskı;12;Pivoòka Václav;61;Suveren.;BEZPP;29;1,28
2;Støedoèeskı;13;Kuèerová Monika;32;Suveren.;BEZPP;27;1,19
2;Støedoèeskı;14;Pumanová Hana;53;Suveren.;BEZPP;14;0,61
2;Støedoèeskı;15;Tománková Ivana;40;Suveren.;BEZPP;35;1,54
2;Støedoèeskı;16;Èápová Andrea;41;Suveren.;BEZPP;15;0,66
2;Støedoèeskı;17;Fritsch Jindøich;46;Suveren.;BEZPP;20;0,88
2;Støedoèeskı;18;Zub Jiøí;61;Suveren.;BEZPP;11;0,48
2;Støedoèeskı;19;Nováková Jana;41;Suveren.;BEZPP;15;0,66
2;Støedoèeskı;20;Jeøábková Ivana;51;Suveren.;BEZPP;16;0,7
2;Støedoèeskı;21;Paøízková Michaela;40;Suveren.;BEZPP;13;0,57
2;Støedoèeskı;22;Doèkalová Irena;42;Suveren.;BEZPP;25;1,1
2;Støedoèeskı;23;Kozák Jaroslav;67;Suveren.;BEZPP;22;0,97
2;Støedoèeskı;24;Èíek Jan;27;Suveren.;BEZPP;39;1,72
2;Støedoèeskı;25;Jandová Lenka;48;Suveren.;BEZPP;24;1,06
2;Støedoèeskı;26;Špaèková Jana;39;Suveren.;BEZPP;20;0,88
2;Støedoèeskı;27;Ksandrová Iveta;48;Suveren.;BEZPP;12;0,53
2;Støedoèeskı;28;Hvìzdová Martina;35;Suveren.;BEZPP;6;0,26
2;Støedoèeskı;29;Barešová Miroslava;60;Suveren.;BEZPP;22;0,97
2;Støedoèeskı;30;Burian Jaroslav;50;Suveren.;BEZPP;21;0,92
2;Støedoèeskı;31;Pištìková Helena;65;Suveren.;BEZPP;3;0,13
2;Støedoèeskı;32;Køenková Hana;49;Suveren.;BEZPP;4;0,17
2;Støedoèeskı;33;Kaòková Jaroslava;51;Suveren.;BEZPP;3;0,13
2;Støedoèeskı;34;Axamit Karel;58;Suveren.;BEZPP;6;0,26
3;Jihoèeskı;1;Krupka Kamil;55;Suveren.;BEZPP;30;3,31
3;Jihoèeskı;2;Benešová Vítìzslava;55;Suveren.;BEZPP;35;3,86
3;Jihoèeskı;3;Špát Marek;42;Suveren.;BEZPP;16;1,76
3;Jihoèeskı;4;Klímová Dana;46;Suveren.;BEZPP;10;1,1
3;Jihoèeskı;5;Hromadková Marie;45;Suveren.;BEZPP;31;3,42
3;Jihoèeskı;6;Tesková Anna;38;Suveren.;BEZPP;22;2,42
3;Jihoèeskı;7;Prahová Martina;36;Suveren.;BEZPP;11;1,21
3;Jihoèeskı;8;Slámová Romana;45;Suveren.;BEZPP;6;0,66
3;Jihoèeskı;9;Vaváèková Ivana;49;Suveren.;BEZPP;30;3,31
3;Jihoèeskı;10;Kuelková Vìra;45;Suveren.;BEZPP;19;2,09
3;Jihoèeskı;11;Skuhravá Hana;58;Suveren.;BEZPP;12;1,32
3;Jihoèeskı;12;Janoušková Jaroslava;32;Suveren.;BEZPP;11;1,21
3;Jihoèeskı;13;Tománková Eva;44;Suveren.;BEZPP;11;1,21
3;Jihoèeskı;14;Kultová Emília;54;Suveren.;BEZPP;10;1,1
3;Jihoèeskı;15;Marhanová Yvona;60;Suveren.;BEZPP;3;0,33
3;Jihoèeskı;16;Horná Monika;42;Suveren.;BEZPP;5;0,55
3;Jihoèeskı;17;Filipová Vladimíra;51;Suveren.;BEZPP;18;1,98
3;Jihoèeskı;18;Sosnová Františka;36;Suveren.;BEZPP;9;0,99
3;Jihoèeskı;19;Heøtová Zdeòka;55;Suveren.;BEZPP;6;0,66
3;Jihoèeskı;20;Bártová Marie;50;Suveren.;BEZPP;8;0,88
3;Jihoèeskı;21;Svatošová Karolina;27;Suveren.;BEZPP;21;2,31
3;Jihoèeskı;22;Lyèka Martin;26;Suveren.;BEZPP;11;1,21
4;Plzeòskı;1;Kocman Petr;53;Suveren.;BEZPP;38;4,52
4;Plzeòskı;2;Peksa Zdenìk;54;Suveren.;BEZPP;22;2,62
4;Plzeòskı;3;Figura Martin;42;Suveren.;BEZPP;38;4,52
4;Plzeòskı;4;Pillmann František;57;Suveren.;BEZPP;41;4,88
4;Plzeòskı;5;Èerná Kateøina;36;Suveren.;BEZPP;13;1,54
4;Plzeòskı;6;Hacaperková Zdeòka;31;Suveren.;BEZPP;20;2,38
4;Plzeòskı;7;Dolívková Jitka;49;Suveren.;BEZPP;29;3,45
4;Plzeòskı;8;Švácha Ludìk;40;Suveren.;BEZPP;13;1,54
4;Plzeòskı;9;Podskalská Zdeòka;60;Suveren.;BEZPP;20;2,38
4;Plzeòskı;10;Hendrichová Jaroslava;57;Suveren.;BEZPP;13;1,54
4;Plzeòskı;11;Krèková Svìtlana;45;Suveren.;BEZPP;13;1,54
4;Plzeòskı;12;Opplová Alena;50;Suveren.;BEZPP;5;0,59
4;Plzeòskı;13;Èarnogurskı Jaroslav;64;Suveren.;BEZPP;7;0,83
4;Plzeòskı;14;Polenová Soòa;45;Suveren.;BEZPP;13;1,54
4;Plzeòskı;15;Kleèková Libuše;59;Suveren.;Suveren.;14;1,66
4;Plzeòskı;16;Babíková Boena;54;Suveren.;BEZPP;6;0,71
4;Plzeòskı;17;Ficková Anna;62;Suveren.;BEZPP;12;1,43
4;Plzeòskı;18;Hošnová Hana;49;Suveren.;BEZPP;2;0,23
4;Plzeòskı;19;Páralová Kvìtuše;57;Suveren.;BEZPP;15;1,78
4;Plzeòskı;20;Fehérová Zdeòka;44;Suveren.;BEZPP;7;0,83
5;Karlovarskı;1;Lindová Marcela;46;Suveren.;BEZPP;13;2,99
5;Karlovarskı;2;Horová Jitka;46;Suveren.;BEZPP;14;3,22
5;Karlovarskı;3;Bruna Aleš;39;Suveren.;BEZPP;12;2,76
5;Karlovarskı;4;Šikutová Iveta;32;Suveren.;BEZPP;10;2,3
5;Karlovarskı;5;Petráòová Miloslava;25;Suveren.;BEZPP;16;3,68
5;Karlovarskı;6;Macháèek Jiøí;37;Suveren.;BEZPP;8;1,84
5;Karlovarskı;7;Koneèná Andrea;22;Suveren.;BEZPP;14;3,22
5;Karlovarskı;8;Kotík Jan;58;Suveren.;BEZPP;6;1,38
5;Karlovarskı;9;Hradecká Ilona;55;Suveren.;Suveren.;6;1,38
5;Karlovarskı;10;Štrasser Miroslav;41;Suveren.;BEZPP;6;1,38
5;Karlovarskı;11;Hynková Iveta;43;Suveren.;BEZPP;11;2,53
5;Karlovarskı;12;Mertová Petra;38;Suveren.;BEZPP;7;1,61
5;Karlovarskı;13;Vavøich Ivan;66;Suveren.;BEZPP;10;2,3
5;Karlovarskı;14;Dolanskı Petr;43;Suveren.;BEZPP;12;2,76
6;Ústeckı;1;Fišer Petr;53;Suveren.;Suveren.;68;5,14
6;Ústeckı;2;Vápeník Jaromír;49;Suveren.;BEZPP;29;2,19
6;Ústeckı;3;Zygula Daniel;49;Suveren.;BEZPP;49;3,7
6;Ústeckı;4;Pátková Mária;40;Suveren.;BEZPP;54;4,08
6;Ústeckı;5;Doubravskı Petr;40;Suveren.;BEZPP;15;1,13
6;Ústeckı;6;Poláková Lenka;34;Suveren.;BEZPP;26;1,96
6;Ústeckı;7;Nìmec Martin;29;Suveren.;BEZPP;24;1,81
6;Ústeckı;8;Uhlíková Libuše;58;Suveren.;BEZPP;33;2,49
6;Ústeckı;9;Hegrová Kvìta;60;Suveren.;Suveren.;12;0,9
6;Ústeckı;10;Strmeòová Marianna;52;Suveren.;BEZPP;17;1,28
6;Ústeckı;11;Compelová Stanislava;50;Suveren.;BEZPP;27;2,04
6;Ústeckı;12;Erbenová Alena;50;Suveren.;BEZPP;4;0,3
6;Ústeckı;13;Michelová Alena;64;Suveren.;BEZPP;7;0,52
6;Ústeckı;14;Hollá Anna;46;Suveren.;BEZPP;20;1,51
6;Ústeckı;15;Lux František;39;Suveren.;BEZPP;28;2,11
6;Ústeckı;16;Lachmanová Jana;66;Suveren.;BEZPP;9;0,68
6;Ústeckı;17;Václavková Kateøina;23;Suveren.;BEZPP;24;1,81
6;Ústeckı;18;Hošálková Irena;51;Suveren.;BEZPP;14;1,05
6;Ústeckı;19;Melenová Zdeòka;70;Suveren.;BEZPP;6;0,45
6;Ústeckı;20;Koová Alena;49;Suveren.;BEZPP;10;0,75
6;Ústeckı;21;Vaòková Darina;54;Suveren.;BEZPP;8;0,6
6;Ústeckı;22;Jentschová Vìra;50;Suveren.;BEZPP;8;0,6
6;Ústeckı;23;Veidenthalerová Nora;50;Suveren.;BEZPP;15;1,13
6;Ústeckı;24;Burianová Dagmar;60;Suveren.;BEZPP;9;0,68
6;Ústeckı;25;Šebková Naïa;25;Suveren.;BEZPP;24;1,81
6;Ústeckı;26;Švancarová Lenka;45;Suveren.;BEZPP;24;1,81
7;Libereckı;1;Langhammer Lubomír;47;Suveren.;Suveren.;33;4,46
7;Libereckı;2;Marková Eliška;24;Suveren.;ÈSNS;43;5,81
7;Libereckı;3;Dašková Hana;48;Suveren.;BEZPP;39;5,27
7;Libereckı;4;Janeèek Jiøí;64;Suveren.;BEZPP;21;2,84
7;Libereckı;5;Votoèek Jiøí;59;Suveren.;BEZPP;26;3,51
7;Libereckı;6;Jína Josef;56;Suveren.;BEZPP;17;2,3
7;Libereckı;7;Halamová Ivana;45;Suveren.;BEZPP;30;4,05
7;Libereckı;8;Flejberková Viléma;59;Suveren.;BEZPP;31;4,19
7;Libereckı;9;Pohlová Elena;24;Suveren.;BEZPP;22;2,97
7;Libereckı;10;Jínová Kateøina;28;Suveren.;BEZPP;13;1,75
7;Libereckı;11;Martínková Helena;48;Suveren.;BEZPP;9;1,21
7;Libereckı;12;Knopová Alena;41;Suveren.;BEZPP;19;2,57
7;Libereckı;13;Olšová Jana;43;Suveren.;BEZPP;11;1,48
7;Libereckı;14;Mikšová Monika;40;Suveren.;BEZPP;18;2,43
7;Libereckı;15;Vaníèková Miluše;54;Suveren.;BEZPP;19;2,57
7;Libereckı;16;Szittyayová Jana;47;Suveren.;BEZPP;11;1,48
7;Libereckı;17;Kobrlová Adéla;36;Suveren.;BEZPP;21;2,84
8;Královéhradeckı;1;Hodovalová Renata;44;Suveren.;BEZPP;32;3,37
8;Královéhradeckı;2;Oupic Václav;51;Suveren.;BEZPP;24;2,53
8;Královéhradeckı;3;Ungrád Jiøí;50;Suveren.;BEZPP;29;3,06
8;Královéhradeckı;4;Melicharová Lenka;49;Suveren.;BEZPP;19;2
8;Královéhradeckı;5;Voda Miroslav;68;Suveren.;BEZPP;22;2,32
8;Královéhradeckı;6;Kuelka Miloš;49;Suveren.;BEZPP;16;1,68
8;Královéhradeckı;7;Grossmannová Ivana;45;Suveren.;BEZPP;22;2,32
8;Královéhradeckı;8;Koèka Jaroslav;54;Suveren.;BEZPP;15;1,58
8;Královéhradeckı;9;Pešout Ivan;60;Suveren.;BEZPP;11;1,16
8;Královéhradeckı;10;Pajkrt Stanislav;57;Suveren.;BEZPP;13;1,37
8;Královéhradeckı;11;Svìtlíková Zdeòka;49;Suveren.;BEZPP;23;2,42
8;Královéhradeckı;12;Dufek Jiøí;56;Suveren.;BEZPP;25;2,63
8;Královéhradeckı;13;Marková Iveta;42;Suveren.;BEZPP;21;2,21
8;Královéhradeckı;14;Neèasová Lenka;44;Suveren.;BEZPP;8;0,84
8;Královéhradeckı;15;Válek Petr;40;Suveren.;BEZPP;19;2
8;Královéhradeckı;16;Stadlmajer Ladislav;44;Suveren.;BEZPP;6;0,63
8;Královéhradeckı;17;Píchová Hana;24;Suveren.;BEZPP;32;3,37
8;Královéhradeckı;18;Bolehovskı Petr;62;Suveren.;BEZPP;9;0,95
8;Královéhradeckı;19;Doskoèil Karel;41;Suveren.;BEZPP;19;2
8;Královéhradeckı;20;Plachetková Iva;68;Suveren.;Suveren.;6;0,63
9;Pardubickı;1;Neveèeøalová Vìra;58;Suveren.;Suveren.;38;4,52
9;Pardubickı;2;Dokoupil Radek;44;Suveren.;BEZPP;25;2,97
9;Pardubickı;3;Patøièná Jitka;45;Suveren.;Suveren.;19;2,26
9;Pardubickı;4;Slavík Jiøí;39;Suveren.;BEZPP;26;3,09
9;Pardubickı;5;Podzimková Simona;40;Suveren.;BEZPP;29;3,45
9;Pardubickı;6;Hubená Jana;48;Suveren.;BEZPP;17;2,02
9;Pardubickı;7;Štolba Jaromír;42;Suveren.;BEZPP;17;2,02
9;Pardubickı;8;Lux Luboš;36;Suveren.;BEZPP;30;3,57
9;Pardubickı;9;Dostálová Andrea;39;Suveren.;BEZPP;39;4,64
9;Pardubickı;10;Komoò Vlastimil;43;Suveren.;BEZPP;6;0,71
9;Pardubickı;11;Sedláèková Alena;56;Suveren.;BEZPP;10;1,19
9;Pardubickı;12;Navrátilová Veronika;60;Suveren.;BEZPP;16;1,9
9;Pardubickı;13;Pajer Petr;38;Suveren.;BEZPP;12;1,43
9;Pardubickı;14;Kubíková Simona;40;Suveren.;BEZPP;21;2,5
9;Pardubickı;15;Fikrová Magdalena;51;Suveren.;BEZPP;4;0,47
9;Pardubickı;16;Tesaøová Lenka;49;Suveren.;BEZPP;17;2,02
9;Pardubickı;17;Štursová Oldøiška;50;Suveren.;BEZPP;17;2,02
9;Pardubickı;18;Pecka Josef;59;Suveren.;BEZPP;22;2,62
9;Pardubickı;19;Sechovec Jiøí;57;Suveren.;BEZPP;20;2,38
10;Vysoèina;1;Obhlídal Zdenìk;60;Suveren.;Suveren.;18;2,38
10;Vysoèina;2;Suchánková Monika;39;Suveren.;BEZPP;27;3,57
10;Vysoèina;3;Bejdáková Jitka;45;Suveren.;Suveren.;35;4,62
10;Vysoèina;4;Kruík Vladimír;58;Suveren.;BEZPP;8;1,05
10;Vysoèina;5;Valdmanová Ingrid;21;Suveren.;BEZPP;13;1,71
10;Vysoèina;6;Ostatek Vladimír;29;Suveren.;BEZPP;11;1,45
10;Vysoèina;7;Kaleja Jiøí;44;Suveren.;BEZPP;10;1,32
10;Vysoèina;8;Tejkalová Jaroslava;52;Suveren.;BEZPP;7;0,92
10;Vysoèina;9;Vaculíková Radomila;54;Suveren.;BEZPP;11;1,45
10;Vysoèina;10;Dymáková Hana;48;Suveren.;BEZPP;12;1,58
10;Vysoèina;11;Kratochvílová Lenka;42;Suveren.;BEZPP;7;0,92
10;Vysoèina;12;Míchalová Marie;54;Suveren.;BEZPP;22;2,91
10;Vysoèina;13;Kršiaková Lucie;24;Suveren.;BEZPP;18;2,38
10;Vysoèina;14;Leinweberová Jana;45;Suveren.;BEZPP;7;0,92
10;Vysoèina;15;Nepovímová Eva;34;Suveren.;BEZPP;9;1,19
10;Vysoèina;16;Spoustová Anna;38;Suveren.;BEZPP;9;1,19
10;Vysoèina;17;Fejfarová Ivana;45;Suveren.;BEZPP;7;0,92
10;Vysoèina;18;Homolková Martina;35;Suveren.;BEZPP;2;0,26
10;Vysoèina;19;Mièulková Bohumila;30;Suveren.;BEZPP;6;0,79
10;Vysoèina;20;Zubèáková Jana;43;Suveren.;BEZPP;13;1,71
11;Jihomoravskı;1;Skácel Petr;67;Suveren.;Suveren.;22;2,24
11;Jihomoravskı;2;Pravdová Alena;51;Suveren.;BEZPP;24;2,45
11;Jihomoravskı;3;Ryba Michal;29;Suveren.;BEZPP;13;1,32
11;Jihomoravskı;4;Rašková Markéta;58;Suveren.;BEZPP;32;3,27
11;Jihomoravskı;5;Slezák Stanislav;57;Suveren.;BEZPP;33;3,37
11;Jihomoravskı;6;Viskupová Lenka;47;Suveren.;BEZPP;17;1,73
11;Jihomoravskı;7;Kafka Jan;53;Suveren.;BEZPP;13;1,32
11;Jihomoravskı;8;Kylerová Andrea;27;Suveren.;BEZPP;9;0,92
11;Jihomoravskı;9;Fuèík Zdenìk;52;Suveren.;BEZPP;9;0,92
11;Jihomoravskı;10;Šimeèková Renata;41;Suveren.;BEZPP;11;1,12
11;Jihomoravskı;11;Hlaváèek Ondøej;32;Suveren.;BEZPP;21;2,14
11;Jihomoravskı;12;Surovcová Radka;47;Suveren.;BEZPP;19;1,94
11;Jihomoravskı;13;Peslarová Svatava;63;Suveren.;BEZPP;14;1,43
11;Jihomoravskı;14;Mišurcová Romana;49;Suveren.;BEZPP;12;1,22
11;Jihomoravskı;15;Jeová Ivana;42;Suveren.;BEZPP;13;1,32
11;Jihomoravskı;16;Pırek Hubert;45;Suveren.;BEZPP;10;1,02
11;Jihomoravskı;17;Šoustalová Svìtlana;43;Suveren.;BEZPP;15;1,53
11;Jihomoravskı;18;Burger Jan;49;Suveren.;BEZPP;18;1,84
11;Jihomoravskı;19;Obrlíková Jolana;27;Suveren.;BEZPP;11;1,12
11;Jihomoravskı;20;Borovková Jana;49;Suveren.;BEZPP;4;0,4
11;Jihomoravskı;21;Pokorná Dagmar;38;Suveren.;BEZPP;4;0,4
11;Jihomoravskı;22;Mikeska Lukáš;27;Suveren.;BEZPP;5;0,51
11;Jihomoravskı;23;Bachanová Gabriela;36;Suveren.;BEZPP;6;0,61
11;Jihomoravskı;24;Klofáèová Kateøina;24;Suveren.;BEZPP;12;1,22
11;Jihomoravskı;25;Køivánková Lenka;45;Suveren.;BEZPP;7;0,71
11;Jihomoravskı;26;Krejèová Marie;50;Suveren.;BEZPP;11;1,12
11;Jihomoravskı;27;Šmıdová Soòa;32;Suveren.;BEZPP;11;1,12
11;Jihomoravskı;28;Beránková Dominika;24;Suveren.;BEZPP;4;0,4
11;Jihomoravskı;29;Matiková Pavlína;37;Suveren.;BEZPP;1;0,1
11;Jihomoravskı;30;Grézlová Helena;39;Suveren.;BEZPP;1;0,1
11;Jihomoravskı;31;Macková Jitka;56;Suveren.;BEZPP;4;0,4
11;Jihomoravskı;32;Chalupníková Hana;26;Suveren.;BEZPP;4;0,4
11;Jihomoravskı;33;Aujeská Milada;59;Suveren.;BEZPP;2;0,2
11;Jihomoravskı;34;Doušková Emilia;74;Suveren.;BEZPP;3;0,3
12;Olomouckı;1;Orel Ladislav;51;Suveren.;Suveren.;62;6,18
12;Olomouckı;2;Šmotková Alena;46;Suveren.;BEZPP;65;6,48
12;Olomouckı;3;Urban Pavel;49;Suveren.;BEZPP;30;2,99
12;Olomouckı;4;Burešová Eva;34;Suveren.;BEZPP;54;5,38
12;Olomouckı;5;Krátkı Leoš;25;Suveren.;BEZPP;12;1,19
12;Olomouckı;6;Stejskal Vladimír;52;Suveren.;Suveren.;22;2,19
12;Olomouckı;7;Šimanskı Robert;38;Suveren.;BEZPP;32;3,19
12;Olomouckı;8;Pechová Kateøina;32;Suveren.;BEZPP;19;1,89
12;Olomouckı;9;Smejkal Filip;31;Suveren.;BEZPP;8;0,79
12;Olomouckı;10;Škop Kamil;36;Suveren.;BEZPP;23;2,29
12;Olomouckı;11;Jemelková Libuše;51;Suveren.;BEZPP;14;1,39
12;Olomouckı;12;Ševèáková Lıdia;51;Suveren.;BEZPP;3;0,29
12;Olomouckı;13;Hopjáková Marcela;43;Suveren.;BEZPP;10;0,99
12;Olomouckı;14;Šmejkal František;64;Suveren.;BEZPP;31;3,09
12;Olomouckı;15;Mièová Veronika;22;Suveren.;BEZPP;10;0,99
12;Olomouckı;16;Hájíèková Jaroslava;39;Suveren.;BEZPP;22;2,19
12;Olomouckı;17;enoièková Petra;38;Suveren.;BEZPP;8;0,79
12;Olomouckı;18;Richterová Barbara;23;Suveren.;BEZPP;11;1,09
12;Olomouckı;19;Bartoòková Eva;54;Suveren.;BEZPP;5;0,49
