districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare;minor
1;Hl. m. Praha;28;Turek Jaroslav;56;Obèané;BEZPP;5;0,4;1
1;Hl. m. Praha;29;Bartoò Pavel;57;Obèané;BEZPP;7;0,56;1
1;Hl. m. Praha;30;Koutníková Lucie;25;Obèané;BEZPP;22;1,76;1
1;Hl. m. Praha;31;Sedláková Vìra;67;Obèané;BEZPP;8;0,64;1
1;Hl. m. Praha;32;Fischová Blanka;49;Obèané;BEZPP;15;1,2;1
1;Hl. m. Praha;33;Bodešínskı Pavel;65;Obèané;BEZPP;6;0,48;1
1;Hl. m. Praha;34;Beran Jaroslav;39;Obèané;BEZPP;7;0,56;1
1;Hl. m. Praha;35;Pazdera František;62;Obèané;BEZPP;13;1,04;1
1;Hl. m. Praha;36;Svatoò Pavel;56;Obèané;BEZPP;18;1,44;1
2;Støedoèeskı;1;Halman Libor;54;Obèané;Obèané;47;2,71;1
2;Støedoèeskı;2;Krausová Natalia;37;Obèané;BEZPP;36;2,07;1
2;Støedoèeskı;3;Linhart Jaroslav;46;Obèané;BEZPP;26;1,5;1
2;Støedoèeskı;4;Gaydoš Miroslav;56;Obèané;BEZPP;11;0,63;1
2;Støedoèeskı;5;Mirka Vladimír;55;Obèané;BEZPP;57;3,29;1
2;Støedoèeskı;6;Bílková Šárka;47;Obèané;BEZPP;79;4,56;1
2;Støedoèeskı;7;Havlenová Monika;32;Obèané;BEZPP;21;1,21;1
2;Støedoèeskı;8;Pilná Kvìtoslava;53;Obèané;BEZPP;25;1,44;1
2;Støedoèeskı;9;Polaneckı Josef;65;Obèané;BEZPP;18;1,03;1
2;Støedoèeskı;10;Borovanová Petra;32;Obèané;BEZPP;26;1,5;1
2;Støedoèeskı;11;Šuba Petr;31;Obèané;BEZPP;14;0,8;1
2;Støedoèeskı;12;Bílek Josef;36;Obèané;BEZPP;18;1,03;1
2;Støedoèeskı;13;Kvìtoòová Kristına;29;Obèané;BEZPP;52;3;1
2;Støedoèeskı;14;Boháèek Vladimír;61;Obèané;BEZPP;10;0,57;1
2;Støedoèeskı;15;Štoèek Martin;26;Obèané;BEZPP;47;2,71;1
2;Støedoèeskı;16;Šinágl Jan;57;Obèané;BEZPP;51;2,94;1
2;Støedoèeskı;17;Prášek Miroslav;59;Obèané;BEZPP;25;1,44;1
2;Støedoèeskı;18;Havelka Jan;43;Obèané;BEZPP;30;1,73;1
2;Støedoèeskı;19;Hašková Petra;32;Obèané;BEZPP;45;2,59;1
2;Støedoèeskı;20;Havránek Václav;51;Obèané;BEZPP;32;1,84;1
2;Støedoèeskı;21;Kos Jiøí;46;Obèané;BEZPP;30;1,73;1
2;Støedoèeskı;22;Zelenková Hana;48;Obèané;BEZPP;23;1,32;1
2;Støedoèeskı;23;Štoèek Oldøich;57;Obèané;BEZPP;42;2,42;1
2;Støedoèeskı;24;Spudil Radek;35;Obèané;BEZPP;32;1,84;1
2;Støedoèeskı;25;Havelková Romana;39;Obèané;BEZPP;18;1,03;1
2;Støedoèeskı;26;Vejdovská Denisa;27;Obèané;BEZPP;32;1,84;1
2;Støedoèeskı;27;Halmanová Natalie;22;Obèané;BEZPP;44;2,54;1
2;Støedoèeskı;28;Píchová Andrea;31;Obèané;BEZPP;50;2,88;1
2;Støedoèeskı;29;Durajová Lada;32;Obèané;BEZPP;49;2,82;1
2;Støedoèeskı;30;Hrabák Aleš;29;Obèané;BEZPP;26;1,5;1
2;Støedoèeskı;31;Rùièka Pavel;28;Obèané;BEZPP;23;1,32;1
2;Støedoèeskı;32;Francl Luboš;33;Obèané;BEZPP;23;1,32;1
3;Jihoèeskı;1;Princ Václav;61;Obèané;BEZPP;57;4,84;1
3;Jihoèeskı;2;Vobruba Pavel;44;Obèané;BEZPP;33;2,8;1
3;Jihoèeskı;3;Rod Bohumil;44;Obèané;BEZPP;56;4,75;1
3;Jihoèeskı;4;Procházka Václav;50;Obèané;BEZPP;21;1,78;1
3;Jihoèeskı;5;Roche Marcela;37;Obèané;Obèané;43;3,65;1
3;Jihoèeskı;6;Potuák Libor;47;Obèané;BEZPP;11;0,93;1
3;Jihoèeskı;7;Krauskopová Nikola;37;Obèané;BEZPP;22;1,86;1
3;Jihoèeskı;8;Uchytil Jiøí;32;Obèané;BEZPP;18;1,52;1
3;Jihoèeskı;9;Mecko Josef;47;Obèané;BEZPP;10;0,84;1
3;Jihoèeskı;10;Klojdová Milada;51;Obèané;BEZPP;28;2,37;1
3;Jihoèeskı;11;Beštová Vlasta;49;Obèané;BEZPP;16;1,35;1
3;Jihoèeskı;12;Prùša Jiøí;51;Obèané;BEZPP;28;2,37;1
3;Jihoèeskı;13;Freudl Václav;54;Obèané;BEZPP;19;1,61;1
3;Jihoèeskı;14;Èervenka František;50;Obèané;BEZPP;24;2,03;1
3;Jihoèeskı;15;Vacek Václav;37;Obèané;BEZPP;38;3,22;1
3;Jihoèeskı;16;Pokornı Jiøí;44;Obèané;BEZPP;14;1,18;1
3;Jihoèeskı;17;Tomášková Marie;54;Obèané;BEZPP;31;2,63;1
3;Jihoèeskı;18;Vacková Radka;35;Obèané;BEZPP;21;1,78;1
3;Jihoèeskı;19;Kadlecová Jindra;53;Obèané;BEZPP;37;3,14;1
3;Jihoèeskı;20;Faktorová Petra;32;Obèané;BEZPP;63;5,35;1
3;Jihoèeskı;21;Døevová Renata;44;Obèané;BEZPP;41;3,48;1
3;Jihoèeskı;22;Bártová Miluše;51;Obèané;BEZPP;41;3,48;1
4;Plzeòskı;1;Skála Miroslav;49;Obèané;Obèané;49;6,08;1
4;Plzeòskı;2;Ráová Alena;52;Obèané;BEZPP;16;1,98;1
4;Plzeòskı;3;Kšír František;49;Obèané;BEZPP;31;3,85;1
4;Plzeòskı;4;Šulc Petr;28;Obèané;BEZPP;45;5,59;1
4;Plzeòskı;5;Švandrlíková Ludmila;51;Obèané;BEZPP;5;0,62;1
4;Plzeòskı;6;Skála Petr;21;Obèané;BEZPP;23;2,85;1
4;Plzeòskı;7;Slíva Rostislav;41;Obèané;BEZPP;12;1,49;1
4;Plzeòskı;8;Vondráèková Hana;53;Obèané;BEZPP;12;1,49;1
4;Plzeòskı;9;Sládek Pavel;49;Obèané;BEZPP;23;2,85;1
4;Plzeòskı;10;Hošková Zdeòka;52;Obèané;BEZPP;17;2,11;1
4;Plzeòskı;11;Zlámal Miroslav;37;Obèané;BEZPP;27;3,35;1
4;Plzeòskı;12;Kvasnièková Eva;41;Obèané;BEZPP;10;1,24;1
4;Plzeòskı;13;Vondráèková Hana;31;Obèané;BEZPP;20;2,48;1
4;Plzeòskı;14;Krejèík Zdenìk;48;Obèané;BEZPP;34;4,22;1
4;Plzeòskı;15;Kasík Jaroslav;53;Obèané;BEZPP;28;3,47;1
4;Plzeòskı;16;Polka Petr;47;Obèané;BEZPP;16;1,98;1
4;Plzeòskı;17;Tejèek Vladimír;31;Obèané;BEZPP;50;6,21;1
4;Plzeòskı;18;Reiser Ludìk;42;Obèané;BEZPP;37;4,59;1
4;Plzeòskı;19;Svobodová Hana;58;Obèané;BEZPP;27;3,35;1
4;Plzeòskı;20;Dongresová Alena;39;Obèané;BEZPP;60;7,45;1
5;Karlovarskı;1;Šnajdauf František;56;Obèané;ALTER;45;4,99;1
5;Karlovarskı;2;Zámostná Olga;71;Obèané;ALTER;51;5,66;1
5;Karlovarskı;3;Kotek Jiøí;52;Obèané;ALTER;213;23,64;1
5;Karlovarskı;4;Houška Richard;46;Obèané;Obèané;28;3,1;1
5;Karlovarskı;5;Jandová Jana;56;Obèané;BEZPP;36;3,99;1
5;Karlovarskı;6;Kábrt Tomáš;45;Obèané;BEZPP;34;3,77;1
5;Karlovarskı;7;Morávek Jiøí;57;Obèané;BEZPP;51;5,66;1
5;Karlovarskı;8;Bohdálek Petr;43;Obèané;ALTER;29;3,21;1
5;Karlovarskı;9;Gabányiová Lucie;47;Obèané;ALTER;94;10,43;1
5;Karlovarskı;10;Bro Jiøí;40;Obèané;ALTER;31;3,44;1
5;Karlovarskı;11;Bartùšková Vladimíra;50;Obèané;BEZPP;25;2,77;1
5;Karlovarskı;12;Macek Jiøí;54;Obèané;ALTER;29;3,21;1
5;Karlovarskı;13;Havel Bohdan;47;Obèané;ALTER;54;5,99;1
5;Karlovarskı;14;Rùièka Jaroslav;48;Obèané;BEZPP;128;14,2;1
7;Libereckı;1;Hron Vladislav;63;Obèané;BEZPP;50;7,34;1
7;Libereckı;2;Procházka Tomáš;35;Obèané;NEST;49;7,19;1
7;Libereckı;3;Litera Milan;45;Obèané;BEZPP;34;4,99;1
7;Libereckı;4;Brunátová Olga;48;Obèané;BEZPP;19;2,79;1
7;Libereckı;5;Koreèek Tomáš;59;Obèané;BEZPP;13;1,9;1
7;Libereckı;6;Peša Miroslav;47;Obèané;BEZPP;42;6,16;1
7;Libereckı;7;Èep Jaroslav;48;Obèané;BEZPP;12;1,76;1
7;Libereckı;8;Vedral Zdenìk;39;Obèané;BEZPP;44;6,46;1
7;Libereckı;9;Medek Pavel;62;Obèané;BEZPP;20;2,93;1
7;Libereckı;10;Pergler Ivan;59;Obèané;BEZPP;22;3,23;1
7;Libereckı;11;Copko Tomáš;24;Obèané;BEZPP;40;5,87;1
7;Libereckı;12;Holanová Klára;34;Obèané;BEZPP;41;6,02;1
7;Libereckı;13;Petr Robert;40;Obèané;BEZPP;31;4,55;1
7;Libereckı;14;Sedlmayerová Olga;59;Obèané;BEZPP;27;3,96;1
8;Královéhradeckı;1;Jára Karel;52;Obèané;BEZPP;52;6,69;1
8;Královéhradeckı;2;Podstata Václav;47;Obèané;BEZPP;42;5,4;1
8;Královéhradeckı;3;Klírová Jana;42;Obèané;BEZPP;23;2,96;1
8;Královéhradeckı;4;Eliška Radek;22;Obèané;BEZPP;18;2,31;1
8;Královéhradeckı;5;Holubová Renata;41;Obèané;BEZPP;22;2,83;1
8;Královéhradeckı;6;Tuèek Ladislav;24;Obèané;BEZPP;29;3,73;1
8;Královéhradeckı;7;Tesárek Vojtìch;47;Obèané;BEZPP;19;2,44;1
8;Královéhradeckı;8;Šolková Aneka;55;Obèané;BEZPP;4;0,51;1
8;Královéhradeckı;9;Adam Karel;28;Obèané;BEZPP;20;2,57;1
8;Královéhradeckı;10;Bauman František;57;Obèané;BEZPP;4;0,51;1
8;Královéhradeckı;11;Slávik Martin;53;Obèané;BEZPP;3;0,38;1
8;Královéhradeckı;12;Marek Antonín;65;Obèané;BEZPP;6;0,77;1
8;Královéhradeckı;13;Øíhová Jiøina;53;Obèané;BEZPP;17;2,18;1
8;Královéhradeckı;14;Kuel Vladimír;46;Obèané;BEZPP;18;2,31;1
8;Královéhradeckı;15;Klabouchová Milena;54;Obèané;BEZPP;14;1,8;1
8;Královéhradeckı;16;Nietsch Petr;36;Obèané;BEZPP;13;1,67;1
8;Královéhradeckı;17;Sivaková Eva;50;Obèané;BEZPP;23;2,96;1
8;Královéhradeckı;18;Heller Milan;56;Obèané;BEZPP;22;2,83;1
8;Královéhradeckı;19;Uhlíøová Soòa;55;Obèané;BEZPP;27;3,47;1
8;Královéhradeckı;20;Krausová Jiøina;64;Obèané;BEZPP;32;4,11;1
9;Pardubickı;1;Øíha Robert;54;Obèané;Obèané;23;3,65;1
9;Pardubickı;2;Iliè Jan;37;Obèané;Obèané;29;4,61;1
9;Pardubickı;3;Makrlík Petr;44;Obèané;BEZPP;20;3,17;1
9;Pardubickı;4;Pytlík Jiøí;40;Obèané;BEZPP;22;3,49;1
9;Pardubickı;5;Šímová Libuše;40;Obèané;BEZPP;23;3,65;1
9;Pardubickı;6;Uhlíøová Dita;29;Obèané;NEST;31;4,92;1
9;Pardubickı;7;Demlová Alena;38;Obèané;BEZPP;25;3,97;1
9;Pardubickı;8;Tlapa Milan;40;Obèané;BEZPP;17;2,7;1
9;Pardubickı;9;Erbr Aleš;31;Obèané;BEZPP;13;2,06;1
9;Pardubickı;10;Roleèková Monika;47;Obèané;BEZPP;19;3,02;1
9;Pardubickı;11;Iliè Tomáš;41;Obèané;BEZPP;10;1,58;1
9;Pardubickı;12;Makrlíková Lucie;21;Obèané;BEZPP;29;4,61;1
9;Pardubickı;13;Šovíèek Jiøí;36;Obèané;BEZPP;16;2,54;1
9;Pardubickı;14;Markoviè Simon;32;Obèané;BEZPP;18;2,86;1
9;Pardubickı;15;Nerad Martin;54;Obèané;BEZPP;7;1,11;1
9;Pardubickı;16;Šebián Ludevít;55;Obèané;BEZPP;30;4,76;1
9;Pardubickı;17;Martinásek Martin;57;Obèané;BEZPP;24;3,81;1
9;Pardubickı;18;Franke Tomáš;37;Obèané;DK;31;4,92;1
9;Pardubickı;19;Joch Pavel;61;Obèané;BEZPP;27;4,29;1
10;Vysoèina;1;Machek Jiøí;63;Obèané;Obèané;20;3,54;1
10;Vysoèina;2;Trèková Anita;35;Obèané;Obèané;20;3,54;1
10;Vysoèina;3;Kylberger Jan;48;Obèané;BEZPP;13;2,3;1
10;Vysoèina;4;Cába Jiøí;37;Obèané;BEZPP;28;4,96;1
10;Vysoèina;5;Hrutka Milan;50;Obèané;BEZPP;7;1,24;1
10;Vysoèina;6;Schneider Karol;74;Obèané;BEZPP;5;0,88;1
10;Vysoèina;7;Podhrázskı Boleslav;72;Obèané;NEST;9;1,59;1
10;Vysoèina;8;Šalomoun Petr;27;Obèané;BEZPP;29;5,14;1
10;Vysoèina;9;Tröstl Ondøej;26;Obèané;BEZPP;11;1,95;1
10;Vysoèina;10;Kuèírek Zdenìk;54;Obèané;BEZPP;19;3,36;1
10;Vysoèina;11;Kudìj Václav;25;Obèané;BEZPP;18;3,19;1
10;Vysoèina;12;Kubát Milan;55;Obèané;BEZPP;23;4,07;1
10;Vysoèina;13;Kraus Jiøí;54;Obèané;BEZPP;6;1,06;1
10;Vysoèina;14;Sajnerová Blanka;37;Obèané;BEZPP;6;1,06;1
10;Vysoèina;15;Šastnı Jakub;29;Obèané;BEZPP;12;2,12;1
10;Vysoèina;16;Drtina Robert;38;Obèané;BEZPP;1;0,17;1
10;Vysoèina;17;Sajner Jiøí;40;Obèané;BEZPP;12;2,12;1
10;Vysoèina;18;Doròák Pavel;29;Obèané;BEZPP;21;3,72;1
10;Vysoèina;19;Kadeøávková Petra;31;Obèané;BEZPP;25;4,43;1
10;Vysoèina;20;Kuzmová Eva;55;Obèané;BEZPP;20;3,54;1
11;Jihomoravskı;1;Zlámal Jan;49;Obèané;BEZPP;66;4,76;1
11;Jihomoravskı;2;Boek Pavel;37;Obèané;Obèané;53;3,82;1
11;Jihomoravskı;3;Štangler Jiøí;59;Obèané;BEZPP;16;1,15;1
11;Jihomoravskı;4;Bimka Vladimír;52;Obèané;BEZPP;25;1,8;1
11;Jihomoravskı;5;Vlèková Marie;51;Obèané;BEZPP;49;3,53;1
11;Jihomoravskı;6;Fusek Jiøí;65;Obèané;BEZPP;69;4,98;1
11;Jihomoravskı;7;Støechovskı Jan;47;Obèané;NEST;80;5,77;1
11;Jihomoravskı;8;Veselı Lukáš;33;Obèané;BEZPP;27;1,94;1
11;Jihomoravskı;9;Novák Josef;59;Obèané;BEZPP;34;2,45;1
11;Jihomoravskı;10;Vít Vladimír;51;Obèané;BEZPP;18;1,29;1
11;Jihomoravskı;11;Tomaštík Petr;50;Obèané;BEZPP;50;3,61;1
11;Jihomoravskı;12;Vymazal Pavel;32;Obèané;BEZPP;51;3,68;1
11;Jihomoravskı;13;Danìk Pavel;52;Obèané;BEZPP;69;4,98;1
11;Jihomoravskı;14;Vymazal Zdenìk;60;Obèané;BEZPP;13;0,93;1
11;Jihomoravskı;15;Kolbaba Ladislav;77;Obèané;BEZPP;13;0,93;1
11;Jihomoravskı;16;Kuzma Jan;56;Obèané;BEZPP;18;1,29;1
11;Jihomoravskı;17;Jakubec Vladimír;57;Obèané;BEZPP;24;1,73;1
11;Jihomoravskı;18;Jakubec Marek;42;Obèané;BEZPP;53;3,82;1
11;Jihomoravskı;19;Ondrák Filip;22;Obèané;BEZPP;28;2,02;1
11;Jihomoravskı;20;Kopeckı František;60;Obèané;BEZPP;52;3,75;1
11;Jihomoravskı;21;Navrátilová Ilona;46;Obèané;BEZPP;39;2,81;1
11;Jihomoravskı;22;Kaman Pavel;47;Obèané;BEZPP;47;3,39;1
11;Jihomoravskı;23;Sauer Josef;47;Obèané;BEZPP;48;3,46;1
11;Jihomoravskı;24;Tauterman Vlastislav;30;Obèané;BEZPP;49;3,53;1
11;Jihomoravskı;25;Sklenáø Zdenìk;24;Obèané;BEZPP;8;0,57;1
11;Jihomoravskı;26;Bimka Tomáš;26;Obèané;BEZPP;13;0,93;1
11;Jihomoravskı;27;Vlach Zdenìk;53;Obèané;BEZPP;8;0,57;1
11;Jihomoravskı;28;Bureš Ludìk;51;Obèané;BEZPP;4;0,28;1
11;Jihomoravskı;29;Daniel Ivan;65;Obèané;BEZPP;3;0,21;1
11;Jihomoravskı;30;Vaca Tomáš;57;Obèané;BEZPP;7;0,5;1
11;Jihomoravskı;31;Námìstek Milouš;55;Obèané;BEZPP;7;0,5;1
11;Jihomoravskı;32;Komínek Milan;62;Obèané;BEZPP;9;0,64;1
11;Jihomoravskı;33;Peòáz Radek;48;Obèané;BEZPP;14;1,01;1
11;Jihomoravskı;34;Matulová Miroslava;44;Obèané;BEZPP;20;1,44;1
12;Olomouckı;1;Pyrolt František;45;Obèané;BEZPP;27;3,29;1
12;Olomouckı;2;Kotouè Jaroslav;22;Obèané;BEZPP;21;2,56;1
12;Olomouckı;3;Dubová Romana;45;Obèané;BEZPP;31;3,78;1
12;Olomouckı;4;Èechmánek Ivan;66;Obèané;BEZPP;23;2,8;1
12;Olomouckı;5;Štanclová Eva;47;Obèané;BEZPP;10;1,22;1
12;Olomouckı;6;Šebestová Marcela;37;Obèané;BEZPP;22;2,68;1
12;Olomouckı;7;Øíkovskı Miroslav;26;Obèané;BEZPP;29;3,54;1
12;Olomouckı;8;Dostálová Zdeòka;48;Obèané;BEZPP;23;2,8;1
12;Olomouckı;9;Rùièka Roman;50;Obèané;BEZPP;28;3,41;1
12;Olomouckı;10;Manìk Petr;30;Obèané;BEZPP;15;1,83;1
12;Olomouckı;11;Lichnovská Petra;36;Obèané;BEZPP;23;2,8;1
12;Olomouckı;12;Kadlecová Markéta;25;Obèané;BEZPP;28;3,41;1
12;Olomouckı;13;Zatloukalová Zuzana;47;Obèané;BEZPP;21;2,56;1
12;Olomouckı;14;Nekoranec Petr;45;Obèané;BEZPP;6;0,73;1
12;Olomouckı;15;Neumann Karel;55;Obèané;BEZPP;29;3,54;1
12;Olomouckı;16;Studená Hana;53;Obèané;BEZPP;11;1,34;1
12;Olomouckı;17;Machálek Roman;30;Obèané;BEZPP;12;1,46;1
12;Olomouckı;18;Gronychová Dana;51;Obèané;BEZPP;14;1,7;1
12;Olomouckı;19;Hrabalová Eva;48;Obèané;BEZPP;15;1,83;1
12;Olomouckı;20;Havlena Petr;32;Obèané;BEZPP;22;2,68;1
12;Olomouckı;21;Hamáèek Jiøí;28;Obèané;BEZPP;22;2,68;1
12;Olomouckı;22;Bednáøová Helena;65;Obèané;BEZPP;20;2,44;1
12;Olomouckı;23;ahourová Eliška;21;Obèané;BEZPP;48;5,86;1
13;Zlínskı;1;Trlicová Stanislava;25;Obèané;BEZPP;59;8,39;1
13;Zlínskı;2;Krajèová Jarmila;50;Obèané;BEZPP;39;5,54;1
13;Zlínskı;3;Vala Miloš;54;Obèané;BEZPP;25;3,55;1
13;Zlínskı;4;Hlaváè Radim;42;Obèané;BEZPP;47;6,68;1
13;Zlínskı;5;Knebl Lukáš;25;Obèané;BEZPP;46;6,54;1
13;Zlínskı;6;Mašková Jana;25;Obèané;BEZPP;22;3,12;1
13;Zlínskı;7;Vrzal Antonín;46;Obèané;BEZPP;22;3,12;1
13;Zlínskı;8;Velièková Alena;25;Obèané;BEZPP;31;4,4;1
13;Zlínskı;9;Bravencová Zdeòka;47;Obèané;BEZPP;22;3,12;1
13;Zlínskı;10;Trlicová Nadìda;59;Obèané;BEZPP;13;1,84;1
13;Zlínskı;11;Machálková Pavlína;25;Obèané;BEZPP;35;4,97;1
13;Zlínskı;12;Bravenec Petr;25;Obèané;BEZPP;35;4,97;1
13;Zlínskı;13;Hrabal František;49;Obèané;BEZPP;26;3,69;1
13;Zlínskı;14;Perger Lukáš;29;Obèané;BEZPP;12;1,7;1
13;Zlínskı;15;Bravenec Pavel;24;Obèané;BEZPP;19;2,7;1
13;Zlínskı;16;Myšková Radka;41;Obèané;BEZPP;7;0,99;1
13;Zlínskı;17;Bílek Jan;67;Obèané;BEZPP;7;0,99;1
13;Zlínskı;18;Chudáèková Hana;67;Obèané;BEZPP;5;0,71;1
13;Zlínskı;19;Roèeò Zdenìk;59;Obèané;BEZPP;7;0,99;1
13;Zlínskı;20;Blaek Èervenková Pavlína;41;Obèané;BEZPP;16;2,27;1
13;Zlínskı;21;Táborskı Pavel;29;Obèané;BEZPP;20;2,84;1
13;Zlínskı;22;Havlenová Denisa;29;Obèané;BEZPP;21;2,98;1
14;Moravskoslezskı;1;Soustruník Jan;47;Obèané;Obèané;98;4,95;1
14;Moravskoslezskı;2;Wawraczová Marcela;39;Obèané;BEZPP;63;3,18;1
14;Moravskoslezskı;3;Foltın Jaromír;45;Obèané;BEZPP;87;4,39;1
14;Moravskoslezskı;4;Štìrba Jan;47;Obèané;Obèané;113;5,71;1
14;Moravskoslezskı;5;Loukotová Darina;23;Obèané;BEZPP;77;3,89;1
14;Moravskoslezskı;6;Robenek Bronislav;47;Obèané;BEZPP;54;2,73;1
14;Moravskoslezskı;7;Elischerová Renata;50;Obèané;BEZPP;43;2,17;1
14;Moravskoslezskı;8;Halaška Lubomír;46;Obèané;BEZPP;39;1,97;1
14;Moravskoslezskı;9;Olšarová Pavla;23;Obèané;BEZPP;67;3,38;1
14;Moravskoslezskı;10;Kijanica Pavel;47;Obèané;BEZPP;33;1,66;1
14;Moravskoslezskı;11;Skøivánková Kateøina;39;Obèané;BEZPP;64;3,23;1
14;Moravskoslezskı;12;Horák Jiøí;48;Obèané;BEZPP;79;3,99;1
14;Moravskoslezskı;13;Machytková Helena;47;Obèané;BEZPP;45;2,27;1
14;Moravskoslezskı;14;Prchal Bøetislav;32;Obèané;BEZPP;31;1,56;1
14;Moravskoslezskı;15;Petruška Radek;42;Obèané;BEZPP;52;2,62;1
14;Moravskoslezskı;16;Šimek Josef;49;Obèané;BEZPP;50;2,52;1
14;Moravskoslezskı;17;Kaniok Radek;39;Obèané;BEZPP;53;2,67;1
14;Moravskoslezskı;18;Málková Jarmila;69;Obèané;BEZPP;18;0,91;1
14;Moravskoslezskı;19;Hrubec Tomáš;47;Obèané;BEZPP;42;2,12;1
14;Moravskoslezskı;20;Grabiáš Martin;34;Obèané;BEZPP;36;1,82;1
14;Moravskoslezskı;21;Pleva Jiøí;66;Obèané;BEZPP;14;0,7;1
14;Moravskoslezskı;22;Swiech Jaromír;51;Obèané;BEZPP;14;0,7;1
14;Moravskoslezskı;23;Lakosil Jiøí;30;Obèané;BEZPP;24;1,21;1
14;Moravskoslezskı;24;Bartoòková Hana;48;Obèané;BEZPP;33;1,66;1
14;Moravskoslezskı;25;Sasínová Barunka;45;Obèané;BEZPP;31;1,56;1
14;Moravskoslezskı;26;Macháèek Roman;45;Obèané;BEZPP;34;1,71;1
14;Moravskoslezskı;27;Èapèová Marcela;48;Obèané;BEZPP;19;0,96;1
14;Moravskoslezskı;28;Spìvák Petr;45;Obèané;BEZPP;37;1,87;1
14;Moravskoslezskı;29;Klumparová Petra;36;Obèané;BEZPP;57;2,88;1
14;Moravskoslezskı;30;Èernı Kamil;47;Obèané;BEZPP;29;1,46;1
14;Moravskoslezskı;31;Horáková Vìra;50;Obèané;BEZPP;50;2,52;1
14;Moravskoslezskı;32;Vašíèek Roman;47;Obèané;BEZPP;29;1,46;1
14;Moravskoslezskı;33;Dobešová Martina;33;Obèané;BEZPP;46;2,32;1
14;Moravskoslezskı;34;El Sabanová Iva;42;Obèané;BEZPP;34;1,71;1
14;Moravskoslezskı;35;Šešinová Eva;48;Obèané;BEZPP;56;2,83;1
14;Moravskoslezskı;36;Woitek Hynek;46;Obèané;Obèané;84;4,24;1
2;Støedoèeskı;1;Hamerskı Milan;37;LIB;LIB;12;4,61;1
2;Støedoèeskı;2;Kalenskı Lukáš;31;LIB;LIB;15;5,76;1
2;Støedoèeskı;3;Pilous Derek;35;LIB;LIB;6;2,3;1
1;Hl. m. Praha;1;John Radek;55;VV;VV;13 841;21,05;0
1;Hl. m. Praha;2;Peake Karolína;34;VV;VV;4 851;7,37;0
1;Hl. m. Praha;3;Bárta Vít;36;VV;BEZPP;1 826;2,77;0
1;Hl. m. Praha;4;Jankovskı Kamil;52;VV;SNK ED;1 103;1,67;0
1;Hl. m. Praha;5;Vejmelka Jiøí;60;VV;VV;1 439;2,18;0
1;Hl. m. Praha;6;Paøízková Jana;26;VV;VV;2 713;4,12;0
1;Hl. m. Praha;7;Ulrichová Hakenová Marie;61;VV;BEZPP;2 505;3,81;0
1;Hl. m. Praha;8;Šebek Jiøí;60;VV;VV;446;0,67;0
1;Hl. m. Praha;9;Veleba Jiøí;54;VV;VV;418;0,63;0
1;Hl. m. Praha;10;Dobeš Jan;33;VV;VV;953;1,44;0
