districtNumber;districtName;orderList;name;age;votes;nomParty;;
34;Západoèeskı;7;Rais Ivan;64;1 564;ÈSSD;;
34;Západoèeskı;8;Kouba Jan;53;1 115;ÈSSD;;
34;Západoèeskı;9;Podìbradskı Jiøí;54;1 882;ÈSSD;;
34;Západoèeskı;10;Jirava František;54;2 902;ÈSSD;;
34;Západoèeskı;11;Kozlíková Pavla;35;1 859;ÈSSD;;
34;Západoèeskı;12;Vyvadil Jiøí;41;2 398;ÈSSD;;
34;Západoèeskı;13;Staníèková Anna;50;1 706;ÈSSD;;
34;Západoèeskı;14;Chán Emanuel;46;1 610;ÈSSD;;
34;Západoèeskı;15;Nechanickı Lubomír;45;1 640;ÈSSD;;
34;Západoèeskı;16;Koíšek Oldøich;49;1 236;ÈSSD;;
34;Západoèeskı;17;Mrázek Jiøí;61;1 141;ÈSSD;;
34;Západoèeskı;18;Rohan Jiøí;51;1 944;ÈSSD;;
34;Západoèeskı;19;Bis Jiøí;55;691;ÈSSD;;
34;Západoèeskı;20;Èernı Jaromír;40;347;ÈSSD;;
34;Západoèeskı;21;Vosala Jiøí;35;643;ÈSSD;;
34;Západoèeskı;22;Straka Jaroslav;40;645;ÈSSD;;
34;Západoèeskı;23;Vítek Jaroslav;40;512;ÈSSD;;
34;Západoèeskı;24;Strachota Antonín;54;593;ÈSSD;;
34;Západoèeskı;25;Zábranskı Bohumil;55;376;ÈSSD;;
35;Severoèeskı;1;Wagner Jozef;55;8 633;ÈSSD;;
35;Severoèeskı;3;Španbauer František;49;3 705;ÈSSD;;
35;Severoèeskı;4;Laštùvka Vladimír;52;3 301;ÈSSD;;
35;Severoèeskı;5;Grégr Miroslav;66;8 455;ÈSSD;;
35;Severoèeskı;6;Zachardová Jindøiška;53;4 208;ÈSSD;;
35;Severoèeskı;7;Hojdar Josef;49;4 529;ÈSSD;;
35;Severoèeskı;8;Kopeckı Robert;44;1 967;ÈSSD;;
35;Severoèeskı;9;Volfová Jana;38;2 346;ÈSSD;;
35;Severoèeskı;10;Vejvoda Josef;60;1 532;ÈSSD;;
35;Severoèeskı;11;Vilhemová Jana;33;3 250;ÈSSD;;
35;Severoèeskı;12;Vranı Jiøí;53;979;ÈSSD;;
35;Severoèeskı;13;Ptáèek Miroslav;47;2 582;ÈSSD;;
35;Severoèeskı;14;Zahálka Jaroslav;65;4 391;ÈSSD;;
35;Severoèeskı;15;Zejdová Jana;36;2 979;ÈSSD;;
35;Severoèeskı;16;Matìcha Miroslav;51;2 252;ÈSSD;;
35;Severoèeskı;17;Kovaliková Naïa;47;3 906;ÈSSD;;
35;Severoèeskı;18;Kvapil Stanislav;22;1 556;ÈSSD;;
35;Severoèeskı;19;Bílek Vladimír;51;1 056;ÈSSD;;
35;Severoèeskı;20;Brandejskı Jan;56;2 328;ÈSSD;;
35;Severoèeskı;21;Duchková Helena;46;1 804;ÈSSD;;
35;Severoèeskı;22;Riedlová Jindøiška;39;1 175;ÈSSD;;
35;Severoèeskı;23;Foldyna Jaroslav;35;856;ÈSSD;;
35;Severoèeskı;24;Janù Vladimír;47;1 293;ÈSSD;;
35;Severoèeskı;25;Uhrová Jiøina;48;1 201;ÈSSD;;
35;Severoèeskı;26;Nìmec Oldøich;40;663;ÈSSD;;
35;Severoèeskı;27;Procházka Jiøí;60;1 304;ÈSSD;;
35;Severoèeskı;28;Fejfar Josef;43;690;ÈSSD;;
35;Severoèeskı;29;Záveskı Josef;44;1 031;ÈSSD;;
35;Severoèeskı;30;Cipro Miroslav;56;839;ÈSSD;;
35;Severoèeskı;31;Maronyák Štefan;38;1 146;ÈSSD;;
35;Severoèeskı;32;Hanè Lubomír;57;972;ÈSSD;;
35;Severoèeskı;33;Farmaèka Jaroslav;46;1 025;ÈSSD;;
35;Severoèeskı;34;Zajíèek Václav;44;368;ÈSSD;;
35;Severoèeskı;35;Neubauer Oto;64;1 180;ÈSSD;;
36;Vıchodoèeskı;1;Kraus Michal;38;7 193;ÈSSD;;
36;Vıchodoèeskı;2;Orgoníková Hana;49;5 741;ÈSSD;;
36;Vıchodoèeskı;3;Snítilı Even;42;2 151;ÈSSD;;
36;Vıchodoèeskı;4;Štìpová Vlasta;57;8 737;ÈSSD;;
36;Vıchodoèeskı;5;Titz Miloš;57;6 321;ÈSSD;;
36;Vıchodoèeskı;6;Èevela Rostislav;43;3 418;ÈSSD;;
36;Vıchodoèeskı;7;Kuèera Miloslav;54;3 489;ÈSSD;;
36;Vıchodoèeskı;8;Mádle Luboš;55;2 123;ÈSSD;;
36;Vıchodoèeskı;9;Vlèek Jaroslav;43;2 827;ÈSSD;;
36;Vıchodoèeskı;10;Kubín Miloslav;36;2 644;ÈSSD;;
36;Vıchodoèeskı;11;Matìjka Miroslav;26;2 476;ÈSSD;;
36;Vıchodoèeskı;12;Tejkl Miroslav;37;1 695;ÈSSD;;
36;Vıchodoèeskı;13;Šíma Josef;56;1 879;ÈSSD;;
36;Vıchodoèeskı;14;Staòková Sylva;54;3 279;ÈSSD;;
36;Vıchodoèeskı;15;Slavík František;62;695;ÈSSD;;
36;Vıchodoèeskı;16;Kozerová Marcela;51;2 898;ÈSSD;;
36;Vıchodoèeskı;17;Fialová Marie;41;1 917;ÈSSD;;
36;Vıchodoèeskı;18;Bezdíèek Jan;47;1 463;ÈSSD;;
36;Vıchodoèeskı;19;Joukl Zdenìk;49;471;ÈSSD;;
36;Vıchodoèeskı;20;Hora Zdenìk;64;503;ÈSSD;;
36;Vıchodoèeskı;21;Podzimek Jaroslav;39;1 458;ÈSSD;;
36;Vıchodoèeskı;22;Vacek František;49;755;ÈSSD;;
36;Vıchodoèeskı;23;Øeháèek Jaroslav;52;882;ÈSSD;;
36;Vıchodoèeskı;24;Neuman Vladimír;54;613;ÈSSD;;
36;Vıchodoèeskı;25;Janeèka Milan;53;938;ÈSSD;;
36;Vıchodoèeskı;26;Trávníèek Jaroslav;53;567;ÈSSD;;
36;Vıchodoèeskı;27;Kuèera Petr;46;1 288;ÈSSD;;
36;Vıchodoèeskı;28;Cuchı Zdenìk;61;881;ÈSSD;;
36;Vıchodoèeskı;29;Šulc Jiøí;58;415;ÈSSD;;
36;Vıchodoèeskı;30;Bøezina Jiøí;46;783;ÈSSD;;
36;Vıchodoèeskı;31;Jedlièka Jiøí;31;777;ÈSSD;;
36;Vıchodoèeskı;32;Ješina Josef;51;539;ÈSSD;;
36;Vıchodoèeskı;33;Novotnı Milan;46;816;ÈSSD;;
36;Vıchodoèeskı;34;Sedláèek Štìpán;59;463;ÈSSD;;
36;Vıchodoèeskı;35;Špryòar Jiøí;36;774;ÈSSD;;
36;Vıchodoèeskı;36;ïárskı Jiøí;31;1 092;ÈSSD;;
37;Jihomoravskı;1;Grulich Václav;64;13 051;ÈSSD;;
37;Jihomoravskı;2;Skopal Ladislav;37;4 175;ÈSSD;;
37;Jihomoravskı;3;Noveská Marie;43;9 115;ÈSSD;;
37;Jihomoravskı;4;Cisár Vladimír;40;3 635;ÈSSD;;
37;Jihomoravskı;5;Kostrhun Jan;53;10 244;ÈSSD;;
37;Jihomoravskı;6;Schling Jaromír;49;2 180;ÈSSD;;
37;Jihomoravskı;7;Sobotka Bohuslav;24;3 223;ÈSSD;;
37;Jihomoravskı;8;Sehnalová Olga;55;4 143;ÈSSD;;
37;Jihomoravskı;9;Škromach Zdenìk;39;3 670;ÈSSD;;
37;Jihomoravskı;10;Václavek Jiøí;54;5 851;ÈSSD;;
37;Jihomoravskı;11;Vlèek Miloslav;35;1 510;ÈSSD;;
37;Jihomoravskı;12;Melèák Miloš;57;3 669;ÈSSD;;
37;Jihomoravskı;13;Èernohorskı Jan;57;830;ÈSSD;;
37;Jihomoravskı;14;Brtnickı Jiøí;48;1 203;ÈSSD;;
37;Jihomoravskı;15;Zelníèek František;46;1 429;ÈSSD;;
37;Jihomoravskı;16;Ryšavı Zdenìk;30;1 179;ÈSSD;;
37;Jihomoravskı;17;Malovanı Josef;53;1 843;ÈSSD;;
37;Jihomoravskı;18;Lišková Ivana;37;2 175;ÈSSD;;
37;Jihomoravskı;19;Láznièka Josef;49;1 175;ÈSSD;;
37;Jihomoravskı;20;Koudelka Zdenìk;27;2 412;ÈSSD;;
37;Jihomoravskı;21;Krejèiøík Tomáš;51;819;ÈSSD;;
37;Jihomoravskı;22;Skoták Ludìk;31;1 224;ÈSSD;;
37;Jihomoravskı;23;Šáva Vladimír;48;1 385;ÈSSD;;
37;Jihomoravskı;24;Cenek Jiøí;51;1 907;ÈSSD;;
37;Jihomoravskı;25;Kraipl Oldøich;59;3 226;ÈSSD;;
37;Jihomoravskı;26;Drozd Jaroslav;45;884;ÈSSD;;
37;Jihomoravskı;27;Vymìtal Vojtìch;47;1 355;ÈSSD;;
37;Jihomoravskı;28;Juøena Ivan;45;1 783;ÈSSD;;
37;Jihomoravskı;29;Strecková Yvonne;62;1 904;ÈSSD;;
37;Jihomoravskı;30;ampach Karel;45;429;ÈSSD;;
37;Jihomoravskı;31;Vykydalová Melanie;40;1 229;ÈSSD;;
37;Jihomoravskı;32;Bukovskı Vladimír;31;1 113;ÈSSD;;
37;Jihomoravskı;33;Fiala Stanislav;59;142;ÈSSD;;
37;Jihomoravskı;34;Matìjiènı Vojtìch;38;481;ÈSSD;;
37;Jihomoravskı;35;Prášek Jiøí;56;657;ÈSSD;;
37;Jihomoravskı;36;Vetchı Vladimír;47;720;ÈSSD;;
37;Jihomoravskı;37;Slušnı Jaroslav;55;1 142;ÈSSD;;
37;Jihomoravskı;38;Sedláèek Jiøí;42;381;ÈSSD;;
37;Jihomoravskı;39;Strnadlová Miroslava;41;1 184;ÈSSD;;
37;Jihomoravskı;40;Horòáèek Josef;31;273;ÈSSD;;
37;Jihomoravskı;41;Jašek Pavel;41;443;ÈSSD;;
37;Jihomoravskı;42;Pálka Josef;41;894;ÈSSD;;
37;Jihomoravskı;43;Kinzel Ivan;51;205;ÈSSD;;
37;Jihomoravskı;44;Tesaø Jan;39;747;ÈSSD;;
37;Jihomoravskı;45;Kratochvíl Josef;44;249;ÈSSD;;
37;Jihomoravskı;46;Hrubı Zdenìk;45;713;ÈSSD;;
37;Jihomoravskı;47;Boudnı Vladimír;68;209;ÈSSD;;
37;Jihomoravskı;48;Kotouèek Antonín;53;312;ÈSSD;;
37;Jihomoravskı;49;Králíèek Jiøí;48;810;ÈSSD;;
37;Jihomoravskı;50;Hakl Lubomír;53;1 129;ÈSSD;;
37;Jihomoravskı;51;Maláè Zdenìk;57;169;ÈSSD;;
37;Jihomoravskı;53;Bervid Zdenìk;52;770;ÈSSD;;
37;Jihomoravskı;54;Balous Josef;51;711;ÈSSD;;
37;Jihomoravskı;55;Balák Jiøí;48;380;ÈSSD;;
37;Jihomoravskı;56;Bagara Svatopluk;40;618;ÈSSD;;
37;Jihomoravskı;57;Linhart Jaromír;48;862;ÈSSD;;
37;Jihomoravskı;58;Jiøikovskı Karel;52;818;ÈSSD;;
37;Jihomoravskı;59;Šedivá Jarmila;49;663;ÈSSD;;
37;Jihomoravskı;60;Pospíšil Jiøí;34;1 571;ÈSSD;;
38;Severomoravskı;1;Zeman Miloš;51;67 848;ÈSSD;;
38;Severomoravskı;2;Zaorálek Lubomír;39;15 026;ÈSSD;;
38;Severomoravskı;3;Fischerová Eva;61;13 165;ÈSSD;;
38;Severomoravskı;4;Chobot František;57;6 718;ÈSSD;;
38;Severomoravskı;5;Dostál Pavel;53;21 515;ÈSSD;;
38;Severomoravskı;6;Hofman Jiøí;45;5 740;ÈSSD;;
38;Severomoravskı;7;Macháèek Antonín;44;5 255;ÈSSD;;
38;Severomoravskı;8;Šulák Petr;52;3 595;ÈSSD;;
38;Severomoravskı;9;Palas Jaroslav;43;3 336;ÈSSD;;
38;Severomoravskı;10;Kapoun Miroslav;50;2 926;ÈSSD;;
38;Severomoravskı;11;Polášek Ludìk;48;2 424;ÈSSD;;
38;Severomoravskı;12;Gavlasová Jana;44;8 204;ÈSSD;;
38;Severomoravskı;13;Tešnar Dušan;50;3 973;ÈSSD;;
38;Severomoravskı;14;Turek Radim;25;4 339;ÈSSD;;
38;Severomoravskı;15;Kala Jaroslav;38;2 081;ÈSSD;;
38;Severomoravskı;16;Petroš Zdenìk;35;1 957;ÈSSD;;
38;Severomoravskı;17;Hönig Pavel;48;615;ÈSSD;;
38;Severomoravskı;18;Horák Jaroslav;52;2 220;ÈSSD;;
38;Severomoravskı;19;Vomáèka Jaroslav;40;5 313;ÈSSD;;
38;Severomoravskı;20;Zelenková Hana;44;2 670;ÈSSD;;
38;Severomoravskı;21;Muroò Zdenìk;40;2 238;ÈSSD;;
38;Severomoravskı;22;Doubravskı Ludvík;56;2 472;ÈSSD;;
38;Severomoravskı;23;alud Václav;60;4 924;ÈSSD;;
38;Severomoravskı;24;Siuda Antonín;54;2 671;ÈSSD;;
38;Severomoravskı;25;Gola František;48;2 423;ÈSSD;;
38;Severomoravskı;26;Hercig Josef;49;2 099;ÈSSD;;
38;Severomoravskı;27;Sedláèek Dalibor;28;1 902;ÈSSD;;
38;Severomoravskı;28;Gajdùšek Miroslav;26;1 013;ÈSSD;;
38;Severomoravskı;29;Plaèek Vladimír;31;1 315;ÈSSD;;
38;Severomoravskı;30;Hušek Václav;52;1 067;ÈSSD;;
38;Severomoravskı;31;Kuèík Vladislav;38;139;ÈSSD;;
38;Severomoravskı;32;Bannert Vilém;54;1 749;ÈSSD;;
38;Severomoravskı;33;Lachnit Petr;46;988;ÈSSD;;
38;Severomoravskı;34;Niedoba Leon;57;1 022;ÈSSD;;
38;Severomoravskı;35;Platzer Zdenìk;61;874;ÈSSD;;
38;Severomoravskı;36;Hercík Marcel;26;973;ÈSSD;;
38;Severomoravskı;37;Píšala Jan;53;1 640;ÈSSD;;
38;Severomoravskı;38;Heinz Ivo;31;768;ÈSSD;;
38;Severomoravskı;39;Svozil Antonín;57;685;ÈSSD;;
38;Severomoravskı;40;Šimíèková Hana;41;2 764;ÈSSD;;
38;Severomoravskı;41;Schrom Vladislav;56;451;ÈSSD;;
38;Severomoravskı;42;Kowalik Bøetislav;51;370;ÈSSD;;
38;Severomoravskı;43;Ostøanskı Jiøí;31;418;ÈSSD;;
38;Severomoravskı;44;Bagar Bronislav;60;467;ÈSSD;;
38;Severomoravskı;45;Berka Jindøich;42;1 007;ÈSSD;;
38;Severomoravskı;46;Laník Hubert;59;380;ÈSSD;;
38;Severomoravskı;47;Lanzendörferová Ivana;33;1 557;ÈSSD;;
38;Severomoravskı;48;Vojkovskı Miroslav;49;713;ÈSSD;;
38;Severomoravskı;49;Koneènı Vilém;47;365;ÈSSD;;
38;Severomoravskı;50;Zdráhal Zdislav;59;229;ÈSSD;;
38;Severomoravskı;51;Lešenar Bedøich;61;872;ÈSSD;;
38;Severomoravskı;52;Jungová Yvona;40;921;ÈSSD;;
38;Severomoravskı;53;Košík Lubomír;50;177;ÈSSD;;
38;Severomoravskı;54;Maøík František;52;770;ÈSSD;;
38;Severomoravskı;55;Kalaè Zdenìk;62;930;ÈSSD;;
31;Praha;1;Zieleniec Josef;50;30 384;ODS;;
31;Praha;2;Marvanová Hana;33;13 325;ODS;;
31;Praha;3;Tyl Miroslav;53;4 804;ODS;;
31;Praha;4;Zemina Ondøej;32;4 644;ODS;;
31;Praha;5;Koháèek Petr;44;2 428;ODS;;
31;Praha;6;Páv Tomáš;58;1 783;ODS;;
31;Praha;7;Koláøová Milena;35;4 716;ODS;;
31;Praha;8;Bureš Eduard;54;3 707;ODS;;
31;Praha;9;Plechatá Ivana;30;4 815;ODS;;
31;Praha;10;Payne Jiøí;39;10 280;ODS;;
31;Praha;11;Zajíèek Zdenìk;29;1 662;ODS;;
31;Praha;12;Kladívko Tomáš;38;1 815;ODS;;
31;Praha;13;Krámek Jan;50;929;ODS;;
31;Praha;14;Nìmec Igor;37;5 798;ODS;;
31;Praha;15;Gjuriè Andrej;57;3 633;ODS;;
31;Praha;16;Musílek Václav;37;2 435;ODS;;
31;Praha;17;Zahradil Jan;33;3 307;ODS;;
31;Praha;18;Doleal Vladimír;31;823;ODS;;
31;Praha;19;Krejèí Petr;51;494;ODS;;
31;Praha;20;Šebek Jiøí;46;573;ODS;;
31;Praha;21;Hirš Pavel;54;1 204;ODS;;
31;Praha;22;Fiala Jaroslav;28;536;ODS;;
31;Praha;23;Kocourek Martin;29;1 494;ODS;;
31;Praha;24;Vanura Josef;38;390;ODS;;
31;Praha;25;Polecha Jan;48;671;ODS;;
31;Praha;26;Pecha Ondøej;32;664;ODS;;
31;Praha;27;Šorfová Marta;46;559;ODS;;
31;Praha;28;Klíma Jiøí;40;406;ODS;;
31;Praha;29;Hrdinová Vìra;49;635;ODS;;
31;Praha;30;Gärtnerová Aranka;35;710;ODS;;
31;Praha;31;Dub Tomáš;28;845;ODS;;
31;Praha;32;Honová Jaroslava;37;532;ODS;;
31;Praha;33;Rozehnal Aleš;43;520;ODS;;
31;Praha;34;Hák Jiøí;25;549;ODS;;
31;Praha;35;Fafejtová Jana;57;598;ODS;;
31;Praha;36;Jirava Petr;47;1 236;ODS;;
32;Støedoèeskı;1;Koèárník Ivan;51;19 236;ODS;;
32;Støedoèeskı;2;Klas Jan;38;4 994;ODS;;
32;Støedoèeskı;3;Lobkowicz Michal;31;10 087;ODS;;
32;Støedoèeskı;4;Krása Václav;44;1 862;ODS;;
32;Støedoèeskı;5;Vodièka Jindøich;43;9 877;ODS;;
32;Støedoèeskı;6;Èernı Jan;37;2 906;ODS;;
32;Støedoèeskı;7;Tlustı Vlastimil;40;4 925;ODS;;
32;Støedoèeskı;8;Kouckı Jan;42;2 007;ODS;;
32;Støedoèeskı;9;Vidím Jan;31;1 236;ODS;;
32;Støedoèeskı;10;Hrubı Václav;49;870;ODS;;
32;Støedoèeskı;11;Brabec Richard;29;1 554;ODS;;
32;Støedoèeskı;12;Kolskı Jaroslav;43;1 105;ODS;;
32;Støedoèeskı;13;Richter Miroslav;40;1 086;ODS;;
32;Støedoèeskı;14;Horák Jaroslav;64;1 108;ODS;;
32;Støedoèeskı;15;Rozlivka Vladimír;60;778;ODS;;
32;Støedoèeskı;16;Kauckı Jiøí;22;1 509;ODS;;
32;Støedoèeskı;17;Fajmon Hynek;28;899;ODS;;
32;Støedoèeskı;18;Benešová Libuše;47;2 777;ODS;;
32;Støedoèeskı;19;Dratnal Milan;51;342;ODS;;
32;Støedoèeskı;20;Lajpert Roman;41;655;ODS;;
32;Støedoèeskı;21;Vanìèek Jan;36;717;ODS;;
32;Støedoèeskı;22;Štroblová Helena;47;1 218;ODS;;
32;Støedoèeskı;23;Bendlová Blanka;33;927;ODS;;
32;Støedoèeskı;24;Èernı Bohumil;49;353;ODS;;
32;Støedoèeskı;25;Šmakal Jiøí;45;352;ODS;;
32;Støedoèeskı;26;Buøiè Jiøí;44;931;ODS;;
32;Støedoèeskı;27;Kautská Marie;50;869;ODS;;
32;Støedoèeskı;28;Èech Svatopluk;36;660;ODS;;
32;Støedoèeskı;29;Kantùrek Josef;41;504;ODS;;
32;Støedoèeskı;30;Landa Jiøí;52;373;ODS;;
32;Støedoèeskı;31;Hnátek Jaroslav;45;603;ODS;;
33;Jihoèeskı;1;Vlach Jiøí;43;9 594;ODS;;
33;Jihoèeskı;2;Pešek Pavel;32;3 257;ODS;;
33;Jihoèeskı;3;Zvìøina Jaroslav;53;7 244;ODS;;
33;Jihoèeskı;4;Tøebickı Jan;52;1 762;ODS;;
33;Jihoèeskı;5;Trojan Václav;42;1 840;ODS;;
33;Jihoèeskı;6;Matoušek Karel;53;1 948;ODS;;
33;Jihoèeskı;7;Klimeš František;52;942;ODS;;
33;Jihoèeskı;8;Kvasnièka Miroslav;41;1 857;ODS;;
33;Jihoèeskı;9;Eybert Pavel;46;1 817;ODS;;
33;Jihoèeskı;10;Rosol Jindøich;60;3 321;ODS;;
33;Jihoèeskı;11;Zajíèek Tom;47;2 853;ODS;;
33;Jihoèeskı;12;Malina Zdenìk;52;1 078;ODS;;
33;Jihoèeskı;13;Valut František;53;540;ODS;;
33;Jihoèeskı;14;Dvoøák Miloslav;48;995;ODS;;
33;Jihoèeskı;15;Schinko Robin;36;1 243;ODS;;
33;Jihoèeskı;16;Zahradník Jan;47;3 562;ODS;;
33;Jihoèeskı;17;Burian Miroslav;48;1 200;ODS;;
33;Jihoèeskı;18;Bejlek Jan;46;716;ODS;;
33;Jihoèeskı;19;Popelová Ivana;34;1 236;ODS;;
33;Jihoèeskı;20;Karlovská Dáša;53;1 862;ODS;;
34;Západoèeskı;1;Ruml Jan;43;18 306;ODS;;
34;Západoèeskı;2;Volák Stanislav;48;4 476;ODS;;
34;Západoèeskı;3;Röschová Anna;45;8 024;ODS;;
34;Západoèeskı;4;Vrzal Ivan;29;4 137;ODS;;
34;Západoèeskı;5;Bøezina Tomáš;39;2 629;ODS;;
34;Západoèeskı;6;Pape Jiøí;30;2 678;ODS;;
34;Západoèeskı;7;Šnajdauf František;42;1 546;ODS;;
34;Západoèeskı;8;Peèenka Antonín;44;8 589;ODS;;
34;Západoèeskı;9;Hucl Zdenìk;35;1 101;ODS;;
34;Západoèeskı;10;Novı Jan;38;766;ODS;;
34;Západoèeskı;11;Sekyrka Jan;51;1 444;ODS;;
34;Západoèeskı;12;Suk Lubomír;35;1 805;ODS;;
34;Západoèeskı;13;Stome Karol;62;3 372;ODS;;
34;Západoèeskı;14;Auinger Jan;56;1 233;ODS;;
34;Západoèeskı;15;Vilímec Vladislav;32;1 551;ODS;;
34;Západoèeskı;16;Bílı Jiøí;42;593;ODS;;
34;Západoèeskı;17;Sequens Ludìk Th;28;2 892;ODS;;
34;Západoèeskı;18;Melich Josef;57;626;ODS;;
34;Západoèeskı;19;Formánek Jiøí;40;660;ODS;;
34;Západoèeskı;20;Šrámek Vojtìch;42;550;ODS;;
34;Západoèeskı;21;Jakobec Karel;32;944;ODS;;
34;Západoèeskı;22;Martinovskı Václav;52;1 278;ODS;;
34;Západoèeskı;23;Šefl Kamil;29;408;ODS;;
34;Západoèeskı;24;Šebek Václav;61;531;ODS;;
34;Západoèeskı;25;Pokorná Jaroslava;58;885;ODS;;
35;Severoèeskı;1;Budinskı Vladimír;36;13 012;ODS;;
35;Severoèeskı;2;Holub Josef;44;4 511;ODS;;
35;Severoèeskı;3;Pìnièka Stanislav;56;3 779;ODS;;
35;Severoèeskı;4;Melichar Jaroslav;58;3 342;ODS;;
35;Severoèeskı;5;Èermák Petr;43;4 901;ODS;;
35;Severoèeskı;6;Vojíø Oldøich;34;3 097;ODS;;
35;Severoèeskı;7;Kadlecová Milada;55;3 928;ODS;;
35;Severoèeskı;8;Mandelík Richard;43;2 540;ODS;;
35;Severoèeskı;9;Ouzkı Miroslav;37;3 606;ODS;;
35;Severoèeskı;10;Fiala Petr;28;2 212;ODS;;
35;Severoèeskı;11;Mareèek Jiøí;55;2 664;ODS;;
35;Severoèeskı;12;Senièová Tatiana;38;1 828;ODS;;
35;Severoèeskı;13;Zámeèník Jaroslav;29;4 527;ODS;;
35;Severoèeskı;14;Pohl Václav;59;1 611;ODS;;
35;Severoèeskı;15;Kerner Jan;31;2 019;ODS;;
35;Severoèeskı;16;Sobotka Pøemysl;52;5 128;ODS;;
35;Severoèeskı;17;Gandaloviè Petr;31;3 152;ODS;;
35;Severoèeskı;18;Suchomel Ludìk;41;2 584;ODS;;
35;Severoèeskı;19;Malec Václav;38;925;ODS;;
35;Severoèeskı;20;Kostkan Milan;58;1 017;ODS;;
35;Severoèeskı;21;Kopaèová Jana;45;1 998;ODS;;
35;Severoèeskı;22;Špaèek Martin;32;1 762;ODS;;
35;Severoèeskı;23;Vacek Radomír;32;1 469;ODS;;
35;Severoèeskı;24;Panenka Pavel;33;1 365;ODS;;
35;Severoèeskı;25;Brodskı Jiøí;51;1 054;ODS;;
35;Severoèeskı;26;Skála Pavel;41;1 352;ODS;;
35;Severoèeskı;27;Richter Pavel;32;599;ODS;;
35;Severoèeskı;28;Kubrová Lilian;61;434;ODS;;
35;Severoèeskı;29;Èerná Helena;41;970;ODS;;
35;Severoèeskı;30;Èernı Jiøí;42;627;ODS;;
35;Severoèeskı;31;Raškov Marko;45;628;ODS;;
35;Severoèeskı;32;Pfleger Ludvík;53;340;ODS;;
35;Severoèeskı;33;Brodskı Karel;42;1 408;ODS;;
35;Severoèeskı;34;Jansa Milan;39;579;ODS;;
35;Severoèeskı;35;Doleal Vlastimil;41;1 302;ODS;;
36;Vıchodoèeskı;1;Stráskı Jan;55;22 017;ODS;;
36;Vıchodoèeskı;2;Pilip Ivan;32;18 554;ODS;;
36;Vıchodoèeskı;3;Horníková Zdeòka;43;6 786;ODS;;
36;Vıchodoèeskı;4;Huml Ondøej;43;4 417;ODS;;
36;Vıchodoèeskı;5;Zima Anton;49;1 916;ODS;;
36;Vıchodoèeskı;6;Nájemník Václav;51;2 711;ODS;;
36;Vıchodoèeskı;7;Petrová Jana;29;11 871;ODS;;
36;Vıchodoèeskı;8;Novák František;50;2 291;ODS;;
36;Vıchodoèeskı;9;Bartošková Drahoslava;50;4 599;ODS;;
36;Vıchodoèeskı;10;Kozel František;52;6 037;ODS;;
36;Vıchodoèeskı;11;Pištora Ivan;32;3 442;ODS;;
36;Vıchodoèeskı;12;Toman Ivo;29;2 703;ODS;;
36;Vıchodoèeskı;13;Jaroš Emil;52;5 211;ODS;;
36;Vıchodoèeskı;14;Suchánek Jan;48;20 976;ODS;;
36;Vıchodoèeskı;15;Štìpánek Petr;37;2 968;ODS;;
36;Vıchodoèeskı;16;Fejfar Petr;37;2 025;ODS;;
36;Vıchodoèeskı;17;Matìjková Martina Pae;32;2 168;ODS;;
36;Vıchodoèeskı;18;Sobotka Jan;34;2 505;ODS;;
36;Vıchodoèeskı;19;Rubáèek Jan;52;1 085;ODS;;
36;Vıchodoèeskı;20;Pospíšil Miroslav;45;404;ODS;;
36;Vıchodoèeskı;21;Voltr Lubomír;37;1 560;ODS;;
36;Vıchodoèeskı;22;Støeštík Pavel;34;810;ODS;;
36;Vıchodoèeskı;23;Vrdlovec Robert;30;498;ODS;;
36;Vıchodoèeskı;24;Audrlická Helena;51;1 725;ODS;;
36;Vıchodoèeskı;25;Brandejskı Miloslav;53;445;ODS;;
36;Vıchodoèeskı;26;Páralová Alena;47;1 627;ODS;;
36;Vıchodoèeskı;27;Brıdl Miroslav;54;1 362;ODS;;
36;Vıchodoèeskı;28;Koláèek Jan;38;1 739;ODS;;
36;Vıchodoèeskı;29;Nedvìdová Veronika;33;581;ODS;;
36;Vıchodoèeskı;30;Kroulík Josef;44;473;ODS;;
36;Vıchodoèeskı;31;Elfmarková Marie;53;368;ODS;;
36;Vıchodoèeskı;32;Gabriel Tomáš;37;548;ODS;;
36;Vıchodoèeskı;33;Jetmar Václav;31;559;ODS;;
36;Vıchodoèeskı;34;Dìdeèková Jana;44;374;ODS;;
36;Vıchodoèeskı;35;Baláèek Václav;53;606;ODS;;
36;Vıchodoèeskı;36;Lang Martin;31;938;ODS;;
37;Jihomoravskı;1;Uhde Milan;59;16 525;ODS;;
37;Jihomoravskı;2;Honajzer Jiøí;40;12 062;ODS;;
37;Jihomoravskı;3;Koláø Robert;37;7 683;ODS;;
37;Jihomoravskı;4;Pleva Petr;36;5 978;ODS;;
37;Jihomoravskı;5;Bartoš Vladimír;49;3 048;ODS;;
37;Jihomoravskı;6;Kvìták Tomáš;42;2 465;ODS;;
37;Jihomoravskı;7;Pøibáò Martin;37;2 078;ODS;;
37;Jihomoravskı;8;Nejezchleb Karel;52;1 355;ODS;;
37;Jihomoravskı;9;Baøinka Vlastimil;38;1 655;ODS;;
37;Jihomoravskı;10;Frankl Michal;32;2 800;ODS;;
37;Jihomoravskı;11;Plachı Jaroslav;44;2 537;ODS;;
