districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare;minor
2;Støedoèeskı;5;Zejbrlík Tomáš;32;PB;BEZPP;44;1,81;1
2;Støedoèeskı;6;Procházka Martin;41;PB;BEZPP;16;0,66;1
2;Støedoèeskı;7;Králová Simona;32;PB;BEZPP;27;1,11;1
2;Støedoèeskı;8;Mašát Ivo;38;PB;BEZPP;12;0,49;1
2;Støedoèeskı;9;Havlíèek Antonín;48;PB;BEZPP;15;0,61;1
2;Støedoèeskı;10;Mašátová Patricie;30;PB;BEZPP;18;0,74;1
2;Støedoèeskı;11;Vokoun Jiøí;45;PB;BEZPP;8;0,33;1
2;Støedoèeskı;12;Peppernı Karel;55;PB;BEZPP;9;0,37;1
2;Støedoèeskı;13;Kopáèová Eva;68;PB;BEZPP;9;0,37;1
2;Støedoèeskı;14;Jelínek Josef;57;PB;BEZPP;27;1,11;1
2;Støedoèeskı;15;Vıbornı Josef;58;PB;BEZPP;38;1,57;1
2;Støedoèeskı;16;Holub Miroslav;32;PB;BEZPP;15;0,61;1
2;Støedoèeskı;17;Pešula Milan Miki;46;PB;PB;36;1,48;1
2;Støedoèeskı;18;Zimmerová Václava;57;PB;BEZPP;2;0,08;1
2;Støedoèeskı;19;Mach Libor;61;PB;BEZPP;5;0,2;1
2;Støedoèeskı;20;Novák Bohumil;57;PB;BEZPP;5;0,2;1
2;Støedoèeskı;21;Èervinková Radka;29;PB;BEZPP;12;0,49;1
2;Støedoèeskı;22;Dostál David;26;PB;BEZPP;11;0,45;1
2;Støedoèeskı;23;Miksa Jiøí;42;PB;BEZPP;1;0,04;1
2;Støedoèeskı;24;Gál Petr;32;PB;BEZPP;7;0,28;1
2;Støedoèeskı;25;Èermák Karel;42;PB;BEZPP;5;0,2;1
2;Støedoèeskı;26;Hindrich Rudolf;64;PB;BEZPP;4;0,16;1
2;Støedoèeskı;27;Peteráè Jindøich;60;PB;BEZPP;3;0,12;1
2;Støedoèeskı;28;Lev Ivan;61;PB;BEZPP;7;0,28;1
2;Støedoèeskı;29;Veldenová Eva;58;PB;BEZPP;0;0;1
2;Støedoèeskı;30;Ortinskı Vladimír;60;PB;BEZPP;0;0;1
2;Støedoèeskı;31;Kropáè Rudolf;62;PB;BEZPP;1;0,04;1
2;Støedoèeskı;32;Vondráèek Miloslav;65;PB;BEZPP;3;0,12;1
3;Jihoèeskı;1;Pourová Renata;62;PB;PB;47;3,37;1
3;Jihoèeskı;2;Vopálka Vít;38;PB;PB;78;5,59;1
3;Jihoèeskı;3;Kleèková Marta;29;PB;BEZPP;30;2,15;1
3;Jihoèeskı;4;Turek Karel;29;PB;BEZPP;21;1,5;1
3;Jihoèeskı;5;Kostúr Jiøí;63;PB;BEZPP;20;1,43;1
3;Jihoèeskı;6;Trejbal František;58;PB;BEZPP;34;2,44;1
3;Jihoèeskı;7;Pytlová Eva;38;PB;BEZPP;12;0,86;1
3;Jihoèeskı;8;Pavlásek Miroslav;29;PB;BEZPP;35;2,51;1
3;Jihoèeskı;9;Symonová Mária;48;PB;PB;38;2,72;1
3;Jihoèeskı;10;Bulva Ladislav;47;PB;BEZPP;5;0,35;1
3;Jihoèeskı;11;Štindl Miroslav;29;PB;BEZPP;23;1,65;1
3;Jihoèeskı;12;Trefná Zdeòka;59;PB;BEZPP;5;0,35;1
3;Jihoèeskı;13;Macek Pavel;43;PB;BEZPP;11;0,78;1
3;Jihoèeskı;14;Ševèíková Andrea;33;PB;BEZPP;9;0,64;1
3;Jihoèeskı;15;Velková Milada;49;PB;BEZPP;5;0,35;1
3;Jihoèeskı;16;Kaštánek Roman;45;PB;BEZPP;5;0,35;1
3;Jihoèeskı;17;Frynta Petr;65;PB;BEZPP;1;0,07;1
3;Jihoèeskı;18;Diviš Jiøí;48;PB;BEZPP;1;0,07;1
4;Plzeòskı;1;Vodòanskı Jan;64;PB;BEZPP;69;5,15;1
4;Plzeòskı;2;Tischler František;41;PB;BEZPP;34;2,53;1
4;Plzeòskı;3;Dvoøák Karel;53;PB;PB;48;3,58;1
4;Plzeòskı;4;Novotnı Jaromír;60;PB;BEZPP;14;1,04;1
4;Plzeòskı;5;Kùsová Petruška;57;PB;BEZPP;14;1,04;1
4;Plzeòskı;6;Flosman Emanuel;53;PB;BEZPP;35;2,61;1
4;Plzeòskı;7;Kohlíèek Arnošt;43;PB;BEZPP;10;0,74;1
4;Plzeòskı;8;Èermák Pavel;43;PB;BEZPP;16;1,19;1
4;Plzeòskı;9;Mainzová Renata;51;PB;BEZPP;5;0,37;1
4;Plzeòskı;10;Kufner Václav;85;PB;PB;25;1,86;1
4;Plzeòskı;11;Jùdlová Romana;41;PB;BEZPP;15;1,12;1
4;Plzeòskı;12;Perskı Tibor;51;PB;BEZPP;15;1,12;1
4;Plzeòskı;13;Konvalinka Karel;57;PB;BEZPP;11;0,82;1
4;Plzeòskı;14;Varcoller Oskar;52;PB;BEZPP;9;0,67;1
4;Plzeòskı;15;Èernı Jiøí;64;PB;BEZPP;6;0,44;1
4;Plzeòskı;16;Kùs Josef;67;PB;BEZPP;0;0;1
4;Plzeòskı;17;Silovskı Václav;77;PB;BEZPP;0;0;1
5;Karlovarskı;1;Jebavá Miloslava;53;PB;PB;68;8,03;1
5;Karlovarskı;2;Roubínek Miroslav;31;PB;PB;47;5,55;1
5;Karlovarskı;3;Èernota Miroslav;48;PB;BEZPP;26;3,07;1
5;Karlovarskı;4;Kohout František;64;PB;BEZPP;20;2,36;1
5;Karlovarskı;5;Adam Lukáš;25;PB;BEZPP;25;2,95;1
5;Karlovarskı;6;Plzák Petr;44;PB;BEZPP;32;3,78;1
5;Karlovarskı;7;Zachoijová Inka;25;PB;BEZPP;38;4,49;1
5;Karlovarskı;8;Janoušek Miroslav;56;PB;BEZPP;7;0,82;1
5;Karlovarskı;9;Kuela Jaroslav;63;PB;BEZPP;6;0,7;1
5;Karlovarskı;10;Bartoò Jan;54;PB;BEZPP;11;1,3;1
5;Karlovarskı;11;Plášil Jan;48;PB;BEZPP;12;1,41;1
5;Karlovarskı;12;Klíma Petr;26;PB;BEZPP;9;1,06;1
5;Karlovarskı;13;Pechancová Anna;76;PB;BEZPP;17;2;1
6;Ústeckı;1;Krejsa Jaroslav;48;PB;PB;92;6,73;1
6;Ústeckı;2;Kadlec Josef;48;PB;BEZPP;41;2,99;1
6;Ústeckı;3;Chourová Eva;50;PB;BEZPP;17;1,24;1
6;Ústeckı;4;Novotnı Martin;43;PB;PB;79;5,77;1
6;Ústeckı;5;Klíma Dušan;52;PB;BEZPP;9;0,65;1
6;Ústeckı;6;Jureèková Edita;33;PB;BEZPP;49;3,58;1
6;Ústeckı;7;Zelená Marie;43;PB;PB;19;1,38;1
6;Ústeckı;8;Spìváèek Jan;61;PB;BEZPP;21;1,53;1
6;Ústeckı;9;Hofman Vladimír;62;PB;BEZPP;7;0,51;1
6;Ústeckı;10;Èerná Jitka;65;PB;PB;12;0,87;1
6;Ústeckı;11;Hásek Radek;29;PB;BEZPP;24;1,75;1
6;Ústeckı;12;Rost Vlastimil;66;PB;BEZPP;4;0,29;1
6;Ústeckı;13;Votava Jaroslav;54;PB;BEZPP;8;0,58;1
6;Ústeckı;14;Bednáø Zdenìk;71;PB;PB;7;0,51;1
6;Ústeckı;15;Rùièka Jiøí;69;PB;BEZPP;6;0,43;1
6;Ústeckı;16;Krahulcová Lenka;37;PB;BEZPP;10;0,73;1
6;Ústeckı;17;Hradeckı Zdenìk;66;PB;BEZPP;6;0,43;1
6;Ústeckı;18;Andras Jiøí;51;PB;BEZPP;5;0,36;1
6;Ústeckı;19;Scheider Josef;59;PB;BEZPP;1;0,07;1
6;Ústeckı;20;Klímová Veronika;24;PB;BEZPP;19;1,38;1
6;Ústeckı;21;Mainz Petr;55;PB;BEZPP;1;0,07;1
6;Ústeckı;22;Chalupecká Lucie;21;PB;BEZPP;7;0,51;1
7;Libereckı;1;Seibert Eduard;58;PB;PB;94;8,25;1
7;Libereckı;2;Váòová Marcela;35;PB;BEZPP;20;1,75;1
7;Libereckı;3;Krametbauer Ivan;57;PB;PB;48;4,21;1
7;Libereckı;4;Kocová Milena;45;PB;BEZPP;23;2,01;1
7;Libereckı;5;Beranová Jana;36;PB;BEZPP;27;2,37;1
7;Libereckı;6;Hevák Zdenìk;59;PB;BEZPP;17;1,49;1
7;Libereckı;7;Køikavová Pavlína;38;PB;BEZPP;42;3,68;1
7;Libereckı;8;Kocián František;54;PB;BEZPP;3;0,26;1
7;Libereckı;9;Èernecká Jana;38;PB;BEZPP;11;0,96;1
7;Libereckı;10;Richterová Dana;47;PB;BEZPP;2;0,17;1
7;Libereckı;11;Gall Roman;27;PB;BEZPP;11;0,96;1
7;Libereckı;12;Lokajová Ellen;46;PB;BEZPP;5;0,43;1
7;Libereckı;13;Kuèera Ladislav;51;PB;BEZPP;8;0,7;1
7;Libereckı;14;Punèocháø Arnošt;62;PB;BEZPP;2;0,17;1
7;Libereckı;15;Karschová Dagmar;77;PB;BEZPP;11;0,96;1
7;Libereckı;16;Sobczyñska Marcela;72;PB;BEZPP;0;0;1
8;Královéhradeckı;1;Dìdeèek Václav;52;PB;PB;101;5,89;1
8;Královéhradeckı;2;Lukáèek Petr;47;PB;PB;46;2,68;1
8;Královéhradeckı;3;Matysková Edita;34;PB;PB;49;2,86;1
8;Královéhradeckı;4;Váòa Pavel;59;PB;BEZPP;140;8,17;1
8;Královéhradeckı;5;Chaloupka Miroslav;64;PB;PB;34;1,98;1
8;Královéhradeckı;6;Nosek Zdenìk;45;PB;BEZPP;15;0,87;1
8;Královéhradeckı;7;Durchánek Petr;51;PB;BEZPP;25;1,46;1
8;Královéhradeckı;8;Schelinger Milan;54;PB;BEZPP;29;1,69;1
8;Královéhradeckı;9;Pøibyl Karel;70;PB;PB;10;0,58;1
8;Královéhradeckı;10;Kot Patrik;24;PB;PB;24;1,4;1
8;Královéhradeckı;11;Dajè Tomáš;22;PB;BEZPP;10;0,58;1
8;Královéhradeckı;12;Jankoviè Miloš;40;PB;BEZPP;23;1,34;1
8;Královéhradeckı;13;Horák Jan;58;PB;BEZPP;10;0,58;1
8;Královéhradeckı;14;Petrus Jaroslav;58;PB;BEZPP;1;0,05;1
8;Královéhradeckı;15;Kuèerová Iva;62;PB;BEZPP;2;0,11;1
8;Královéhradeckı;16;Libra Michal;27;PB;BEZPP;17;0,99;1
8;Královéhradeckı;17;Stìhule Josef;71;PB;BEZPP;4;0,23;1
8;Královéhradeckı;18;Sopoušek Stanislav;77;PB;BEZPP;0;0;1
8;Královéhradeckı;19;Svoboda Jiøí;70;PB;BEZPP;0;0;1
9;Pardubickı;1;Kazilovskı František;49;PB;PB;75;6,79;1
9;Pardubickı;2;Svoboda Pavel;37;PB;PB;30;2,71;1
9;Pardubickı;3;Tomaidesová Jarmila;59;PB;BEZPP;15;1,35;1
9;Pardubickı;4;Tichı Lubomír;58;PB;PB;28;2,53;1
9;Pardubickı;5;Spitserová Alena;50;PB;BEZPP;28;2,53;1
9;Pardubickı;6;Seibert Tomáš;34;PB;BEZPP;14;1,26;1
9;Pardubickı;7;Wolf Bohumír;67;PB;PB;5;0,45;1
9;Pardubickı;8;Steklı Roman;41;PB;BEZPP;19;1,72;1
9;Pardubickı;9;Kudláèek Kryštof;22;PB;BEZPP;19;1,72;1
9;Pardubickı;10;Martínek Jaroslav;52;PB;BEZPP;7;0,63;1
9;Pardubickı;11;Prokop Jakub;33;PB;BEZPP;11;0,99;1
9;Pardubickı;12;Hrùša Jaroslav;44;PB;BEZPP;8;0,72;1
9;Pardubickı;13;Janèula Milan;49;PB;BEZPP;4;0,36;1
9;Pardubickı;14;Vlk Ondøej;27;PB;BEZPP;14;1,26;1
9;Pardubickı;15;Vodvárka Luboš;46;PB;BEZPP;8;0,72;1
9;Pardubickı;16;Verner Daniel;32;PB;BEZPP;6;0,54;1
9;Pardubickı;17;Levı Pavel;73;PB;BEZPP;2;0,18;1
9;Pardubickı;18;Boøil Jaroslav;56;PB;BEZPP;0;0;1
9;Pardubickı;19;Schubert Marcel;34;PB;BEZPP;0;0;1
10;Vysoèina;1;Koíšková Libuše;50;PB;PB;44;3,96;1
10;Vysoèina;2;Zejda Antonín;55;PB;PB;60;5,4;1
10;Vysoèina;3;Myslivec Jindøich;56;PB;PB;27;2,43;1
10;Vysoèina;4;Kotovic Josef;65;PB;BEZPP;2;0,18;1
10;Vysoèina;5;Nìmec Ivo;41;PB;BEZPP;23;2,07;1
10;Vysoèina;6;Štumar Jiøí;49;PB;BEZPP;16;1,44;1
10;Vysoèina;7;Vévoda Bohuslav;55;PB;BEZPP;12;1,08;1
10;Vysoèina;8;Bára Èestmír;65;PB;BEZPP;3;0,27;1
10;Vysoèina;9;Offenbartl Václav;63;PB;BEZPP;6;0,54;1
10;Vysoèina;10;Neubauer Vlastimil;50;PB;BEZPP;29;2,61;1
10;Vysoèina;11;Koplová Eva;60;PB;BEZPP;8;0,72;1
10;Vysoèina;12;Veselı Alois;76;PB;BEZPP;5;0,45;1
10;Vysoèina;13;Štumar Zdenìk;43;PB;PB;13;1,17;1
10;Vysoèina;14;Valerio Štìpán de;51;PB;BEZPP;10;0,9;1
10;Vysoèina;15;May Petr;32;PB;BEZPP;18;1,62;1
10;Vysoèina;16;Dolejší Jaroslav;54;PB;BEZPP;11;0,99;1
10;Vysoèina;17;Valenta Zdenìk;36;PB;BEZPP;2;0,18;1
10;Vysoèina;18;Kalová Miluše;53;PB;BEZPP;0;0;1
10;Vysoèina;19;Pytlík Josef;59;PB;BEZPP;0;0;1
11;Jihomoravskı;1;Cibulka Petr;55;PB;PB;470;19,37;1
11;Jihomoravskı;2;Hejl Petr;52;PB;PB;115;4,74;1
11;Jihomoravskı;3;Popelka Jaroslav;50;PB;BEZPP;61;2,51;1
11;Jihomoravskı;4;Rùièková Eva;48;PB;BEZPP;25;1,03;1
11;Jihomoravskı;5;Koneènı Josef;57;PB;BEZPP;25;1,03;1
11;Jihomoravskı;6;Bartók Igor;41;PB;BEZPP;10;0,41;1
11;Jihomoravskı;7;Bartók Ivan;41;PB;BEZPP;3;0,12;1
11;Jihomoravskı;8;Štìpánek Ladislav;50;PB;BEZPP;8;0,32;1
11;Jihomoravskı;9;Štìpánová Dana;47;PB;BEZPP;4;0,16;1
11;Jihomoravskı;10;Herot Pavel;40;PB;BEZPP;1;0,04;1
11;Jihomoravskı;11;Herzíková Michaela;27;PB;BEZPP;18;0,74;1
11;Jihomoravskı;12;Hendrych Vladimír;79;PB;BEZPP;1;0,04;1
11;Jihomoravskı;13;Zelená Marie;25;PB;BEZPP;10;0,41;1
11;Jihomoravskı;14;Karásek René;35;PB;BEZPP;5;0,2;1
11;Jihomoravskı;15;Kobaník Václav;55;PB;BEZPP;0;0;1
11;Jihomoravskı;16;Jankovièová Marta;46;PB;BEZPP;6;0,24;1
11;Jihomoravskı;17;Nováková Jana;35;PB;BEZPP;11;0,45;1
11;Jihomoravskı;18;Sıkora František;39;PB;BEZPP;3;0,12;1
11;Jihomoravskı;19;Skopcová Jaroslava;53;PB;BEZPP;2;0,08;1
11;Jihomoravskı;20;Macháèek Stanislav;40;PB;BEZPP;3;0,12;1
11;Jihomoravskı;21;Bartoòová Vìra;53;PB;BEZPP;1;0,04;1
11;Jihomoravskı;22;Sobczyñski Pavel;59;PB;BEZPP;1;0,04;1
11;Jihomoravskı;23;Køivánková Marie;47;PB;BEZPP;3;0,12;1
11;Jihomoravskı;24;Bùna Jaroslav;48;PB;BEZPP;1;0,04;1
11;Jihomoravskı;25;Vlnová Pavlína;34;PB;BEZPP;8;0,32;1
11;Jihomoravskı;26;Štìpánek Josef;26;PB;BEZPP;2;0,08;1
11;Jihomoravskı;27;Kazilovská Petra;28;PB;BEZPP;2;0,08;1
11;Jihomoravskı;28;Nešák Petr;38;PB;BEZPP;3;0,12;1
11;Jihomoravskı;29;Giblová Anna;72;PB;PB;1;0,04;1
11;Jihomoravskı;30;Feil Miroslav;44;PB;BEZPP;1;0,04;1
11;Jihomoravskı;31;Poárová Zdeòka;56;PB;BEZPP;2;0,08;1
11;Jihomoravskı;32;Lojdová Marie;77;PB;BEZPP;3;0,12;1
12;Olomouckı;1;Rejthar Milan;60;PB;PB;50;4,57;1
12;Olomouckı;2;Koøínek Marek;49;PB;PB;78;7,12;1
12;Olomouckı;3;Chvátal Martin;47;PB;BEZPP;52;4,75;1
12;Olomouckı;4;Nevaøilová Eva;48;PB;BEZPP;25;2,28;1
12;Olomouckı;5;Friedl Josef;62;PB;PB;17;1,55;1
12;Olomouckı;6;Pøikrylová Iva;45;PB;BEZPP;17;1,55;1
12;Olomouckı;7;Špaèek Drahomír;50;PB;BEZPP;10;0,91;1
12;Olomouckı;8;Èerná Hana;57;PB;BEZPP;8;0,73;1
12;Olomouckı;9;Gromnica Bronislav;51;PB;BEZPP;5;0,45;1
12;Olomouckı;10;Švidrnoch Petr;59;PB;BEZPP;13;1,18;1
12;Olomouckı;11;Riedl Vlastimil;47;PB;BEZPP;23;2,1;1
12;Olomouckı;12;Vencl František;55;PB;BEZPP;2;0,18;1
12;Olomouckı;13;Vénosová Soòa;41;PB;BEZPP;7;0,63;1
12;Olomouckı;14;Frömml Antonín;62;PB;BEZPP;9;0,82;1
12;Olomouckı;15;Robenek Jiøí;68;PB;BEZPP;5;0,45;1
12;Olomouckı;16;Mikš Libor;47;PB;BEZPP;5;0,45;1
12;Olomouckı;17;Koíšek Vlastimil;22;PB;BEZPP;7;0,63;1
12;Olomouckı;18;Šírlo Ladislav;23;PB;BEZPP;5;0,45;1
12;Olomouckı;19;Höger Fritz;75;PB;BEZPP;4;0,36;1
12;Olomouckı;20;Mach František;71;PB;BEZPP;0;0;1
12;Olomouckı;21;Gibl Alois;73;PB;PB;1;0,09;1
12;Olomouckı;22;Èeøovskı Zbynìk;74;PB;BEZPP;0;0;1
12;Olomouckı;23;Tupec František;66;PB;BEZPP;0;0;1
13;Zlínskı;1;Krèek Stanislav;57;PB;PB;39;4,19;1
13;Zlínskı;2;Socha Vít;39;PB;PB;43;4,62;1
13;Zlínskı;3;Šimek Miloslav;68;PB;PB;21;2,26;1
13;Zlínskı;4;Pavlík Miroslav;58;PB;PB;14;1,5;1
13;Zlínskı;5;Zapletalová Lenka;34;PB;BEZPP;19;2,04;1
13;Zlínskı;6;Drábek Pavel;45;PB;BEZPP;2;0,21;1
13;Zlínskı;7;Gottwald Pavel;50;PB;BEZPP;4;0,43;1
13;Zlínskı;8;Zelená Kateøina;23;PB;BEZPP;10;1,07;1
13;Zlínskı;9;Hájek Jiøí;46;PB;BEZPP;3;0,32;1
13;Zlínskı;10;Chmelaø Václav;60;PB;BEZPP;1;0,1;1
13;Zlínskı;11;Palát Karel;47;PB;BEZPP;1;0,1;1
13;Zlínskı;12;Krejsa Jaroslav;25;PB;BEZPP;2;0,21;1
13;Zlínskı;13;Drápelová Šárka;34;PB;BEZPP;3;0,32;1
13;Zlínskı;14;Kašík Pavel;40;PB;BEZPP;1;0,1;1
13;Zlínskı;15;Sedláková Zdeòka;40;PB;BEZPP;3;0,32;1
13;Zlínskı;16;Leskovskı Jan;49;PB;BEZPP;0;0;1
13;Zlínskı;17;Hladík Miloš;49;PB;BEZPP;0;0;1
13;Zlínskı;18;Drašnar Petr;65;PB;BEZPP;0;0;1
14;Moravskoslezskı;1;Orszulík Josef;75;PB;PB;95;6,54;1
14;Moravskoslezskı;2;Kupková Hana;39;PB;BEZPP;62;4,27;1
14;Moravskoslezskı;3;Krè Radomír;38;PB;BEZPP;38;2,61;1
14;Moravskoslezskı;4;Dokoupilová Danuše;44;PB;BEZPP;22;1,51;1
14;Moravskoslezskı;5;Weiss Patrik;37;PB;BEZPP;25;1,72;1
14;Moravskoslezskı;6;Budník Jiøí;46;PB;BEZPP;8;0,55;1
14;Moravskoslezskı;7;Pazdera Ivo;36;PB;BEZPP;41;2,82;1
14;Moravskoslezskı;8;Michálková Alena;50;PB;BEZPP;26;1,79;1
14;Moravskoslezskı;9;Farník Leoš;30;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;10;Novotná Petra;24;PB;BEZPP;10;0,68;1
14;Moravskoslezskı;11;Chaloupka Miroslav;39;PB;BEZPP;9;0,62;1
14;Moravskoslezskı;12;Macek Jiøí;53;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;13;Kašíková Lada;41;PB;BEZPP;6;0,41;1
14;Moravskoslezskı;14;Bucek Vlastimil;44;PB;BEZPP;6;0,41;1
14;Moravskoslezskı;15;id Jaroslav;50;PB;BEZPP;4;0,27;1
14;Moravskoslezskı;16;Kopl Petr;61;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;17;Šor Jiøí;23;PB;BEZPP;4;0,27;1
14;Moravskoslezskı;18;Charitun Michal;42;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;19;Vlk Edvard;53;PB;BEZPP;1;0,06;1
14;Moravskoslezskı;20;Kubík Jiøí;43;PB;BEZPP;1;0,06;1
14;Moravskoslezskı;21;Flekaè František;50;PB;BEZPP;0;0;1
14;Moravskoslezskı;22;Sklenièková Libuše;55;PB;BEZPP;6;0,41;1
14;Moravskoslezskı;23;Kofroò Eduard;59;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;24;Badalec Jan;46;PB;BEZPP;0;0;1
14;Moravskoslezskı;25;Vlachynskı Marek;62;PB;BEZPP;0;0;1
14;Moravskoslezskı;26;Balán Josef;71;PB;BEZPP;1;0,06;1
14;Moravskoslezskı;27;Èeøovská Libuše;74;PB;BEZPP;0;0;1
14;Moravskoslezskı;28;Hamouz Jaroslav;74;PB;BEZPP;0;0;1
14;Moravskoslezskı;29;Domašík Arnošt;71;PB;BEZPP;1;0,06;1
14;Moravskoslezskı;30;Hemerle Bøetislav;76;PB;BEZPP;2;0,13;1
14;Moravskoslezskı;31;Stanovská Anna;80;PB;BEZPP;4;0,27;1
14;Moravskoslezskı;32;Juchelková Dagmar;45;PB;BEZPP;5;0,34;1
14;Moravskoslezskı;33;Petr Jaroslav;77;PB;BEZPP;1;0,06;1
14;Moravskoslezskı;34;Jakoubek Jan;79;PB;BEZPP;4;0,27;1
1;Hl. m. Praha;1;Macura Zdenìk;32;4 VIZE;4 VIZE;26;8,3;1
1;Hl. m. Praha;2;Patta Ivo;58;4 VIZE;BEZPP;13;4,15;1
1;Hl. m. Praha;3;Duchek Vlastimil;37;4 VIZE;BEZPP;18;5,75;1
1;Hl. m. Praha;4;Sejkora Jiøí;56;4 VIZE;BEZPP;7;2,23;1
2;Støedoèeskı;1;Èerná Alena;47;4 VIZE;BEZPP;20;4,21;1
2;Støedoèeskı;2;Beinhauerová Michaela;28;4 VIZE;4 VIZE;36;7,59;1
3;Jihoèeskı;1;Paletáø David;23;4 VIZE;BEZPP;10;4,27;1
3;Jihoèeskı;2;Barnetová Radka;24;4 VIZE;BEZPP;16;6,83;1
4;Plzeòskı;1;Wirtele Josef;45;4 VIZE;BEZPP;19;8,15;1
4;Plzeòskı;2;Èechová Marie;73;4 VIZE;BEZPP;17;7,29;1
5;Karlovarskı;1;Rùièka Václav;41;4 VIZE;BEZPP;8;6,61;1
5;Karlovarskı;2;Kozelková Petra;24;4 VIZE;BEZPP;13;10,74;1
6;Ústeckı;1;Hájek Miloš;60;4 VIZE;BEZPP;13;5,96;1
6;Ústeckı;2;Drudik Ondøej;22;4 VIZE;BEZPP;29;13,3;1
6;Ústeckı;3;Elischer Martin;21;4 VIZE;BEZPP;18;8,25;1
7;Libereckı;1;Strnad Jakub;21;4 VIZE;BEZPP;14;5,44;1
7;Libereckı;2;Musil Dalibor;33;4 VIZE;BEZPP;17;6,61;1
8;Královéhradeckı;1;Désteová Zuzana;42;4 VIZE;BEZPP;20;8,92;1
9;Pardubickı;1;Zemek Josef;32;4 VIZE;BEZPP;9;4,71;1
9;Pardubickı;2;Lipusová Lucie;30;4 VIZE;BEZPP;10;5,23;1
10;Vysoèina;1;Bendová Zdenka;57;4 VIZE;BEZPP;10;6,45;1
11;Jihomoravskı;1;Tomanová Hana;36;4 VIZE;BEZPP;22;10,94;1
11;Jihomoravskı;2;Toman Jan;43;4 VIZE;BEZPP;17;8,45;1
12;Olomouckı;1;Janeèek Ivo;36;4 VIZE;BEZPP;14;7,52;1
13;Zlínskı;1;Macurová Zdeòka;57;4 VIZE;BEZPP;9;7,75;1
13;Zlínskı;2;Kièmer David;35;4 VIZE;BEZPP;9;7,75;1
14;Moravskoslezskı;1;Karas Petr;30;4 VIZE;BEZPP;31;16,66;1
14;Moravskoslezskı;2;Kukal Pavel;45;4 VIZE;BEZPP;19;10,21;1
1;Hl. m. Praha;1;Rovnı Jaroslav;58;ÈSNS2005;ÈSNS;13;2,35;1
1;Hl. m. Praha;2;Babinec Bohdan;62;ÈSNS2005;ÈSNS2005;44;7,97;1
1;Hl. m. Praha;3;Horváthová Jessica;59;ÈSNS2005;ÈSNS2005;10;1,81;1
1;Hl. m. Praha;4;Fröhlich Vladimír;58;ÈSNS2005;ÈSNS2005;10;1,81;1
1;Hl. m. Praha;5;Janko Karel;62;ÈSNS2005;ÈSNS2005;2;0,36;1
1;Hl. m. Praha;6;Vazaè Jiøí;49;ÈSNS2005;ÈSNS;9;1,63;1
1;Hl. m. Praha;7;Pondìlíèek Jiøí;41;ÈSNS2005;ÈSNS2005;16;2,89;1
1;Hl. m. Praha;8;Schaefer Milan;69;ÈSNS2005;ÈSNS2005;5;0,9;1
1;Hl. m. Praha;9;Herna Jan;63;ÈSNS2005;ÈSNS2005;8;1,44;1
1;Hl. m. Praha;10;Dvoøák Ivan;50;ÈSNS2005;ÈSNS2005;8;1,44;1
1;Hl. m. Praha;11;Pavlík René;63;ÈSNS2005;ÈSNS2005;3;0,54;1
1;Hl. m. Praha;12;Jirsáková Jarmila;53;ÈSNS2005;ÈSNS2005;8;1,44;1
1;Hl. m. Praha;13;Èermák Daniel;32;ÈSNS2005;ÈSNS2005;10;1,81;1
1;Hl. m. Praha;14;Fabián Ivan;48;ÈSNS2005;ÈSNS2005;2;0,36;1
1;Hl. m. Praha;15;Pavlíková Libuše;61;ÈSNS2005;ÈSNS;4;0,72;1
11;Jihomoravskı;1;Stanislav Jiøí;59;ÈSNS2005;ÈSNS2005;41;4,91;1
11;Jihomoravskı;2;Kubaèák Jan;34;ÈSNS2005;ÈSNS2005;41;4,91;1
11;Jihomoravskı;3;Votava Pøemysl;62;ÈSNS2005;ÈSNS2005;6;0,71;1
11;Jihomoravskı;4;Pavlovskı Josef;37;ÈSNS2005;BEZPP;13;1,55;1
11;Jihomoravskı;5;Kubaèák Jan;66;ÈSNS2005;BEZPP;35;4,19;1
11;Jihomoravskı;6;Chvátal Ladislav;70;ÈSNS2005;BEZPP;26;3,11;1
11;Jihomoravskı;7;Kropáèek Jiøí;27;ÈSNS2005;ÈSNS2005;9;1,07;1
11;Jihomoravskı;8;Crhonek Milan;43;ÈSNS2005;BEZPP;4;0,47;1
11;Jihomoravskı;9;Miháliková Jana;54;ÈSNS2005;ÈSNS2005;8;0,95;1
11;Jihomoravskı;10;Rittich Jan;74;ÈSNS2005;ÈSNS2005;3;0,35;1
11;Jihomoravskı;11;Skalník Josef;78;ÈSNS2005;ÈSNS2005;4;0,47;1
11;Jihomoravskı;12;Bohuslavová Kateøina;23;ÈSNS2005;BEZPP;6;0,71;1
11;Jihomoravskı;13;Fejfar Jiøí;49;ÈSNS2005;BEZPP;0;0;1
11;Jihomoravskı;14;Palša Stanislav;37;ÈSNS2005;BEZPP;12;1,43;1
11;Jihomoravskı;15;Uher Ivo;54;ÈSNS2005;BEZPP;11;1,31;1
11;Jihomoravskı;16;Toman František;73;ÈSNS2005;BEZPP;2;0,23;1
