nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,valid,name
1,Zelení,1,Jana,Pavlovičová,Ing.,28,manažérka,Klin,1,Jana Pavlovičová
1,Zelení,2,Marcel,Brenkus,Mgr.,29,technický odborný poradca,Bratislava,1,Marcel Brenkus
1,Zelení,3,Dominika,Filkusová,Ing.,28,ekologička,Bušince,1,Dominika Filkusová
1,Zelení,4,Timon,Kašprišin,,23,živnostník,Bratislava,1,Timon Kašprišin
1,Zelení,5,Pavel,Hraško,JUDr.,55,podnikateľ,Banská Štiavnica,1,Pavel Hraško
1,Zelení,6,Miroslav,Záviš,Ing.,53,podnikateľ,Nová Dubnica,1,Miroslav Záviš
1,Zelení,7,Martina,Polónyová,,38,predavačka,Liptovský Mikuláš,1,Martina Polónyová
1,Zelení,8,Ladislav,Ambrós,RNDr.,55,štátny zamestnanec,Veľký Krtíš,1,Ladislav Ambrós
1,Zelení,9,Igor,Gajdoš,,41,podnikateľ,Banská Belá,1,Igor Gajdoš
1,Zelení,10,Tomáš,Augustín,Bc.,26,architekt,Bratislava,1,Tomáš Augustín
1,Zelení,11,Igor,Novosad,,34,kaderník,Bratislava,1,Igor Novosad
1,Zelení,12,Lenka,Bertová,Mgr.,33,asistentka,Soľ,1,Lenka Bertová
1,Zelení,13,Ferdinand,Devečka,,42,podnikateľ,Liptovský Mikuláš,1,Ferdinand Devečka
1,Zelení,14,Miroslav,Slivka,Ing.,41,technik,Stropkov,1,Miroslav Slivka
1,Zelení,15,Radoslav,Hančák,,37,robotník,Nižná Olšava,1,Radoslav Hančák
2,KDH,1,Ján,Figeľ,Ing. PhD.,52,minister,Bratislava,1,Ján Figeľ
2,KDH,2,Pavol,Hrušovský,JUDr.,59,predseda NR SR,Nitra,1,Pavol Hrušovský
2,KDH,3,Daniel,Lipšic,JUDr. LL.M.,38,minister vnútra SR,Bratislava,1,Daniel Lipšic
2,KDH,4,Július,Brocka,Ing.,55,poslanec NR SR,Križovany nad Dudváhom,1,Július Brocka
2,KDH,5,Ivan,Uhliarik,MUDr.,43,lekár,Skalica,1,Ivan Uhliarik
2,KDH,6,Ján,Hudacký,Ing.,53,štátny tajomník MDVRR SR,Prešov,1,Ján Hudacký
2,KDH,7,Pavol,Abrhan,Ing.,52,poslanec NR SR,Nové Zámky,1,Pavol Abrhan
2,KDH,8,Jana,Žitňanská,Mgr.,37,poslankyňa NR SR,Bratislava,1,Jana Žitňanská
2,KDH,9,Martin,Fronc,Doc. Mgr. PhD.,64,poslanec NR SR,Divina,1,Martin Fronc
2,KDH,10,Radoslav,Procházka,Doc. JUDr. PhD.,39,právnik,Bratislava,1,Radoslav Procházka
2,KDH,11,Pavol,Zajac,Ing.,45,stavebný technik,Sedliská,1,Pavol Zajac
2,KDH,12,Alojz,Přidal,Mgr.,55,poslanec NR SR,Kátlovce,1,Alojz Přidal
2,KDH,13,Peter,Muránsky,Ing. Mgr.,38,poslanec NR SR,Nemce,1,Peter Muránsky
2,KDH,14,Marián,Kvasnička,PhDr.,56,poslanec NR SR,Trenčín,1,Marián Kvasnička
2,KDH,15,Marián,Radošovský,Ing.,51,poslanec NR SR,Mojmírovce,1,Marián Radošovský
2,KDH,16,Jozef,Bobík,Ing.,60,prednosta obvodného úradu,Michalovce,1,Jozef Bobík
2,KDH,17,Monika,Gibalová,PhDr. Mgr. PhD.,51,poslankyňa NR SR,Svit,1,Monika Gibalová
2,KDH,18,Miloš,Moravčík,Ing. PhD.,28,ekonóm,Bánov,1,Miloš Moravčík
2,KDH,19,Peter,Belinský,Ing.,43,generálny riaditeľ,Žilina,1,Peter Belinský
2,KDH,20,Peter,Mach,RNDr.,61,vedúci služobného úradu MDVRR SR,Bratislava,1,Peter Mach
2,KDH,21,Peter,Bobula,Mgr. Ing.,45,právnik stavbár,Urmince,1,Peter Bobula
2,KDH,22,Maroš,Žilinka,JUDr.,41,štátny tajomník Ministerstva vnútra SR,Piešťany,1,Maroš Žilinka
2,KDH,23,Eva,Grey,Prof. MUDr. PhD.,43,vysokoškolská profesorka,Bratislava,1,Eva Grey
2,KDH,24,Branislav,Rajčáni,Ing. Ph.D.,27,predseda Kresťanskodemokratickej mládeže Slovenska,Bratislava,1,Branislav Rajčáni
2,KDH,25,Stanislav,Kahanec,Ing.,57,prednosta obvodného úradu,Prešov,1,Stanislav Kahanec
2,KDH,26,Michal,Slašťan,Ing.,55,lesný inžinier,Ružomberok,1,Michal Slašťan
2,KDH,27,Iveta,Sokolová,PhDr. PhD.,51,manažérka,Slivník,1,Iveta Sokolová
2,KDH,28,Pavol,Čiernik,Ing.,47,prednosta obvodného úradu,Ilava,1,Pavol Čiernik
2,KDH,29,Roman,Sova,Ing.,44,ekonóm,Senica,1,Roman Sova
2,KDH,30,Jaroslav,Ivan,Ing.,55,konateľ spoločnosti,Krškany,1,Jaroslav Ivan
2,KDH,31,Roman,Šimoník,Ing. Mgr.,43,živnostník,Zohor,1,Roman Šimoník
2,KDH,32,Pavel,Kravec,Mgr.,54,generálny riaditeľ,Trnavá Hora,1,Pavel Kravec
2,KDH,33,Anna,Neumannová,Doc. Ing. CSc.,51,vysokoškolská pedagogička,Bratislava,1,Anna Neumannová
2,KDH,34,Jozef,Mikloško,Doc. RNDr. DrSc.,72,predseda Združenia kresťanských seniorov Slovenska,Bratislava,1,Jozef Mikloško
2,KDH,35,Jozef,Šimko,Ing.,55,generálny riaditeľ Ministerstva vnútra SR,Stropkov,1,Jozef Šimko
2,KDH,36,Peter,Weber,Ing.,35,stavebný inžinier,Bytča,1,Peter Weber
2,KDH,37,Ján,Dečo,Ing.,49,manažér - riaditeľ,Košice,1,Ján Dečo
2,KDH,38,Marián,Sopčák,Mgr.,37,zástupca primátora,Považská Bystrica,1,Marián Sopčák
2,KDH,39,Karol,Jasenovský,Ing.,53,konateľ,Veľké Kostoľany,1,Karol Jasenovský
2,KDH,40,Ján,Vančo,PhDr. PhD.,37,zástupca primátora,Nitra,1,Ján Vančo
2,KDH,41,Pavol,Baxa,Ing.,53,štátny zamestnanec,Bratislava,1,Pavol Baxa
2,KDH,42,Peter,Lačný,Ing.,55,stavebný inžinier,Riečka,1,Peter Lačný
2,KDH,43,Ladislav,Vančo,Akademický maliar,63,výtvarný - kultúrny pracovník,Bratislava,1,Ladislav Vančo
2,KDH,44,Tibor,Hlavatý,Doc. MUDr. PhD.,38,lekár,Stupava,1,Tibor Hlavatý
2,KDH,45,Pavol,Tarcala,Ing.,46,technický inžinier,Bardejov,1,Pavol Tarcala
2,KDH,46,Vladimír,Šiška,Ing.,50,starosta,Zuberec,1,Vladimír Šiška
2,KDH,47,Marián,Sasák,Ing.,51,štátny zamestnanec,Chrastné,1,Marián Sasák
2,KDH,48,Juraj,Gordan,Mgr.,43,prednosta obvodného lesného úradu,Bojnice,1,Juraj Gordan
2,KDH,49,Róbert,Korec,Mgr.,40,projektový manažér,Pata,1,Róbert Korec
2,KDH,50,Miroslav,Baník,Mgr.,30,pedagóg,Hlinné,1,Miroslav Baník
2,KDH,51,Lukáš,Pokorný,Mgr.,41,prednosta obvodného úradu,Bratislava,1,Lukáš Pokorný
2,KDH,52,Ondrej,Binder,,41,živnostník,Svätý Anton,1,Ondrej Binder
2,KDH,53,Katarína,Smiešková,Ing.,53,ekonómka,Kráľová pri Senci,1,Katarína Smiešková
2,KDH,54,Ján,Porubský,Doc. MUDr. CSc.,64,lekár - vysokoškolský pedagóg,Bratislava,1,Ján Porubský
2,KDH,55,Milan,Majerský,PaedDr.,40,prednosta mestského úradu,Levoča,1,Milan Majerský
2,KDH,56,Peter,Caban,Ing.,54,námestník riaditeľa,Ľubochňa,1,Peter Caban
2,KDH,57,Miroslava,Szitová,Mgr.,37,vysokoškolská pedagogička,Smižany,1,Miroslava Szitová
2,KDH,58,Ivan,Sadovský,Ing.,55,riaditeľ ÚPSVaR,Nové Mesto nad Váhom,1,Ivan Sadovský
2,KDH,59,Blažena,Královičová,Ing.,51,podnikateľka,Trnava,1,Blažena Královičová
2,KDH,60,Marek,Mesároš,Ing.,37,ekonóm,Močenok,1,Marek Mesároš
2,KDH,61,Pavol,Kossey,Ing. Mgr.,54,odborník na zahraničné vzťahy,Bratislava,1,Pavol Kossey
2,KDH,62,Jozef,Paločko,Ing.,49,súkromný podnikateľ,Zvolen,1,Jozef Paločko
2,KDH,63,Ján,Kotuľa,Ing.,61,dopravný inžinier,Bratislava,1,Ján Kotuľa
2,KDH,64,Peter,Stanko,Ing.,45,environmentalista,Chorvátsky Grob,1,Peter Stanko
2,KDH,65,Michal,Babin,PhDr.,49,technik,Humenné,1,Michal Babin
2,KDH,66,Peter,Belica,Ing.,60,prednosta obvodného úradu,Sučany,1,Peter Belica
2,KDH,67,Anna,Nemčíková,,54,primátorka,Gelnica,1,Anna Nemčíková
2,KDH,68,Ladislav,Kšiňan,Ing.,51,učiteľ,Bánovce nad Bebravou,1,Ladislav Kšiňan
2,KDH,69,Jozef,Klokner,Ing.,56,prednosta obvodného úradu,Trnava,1,Jozef Klokner
2,KDH,70,Miloš,Zaujec,,47,technik,Levice,1,Miloš Zaujec
2,KDH,71,Marián,Príbelský,MUDr. CSc.,64,lekár,Senec,1,Marián Príbelský
2,KDH,72,Jozef,Vretenička,Mgr.,42,štátny zamestnanec,Poltár,1,Jozef Vretenička
2,KDH,73,Peter,Molda,Ing.,30,riaditeľ,Smolenice,1,Peter Molda
2,KDH,74,Katarína,Tuhárska,Mgr.,34,učiteľka,Krupina,1,Katarína Tuhárska
2,KDH,75,Ján,Soliar,Ing.,58,prednosta obvodného úradu,Kežmarok,1,Ján Soliar
2,KDH,76,Roman,Špirec,Ing.,39,manažér,Rudina,1,Roman Špirec
2,KDH,77,Mária,Sabolová,Ing.,55,poslankyňa NR SR,Košice,1,Mária Sabolová
2,KDH,78,Viera,Nemcová,Ing.,50,štátna zamestnankyňa,Brezová pod Bradlom,1,Viera Nemcová
2,KDH,79,Miroslav,Papay,,53,chemik,Koplotovce,1,Miroslav Papay
2,KDH,80,Stanislav,Jiríček,Mgr.,40,učiteľ,Komárno,1,Stanislav Jiríček
2,KDH,81,Juraj,Pavelek,Ing.,64,manažér,Svätý Jur,1,Juraj Pavelek
2,KDH,82,Peter,Gottreich,RNDr.,57,prednosta obvodného úradu,Lučenec,1,Peter Gottreich
2,KDH,83,Marian,Železník,Ing.,53,predseda poľnohospodárskeho družstva,Zuberec,1,Marian Železník
2,KDH,84,Marcela,Machilová,PhDr.,62,pedagogička,Turčianske Teplice,1,Marcela Machilová
2,KDH,85,Ján,Fekiač,Ing.,54,regionálny manažér,Sabinov,1,Ján Fekiač
2,KDH,86,Zdenko,Kubáň,Bc.,31,starosta,Malatiná,1,Zdenko Kubáň
2,KDH,87,Róbert,Benik,Ing.,30,lesný inžinier,Rožňava,1,Róbert Benik
2,KDH,88,Alojz,Svedek,Mgr. Bc.,35,súdny úradník,Nemšová,1,Alojz Svedek
2,KDH,89,Peter,Štuller,MUDr.,56,detský lekár,Dunajská Streda,1,Peter Štuller
2,KDH,90,Ľubomír,Bošanský,Ing.,57,technik,Jacovce,1,Ľubomír Bošanský
2,KDH,91,Juraj,Lauko,Bc. Mgr. PhD.,33,prednosta miestneho úradu,Bratislava,1,Juraj Lauko
2,KDH,92,Mária,Sliacka,Ing.,32,projektová manažérka,Kováčová,1,Mária Sliacka
2,KDH,93,Michal,Kapusta,MVDr.,38,zástupca primátora,Spišské Podhradie,1,Michal Kapusta
2,KDH,94,František,Orlovský,MUDr.,49,lekár,Stará Ľubovňa,1,František Orlovský
2,KDH,95,Marianna,Kianičková,Ing.,56,prednostka obvodného lesného úradu,Oravská Lesná,1,Marianna Kianičková
2,KDH,96,Matúš,Cinkanič,Ing.,40,poľnohospodársky inžinier,Sobrance,1,Matúš Cinkanič
2,KDH,97,Ferdinand,Kováč,,31,podnikateľ,Lednica,1,Ferdinand Kováč
2,KDH,98,Peter,Dvoran,,56,primátor,Hlohovec,1,Peter Dvoran
2,KDH,99,Miroslav,Vetrík,Mgr.,36,podnikateľ,Bratislava,1,Miroslav Vetrík
2,KDH,100,Alexander,Patkoló,Ing.,33,audítor kontrolór,Bratislava,1,Alexander Patkoló
2,KDH,101,Anna,Hrušková,JUDr.,50,právnička,Závadka nad Hronom,1,Anna Hrušková
2,KDH,102,Ján,Dzurjuv,Ing.,56,technicko-hospodársky pracovník,Kračúnovce,1,Ján Dzurjuv
2,KDH,103,Marek,Dudiak,PaedDr.,35,manažér,Oščadnica,1,Marek Dudiak
2,KDH,104,Eduard,Adamčík,Ing.,49,obchodný riaditeľ,Košice,1,Eduard Adamčík
2,KDH,105,František,Mašlonka,Ing.,44,manažér,Nové Mesto nad Váhom,1,František Mašlonka
2,KDH,106,Ľubica,Vyletelová,Ing.,46,ekonómka,Senica,1,Ľubica Vyletelová
2,KDH,107,Imrich,Kováč,,53,starosta,Mojmírovce,1,Imrich Kováč
2,KDH,108,Mikuláš,Krippel,Mgr.,25,právnik,Bratislava,1,Mikuláš Krippel
2,KDH,109,Michal,Motyka,Ing.,48,štátny zamestnanec,Nová Baňa,1,Michal Motyka
2,KDH,110,Jozef,Chvostaľ,Mgr.,61,učiteľ,Dlhé nad Cirochou,1,Jozef Chvostaľ
2,KDH,111,Jozef,Kováč,Ing.,42,vedúci oddelenia,Turčianske Teplice,1,Jozef Kováč
2,KDH,112,Ján,Čuchran,Ing.,56,starosta,Kaluža,1,Ján Čuchran
2,KDH,113,Gabriel,Šimko,MUDr. MPH,58,lekár,Prievidza,1,Gabriel Šimko
2,KDH,114,Marian,Dúbrava,Ing.,48,elektrotechnik,Dunajská Streda,1,Marian Dúbrava
2,KDH,115,Peter,Pénzeš,Ing.,28,manažér informačného centra,Nové Zámky,1,Peter Pénzeš
2,KDH,116,Zuzana,Maturkaničová,Mgr.,24,riaditeľka kancelárie starostu,Bratislava,1,Zuzana Maturkaničová
2,KDH,117,Peter,Ivic,Ing.,56,manažér,Brusno,1,Peter Ivic
2,KDH,118,Mária,Kulanová,Ing.,46,riaditeľka ÚPSVaR,Zbudské Dlhé,1,Mária Kulanová
2,KDH,119,Juraj,Marko,Ing.,53,dopravný inžinier,Žilina,1,Juraj Marko
2,KDH,120,Cyril,Hamráček,,60,technik,Teplička,1,Cyril Hamráček
2,KDH,121,Milan,Kvoček,Ing.,65,dôchodca,Brezová pod Bradlom,1,Milan Kvoček
2,KDH,122,Marián,Gula,Ing.,61,informatik,Piešťany,1,Marián Gula
2,KDH,123,Miloslav,Hatala,Ing.,51,geodet,Nitra,1,Miloslav Hatala
2,KDH,124,Ján,Beljak,PhDr. PhD.,32,archeológ,Zvolen,1,Ján Beljak
2,KDH,125,Anton,Gašpár,Ing.,57,starosta,Záhradné,1,Anton Gašpár
2,KDH,126,Daniela,Stodolová,Ing.,53,manažérka,Žilina,1,Daniela Stodolová
2,KDH,127,Ján,Nigut,Ing.,37,starosta,Košice,1,Ján Nigut
2,KDH,128,Jana,Púčiková,Mgr.,33,štátna zamestnankyňa,Motešice,1,Jana Púčiková
2,KDH,129,Jozef,Bolješik,JUDr.,30,advokát,Ostrov,1,Jozef Bolješik
2,KDH,130,Anton,Letko,Ing. MBA,64,strojný inžinier,Nitra,1,Anton Letko
2,KDH,131,Radovan,Junas,MUDr.,40,lekár,Kremnica,1,Radovan Junas
2,KDH,132,Mária,Jakubová,PaedDr.,57,prednostka obvodného úradu,Holčíkovce,1,Mária Jakubová
2,KDH,133,Marián,Zajac,Ing.,37,učiteľ,Terchová,1,Marián Zajac
2,KDH,134,Michal,Tkáč,RNDr. Ing.,49,ekonóm,Košice,1,Michal Tkáč
2,KDH,135,Božena,Bobušová,Mgr.,27,obchodná riaditeľka,Miezgovce,1,Božena Bobušová
2,KDH,136,Peter,Janiga,Ing.,53,lesný inžinier,Smolenice,1,Peter Janiga
2,KDH,137,Lukáš,Štefánik,Ing.,26,živnostník,Nové Zámky,1,Lukáš Štefánik
2,KDH,138,Martin,Berta,Ing. CSc.,52,podpredseda BSK,Bratislava,1,Martin Berta
2,KDH,139,Ľubica,Dutkievičová,Mgr.,52,učiteľka,Krupina,1,Ľubica Dutkievičová
2,KDH,140,Jana,Dadejová,Mgr.,27,fakturantka,Chmeľovec,1,Jana Dadejová
2,KDH,141,Michal,Kráľ,Ing.,45,živnostník,Martin,1,Michal Kráľ
2,KDH,142,Adolf,Plachetka,,39,strojný mechanik,Mníšek nad Hnilcom,1,Adolf Plachetka
2,KDH,143,Marián,Lešinský,Ing.,38,technik,Trenčín,1,Marián Lešinský
2,KDH,144,Janka,Drábiková,Ing.,53,riaditeľka ÚPSVaR,Trnava,1,Janka Drábiková
2,KDH,145,Jozef,Noga,Prof. RNDr. DrSc.,57,vysokoškolský učiteľ,Bratislava,1,Jozef Noga
2,KDH,146,Michal,Habiňák,Ing.,50,SZČO,Veličná,1,Michal Habiňák
2,KDH,147,Michal,Kočiš,JUDr. Mgr.,27,právnik,Košice,1,Michal Kočiš
2,KDH,148,Ján,Rehák,,48,podnikateľ,Dubnica nad Váhom,1,Ján Rehák
2,KDH,149,Miroslav,Kráľ,Bc.,38,podnikateľ,Červený Hrádok,1,Miroslav Kráľ
2,KDH,150,Ján,Oparty,Doc. Ing. ArtD.,62,režisér pedagóg,Bratislava,1,Ján Oparty
3,SDĽ,1,Jozef,Ďurica,Ing.,62,systémový inžinier,Bratislava,1,Jozef Ďurica
3,SDĽ,2,Irina,Šebová,MUDr. CSc. MPH,54,vysokoškolská pedagogička,Bratislava,1,Irina Šebová
3,SDĽ,3,Jozef,Kalman,RSDr.,60,politológ,Bratislava,1,Jozef Kalman
3,SDĽ,4,Cyril,Betuš,JUDr.,61,právnik,Košice,1,Cyril Betuš
3,SDĽ,5,Marek,Blaha,Ing.,30,ekonóm,Bratislava,1,Marek Blaha
3,SDĽ,6,Ľubomír,Dzurák,,62,marketingový manažér,Nováky,1,Ľubomír Dzurák
3,SDĽ,7,Mária,Angelovičová,prof. Ing. CSc.,59,profesorka univerzity,Nitra,1,Mária Angelovičová
3,SDĽ,8,Miroslava,Šuttová,Ing.,64,dôchodkyňa,Bratislava,1,Miroslava Šuttová
3,SDĽ,9,Michal,Gondek,Ing.,54,podnikateľ,Svidník,1,Michal Gondek
3,SDĽ,10,Ján,Marko,,38,bezpečnostný analytik,Oponice,1,Ján Marko
3,SDĽ,11,Milan,Antaš,PhDr.,55,pedagóg - metodik,Poprad,1,Milan Antaš
3,SDĽ,12,Emília,Krotáková,Ing.,62,predsedníčka PD Jarabina,Jarabina,1,Emília Krotáková
3,SDĽ,13,Anton,Blajsko,PaedDr.,56,pedagóg,Bardejov,1,Anton Blajsko
3,SDĽ,14,Samuel,Hruškovic,Ing.,40,záchranár,Varín,1,Samuel Hruškovic
3,SDĽ,15,Eva,Gajarská,Ing.,50,ekonómka,Ružindol,1,Eva Gajarská
3,SDĽ,16,Erika,Razgyelová,Ing.,54,odborná referentka,Zlaté Klasy,2,Erika Razgyelová
3,SDĽ,17,Ján,Kyselovič,prof. PharmDr. CSc.,48,VŠ - učiteľ,Tomášov,1,Ján Kyselovič
3,SDĽ,18,Darina,Barančiková,Mgr.,43,koordinátorka práce s mládežou,Humenné,1,Darina Barančiková
3,SDĽ,19,Milan,Matejovič,Ing.,66,geodet,Michalovce,1,Milan Matejovič
3,SDĽ,20,Oliver,Petrík,Ing.,50,manažér,Michalovce,1,Oliver Petrík
3,SDĽ,21,Valent,Jaržembovský,RNDr.,62,projektový manažér,Stará Ľubovňa,1,Valent Jaržembovský
3,SDĽ,22,Miroslav,Mydlo,,51,technik,Bardejov,1,Miroslav Mydlo
3,SDĽ,23,Radko,Tokár,Mgr.,42,pedagóg,Košice,1,Radko Tokár
3,SDĽ,24,Jana,Bľandová,Ing.,46,starostka,Lenartov,1,Jana Bľandová
3,SDĽ,25,Ľubica,Kubánková,Mgr.,46,sociálna pracovníčka,Bratislava,1,Ľubica Kubánková
3,SDĽ,26,Marika,Cehelská,RNDr.,59,učiteľka,Humenné,1,Marika Cehelská
3,SDĽ,27,Marek,Bilohuščin,Ing.,34,výrobný riaditeľ,Petrovany,1,Marek Bilohuščin
3,SDĽ,28,Blanka,Zanvitová,,51,riaditeľka,Ružomberok,1,Blanka Zanvitová
3,SDĽ,29,Jana,Melicherová,Ing.,42,vodohospodárka,Veľké Orvište,1,Jana Melicherová
3,SDĽ,30,Jozef,Kuchta,Ing. PhD.,50,krajinný inžinier,Bardejov,2,Jozef Kuchta
3,SDĽ,31,Peter,Ondrejička,,62,podnikateľ,Trenčín,1,Peter Ondrejička
3,SDĽ,32,Helena,Petrániová,,55,účtovná a daňová poradkyňa,Levice,1,Helena Petrániová
3,SDĽ,33,Mikuláš,Petriščák,PhDr.,54,školský psychológ,Runina,1,Mikuláš Petriščák
3,SDĽ,34,Jozef,Bujňák,JUDr.,56,advokát,Prešov,1,Jozef Bujňák
3,SDĽ,35,Ivan,Čičmanec,,55,starosta,Batizovce,1,Ivan Čičmanec
3,SDĽ,36,Jozef,Ďurina,Ing.,30,informatik,Nitra,1,Jozef Ďurina
3,SDĽ,37,Eduard,Krištof,Mgr.,47,živnostník,Podlužany,1,Eduard Krištof
3,SDĽ,38,Beatrica,Beskidová,Mgr.,46,referentka,Sereď,1,Beatrica Beskidová
3,SDĽ,39,Vasil,Dzadík,,60,projektový manažér,Jarabina,1,Vasil Dzadík
3,SDĽ,40,Martin,Savara,,44,živnostník,Partizánske,1,Martin Savara
3,SDĽ,41,Peter,Barna,Mgr.,48,projektový manažér,Medzilaborce,1,Peter Barna
3,SDĽ,42,Jozefína,Gašparová,,58,dôchodkyňa,Dubnica nad Váhom,1,Jozefína Gašparová
3,SDĽ,43,Jaroslav,Kubo,Ing.,59,odborný referent,Svätý Kríž,1,Jaroslav Kubo
3,SDĽ,44,Svetlana,Kučerová,,47,obchodná manažérka,Košice,1,Svetlana Kučerová
3,SDĽ,45,Monika,Debnárová,Ing.,26,referentka,Zvolen,1,Monika Debnárová
3,SDĽ,46,Janka,Čelechovská,,36,podnikateľka - živnostníčka,Bánovce nad Bebravou,1,Janka Čelechovská
3,SDĽ,47,Ladislav,Bojčík,,46,starosta,Ladomirová,1,Ladislav Bojčík
3,SDĽ,48,Jolana,Holíčková,Mgr.,45,učiteľka ZŠ,Bolešov,1,Jolana Holíčková
3,SDĽ,49,Nikolaj,Popaďák,Ing.,49,ekonóm,Vranov nad Topľou,1,Nikolaj Popaďák
3,SDĽ,50,Michal,Vajda,MUDr.,56,lekár,Vojany,1,Michal Vajda
3,SDĽ,51,Ladislav,Lukač,Mgr.,27,geograf,Bardejov,1,Ladislav Lukač
3,SDĽ,52,Iveta,Patakiová,Ing.,43,ekonómka,Bardejov,1,Iveta Patakiová
3,SDĽ,53,Marko,Kuchta,,65,vojenský dôchodca,Liptovská Lúžna,1,Marko Kuchta
3,SDĽ,54,Ivan,Jacko,,61,dôchodca,Važec,1,Ivan Jacko
3,SDĽ,55,Vladimír,Brinarovský,,53,živnostník,Veľká Paka,1,Vladimír Brinarovský
3,SDĽ,56,Ivan,Holík,PhDr.,43,podnikateľ,Banská Bystrica,1,Ivan Holík
3,SDĽ,57,Vladimír,Póša,,47,referent ekonóm,Galanta,1,Vladimír Póša
3,SDĽ,58,Vladimír,Urban,Bc.,51,pedagóg,Prakovce,1,Vladimír Urban
3,SDĽ,59,Ján,Korista,,52,technik,Nová Baňa,1,Ján Korista
3,SDĽ,60,Csaba,Horváth,,27,úradník,Rimavská Sobota,1,Csaba Horváth
3,SDĽ,61,Marek,Manduľa,Ing.,37,ekonóm,Stropkov,1,Marek Manduľa
3,SDĽ,62,Richard,Gajdošík,Ing.,44,poľnohospodársky inžinier,Považská Bystrica,1,Richard Gajdošík
3,SDĽ,63,Jana,Leščišinová,Ing.,28,ekonómka,Košice,1,Jana Leščišinová
3,SDĽ,64,Barbora,Jurgovjanová,,22,študentka VŠ,Kežmarok,1,Barbora Jurgovjanová
3,SDĽ,65,Róbert,Mamčák,Mgr.,40,technik,Košice,1,Róbert Mamčák
3,SDĽ,66,Imrich,Habušta,,71,pedagóg,Sobrance,2,Imrich Habušta
3,SDĽ,67,Ján,Sokol,,65,predseda družstva,Petrovany,1,Ján Sokol
3,SDĽ,68,Miroslav,Lintner,Ing.,39,výsluhový dôchodca,Nová Ves nad Žitavou,1,Miroslav Lintner
3,SDĽ,69,Stanislav,Vitáloš,,48,imitátor humorista - umelec,Levice,1,Stanislav Vitáloš
3,SDĽ,70,Radoslav,Popovič,Ing.,46,podnikateľ,Zalužice,1,Radoslav Popovič
3,SDĽ,71,Janka,Viktorínová,,50,predavačka,Viničné,1,Janka Viktorínová
3,SDĽ,72,Ildiko,Schwarzová,,51,živnostníčka,Bratislava,1,Ildiko Schwarzová
3,SDĽ,73,Miroslav,Schýbal,JUDr.,65,dôchodca,Michalovce,1,Miroslav Schýbal
3,SDĽ,74,Roman,Vičan,,45,vodič,Ludanice,1,Roman Vičan
3,SDĽ,75,Monika,Kovácsová,Mgr.,47,manažérka,Bratislava,1,Monika Kovácsová
3,SDĽ,76,Tomáš,Beňo,Bc.,26,projektový manažér,Košice,1,Tomáš Beňo
3,SDĽ,77,Róbert,Roháč,,21,študent SPU Nitra,Humenné,1,Róbert Roháč
3,SDĽ,78,Bibiana,Mogrovičová,Mgr.,37,učiteľka,Levoča,1,Bibiana Mogrovičová
3,SDĽ,79,Ľubomír,Pagáč,Ing.,57,konateľ,Liptovská Lúžna,1,Ľubomír Pagáč
3,SDĽ,80,Milan,Trnavský,,42,servisný technik,Banská Bystrica,1,Milan Trnavský
3,SDĽ,81,Darina,Kubušová,Mgr.,24,advokátska koncipientka,Polomka,1,Darina Kubušová
3,SDĽ,82,Dávid,Valent,,21,nástrojár,Machulince,1,Dávid Valent
3,SDĽ,83,László,Kovács,,53,manažér,Komárno,1,László Kovács
3,SDĽ,84,Jozef,Rybár,,63,dôchodca,Bratislava,1,Jozef Rybár
3,SDĽ,85,Anna,Filipová,Mgr.,55,pedagogička,Sobrance,1,Anna Filipová
3,SDĽ,86,Ján,Gordiak,,48,živnostník,Košice,1,Ján Gordiak
3,SDĽ,87,Ján,Gura,Ing.,48,manažér,Svidník,1,Ján Gura
3,SDĽ,88,Viliam,Maxim,Mgr.,41,učiteľ,Čaklov,1,Viliam Maxim
3,SDĽ,89,Erika,Bartošová,,52,učiteľka materskej školy,Liptovská Osada,1,Erika Bartošová
3,SDĽ,90,Ľubomír,Abrahám,,35,živnostník,Žiar nad Hronom,1,Ľubomír Abrahám
3,SDĽ,91,Ivan,Haringa,Ing.,45,stredoškolský učiteľ,Trenčín,1,Ivan Haringa
3,SDĽ,92,Eva,Vokurková,Ing.,48,učiteľka,Nitra,1,Eva Vokurková
3,SDĽ,93,Jozef,Pavlík,Bc.,37,živnostník v gastronómii,Piešťany,2,Jozef Pavlík
3,SDĽ,94,Marek,Juhár,Mgr.,27,programátor,Bratislava,1,Marek Juhár
3,SDĽ,95,Irena,Raymannová,,46,živnostníčka,Košice,1,Irena Raymannová
3,SDĽ,96,Ján,Leščišin,,64,technik,Košice,1,Ján Leščišin
3,SDĽ,97,Ladislav,Rigo,Ing.,40,podnikateľ,Čaklov,1,Ladislav Rigo
3,SDĽ,98,Marián,Kyjovský,,56,podnikateľ,Jarovnice,1,Marián Kyjovský
3,SDĽ,99,Ľubomír,Švec,JUDr.,61,právnik,Liptovský Mikuláš,1,Ľubomír Švec
3,SDĽ,100,Alena,Hudáková,Mgr.,46,pedagogička materskej školy,Ladce,1,Alena Hudáková
3,SDĽ,101,Ján,Šulovský,,52,živnostník,Bánovce nad Bebravou,1,Ján Šulovský
3,SDĽ,102,Ivan,Mocko,,44,živnostník realitný maklér,Vrbové,1,Ivan Mocko
