district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,30,Milan Čertík,Ing.,59,agronóm,Prievidza
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,31,Alojz Oparty,Ing.,40,strojár,Dolný Kubín
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,32,Ján Packa,,48,robotník,Krupina
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,33,Anton Hatiar,,50,lesník,Turčianske Teplice
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,34,Milan Podmajerský,MVDr.,63,veterinár,Ilava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,35,Vladimír Mecho,Ing.,47,stavbár,Banská Belá
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,36,Jozef Valko,MUDr.,35,lekár,Čadca
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,37,Mikuláš Danko,MUDr.CSc.,67,lekár,Martin
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,38,Ladislav Bukran,Ing.arch.,41,architekt,Lučenec
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,39,Blanka Šeďová,Ing.,34,poľnohospodárka,Liptovský Mikuláš
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,40,Miroslav Morháč,Ing.,34,poľnohospodár,Lučenec
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,41,Eva Páleníková,,48,konštruktérka,Dubnica nad Váhom
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,42,Ján Škombár,MUDr.,47,lekár,Vasiľov
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,43,Emil Pánči,Ing.,57,strojár,Nižná nad Oravou
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,44,Pavel Tichý,Ing.,52,dopr.inžinier,Žilina
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,45,Ján Ondrejka,,36,elektrikár,Sliače pri Ružomberku
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,46,Ján Václavík,,42,technik,Zvolen
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,47,Ladislav Uškrt,,39,vodič,Rudno nad Hronom
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,1,Zsolt Komlósy,,39,poslanec,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,2,József Molnár,Mgr.,44,pedagóg,Balog nad Ipľom
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,3,Zoltán Boros,Ing.,49,poslanec,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,4,Ferenc Kónya,,54,pedagóg,Rim. Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,5,István Kovács,,41,muzeológ,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,6,Margit Talpas,,48,stav.technik,Veľká nad Ipľom
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,7,Oszkár Világi,JUDr.,31,advokát,Dunajská Streda
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,8,István Batta,Ing.,39,poslanec,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,9,László Matyinkó,,52,stroj.technik,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,10,Zita Adám,,49,pedagóg,Blhovce
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,11,György Pásztor,,49,stav. technik,Veľká Čalomija
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,12,Aladár Urbán,,48,pedagóg,Vrbovka
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,13,István Mázik,,37,kult. pracovník,Fiľakovo
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,14,Sándor Papp,,30,starosta,Kalonda
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,15,Mihály Jóba,Ing.,48,riad. banky,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,16,Imre Gaál,PhDr.,57,pedagóg,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,17,Vojtech Hrubík,,29,mechanik,Kováčovce
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,18,József Villant,,28,tajom. OV MKDH,Balog nad Ipľom
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,19,István Barassó,MUDr.,51,lekár,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,20,Barnabás Csíkany,,45,súkr. podnikateľ,Lučenec
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,21,Laszló Ibos,Ing.,41,telekom.inž.,Veľký Blh
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,22,György Kiss,Ing.,52,záhr.architekt,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,23,Zoltán Kónya,JUDr.,43,advokát,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,24,Csaba Zsámbok,Ing.,28,elektr.inžinier,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,25,Mária Gyurkovics,,34,ekonóm,Veľká Čalomija
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,26,Peter Korcsog,MUDr.,38,lekár,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,27,József Ferencz,,47,pedagóg,Chanava
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,28,Annamária Szalay,,46,pedagóg,Veľké Dravce
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,29,Éva Hahnová Duray,,55,pedagóg,Lučenec
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,30,Gyula Pál,,38,vedúci smeny,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,31,József Mag,MUDr.,38,lekár,Vinica
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,32,József Herczeg,,45,súkr. podnikateľ,Holiša
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,33,János Takács,,55,zást.primátora,Fiľakovo
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,34,Ferdinánd Pál,,40,starosta,Tachty
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,35,János Forgon,,36,vychovávateľ,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,36,Tibor Bárczi,,38,pedagóg,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,37,Barnabás Balogh,Ing.,63,stroj.inž.dôch.,Fiľakovo
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,38,István Tóbiás,,40,kybernetik,Rim.Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,39,Dénes Széplaky,RNDr.,31,pedagóg,Blhovce
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,40,Mária Csutor,,52,učiteľka MŠ,Tornaľa
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,41,Béla Csizmadia,,58,pedagóg,Nové Zámky
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,42,Barnabás Maksi,Ing.,35,stav.inžinier,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,43,Éva Balázs,,45,pedagóg,Veľký Krtíš
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,44,István Sándor,,42,stav.technik,Pleš
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,45,Jenö Zagyi,Ing.,35,stav.inžinier,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,46,Éva Lupták,Ing.,36,chem.inžinier,Rimavská Sobota
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,47,Sándor Suhányi,MUDr.,51,lekár,Lučenec
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,48,György Cseri,MUDr.,47,lekár,Veľký Krtíš
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,49,László Palik,,43,starosta,Šávol
5300  Stredoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,50,Drahomíra Saranková,MUDr.,34,lekár,Veľký Krtíš
5300  Stredoslovenský kraj,Nové Slovensko,1,Marián Kolník,Ing.,33,podnikateľ,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,2,Andrej Reiner,MUDr. CSc.,43,lekár,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,3,Maroš Černák,Mgr.,35,podnikateľ,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,4,Jaroslav Zapletal,Ing. Csc.,69,podnikateľ,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,5,Ján Domin,Ing.,49,poľnohosp.inž.,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,6,Ľubomír Šauša,Ing.,35,technik,Martin
5300  Stredoslovenský kraj,Nové Slovensko,7,Dušan Fabian,JUDr.,37,právnik,Čebovce
5300  Stredoslovenský kraj,Nové Slovensko,8,Ľudovit Balog,MUDr.,54,lekár,Banská Bystrica
5300  Stredoslovenský kraj,Nové Slovensko,9,Anton Heriban,,38,technik,Trnava
5300  Stredoslovenský kraj,Nové Slovensko,10,Ján Bunta,,46,robotník,Trnava
5300  Stredoslovenský kraj,Nové Slovensko,11,Emil Rusznák,Ing.,42,podnikateľ,Martin
5300  Stredoslovenský kraj,Nové Slovensko,12,Peter Porteš,prom.chemik,38,podnikateľ,Bratislava
5300  Stredoslovenský kraj,Nové Slovensko,13,Štefan Babiak,,63,operný spevák,Banská Bystrica
5300  Stredoslovenský kraj,Nové Slovensko,14,Miroslav Revallo,,52,konštruktér,Martin
5300  Stredoslovenský kraj,Nové Slovensko,15,Milan Tesař,,51,technik,Vrútky
5300  Stredoslovenský kraj,Nové Slovensko,16,Jozef Majzlan,,39,pedagóg,Pramenec
5300  Stredoslovenský kraj,Nové Slovensko,17,Viera Hermanová,RNDr.,50,farmaceut,Martin
5300  Stredoslovenský kraj,Nové Slovensko,18,Martin Arendárik,,28,elektrotechnik,Kysucké Nové Mesto
5300  Stredoslovenský kraj,Nové Slovensko,19,Stanislav Brozmann,Ing.,56,elektrotechnik,Martin
5300  Stredoslovenský kraj,Nové Slovensko,20,Dušan Randuška,,30,technik,Jasenie
5300  Stredoslovenský kraj,Nové Slovensko,21,Jozef Mach,Ing. CSc.,58,vysokoškol.profesor,Banská Bystrica
5300  Stredoslovenský kraj,Nové Slovensko,22,Milan Ďurbiš,,50,technik,Lučenec
5300  Stredoslovenský kraj,Nové Slovensko,23,Cyril Pleško,,46,učiteľ,Banská Bystrica
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,1,Marcel Hlaváč,Peadr.,25,pedagóg,Slovenská Ľupča
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,2,Emil Mitošinka,Ing.,73,projektant-stroj.,Banská Bystrica
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,3,Miroslav Kudela,,35,technik,Piesok
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,4,Mojmír Chalupovský,,26,obchodno-ekon.prac.,Banská Bystrica
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,5,Dušan Sajdák,,49,obchodno-ekon.prac.,Vrútky
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,6,Lýdia Mišutková,,35,administr.prac.,Banská Bystrica
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,7,Stanislav Béreš,,43,ekonom.prac.,Banská Bystrica
5300  Stredoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,8,Beata Fodorová,,28,administr.prac.,Banská Bystrica
5300  Stredoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,1,Martin Balaž,,52,zámočník,Žilina
5300  Stredoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,2,Ladislav Racz,Ing.,42,ekonóm,Fiľakovo
5300  Stredoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,3,Tibor Baláž,,53,učiteľ,Banská Bystrica
