nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,valid
3,SRK,73,Ľudovít,Pecha,,73,robotník,Spišské Tomášovce,1
3,SRK,74,Drahomír,Facuna,,31,maliar interiérov,Sučany,1
3,SRK,75,Jozef,Dužda,,44,robotník,Veľký Šariš,1
3,SRK,76,Peter,Ferko,,40,robotník,Tuhrina,1
3,SRK,77,Roman,Gábor,,37,robotník,Varhaňovce,1
3,SRK,78,Oľga,Klincová,,60,podnikateľka,Detva,1
3,SRK,79,Jozef,Vaňo,,51,tesár,Ďurkov,1
3,SRK,80,Eva,Gašparová,Mgr.,55,riaditeľka ZŠ,Košice,1
3,SRK,81,Veronika,Kalejová,,24,terénna sociálna pracovníčka,Ostrovany,1
3,SRK,82,Karel,Klempár,,51,podnikateľ,Sokoľany,1
3,SRK,83,Sergej,Horváth,,30,robotník,Smižany,1
3,SRK,84,Karol,Mata,,29,robotník,Moldava nad Bodvou,1
3,SRK,85,Marek,Virag,,24,podnikateľ,Markušovce,1
3,SRK,86,Jozef,Juhas,,49,živnostník,Giraltovce,1
3,SRK,87,Štefan,Illéš,,38,komunitný pracovník,Hodejov,1
3,SRK,88,Vojtech,Bohó,,30,sociálny pracovník,Rimavské Janovce,1
3,SRK,89,Elemír,Dužda,,49,športový tréner,Ostrovany,1
3,SRK,90,Arnost,Ikri,,76,podnikateľ,Tornaľa,1
3,SRK,91,Bartolomej,Balogh,,62,hudobník,Prešov,1
3,SRK,92,Viera,Joniová,,32,sociálna pracovníčka,Lúčky,1
3,SRK,93,Róbert,Molnár,,43,robotník,Dubník,1
3,SRK,94,Ľudovít,Hugyar,,50,sústružník,Čoltovo,1
3,SRK,95,Pavol,Baláž,,40,sústružník,Turňa nad Bodvou,1
3,SRK,96,Ľubomír,Mitráš,Mgr.,35,učiteľ,Bystré,1
3,SRK,97,Dezider,Gábor,,47,podnikateľ,Kecerovce,1
3,SRK,98,Dušan,Varadi,,36,krajčír,Kráľ,1
3,SRK,99,Slavomíra,Oláhová,,23,slobodná umelkyňa,Rimavské Brezovo,1
3,SRK,100,Viera,Kokyová,,50,robotníčka,Svit,1
3,SRK,101,Fridrich,Sipos,,39,zdravotný pracovník,Štvrtok na Ostrove,2
3,SRK,102,Miroslav,Horváth,,22,robotník,Smižany,1
3,SRK,103,Gejza,Váradi,,47,podnikateľ,Rimavská Seč,1
3,SRK,104,Marián,Balogh,,44,robotník,Šamudovce,1
3,SRK,105,Mária,Lacková,,50,asistentka učiteľa,Bardejov,1
3,SRK,106,Jozef,Fráter,,70,sociálny pracovník,Košice,1
3,SRK,107,Mikuláš,Eštočák,,34,terénny sociálny pracovník,Prešov,1
3,SRK,108,Mária,Ferencziová,,31,robotníčka,Komárno,1
3,SRK,109,Jozef,Pecha,,29,robotník,Markušovce,1
3,SRK,110,Ladislav,Genya,,41,sociálny pracovník,Rimavská Sobota,1
3,SRK,111,Milan,Tokár,,49,robotník,Šamudovce,1
3,SRK,112,Zoltán,Pokuta,,36,robotník,Medzev,1
3,SRK,113,Dušan,Dávid,,36,podnikateľ,Bystré,1
3,SRK,114,Kvetoslava,Štanská,,45,kuchárka,Sučany,2
3,SRK,115,Alexander,Rybár,,43,obrábač kovov,Medzev,1
3,SRK,116,Ján,Galyas,,33,murár,Košice,1
3,SRK,117,Peter,Tuleja,,38,športový tréner,Prešov,1
3,SRK,118,Zdenka,Gaňová,,40,robotníčka,Čečehov,1
3,SRK,119,Silvia,Galyasová,Bc.,24,stredoškolská pedagogička,Košice,1
3,SRK,120,Irena,Adamová,Mgr.,55,riaditeľka strednej školy,Košice,1
4,Paliho,1,Pavel,Vass,,50,rušňovodič,Humenné,1
5,SaS,1,Richard,Sulík,Ing.,42,predseda politickej strany,Bratislava,1
5,SaS,2,Jozef,Mihál,RNDr.,45,špecialista na dane a odvody,Bratislava,1
5,SaS,3,Juraj,Miškov,PhDr.,37,podpredseda politickej strany,Bratislava,1
5,SaS,4,Jana,Kiššová,Ing.,35,personálna manažérka,Bratislava,1
5,SaS,5,Daniel,Krajcer,Mgr.,40,manažér moderátor,Bratislava,1
5,SaS,6,Martin,Chren,Ing.,29,ekonóm,Bratislava,1
5,SaS,7,Stanislav,Fořt,Ing. Mgr.,32,generálny sekretár Mladých liberálov,Bratislava,1
5,SaS,8,Jozef,Kollár,Ing. PhD.,48,konateľ spoločnosti,Bratislava,1
5,SaS,9,Ľubomír,Galko,Mgr.,42,riaditeľ akciovej spoločnosti,Stupava,1
5,SaS,10,Pavol,Hladký,Mgr.,45,konateľ spoločnosti,Považská Bystrica,1
5,SaS,11,Martin,Poliačik,Mgr.,29,učiteľ,Považská Bystrica,1
5,SaS,12,Lucia,Nicholsonová,,33,konateľka spoločnosti,Bratislava,1
5,SaS,13,Juraj,Droba,Mgr. MBA,39,súkromný podnikateľ,Bratislava,1
5,SaS,14,Natália,Blahová,Mgr.,36,sociálna poradkyňa,Zavar,1
5,SaS,15,Ľudovít,Jurčík,Ing.,52,projektový manažér,Svätý Jur,1
5,SaS,16,Peter,Kalist,MUDr. MPH,34,lekár,Sirník,1
5,SaS,17,Szilárd,Somogyi,,41,konateľ spoločnosti,Dunajská Streda,1
5,SaS,18,Richard,Švihura,PhDr.,33,predseda Mladých liberálov,Prešov,1
5,SaS,19,Kamil,Krnáč,Ing.,33,projektový manažér,Veľký Krtíš,1
5,SaS,20,Štefan,Tomčo,Ing.,49,podnikateľ,Košice,1
5,SaS,21,Zuzana,Aštaryová,,27,ekonómka,Trenčín,1
5,SaS,22,Jaroslav,Suja,,33,podnikateľ,Tisovec,1
5,SaS,23,Ľuboš,Majer,,37,súkromný podnikateľ,Miloslavov,1
5,SaS,24,Milan,Laurenčík,Ing.,51,riaditeľ spoločnosti,Terchová,1
5,SaS,25,Vladimír,Kabaňa,,45,konateľ spoločnosti,Bernolákovo,2
5,SaS,26,Stanislav,Michalík,Ing.,44,podnikateľ,Nitra,1
5,SaS,27,František,Ksenzsigh,Ing.,50,elektroinžinier,Prešov,1
5,SaS,28,Kristína,Hájková,,22,študentka VŠ,Bratislava,1
5,SaS,29,Stanislav,Thomka,Bc.,25,manažér distribúcie,Martin,1
5,SaS,30,Štefan,Molnár,Ing.,48,súkromný podnikateľ,Modrany,1
5,SaS,31,Ivan,Holko,MVDr. PhD.,37,vysokoškolský pedagóg,Preseľany,1
5,SaS,32,Alojz,Baránik,JUDr.,55,advokát,Lakšárska Nová Ves,1
5,SaS,33,Renáta,Kaščáková,Mgr.,44,riaditeľka NO,Trenčín,1
5,SaS,34,Milan,Piršč,JUDr.,37,právnik,Svidník,1
5,SaS,35,Anna,Zemanová,RNDr.,50,špecialistka pre financovanie samospráv,Bratislava,1
5,SaS,36,Miloš,Domorák,,40,živnostník,Bratislava,1
5,SaS,37,Peter,Bódy,Mgr.,54,prezident AOZPOSR,Bratislava,1
5,SaS,38,Marcel,Vrchota,Bc.,25,manažér,Košice,1
5,SaS,39,Jozef,Rajtár,,33,odborník na financovanie firiem,Bratislava,1
5,SaS,40,Pavol,Matlovič,,35,konateľ spoločnosti,Prievidza,1
5,SaS,41,Branislav,Švec,Mgr.,27,riaditeľ jazykovej školy,Poprad,1
5,SaS,42,Marián,Hruškár,Ing.,41,ekonóm,Nové Zámky,1
5,SaS,43,Peter,Jurčo,Ing.,36,obchodný manažér,Liptovský Mikuláš,1
5,SaS,44,Vladimír,Sloboda,Ing.,30,manažér kvality,Bratislava,1
5,SaS,45,Ľudovít,Beťko,Ing.,29,projektant,Ružomberok,1
5,SaS,46,Pavol,Križan,Ing.,44,ekonóm,Šurany,1
5,SaS,47,Milan,Benka,Ing.,39,daňový poradca,Bardejov,1
5,SaS,48,Tomáš,Gažúr,Ing.,27,manažér,Žilina,1
5,SaS,49,Alexander,Barna,Ing.,38,programátor - analytik,Košice,1
5,SaS,50,Milan,Kozický,JUDr.,28,právnik,Nevidzany,1
5,SaS,51,Ladislav,Božik,Ing.,30,konzultant pre strategické projekty,Prievidza,1
5,SaS,52,Richard,Fekete,Mgr.,36,konateľ spoločnosti,Bratislava,1
5,SaS,53,Juraj,Lenhardt,,44,súkromný podnikateľ,Trebišov,1
5,SaS,54,Jozef,Pajer,Mgr.,43,súkromný podnikateľ,Čadca,1
5,SaS,55,Róbert,Kudláč,Ing.,42,súdny znalec,Senica,1
5,SaS,56,Monika,Geletová,Ing.,42,pracovníčka banky,Bánovce nad Bebravou,1
5,SaS,57,Bibiána,Pfeiffer,,31,súkromná podnikateľka,Piešťany,1
5,SaS,58,Jaroslav,Stehlík,Ing.,39,živnostník,Zvolen,1
5,SaS,59,Peter,Pihorňa,Mgr.,29,právnik,Košice,1
5,SaS,60,Michal,Uherčík,Ing.,29,konzultant a podnikateľ,Martin,1
5,SaS,61,Marek,Monček,Ing.,36,živnostník,Piešťany,1
5,SaS,62,Miroslav,Dráb,Mgr.,30,riaditeľ mestského klubu,Dolný Kubín,1
5,SaS,63,Pavol,Szabó,Bc.,25,študent VŠ,Nitra,1
5,SaS,64,Filip,Križan,Bc.,23,študent VŠ,Bratislava,1
5,SaS,65,Monika,Dimitriadu,Bc.,42,riaditeľka MŠ,Lietavská Lúčka,1
5,SaS,66,Igor,Bendík,Ing.,34,vedúci oddelenia technickej podpory,Spišské Bystré,1
5,SaS,67,Pavol,Bielik,,56,manažér,Banská Bystrica,1
5,SaS,68,Milota,Novodomcová,Ing.,27,produktová manažérka,Bratislava,1
5,SaS,69,Marián,Viskupič,RNDr. Bc.,32,manažér,Šúrovce,1
5,SaS,70,Jakub,Ilavský,Mgr.,27,technický manažér,Trenčín,1
5,SaS,71,Michal,Bróska,,29,IT konzultant,Svätý Jur,1
5,SaS,72,Roman,Tóth,Ing.,39,riaditeľ spoločnosti,Horná Seč,1
5,SaS,73,Vít,Babjarčik,Ing.,51,podnikateľ,Stropkov,1
5,SaS,74,Ján,Kvasnička,,34,majiteľ bezpečnostnej služby,Dubnica nad Váhom,1
5,SaS,75,Pavol,Líška,Ing.,37,manažér,Myjava,1
5,SaS,76,Katarína,Sliviaková,Ing.,27,obchodná manažérka,Žilina,1
5,SaS,77,Radoslav,Pavelka,,36,konateľ spoločnosti,Nitra,1
5,SaS,78,Norbert,Čillík,Bc.,26,riaditeľ hotela,Dolná Breznica,1
5,SaS,79,Tomáš,Gajdoš,Ing.,29,disponent leteckej prepravy,Liptovský Mikuláš,1
5,SaS,80,Robert,Harhovský,Ing.,32,konzultant informačných systémov,Bratislava,1
5,SaS,81,Jarmila,Vajdová,Ing.,55,podnikateľka,Rožňava,1
5,SaS,82,Igor,Kováč,Ing.,47,obchodný manažér,Martin,1
5,SaS,83,Ondrej,Matejka,JUDr.,31,advokát,Bratislava,1
5,SaS,84,Michal,Bľanda,Bc.,23,informatik,Piešťany,1
5,SaS,85,Juraj,Kamenca,JUDr.,72,pedagóg práva,Bratislava,1
5,SaS,86,Peter,Marič,JUDr.,26,štátny zamestnanec,Nitra,1
5,SaS,87,Ivan,Gabriš,Ing.,33,disponent,Púchov,1
5,SaS,88,David,Staruch,,26,produktový manažér,Prešov,1
5,SaS,89,Juraj,Slašťan,Ing.,56,podnikateľ,Bratislava,1
5,SaS,90,Michal,Kolek,Ing.,26,IT konzultant,Považská Bystrica,1
5,SaS,91,Tomáš,Vojtek,Bc.,24,finančný reprezentant,Košice,1
5,SaS,92,Adriana,Valentová,Mgr.,36,obchodná referentka,Lutila,1
5,SaS,93,Ladislav,Babuščák,Mgr.,54,sociálny poradca,Veľký Šariš,1
5,SaS,94,Roman,Foltin,,43,konateľ spoločnosti,Bratislava,1
5,SaS,95,Lenka,Šramková,Mgr.,46,hovorkyňa,Brezno,1
5,SaS,96,Vladislav,Hečko,Ing.,48,manažér,Bratislava,1
5,SaS,97,Koloman,Borbély,,33,podnikateľ,Komárno,1
5,SaS,98,Ivan,Zima,Ing.,47,programátor - analytik,Svit,1
5,SaS,99,Ľubomír,Macek,Mgr.,42,súkromný podnikateľ,Čereňany,1
5,SaS,100,Viktor,Farár,,24,študent VŠ,Bratislava,1
5,SaS,101,Ľudmila,Medvecká,PaedDr. Mgr.,35,pedagogička,Ochodnica,1
5,SaS,102,Peter,Balogh,Mgr.,29,konateľ spoločnosti,Bratislava,1
5,SaS,103,Zuzana,Grachová,Mgr.,43,riaditeľka spoločnosti,Partizánske,1
5,SaS,104,Milan,Galanda,JUDr.,46,advokát,Bratislava,1
5,SaS,105,Katarína,Varhoľáková,Bc.,39,odborná referentka,Košice,1
5,SaS,106,Karol,Struška,,26,bankový pracovník,Dubnica nad Váhom,1
5,SaS,107,Marek,Šándor,Bc.,22,ekonóm,Bratislava,1
5,SaS,108,Peter,Skotnický,Ing.,33,odborný daňový radca,Žilina,1
5,SaS,109,Michal,Švaral,Ing.,31,prokurista,Tlmače,1
5,SaS,110,Antónia,Mikulíková,JUDr.,38,konateľka spoločnosti,Dojč,1
5,SaS,111,Miriam,Ďuricová,,37,asistentka,Banská Štiavnica,1
5,SaS,112,Jozef,Havrilla,,33,športový komentátor,Bratislava,1
5,SaS,113,Jozef,Jucha,,26,obchodný manažér,Zvolen,1
5,SaS,114,Peter,Martinček,Mgr. art.,47,hudobný skladateľ,Veľký Grob,1
5,SaS,115,Ľuboš,Samák,,48,konateľ spoločnosti,Skalka nad Váhom,1
5,SaS,116,Marian,Majer,Mgr.,30,štátny zamestnanec,Skalica,1
5,SaS,117,Tibor,Kramár,Bc.,47,manažér súkromnej školy,Nová Dubnica,1
5,SaS,118,Zita,Bruncková,Ing.,58,ekonomická námestníčka nemocnice,Piešťany,1
5,SaS,119,Dušan,Mamrilla,doc. RNDr. CSc.,56,vysokoškolský pedagóg,Prešov,1
5,SaS,120,Anton,Marčan,Ing.,50,konateľ spoločnosti,Kysucké Nové Mesto,1
5,SaS,121,Silvia,Szomíková,Mgr.,38,radkyňa úradu práce,Hurbanovo,1
5,SaS,122,Pavol,Serej,Ing.,34,bankový manažér,Bratislava,1
5,SaS,123,Anna,Paľovová,Mgr.,46,medicínska reprezentantka,Zvolen,1
5,SaS,124,Ladislav,Matejka,Ing.,27,stavebný inžinier,Trenčín,1
5,SaS,125,Ján,Dananai,Bc.,41,majster odborného výcviku,Senica,1
5,SaS,126,Marcel,Mojžiš,Bc.,31,manažér spoločnosti,Banská Bystrica,1
5,SaS,127,Zaher,Mahmoud,MUDr.,52,chirurg,Lučenec,1
5,SaS,128,Iveta,Pospíšilová,PhDr.,46,vedúca sestra,Považská Bystrica,1
5,SaS,129,Pavol,Bielik,Ing.,25,biznis analytik,Trenčín,1
5,SaS,130,Erik,Jesenko,Mgr.,27,asistent manažéra,Trebišov,1
5,SaS,131,Radoslav,Mareček,Ing.,26,vedúci oddelenia kontrolingu,Senica,1
5,SaS,132,Roman,Mojš,Mgr.,45,stredoškolský učiteľ,Tvrdošín,1
5,SaS,133,Vladimír,Halaj,,49,súkromný podnikateľ,Lučenec,1
5,SaS,134,Ján,Hrčka,Ing.,30,súkromný podnikateľ,Bratislava,1
5,SaS,135,Štefan,Králik,Ing.,33,technický manažér,Košice,1
5,SaS,136,Ondrej,Kvasnica,Ing.,26,súkromný podnikateľ,Trenčín,1
5,SaS,137,Jarmila,Tesková,Mgr.,43,riaditeľka školy,Považská Bystrica,1
5,SaS,138,Peter,Wachter,Ing.,34,cenový analytik,Bratislava,1
5,SaS,139,Ľubomír,Jurovčík,,37,finančný sprostredkovateľ,Hruštín,1
5,SaS,140,Michal,Kintler,Bc.,36,regionálny riaditeľ prevádzky,Modra,1
5,SaS,141,Alena,Sabolová,Mgr.,47,stredoškolská učiteľka,Čadca,1
5,SaS,142,Tomáš,Worobel,Mgr.,29,obchodný riaditeľ,Martin,1
5,SaS,143,Juraj,Ratulovský,,24,súkromný podnikateľ,Veľké Rovné,1
5,SaS,144,Kristián,Hodossy,Bc.,21,študent PF UK,Žilina,1
5,SaS,145,Karol,Kyslan,MUDr. PhD.,37,lekár,Prešov,1
5,SaS,146,Juraj,Kázmér,Ing.,41,agronóm,Kútniky,2
5,SaS,147,Jozef,Viskupič,Mgr.,34,projektový manažér,Trnava,1
5,SaS,148,Martin,Fecko,Ing.,47,odborný radca KPÚ,Prešov,1
5,SaS,149,Erika,Jurinová,Ing.,38,vedúca redakcie,Nižná,1
5,SaS,150,Igor,Matovič,Mgr.,37,vydavateľ Regionálnych novín,Trnava,1
6,SDĽ,1,Marek,Blaha,Ing.,29,predseda strany SDĽ,Bratislava,1
6,SDĽ,2,Ján,Kyselovič,prof. PharmDr. CSc.,46,VŠ - učiteľ,Tomášov,1
6,SDĽ,3,Peter,Pilinský,Mgr.,38,predseda Strany zelených,Bratislava,1
6,SDĽ,4,Alena,Savkaničová,Ing. Bc.,29,ekonomická inžinierka,Humenné,1
6,SDĽ,5,Robert,Gaboš,Ing.,36,ekonóm,Vysoká nad Kysucou,1
6,SDĽ,6,Martin,Halás,Ing.,38,ekonóm,Bratislava,1
6,SDĽ,7,Silvia,Horváthová,Mgr.,41,manažérka,Hamuliakovo,2
6,SDĽ,8,Štefan,Jakabovič,JUDr.,53,manažér,Košice,1
6,SDĽ,9,Juraj,Bača,Mgr.,33,manažér,Komárno,2
6,SDĽ,10,Jana,Budáčová,Bc.,24,predsedníčka OZ Mladí zelení,Bratislava,1
6,SDĽ,11,Ľubica,Šipulová,PhDr.,40,manažérka,Dunajská Streda,1
6,SDĽ,12,Vladimír,Gozora,prof. Ing. CSc.,60,riaditeľ ústavu,Nitra,1
6,SDĽ,13,Lubomír,Karásek,Mgr.,52,vysokoškolský učiteľ,Siladice,1
6,SDĽ,14,Albert,Lisy,Ing.,56,manažér,Štitáre,1
6,SDĽ,15,Jozef Miloslav,Hurban,Ing.,54,živnostník,Poprad,1
6,SDĽ,16,Imrich,Hamarčák,Ing.,55,manažér,Stropkov,2
6,SDĽ,17,Cyril,Betuš,JUDr.,59,starosta mestskej časti,Košice - Sídlisko Ťahanovce,1
6,SDĽ,18,Peter,Lukáč,MUDr.,42,lekár,Kalinkovo,1
6,SDĽ,19,Milan,Mišánik,Ing.,48,agrohospodár,Hruštín,2
6,SDĽ,20,Pavel,Petrík,Ing.,55,štátny zamestnanec,Považská Bystrica,1
6,SDĽ,21,Silvester,Húska,Mgr.,58,odborový predák,Bratislava,1
6,SDĽ,22,Peter,Konček,,47,finančný manažér,Košice,1
6,SDĽ,23,Ivan,Duvač,Ing.,31,ekonóm,Slavnica,1
6,SDĽ,24,Andrej,Mašlonka,Ing.,49,konateľ spoločnosti,Zvolen,1
6,SDĽ,25,Rastislav,Malovec,,41,konateľ,Bratislava,1
6,SDĽ,26,Michal,Gondek,Ing.,53,podnikateľ,Svidník,1
6,SDĽ,27,Patrik,Zvonár,,33,obchodník,Horné Orešany,1
6,SDĽ,28,Silvia,Cukrovaná,Ing.,43,ekonómka,Humenné,1
6,SDĽ,29,Anton,Železník,Ing.,35,riadiaci pracovník,Trnava,1
6,SDĽ,30,Ivan,Hirländer,Ing.,38,podpredseda Strany zelených,Bratislava,1
6,SDĽ,31,Ladislav,Petyi,,37,agropodnikateľ,Lučenec,1
6,SDĽ,32,Andrej,Vilim,,30,riaditeľ pobočky banky,Pezinok,1
6,SDĽ,33,Peter,Barna,Mgr.,46,riaditeľ resocializačného zariadenia,Medzilaborce,1
6,SDĽ,34,Miloslav,Sochor,Ing.,58,podnikateľ,Banská Bystrica,1
6,SDĽ,35,Václav,Števko,Ing.,54,lektor,Dubnica nad Váhom,1
6,SDĽ,36,Natália,Gálisová,Mgr.,28,učiteľka,Bratislava,1
6,SDĽ,37,Daniel,Pisák,JUDr.,37,právnik - advokát,Bratislava,1
6,SDĽ,38,Rastislav,Birčák,,34,SZČO,Sabinov,1
6,SDĽ,39,František,Kolesár,Ing.,66,agropodnikateľ,Šoporňa,2
6,SDĽ,40,Ladislav,Čellár,Mgr.,49,pedagóg,Žilina,1
6,SDĽ,41,Jaroslav,Dobiš,Bc. Ing. PhD.,42,podnikateľ,Nitra,1
6,SDĽ,42,Pavol,Koniar,,41,živnostník,Bytča,1
6,SDĽ,43,Bronislava,Políčeková,,35,územná riaditeľka,Selce,1
6,SDĽ,44,Imrich,Habušta,,70,učiteľ,Sobrance,1
6,SDĽ,45,Ľubomíra,Hudáková,Mgr.,44,učiteľka ZUŠ,Svidník,2
6,SDĽ,46,Jozef,Kňažek,Ing.,48,riaditeľ spoločnosti,Borčice,1
6,SDĽ,47,Jaroslav,Badinka,,46,konateľ spoločnosti,Zvolen,2
6,SDĽ,48,Gabriel,Puškáč,,40,podnikateľ,Malacky,1
6,SDĽ,49,Július,Gašpír,Ing.,54,agropodnikateľ,Nitrianske Pravno,1
6,SDĽ,50,Marek,Földesi,MUDr.,32,lekár,Levice,1
6,SDĽ,51,Jozef,Vaškeba,Ing.,82,agroekonóm,Bratislava,1
6,SDĽ,52,Peter,Gjabel,Ing.,58,podnikateľ,Bytča,1
6,SDĽ,53,Slavomír,Brza,JUDr.,44,ekonomický riaditeľ,Dudince,1
6,SDĽ,54,Jozef,Taiš,MVDr.,60,manažér,Ruskov,1
6,SDĽ,55,Július,Gális,Mgr.,41,manažér,Prievidza,1
6,SDĽ,56,Branislav,Dušek,,27,živnostník,Pezinok,1
6,SDĽ,57,Ivan,Sanisló,Ing.,29,konateľ spoločnosti,Bratislava,1
6,SDĽ,58,Martin,Kríž,Mgr.,42,podnikateľ,Žilina,1
6,SDĽ,59,Pavel,Túroci,Ing.,71,poľnohospodársky inžinier,Banská Bystrica,1
6,SDĽ,60,František,Lipták,,44,manažér,Spišská Nová Ves,1
6,SDĽ,61,Štefan,Brestovský,Ing.,54,podnikateľ,Liptovský Ondrej,1
6,SDĽ,62,Ján,Paprčka,Ing.,49,manažér,Hriňová,1
6,SDĽ,63,Zoja,Hricová,,51,podnikateľka,Košice,1
6,SDĽ,64,Jozef,Hankoci,RSDr.,61,asistent konateľa,Trenčín,1
6,SDĽ,65,Tibor,Krajčovič,Ing.,46,SW inžinier,Trnava,1
6,SDĽ,66,Juraj,Hric,Mgr.,27,manažér leteckej prepravy,Bratislava,1
6,SDĽ,67,Ján,Škorík,,38,živnostník,Žilina,1
6,SDĽ,68,Libuša,Husárová,Bc.,28,študentka politológie,Žitavany,1
6,SDĽ,69,Marián,Brecík,Ing. PhD.,55,profesor,Vranov nad Topľou,2
6,SDĽ,70,Dušan,Hruška,Ing.,50,stredoškolský učiteľ,Bratislava,1
6,SDĽ,71,Jozef,Víglaský,prof. Ing. PhD.,61,univerzitný profesor,Zvolen,1
6,SDĽ,72,Vladimír,Urban,Bc.,50,pedagóg,Prakovce,1
6,SDĽ,73,Ľuboslava,Harabinová,Mgr.,38,učiteľka,Poprad,1
6,SDĽ,74,Milan,Dvorščík,Bc.,40,výkonný riaditeľ,Trenčín,1
6,SDĽ,75,Marian,Barcaj,Mgr.,33,podnikateľ,Trnava,1
6,SDĽ,76,Andrej,Mikláš,,35,konateľ spoločnosti,Pezinok,1
6,SDĽ,77,Dušan,Hodas,JUDr.,56,právnik,Ochodnica,1
6,SDĽ,78,Zuzana,Jakubovie,Ing.,33,SZČO,Banská Bystrica,1
6,SDĽ,79,Dagmar,Mikudíková,Ing.,42,obchodná manažérka,Brvnište,1
6,SDĽ,80,Alena,Černíková,Mgr.,43,učiteľka,Ivanka pri Nitre,1
6,SDĽ,81,Ladislav,Plaštiak,Ing.,53,ovocinár,Dvorníky,2
6,SDĽ,82,Blažej,Béda,,55,živnostník,Sečovce,1
6,SDĽ,83,Nikolaj,Popaďák,Ing.,47,riaditeľ,Vranov nad Topľou,1
6,SDĽ,84,Alica,Bielopotocká,Mgr.,38,SZČO,Prievidza,1
6,SDĽ,85,Vidor,Nagy,MUDr.,46,lekár,Dunajská Streda,1
6,SDĽ,86,Peter,Ižo,,44,živnostník,Bratislava,1
6,SDĽ,87,Lukáš,Cingel,,26,koordinátor,Turzovka,1
6,SDĽ,88,Andrej,Čech,,38,podnikateľ,Nitra,1
6,SDĽ,89,Peter,Kočkár,Ing.,55,technik,Ilava,1
6,SDĽ,90,Gabriel,Kiss,,47,podnikateľ,Dvory nad Žitavou,1
6,SDĽ,91,Monika,Hudáková,doc. Ing. PhD.,40,univerzitná profesorka,Demjata,1
6,SDĽ,92,Klement,Fekete,,57,vedúci lomu,Pača,1
6,SDĽ,93,Michal,Veselovský,,31,podnikateľ,Bardejov,1
6,SDĽ,94,Jozefa,Gašparová,,57,SZČO,Dubnica nad Váhom,1
6,SDĽ,95,Žaneta,Pavlíková-Tászliová,PaedDr.,36,riaditeľka ZŠ,Dunajská Streda,1
6,SDĽ,96,Mário,Spišiak,,34,manažér,Lučenec,1
6,SDĽ,97,Helena,Kibzíková,Mgr.,30,sociálna pracovníčka,Veľké Rovné,1
6,SDĽ,98,Ivan,Marguš,Ing.,44,SZČO,Zvolen,1
6,SDĽ,99,Viera,Pagáčová,,51,živnostníčka,Košecké Podhradie,1
6,SDĽ,100,Miroslav,Gálik,PaedDr.,48,pedagóg,Zvolen,1
6,SDĽ,101,Viliam,Komora,Mgr.,39,podnikateľ,Martin,1
6,SDĽ,102,Drahomír,Krajči,MVDr.,48,odborný pracovník,Košice,1
6,SDĽ,103,Marek,Bilohuščin,Ing.,32,výrobný riaditeľ,Prešov,1
6,SDĽ,104,Emília,Balušíková,Bc.,37,živnostníčka,Papradno,1
6,SDĽ,105,Pavla,Pániková,Mgr.,24,prekladateľka - tlmočníčka,Trnava,1
6,SDĽ,106,Ján,Sýkora,Ing.,30,geodet,Lučenec,1
6,SDĽ,107,Jaroslav,Sedloň,Ing.,45,manažér,Martin,1
6,SDĽ,108,Jozef,Ďurina,Ing.,28,živnostník,Nitra,1
6,SDĽ,109,Miroslav,Haban,Ing. PhD.,40,vysokoškolský profesor,Nitra,1
6,SDĽ,110,Ján,Kabina,,32,podnikateľ,Lehota pod Vtáčnikom,1
6,SDĽ,111,Miroslav,Janiga,Ing.,45,agronóm,Jakubovany,1
6,SDĽ,112,Attila,Béda,Ing.,72,dôchodca,Bratislava,1
6,SDĽ,113,Rudolf,Reštei,,55,starosta mestskej časti,Košice - Šaca,1
6,SDĽ,114,Tatiana,Kováčová,,33,robotníčka,Horovce,1
6,SDĽ,115,Katarína,Voníszeműová,,39,živnostníčka,Dunajská Streda,1
6,SDĽ,116,Martin,Burík,Mgr.,26,disponent prepravy,Michalovce,1
6,SDĽ,117,Ján,Karas,,51,finančný poradca,Tvrdošín,1
6,SDĽ,118,Gabriela,Konôpková,,37,SZČO,Hriňová,1
6,SDĽ,119,Miroslav,Šalko,JUDr.,46,konateľ spoločnosti,Žiar nad Hronom,1
6,SDĽ,120,Lívia,Magdošková,Bc.,22,študentka,Košice,1
6,SDĽ,121,Anna,Preťová,doc. RNDr. DrSc.,65,vedúca vedecká pracovníčka,Nitra,1
6,SDĽ,122,Jana,Leščišinová,Ing.,26,administratívna pracovníčka,Košice,1
6,SDĽ,123,Eva,Štecová,,53,SZČO,Košice,1
6,SDĽ,124,Ján,Ostrolucký,,32,SZČO,Handlová,1
6,SDĽ,125,Irena,Baková,Bc.,45,chemická laborantka,Dunajská Streda,1
6,SDĽ,126,Marek,Ocharovič,,26,elektromechanik,Závod,1
6,SDĽ,127,Roman,Hanušniak,,27,referent,Dolný Kubín,1
6,SDĽ,128,Milan,Alberti,,39,podnikateľ,Lovinobaňa,1
6,SDĽ,129,Miroslav,Pakši,Ing.,61,poľnohospodársky inžinier,Krupina,2
6,SDĽ,130,Marián,Divok,Mgr.,43,podnikateľ,Hronsek,1
6,SDĽ,131,Ondrej,Čižmár,Ing.,67,agronóm,Trebišov,1
6,SDĽ,132,Erika,Beňová,JUDr.,50,právnička,Košice,1
6,SDĽ,133,Štefan,Štark,Ing.,52,podnikateľ,Košice,1
