nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,valid
1,EDS,70,Vladimír,Fajták,,66,dôchodca,Malacky,1
1,EDS,71,Margita,Lonská,JUDr.,46,advokátka,Bratislava,1
1,EDS,72,Jozef,Böhlke,JUDr.,62,dôchodca,Komárno,1
1,EDS,73,Erika,Miglesová,Mgr.,55,učiteľka,Košice,1
1,EDS,74,Petr,Klampár,Ing.,60,finančný poradca,Ostrov,1
1,EDS,75,Ľubica,Hlasicová,,36,účtovníčka,Bratislava,1
1,EDS,76,Marek,Kabát,,27,koordinátor,Zvolen,1
1,EDS,77,Alexander,Sorentíny,,47,nástrojár,Bratislava,1
1,EDS,78,Milan,Bobák,JUDr.,54,advokát,Bratislava,1
1,EDS,79,Monika,Chmelíková,Mgr.,24,študentka,Bratislava,1
1,EDS,80,Ildikó,Dobiová,,43,podnikateľka,Komárno,1
1,EDS,81,Milan,Hruška,,21,technik,Levice,1
1,EDS,82,Viliam,Tóth,,50,podnikateľ,Pata,1
1,EDS,83,Kamil,Kubica,Ing.,41,podnikateľ,Tomášov,1
1,EDS,84,Miloš,Ďurina,Bc.,23,študent,Veľký Blh,1
1,EDS,85,Luciano,Rossi,,23,študent,Bratislava,1
1,EDS,86,Kristián,Jozek,,21,študent,Veľké Orvište,2
1,EDS,87,Eva,Marčeková,,53,podnikateľka,Bratislava,1
1,EDS,88,Jozef,Dobiš,,55,akademický maliar,Nitra,1
1,EDS,89,Jozef,Migles,,23,technik,Košice,1
1,EDS,90,Richard,Pinkava,Mgr.,25,študent,Trnava,1
1,EDS,91,Václav,Masár,,25,barman - čašník,Bratislava,1
1,EDS,92,Alena,Matúšková,Mgr.,31,učiteľka,Poltár,1
1,EDS,93,Eugen,Pafčo,,36,administratívny pracovník,Bratislava,1
1,EDS,94,Michal,Polák,,30,bankový úradník,Bratislava,1
1,EDS,95,Juraj,Sokolík,,37,skladník,Bratislava,1
1,EDS,96,Monika,Dóková,Bc.,27,študentka,Levice,1
1,EDS,97,Beáta,Demská,,22,študentka,Michalovce,1
1,EDS,98,Radoslav,Repa,,49,živnostník,Piešťany,1
1,EDS,99,Eleonóra,Fajnerová,,64,dôchodkyňa,Bratislava,1
1,EDS,100,Štefan,Makši,,60,ekonóm,Rimavská Sobota,1
1,EDS,101,Patrik,Bujna,,25,študent,Modra,1
1,EDS,102,Elena,Belková,,43,podnikateľka,Bratislava,1
1,EDS,103,Lívia,Grešová,,32,manažérka,Ľubiša,1
1,EDS,104,Ivan,Mayer,,21,automechanik,Komárno,1
1,EDS,105,Ľubomír,Demský,,24,študent,Michalovce,1
1,EDS,106,Andrej,Lelič,,30,manažér,Galanta,1
1,EDS,107,Adriana,Vargová,,41,administratívna pracovníčka,Bratislava,1
1,EDS,108,Ján,Medveď,,36,podnikateľ,Banská Bystrica,1
1,EDS,109,Igor,Trenčan,Ing.,54,manažér,Bratislava,1
1,EDS,110,Maroš,Roman,,22,vodič,Levice,1
1,EDS,111,Andrea,Kvietiková,,35,aranžérka,Rimavská Sobota,1
1,EDS,112,Milan,Hruška,,45,podnikateľ,Levice,2
1,EDS,113,Marek,Sabo,,29,podnikateľ,Veľké Kapušany,1
1,EDS,114,Kamil,Vaňa,Bc.,25,štátny úradník,Trnava,1
1,EDS,115,Ján,Németh,,37,strojný konštruktér,Rimavská Sobota,1
1,EDS,116,Erik,Pelle,Ing.,31,ekonóm,Lučenec,1
1,EDS,117,Peter,Hoťák,,37,podnikateľ,Rimavská Sobota,1
1,EDS,118,Andrea,Dušíková,,34,podnikateľka,Rimavská Sobota,1
1,EDS,119,Peter,Čupka,,29,historik,Hrnčiarske Zalužany,1
1,EDS,120,Alica,Konečná,,26,podnikateľka,Levice,2
1,EDS,121,Viliam,Klamarčík,,23,manažér,Košice,1
1,EDS,122,Peter,Svinčák,Ing.,25,projektový vedúci,Trnava,1
1,EDS,123,Katarína,Czetnerová,,28,kvalitárka,Rimavská Sobota,1
1,EDS,124,Tibor,Červenka,,57,podnikateľ,Bratislava,1
1,EDS,125,Renáta,Tornócziová,,41,signalistka,Pribeta,1
1,EDS,126,Pavol,Hano,,40,manažér,Bratislava,1
1,EDS,127,Dana,Ješková,Ing.,29,produktová manažérka,Jelka,1
1,EDS,128,Tomáš,Magušin,Bc.,24,študent,Levice,1
1,EDS,129,Iveta,Mihoková,Bc.,23,študentka,Michalovce,1
1,EDS,130,Július,Nemčik,,37,manažér predaja,Dunajská Streda,1
1,EDS,131,Peter,Sitka,,26,živnostník,Levice,1
1,EDS,132,Ján,Motyčiak,,26,kuchár - čašník,Rimavská Sobota,1
1,EDS,133,Peter,Repčák,Ing.,46,stavebný inžinier,Ľubica,1
1,EDS,134,Valéria,Gregušová,,45,administratívna pracovníčka,Bielovce,1
1,EDS,135,Miroslava,Demková,,24,študentka,Michalovce,1
2,Únia,1,Branislav,Záhradník,PhDr. Mgr.,37,právnik - manažér,Bratislava,1
2,Únia,2,Pavel,Hagyari,JUDr.,52,primátor,Prešov,1
2,Únia,3,Zuzana,Martináková,,49,novinárka,Bratislava,1
2,Únia,4,Milan,Cílek,RNDr.,48,ekológ,Bratislava,1
2,Únia,5,Heidy,Schwarczová,Ing.,48,riaditeľka vysokej školy,Skalica,1
2,Únia,6,Martina,Čierna,JUDr.,32,právnička,Bratislava,1
2,Únia,7,Boris,Kollár,,44,podnikateľ,Bratislava,1
2,Únia,8,Milan,Kepeňa,Ing.,58,ekonóm,Banská Bystrica,1
2,Únia,9,František,Zika,Ing.,49,manažér,Košice,1
2,Únia,10,Martin,Čulen,MUDr.,60,lekár,Senica,1
2,Únia,11,Martin,Kuruc,JUDr. Ing.,36,stavebný inžinier - právnik,Bratislava,1
2,Únia,12,Ľudmila,Farkašovská,PhDr.,47,redaktorka,Bratislava,1
2,Únia,13,Zuzana,Balážová,RNDr.,58,primátorka,Kremnica,1
2,Únia,14,Pavol,Slovík,MUDr.,46,lekár,Spišská Belá,1
2,Únia,15,Kamil,Münnich,Ing.,33,manažér,Švedlár,1
2,Únia,16,Milada,Dobrotková,Ing. MPH,54,manažérka,Bratislava,1
2,Únia,17,Jozef,Berta,Ing.,43,starosta,Soľ,1
2,Únia,18,Ľubica,Krištofová,RNDr.,50,riaditeľka,Senica,1
2,Únia,19,Jozef,Barmoš,JUDr.,55,futbalový tréner,Malinovo,1
2,Únia,20,Ivan,Vaňo,Ing.,65,živnostník,Prievidza,1
2,Únia,21,Mária,Švikruhová,Ing.,56,starostka,Cinobaňa,1
2,Únia,22,Michal,Cehlár,prof. Ing. PhD.,44,univerzitný profesor,Košice,1
2,Únia,23,Adam,Húšek,,30,pracovník obchodu - fotograf,Senica,1
2,Únia,24,Jozef,Dušenka,Ing.,43,riaditeľ,Prešov,1
2,Únia,25,Daniel,Mikletič,,51,novinár - scenárista,Bratislava,1
2,Únia,26,Viera,Končitá,,53,starostka,Podbranč,2
2,Únia,27,Martin,Hrivňák,MUDr. PhD.,42,lekár,Košice,1
2,Únia,28,Ľudmila,Hadvigová,Mgr.,46,stredoškolská učiteľka,Zvolen,1
2,Únia,29,František,Plančár,MVDr.,48,učiteľ tanca,Bratislava,1
2,Únia,30,Miroslav,Hudec,Ing.,39,lesný inžinier,Dolné Strháre,1
2,Únia,31,Zuzana,Murárová,MUDr. PhD.,32,lekárka,Bratislava,1
2,Únia,32,Jozef,Chynoranský,Ing.,47,technický manažér,Pezinok,1
2,Únia,33,Katarína,Kurucová,Ing.,28,ekonómka,Bratislava,1
2,Únia,34,Zuzana,Petrušková,Mgr.,34,učiteľka,Malinovo,1
2,Únia,35,Ján,Harňák,Ing.,54,stredoškolský pedagóg,Tarnov,1
2,Únia,36,Jaroslav,Ivor,Ing.,28,IT programový manažér,Bratislava,1
2,Únia,37,Eva,Jandošová,,47,ekonómka,Bratislava,1
2,Únia,38,Helena,Doktorovová,,51,hudob. pedagogička a dramaturgička,Bratislava,1
2,Únia,39,Katarína,Orthová,Bc.,36,manažérka,Bratislava,1
2,Únia,40,Viera,Kyselicová,Mgr.,60,učiteľka,Bratislava,1
2,Únia,41,Ľubica,Ďurďovič,Bc.,30,ekonómka,Bratislava,1
2,Únia,42,Mariana,Sabadošová,,50,účtovníčka,Bratislava,1
2,Únia,43,Michaela,Jančovičová,,45,úradníčka,Bratislava,1
2,Únia,44,Darina,Manová,,51,manažérka,Bratislava,1
2,Únia,45,Jana,Zlámalová,Ing. arch.,54,architektka,Bratislava,1
2,Únia,46,Peter,Kašpar,,49,manažér,Dunajská Streda,1
2,Únia,47,Eva,Adameková,,61,zdravotná sestra,Bratislava,1
2,Únia,48,Zuzana,Lešická,,45,manažérka,Bratislava,1
2,Únia,49,Erik,Bilský,JUDr.,38,právnik,Vištuk,1
2,Únia,50,Kamil,Križan,,45,novinár,Bratislava,1
2,Únia,51,Gabriel,Meheš,Ing.,56,ekonóm,Bratislava,1
2,Únia,52,Magdaléna,Hessková,RNDr.,47,kultúrno-osvetová pracovníčka,Senica,1
2,Únia,53,Ján,Králik,Ing. CSc.,65,ekológ,Bratislava,1
2,Únia,54,Monika,Maruškinová,,41,živnostníčka,Liptovský Mikuláš,1
2,Únia,55,Ján,Duranský,Bc.,43,ekonóm,Bratislava,1
2,Únia,56,Miloslav,Hrádek,JUDr.,36,právnik,Bratislava,1
2,Únia,57,Ján,Barič,Ing. arch.,48,architekt,Banská Bystrica,1
2,Únia,58,Mária,Chorváthová,,60,kontrolórka,Bratislava,1
2,Únia,59,Vladimír,Morgoš,MVDr.,58,veterinárny lekár,Bratislava,1
2,Únia,60,Miroslav,Zelinka,,47,podnikateľ,Žilina,1
2,Únia,61,Monika,Sameliaková,Ing.,46,obchodná manažérka,Trenčín,1
2,Únia,62,Ján,Laca,Ing.,37,krajinný inžinier,Bratislava,1
2,Únia,63,Michal,Mozolák,Mgr.,26,politológ,Brezová pod Bradlom,1
2,Únia,64,Tibor,Merva,Ing.,58,konštruktér,Bratislava,1
2,Únia,65,Ján,Šály,,44,súkromný podnikateľ,Tekovská Breznica,1
2,Únia,66,Zuzana,Čechovičová,Mgr.,47,zdravotná sestra,Košice,1
2,Únia,67,Ján,Brezák,Ing.,58,kontrolór,Bratislava,1
2,Únia,68,Miroslav,Kijac,,51,podnikateľ,Trenčín,1
2,Únia,69,Miroslav,Goldshmied,,35,podnikateľ,Bratislava,1
2,Únia,70,Ľubica,Burešová,Mgr.,49,riaditeľka základnej školy,Humenné,1
2,Únia,71,Peter,Čecho,Ing.,49,informatik,Bratislava,1
2,Únia,72,Pavol,Vyletel,PhDr.,54,filozof,Lučenec,1
2,Únia,73,Alexander,Ballek,Ing.,41,ekonóm,Bratislava,1
2,Únia,74,Miloš,Dubovský,,29,stolársky technik,Beluj,1
2,Únia,75,Peter,Ščasný,,44,súkromný podnikateľ,Bratislava,1
2,Únia,76,Peter,Kazár,,21,športovec - študent,Predajná,1
2,Únia,77,Gerti,Duni,Mgr.,37,audítor,Bratislava,1
2,Únia,78,Dušan,Chleban,Ing.,62,manažér,Beluša,1
2,Únia,79,Daniel,Kuna,Ing.,50,manažér dispečingu,Bratislava,1
2,Únia,80,Roman,Žitný,Ing.,53,stavebný inžinier,Bratislava,1
2,Únia,81,Cyril,Maron,,50,technik,Trnava,1
2,Únia,82,Branislav,Raninec,Ing.,40,súkromný podnikateľ,Bratislava,1
2,Únia,83,Anton,Jánoš,Mgr.,26,právnik,Tajov,1
2,Únia,84,Petr,Faktor,,46,podnikateľ,Bratislava,1
2,Únia,85,Peter,Uhrin,,53,súkromný podnikateľ,Uhorské,1
2,Únia,86,Peter,Ilčík,Ing.,57,vodohospodár,Bratislava,1
2,Únia,87,Ladislav,Zausin,MUDr.,58,lekár,Michalovce,1
2,Únia,88,Peter,Baran,,56,podnikateľ,Bratislava,1
2,Únia,89,Milan,Sačurovský,,54,technik,Bratislava,1
2,Únia,90,Andrea,Stankovská,,24,podnikateľka,Stupava,1
2,Únia,91,Rudolf,Hudák,Ing.,53,autorizovaný stavebný inžinier,Bardejov,1
2,Únia,92,Peter,Juriga,Ing.,55,živnostník,Bratislava,1
2,Únia,93,Vladimír,Malovec,Ing.,58,technik,Pezinok,1
2,Únia,94,Milan,Vaškor,,59,manažér,Plavecký Štvrtok,1
2,Únia,95,Dušan,Duda,Mgr.,58,konateľ spoločnosti,Stará Ľubovňa,1
2,Únia,96,Pavol,Králik,Ing. arch.,59,architekt,Bratislava,1
2,Únia,97,Jaroslav,Mužík,,26,podnikateľ,Trnavá Hora,1
2,Únia,98,Vladimír,Kovalčík,Ing.,63,dopravný inžinier,Bratislava,1
2,Únia,99,Csaba,Horváth,,25,odborný referent,Rimavská Sobota,1
2,Únia,100,Róbert,Sykora,,30,projektový manažér,Prešov,1
2,Únia,101,Ľuboš,Habuda,Ing.,41,technik,Bratislava,1
2,Únia,102,Miroslav,Kohuťár,Mgr.,42,vysokoškolský pedagóg,Bratislava,1
2,Únia,103,Milan,Obrtal,Mgr.,37,učiteľ,Hriňová,1
2,Únia,104,Renáta,Kittlerová,,32,realitná maklérka,Bratislava,1
2,Únia,105,Ján,Kováč,,47,opatrovateľ,Levice,1
2,Únia,106,Ján,Čičmič,,66,technik,Bratislava,1
2,Únia,107,Ľuboš,Áč,,54,podnikateľ,Nitrianske Pravno,1
2,Únia,108,Katarína,Čistá,Mgr.,34,sociálna pracovníčka,Modra,1
2,Únia,109,Ján,Medveď,Ing.,53,elektrotechnický inžinier,Brezno,1
2,Únia,110,Ján,Kučera,Ing.,55,technik,Krupina,1
2,Únia,111,Ivana,Cehlárová,RNDr. PhD.,42,stredoškolská pedagogička,Košice,1
2,Únia,112,Štefan,Hatala,,63,technik,Bratislava,1
2,Únia,113,Miroslav,Mikuda,,46,veterinárny lekár,Stará Ľubovňa,1
2,Únia,114,Ľuboš,Jelačič,Ing.,44,učiteľ,Prievidza,1
2,Únia,115,Ivan,Rusnák,,46,technik,Revúca,1
2,Únia,116,Richard,Novák,,38,podnikateľ,Bratislava,1
2,Únia,117,Rastislav,Kalinač,,46,živnostník,Košice,1
2,Únia,118,Jarmila,Vidová,Ing.,47,riaditeľka,Nové Mesto nad Váhom,1
2,Únia,119,Milan,Demko,Ing.,27,banský inžinier,Rožňava,1
2,Únia,120,Vladimír,Majerský,,48,živnostník,Svätý Anton,1
2,Únia,121,Jolana,Kmeťová,,48,účtovníčka,Hriňová,1
2,Únia,122,Anton,Lysina,Ing.,50,lesný inžinier,Brezno,1
2,Únia,123,Albín,Mesiarik,,73,dôchodca,Žarnovica,1
2,Únia,124,Irena,Gulišová,Mgr.,48,učiteľka,Beluša,1
2,Únia,125,Zuzana,Jurčová,Ing.,36,starostka obce,Prašník,1
2,Únia,126,Alena,Cingelová,Mgr.,49,tlmočníčka,Bratislava,1
2,Únia,127,Ivan,Jurčo,,43,vodič,Prašník,1
2,Únia,128,Richard,Hympán,,39,stavebný manažér,Prešov,1
2,Únia,129,Miroslav,Kochan,Mgr.,34,stavebný technik,Banská Bystrica,1
2,Únia,130,Marián,Jaroš,Ing.,76,stredoškolský učiteľ,Banská Bystrica,1
2,Únia,131,Zdeňka,Škripková,,41,textilná pradiarka,Čadca,1
2,Únia,132,Ivan,Koreň,,48,manažér,Banská Štiavnica,1
2,Únia,133,Martina,Hukeľová,,35,predavačka,Banská Bystrica,1
2,Únia,134,Martina,Kurjatková,Mgr.,25,právnička,Banská Bystrica,1
2,Únia,135,Ján,Bukoven,,55,lesný technik,Čebovce,1
2,Únia,136,Marek,Pastorek,,27,živnostník,Studienka,1
2,Únia,137,Ivan,Spevák,Bc.,41,ekonóm,Bratislava,1
2,Únia,138,Naďa,Strmenská,,24,obchodná referentka,Závod,1
2,Únia,139,Karol,Púček,Ing.,57,zamestnanec,Považská Bystrica,1
2,Únia,140,Miroslav,Borbély,,30,prevádzkar,Jasová,1
2,Únia,141,Jozef,Maďar,,38,živnostník,Handlová,1
2,Únia,142,Štefan,Molnár,,56,technik,Hamuliakovo,1
2,Únia,143,Anetta,Sticzová,,22,obchodná zástupkyňa,Tomášov,1
2,Únia,144,Silvia,Pešková,,33,štátna úradníčka,Bratislava,1
2,Únia,145,Matej,Fabšič,,32,manažér,Stupava,1
2,Únia,146,Lenka,Mikletičová,,35,podnikateľka,Bratislava,1
2,Únia,147,Andrea,Kulhánková,Ing.,39,finančná poradkyňa,Bratislava,1
2,Únia,148,Soňa,Záporožanová,,52,finančná poradkyňa,Bratislava,1
2,Únia,149,Radovan,Bačík,PhDr. PhD.,27,vysokoškolský pedagóg,Prešov,1
2,Únia,150,Juraj,Toporčák,doc. MVDr. PhD.,53,vysokoškolský pedagóg,Košice,1
3,SRK,1,Gejza,Adam,PaedDr.,59,vysokoškolský pedagóg,Košice,1
3,SRK,2,Maximilián,Estočák,PhDr.,63,vysokoškolský pedagóg,Prešov,1
3,SRK,3,Jozef,Ravasz,PhDr. PhD.,60,vysokoškolský pedagóg,Dunajská Streda,1
3,SRK,4,Štefan,Kaliaš,Mgr.,35,učiteľ,Vranov nad Topľou,1
3,SRK,5,Jana,Luptáková,Mgr.,47,učiteľka,Detva,1
3,SRK,6,Radko,Tokár,Mgr.,40,stredoškolský pedagóg,Košice,1
3,SRK,7,Viera,Danišová,,38,podnikateľka,Senec,1
3,SRK,8,Gabriela,Radičová,Ing.,34,chemická inžinierka,Hnúšťa,1
3,SRK,9,Igor,Dužda,Ing.,42,strojný inžinier,Prešov,1
3,SRK,10,František,Tanko,,39,podnikateľ,Bratislava,2
3,SRK,11,Stanislav,Žigmund,,53,živnostník,Trnava,1
3,SRK,12,Vojtech,Kökény,Mgr.,53,sociálny pracovník,Rimavská Sobota,1
3,SRK,13,Juraj,Žiga,,27,robotník,Jasov,1
3,SRK,14,Attila,Kardoš,Bc.,55,invalidný dôchodca,Bátorove Kosihy,2
3,SRK,15,Žaneta,Slepčíková,,31,odborná referentka,Košice,1
3,SRK,16,Florián,Giňa,,40,robotník,Jarovnice,1
3,SRK,17,Ladislav,Duda,,28,terénny sociálny pracovník,Sabinov,1
3,SRK,18,Božena,Fejczová,Mgr.,51,učiteľka,Bardejov,1
3,SRK,19,Rudolf,Horváth,,60,terénny sociálny pracovník,Markušovce,1
3,SRK,20,Ján,Katriňák,,31,podnikateľ,Bystré,1
3,SRK,21,Ladislav,Študy,,53,robotník,Giraltovce,1
3,SRK,22,Martin,Horváth,Mgr.,26,učiteľ hudby,Rimavské Janovce,1
3,SRK,23,Jozef,Červeňák,,45,robotník,Chminianske Jakubovany,1
3,SRK,24,Ladislav,Rácz,Ing.,57,podnikateľ,Fiľakovo,1
3,SRK,25,Zita,Gazsová,Mgr.,45,terénna sociálna pracovníčka,Rimavská Sobota,1
3,SRK,26,Aladár,Horváth,,51,robotník,Smižany,1
3,SRK,27,Rudolf,Pohlodko,Mgr.,27,učiteľ ZŚ,Prešov,1
3,SRK,28,Ján,Mihálik,Mgr.,32,učiteľ,Jaklovce,1
3,SRK,29,Štefan,Šarközi,,65,prezident rómskeho boxu,Bratislava,1
3,SRK,30,Lambert,Kaleja,,42,robotník,Jarovnice,1
3,SRK,31,Peter,Slepčík,,39,murár,Trebišov,1
3,SRK,32,Ingrid,Lukáčová,Mgr.,36,stredoškolská pedagogička,Košice,1
3,SRK,33,Ján,Zubaj,Ing.,33,strojný inžinier,Bystré,1
3,SRK,34,Božena,Bíla,PaedDr.,49,učiteľka,Bardejov,1
3,SRK,35,Attila,Szajkó,Mgr.,29,učiteľ hudby,Uzovská Panica,1
3,SRK,36,Jozef,Bastyúr,,53,murár,Moldava nad Bodvou,1
3,SRK,37,Rudolf,Pecha,,36,podnikateľ,Letanovce,1
3,SRK,38,Marcel,Pompa,,42,hudobník,Toporec,1
3,SRK,39,Ján,Šivák,,44,robotník,Zborov,1
3,SRK,40,Pavel,Galamb,,53,sociálny pracovník,Lučenec,1
3,SRK,41,Vladimír,Rác,,30,učiteľ hudby,Spišská Teplica,1
3,SRK,42,Anton,Murgoš,,55,robotník,Liptovský Mikuláš,1
3,SRK,43,Miroslav,Karala,,34,mechanik,Slavošovce,1
3,SRK,44,Eva,Olachová,,30,terénna sociálna pracovníčka,Stropkov,1
3,SRK,45,František,Tokár,,26,kuchár,Stakčín,1
3,SRK,46,Štefan,Ikri,,26,krajčír,Tornaľa,1
3,SRK,47,Marián,Harvan,,48,obrábač kovov,Telgárt,1
3,SRK,48,Kamila,Horváthová,,29,živnostníčka,Smižany,1
3,SRK,49,Zlatuše,Kančiová,,46,sociálna pracovníčka,Hnojné,1
3,SRK,50,Daniel,Horváth,,57,robotník,Medzev,1
3,SRK,51,Miroslav,Horváth,,48,podnikateľ,Smižany,1
3,SRK,52,Marián,Trišč,,52,komunitný soc. pracovník,Ostrovany,1
3,SRK,53,Jozef,Sliško,,22,učiteľ hudby,Blatné Remety,1
3,SRK,54,Vojtech,Bendik,,66,dôchodca,Chmiňany,1
3,SRK,55,Jozef,Lázok,,40,robotník,Gemerská Ves,1
3,SRK,56,Desider,Hricko,,60,izolatér,Košice,1
3,SRK,57,Jozef,Ferenczi,,44,športový tréner,Komárno,1
3,SRK,58,Vojtech,Zsiga,,28,robotník,Drienovec,1
3,SRK,59,Zlata,Daňová,,53,vychovávateľka ZŠ,Prešov,1
3,SRK,60,Anton,David,,38,podnikateľ,Hanušovce nad Topľou,1
3,SRK,61,Elemír,Brindzák,,37,obrábač kovov,Veľký Blh,1
3,SRK,62,Monika,Rigová,,29,speváčka,Štvrtok na Ostrove,2
3,SRK,63,Zoltán,Juhasz,,33,murár,Neded,1
3,SRK,64,Bartolomej,Kovaľ,,27,robotník,Šamudovce,1
3,SRK,65,Renáta,Pechová,,23,zdravotná asistentka,Markušovce,1
3,SRK,66,Július,Pecha,,33,terénny sociálny pracovník,Kecerovce,1
3,SRK,67,Viktor,Horváth,,63,hudobník,Letanovce,1
3,SRK,68,Emília,Szulcsányiová,,55,robotníčka,Dvory nad Žitavou,1
3,SRK,69,Štefan,Molnár,,57,murár,Kaloša,1
3,SRK,70,Ludvik,Banom,,51,robotník,Vrbnica,1
3,SRK,71,Tibor,Dunka,,35,podnikateľ,Nálepkovo,1
3,SRK,72,Jozef,Botos,,42,opravár strojov,Gortva,1
