;again;party1;party2;mp;loyal
139;Bezdíèek Jan;ÈSSD;ÈSSD;0;1
140;Øeháèek Jaroslav;ÈSSD;ÈSSD;0;1
141;Trávníèek Jaroslav;ÈSSD;ÈSSD;0;1
142;Ješina Josef;ÈSSD;ÈSSD;0;1
143;Grulich Václav;ÈSSD;ÈSSD;1;1
144;Skopal Ladislav;ÈSSD;ÈSSD;1;1
145;Cisár Vladimír;ÈSSD;ÈSSD;1;1
146;Kostrhun Jan;ÈSSD;ÈSSD;1;1
147;Schling Jaromír;ÈSSD;ÈSSD;1;1
148;Sobotka Bohuslav;ÈSSD;ÈSSD;1;1
149;Sehnalová Olga;ÈSSD;ÈSSD;1;1
150;Škromach Zdenìk;ÈSSD;ÈSSD;1;1
151;Václavek Jiøí;ÈSSD;ÈSSD;1;1
152;Vlèek Miloslav;ÈSSD;ÈSSD;1;1
153;Melèák Miloš;ÈSSD;ÈSSD;1;1
154;Èernohorskı Jan;ÈSSD;ÈSSD;0;1
155;Brtnickı Jiøí;ÈSSD;ÈSSD;0;1
156;Malovanı Josef;ÈSSD;ÈSSD;0;1
157;Krejèiøík Tomáš;ÈSSD;ÈSSD;0;1
158;Šáva Vladimír;ÈSSD;ÈSSD;0;1
159;Cenek Jiøí;ÈSSD;ÈSSD;0;1
160;Vymìtal Vojtìch;ÈSSD;ÈSSD;0;1
161;Fiala Stanislav;ÈSSD;ÈSSD;0;1
162;Vetchı Vladimír;ÈSSD;ÈSSD;0;1
163;Tesaø Jan;ÈSSD;ÈSSD;0;1
164;Králíèek Jiøí;ÈSSD;ÈSSD;0;1
165;Bagara Svatopluk;ÈSSD;ÈSSD;0;1
166;Šedivá Jarmila;ÈSSD;ÈSSD;0;1
167;Zeman Miloš;ÈSSD;ÈSSD;1;1
168;Zaorálek Lubomír;ÈSSD;ÈSSD;1;1
169;Fischerová Eva;ÈSSD;ÈSSD;1;1
170;Chobot František;ÈSSD;ÈSSD;1;1
171;Dostál Pavel;ÈSSD;ÈSSD;1;1
172;Hofman Jiøí;ÈSSD;ÈSSD;1;1
173;Šulák Petr;ÈSSD;ÈSSD;1;1
174;Palas Jaroslav;ÈSSD;ÈSSD;1;1
175;Kapoun Miroslav;ÈSSD;ÈSSD;1;1
176;Polášek Ludìk;ÈSSD;ÈSSD;1;1
177;Tešnar Dušan;ÈSSD;ÈSSD;1;1
178;Turek Radim;ÈSSD;ÈSSD;1;1
179;Kala Jaroslav;ÈSSD;ÈSSD;0;1
180;Petroš Zdenìk;ÈSSD;ÈSSD;0;1
181;Hönig Pavel;ÈSSD;ÈSSD;0;1
182;Horák Jaroslav;ÈSSD;ÈSSD;0;1
183;Vomáèka Jaroslav;ÈSSD;ÈSSD;0;1
184;Plaèek Vladimír;ÈSSD;ÈSSD;0;1
185;Hušek Václav;ÈSSD;ÈSSD;0;1
186;Lachnit Petr;ÈSSD;ÈSSD;0;1
187;Hercík Marcel;ÈSSD;ÈSSD;0;1
188;Píšala Jan;ÈSSD;ÈSSD;0;1
189;Heinz Ivo;ÈSSD;ÈSSD;0;1
190;Svozil Antonín;ÈSSD;ÈSSD;0;1
191;Jungová Yvona;ÈSSD;ÈSSD;0;1
192;Košík Lubomír;ÈSSD;ÈSSD;0;1
193;Tyl Miroslav;ODS;ODS;1;1
194;Koháèek Petr;ODS;ODS;1;1
195;Páv Tomáš;ODS;ODS;1;1
196;Koláøová Milena;ODS;US;1;0
197;Bureš Eduard;ODS;US;1;0
198;Payne Jiøí;ODS;ODS;1;1
199;Kladívko Tomáš;ODS;ODS;1;1
200;Nìmec Igor;ODS;ODS;1;1
201;Gjuriè Andrej;ODS;US;1;0
202;Musílek Václav;ODS;ODS;0;1
203;Zahradil Jan;ODS;ODS;0;1
204;Doleal Vladimír;ODS;ODS;0;1
205;Krejèí Petr;ODS;ODS;0;1
206;Kocourek Martin;ODS;ODS;0;1
207;Polecha Jan;ODS;US;0;0
208;Šorfová Marta;ODS;ODS;0;1
209;Rozehnal Aleš;ODS;ODS;0;1
210;Klas Jan;ODS;ODS;1;1
211;Lobkowicz Michal;ODS;US;1;0
212;Krása Václav;ODS;US;1;0
213;Èernı Jan;ODS;US;1;0
214;Tlustı Vlastimil;ODS;ODS;1;1
215;Vidím Jan;ODS;ODS;1;1
216;Kolskı Jaroslav;ODS;ODS;0;1
217;Fajmon Hynek;ODS;ODS;0;1
218;Landa Jiøí;ODS;ODS;0;1
219;Vlach Jiøí;ODS;US;1;0
220;Zvìøina Jaroslav;ODS;ODS;1;1
221;Zajíèek Tom;ODS;ODS;0;1
222;Karlovská Dáša;ODS;ODS;0;1
223;Volák Stanislav;ODS;US;1;0
224;Vrzal Ivan;ODS;ODS;1;1
225;Pape Jiøí;ODS;ODS;1;1
226;Šnajdauf František;ODS;US;1;0
227;Vilímec Vladislav;ODS;ODS;0;1
228;Bílı Jiøí;ODS;ODS;0;1
229;Jakobec Karel;ODS;ODS;0;1
230;Šefl Kamil;ODS;ODS;0;1
231;Pokorná Jaroslava;ODS;ODS;0;1
232;Holub Josef;ODS;ODS;1;1
233;Melichar Jaroslav;ODS;ODS;1;1
234;Vojíø Oldøich;ODS;ODS;1;1
235;Kadlecová Milada;ODS;US;0;0
236;Ouzkı Miroslav;ODS;ODS;0;1
237;Pohl Václav;ODS;ODS;0;1
238;Kerner Jan;ODS;ODS;0;1
239;Suchomel Ludìk;ODS;US;0;0
240;Vacek Radomír;ODS;ODS;0;1
241;Jansa Milan;ODS;ODS;0;1
242;Pilip Ivan;ODS;US;1;0
243;Horníková Zdeòka;ODS;ODS;1;1
244;Zima Anton;ODS;US;1;0
245;Nájemník Václav;ODS;ODS;1;1
246;Bartošková Drahoslava;ODS;US;1;0
247;Kozel František;ODS;NEZ;1;0
248;Pištora Ivan;ODS;ODS;0;1
249;Rubáèek Jan;ODS;ODS;0;1
250;Páralová Alena;ODS;ODS;0;1
251;Nedvìdová Veronika;ODS;ODS;0;1
252;Honajzer Jiøí;ODS;US;1;0
253;Kvìták Tomáš;ODS;ODS;1;1
254;Plachı Jaroslav;ODS;ODS;1;1
255;Pešán Jaroslav;ODS;ODS;1;1
256;Molín Josef;ODS;ODS;1;1
257;Pejøil František;ODS;ODS;0;1
258;Klimeš Dušan;ODS;ODS;0;1
259;Hollan David;ODS;ODS;0;1
260;Šverdík Jan;ODS;US;0;0
261;Novák Rostislav;ODS;ODS;0;1
262;Veselı Vladislav;ODS;ODS;0;1
263;Záruba Bohuslav;ODS;ODS;0;1
264;Rohovskı Ivo;ODS;ODS;0;1
265;Neèas Petr;ODS;ODS;1;1
266;Benda Marek;ODS;ODS;1;1
267;Langer Ivan;ODS;ODS;1;1
268;Švrèek Zdenìk;ODS;ODS;1;1
269;Sehoø Karel;ODS;ODS;1;1
270;Fójcik Vavøinec;ODS;KDU-ÈSL;1;0
271;Èernota Jiøí;ODS;US;1;0
272;Pavlíková Jiøina;ODS;ODS;0;1
273;Koøistka Zdenìk;ODS;US;0;0
274;Pavelka Jiøí;ODS;ODS;0;1
275;Kubíèek Jan;ODS;ODS;0;1
276;Procházka Bohumil;ODS;ODS;0;1
277;Chytka Radim;ODS;ODS;0;1
278;Franc Jiøí;PB;PB;0;1
279;Porcal Jan;PB;PB;0;1
280;Rychetníková Zdeòka;PB;PB;0;1
281;Chyskı Jan;PB;PB;0;1
282;Franc Pavel;PB;PB;0;1
283;Strejc Josef;PB;PB;0;1
284;Pospíšil Miroslav;PB;PB;0;1
285;Šesták Jaroslav;PB;NEZ;0;0
286;Sušickı Jiøí;PB;PB;0;1
287;Kopp Jan;PB;PB;0;1
288;Mach Libor;PB;NEZ;0;0
289;Konfršt František;PB;PB;0;1
290;Kobylka Václav;PB;PB;0;1
291;Venclík Vlastimil;NEZ;NEZ;0;1
292;Pajas Petr;NEZ;NEZ;0;1
293;Berka Karel;NEZ;ÈSSD;0;0
294;Mrázek Jiøí;NEZ;NEZ;0;1
295;Novák Otto;NEZ;NEZ;0;1
296;Novák Jiøí;NEZ;NEZ;0;1
297;Moravec František;NEZ;NEZ;0;1
298;Mirarchi Dagmar;NEZ;NEZ;0;1
299;Novák Martin;NEZ;NEZ;0;1
300;Tichı Oldøich;NEZ;NEZ;0;1
301;Píša Zdenìk;NEZ;NEZ;0;1
302;Petrák Boøivoj;NEZ;NEZ;0;1
303;Janoch Petr;NEZ;NEZ;0;1
304;Nesvadba Bøetislav;NEZ;NEZ;0;1
305;Hubáèková Nadìda;NEZ;NEZ;0;1
306;Kašpárek Miroslav;NEZ;ÈSNS;0;0
307;Švestková Blaena;NEZ;NEZ;0;1
308;Klesnil František;NEZ;NEZ;0;1
309;Kašík Jaroslav;NEZ;NEZ;0;1
310;Štika Jaroslav;NEZ;NEZ;0;1
311;Tilcerová Drahomíra;NEZ;NEZ;0;1
312;Soldán Vojtìch;NEZ;NEZ;0;1
313;Vaculík Miroslav;NEZ;NEZ;0;1
314;Frydrych Josef;NEZ;NEZ;0;1
315;Døímal Ivan;MNS-HSS;MoDS;0;0
316;Skøebskı Miloslav;MNS-HSS;MoDS;0;0
317;Karásek Jaromír;MNS-HSS;MoDS;0;0
318;aludek Jindøich;MNS-HSS;MoDS;0;0
319;Honner Jan;MNS-HSS;US;0;0
320;Skála Stanislav;MNS-HSS;MoDS;0;0
321;Komárek Milan;MNS-HSS;MoDS;0;0
322;Katròák Josef;MNS-HSS;MoDS;0;0
323;Stehlík František;MNS-HSS;NEZ;0;0
324;Hrùza Pavel;MNS-HSS;MoDS;0;0
325;Bunïálek Pavel;MNS-HSS;MoDS;0;0
326;Gronych Jindøich;MNS-HSS;MoDS;0;0
327;Grabec Josef;MNS-HSS;MoDS;0;0
328;Seèkáø Josef;MNS-HSS;MoDS;0;0
329;Sehnal Petr;MNS-HSS;MoDS;0;0
330;Martišek Karel;MNS-HSS;MoDS;0;0
331;Ambroz Jiøí;MNS-HSS;MoDS;0;0
332;Kozák Jiøí;MNS-HSS;MoDS;0;0
333;Hanzlík Petr;MNS-HSS;US;0;0
334;Stránickı Petr;MNS-HSS;MoDS;0;0
335;Krısová Hana;MNS-HSS;MoDS;0;0
336;Ševèík Zdenìk;MNS-HSS;MoDS;0;0
337;Fišer Jaromír;MNS-HSS;MoDS;0;0
338;Kraus Pavel;DEU;DEU;0;1
339;Grohman Jiøí;DEU;DEU;0;1
340;Mrzílek Karel;DEU;DEU;0;1
341;Abraham Jiøí;DEU;DEU;0;1
342;Haralík Ferdinand;DEU;DEU;0;1
343;Exner Pavel;DEU;DEU;0;1
344;Hartman Miloslav;DEU;DEU;0;1
345;Sobotka Vladimír;DEU;DEU;0;1
346;Kluzová Darja;DEU;DEU;0;1
347;Kudláèková Eva;DEU;DEU;0;1
348;Murová Boena;DEU;ODA;0;0
349;Dosedla Rudolf;DEU;DEU;0;1
350;Králíèek Karel;DEU;DEU;0;1
351;Wilda Tomáš;DEU;DEU;0;1
352;Stibral Jiøí;DEU;DEU;0;1
353;Dvoøák Jan;DEU;DEU;0;1
354;Martínek Jaroslav;DEU;DEU;0;1
355;Beran Jaroslav;DEU;DEU;0;1
356;Resl Miroslav;DEU;DEU;0;1
357;Parsch Vladimír;DEU;DEU;0;1
358;Marxt Jan;DEU;DEU;0;1
359;Kopta Jindøich;DEU;DEU;0;1
360;Novotná Jana;DEU;DEU;0;1
361;Halama Vladimír;DEU;DEU;0;1
362;Skotnica Vladimír;DEU;DEU;0;1
363;Bernot Ondøej;DEU;DEU;0;1
364;Hájek Jiøí;DEU;DEU;0;1
365;Novotnı Josef;DEU;DEU;0;1
366;Krejbich Miloslav;DEU;DEU;0;1
367;Puèejdl Bohumil;DEU;DEU;0;1
368;Majzlík Ratibor;DEU;DEU;0;1
369;Lukáš Oldøich;DEU;DEU;0;1
370;Klinkovská Alena;DEU;DEU;0;1
371;Fikrle Miroslav;DEU;DEU;0;1
372;Bambas Miroslav;DEU;DEU;0;1
373;Koranda Ivan;DEU;DEU;0;1
374;Boèková Marie;DEU;DEU;0;1
375;Vítek Jiøí;DEU;DEU;0;1
376;Kielbus Zdenìk;DEU;DEU;0;1
377;Mosinger Josef;DEU;DEU;0;1
378;Regnerová Marie;DEU;DEU;0;1
379;Dolanskı Petr;DEU;DEU;0;1
380;Stehlík Jan;DEU;DEU;0;1
381;Tausch Josef;DEU;DEU;0;1
382;Hromas Josef;DEU;DEU;0;1
383;Marek Josef;DEU;DEU;0;1
384;Frydrych Jan;DEU;DEU;0;1
385;Tschammerhöhl Milan;DEU;DEU;0;1
386;Dorant Jan;DEU;DEU;0;1
387;Rosenbaum František;DEU;DEU;0;1
388;Hrstka Vladimír;DEU;DEU;0;1
389;Kny Richard;DEU;DEU;0;1
390;Sobíšek Petr;DEU;DEU;0;1
391;Prùcha Oldøich;DEU;DEU;0;1
392;Bulínová Marie;DEU;DEU;0;1
393;Kokta Marcell;DEU;DEU;0;1
394;Karel Jan;DEU;DEU;0;1
395;Slabı Julius;DEU;DEU;0;1
396;Matyáš Josef;DEU;DEU;0;1
397;Jùzek Jaroslav;DEU;DEU;0;1
398;Draan Tomáš;DEU;DEU;0;1
399;Šamánek Radko;DEU;DEU;0;1
400;Boèek Jan;DEU;DEU;0;1
401;Tomsa Josef;DEU;OK-PK;0;0
402;Tluka Jindøich;DEU;DEU;0;1
403;Volaøík Jiøí;DEU;DEU;0;1
404;Holz Rudolf;DEU;DEU;0;1
405;Dolealová Kvìtoslava;DEU;DEU;0;1
406;Janèálek Petr;DEU;DEU;0;1
407;Jurèíková Vìra;DEU;DEU;0;1
408;Kuba Pavel;DEU;DEU;0;1
409;Malèík Antonín;DEU;DEU;0;1
410;Burget Miloslav;DEU;DEU;0;1
411;Adamcová Marie;DEU;DEU;0;1
412;Filipù Dana;DEU;DEU;0;1
413;Špic Emil;DEU;DEU;0;1
414;Kaèal Jaroslav;DEU;DEU;0;1
415;Šudøichová Ilona;DEU;DEU;0;1
416;Kopeèek Jaroslav;DEU;DEU;0;1
417;Malíková Drahomíra;DEU;DEU;0;1
418;Køí Václav;DEU;DEU;0;1
419;Kilián Oldøich;DEU;DEU;0;1
420;Mrázek Kvìtoslav;DEU;DEU;0;1
421;Hromádková Alena;DEU;DEU;0;1
422;Heglas Jan;DEU;DEU;0;1
423;Orság František;DEU;DEU;0;1
424;Pešl Ivan;DEU;DEU;0;1
425;Laryš Milan;DEU;DEU;0;1
426;Unucková Marie;DEU;DEU;0;1
427;Singer Josef;DEU;DEU;0;1
428;Švrèinová Miloslava;DEU;DEU;0;1
429;Mattis Jan;DEU;DEU;0;1
430;Kachel Ladislav;DEU;DEU;0;1
431;Indra Dalibor;DEU;DEU;0;1
432;Zatloukal Jiøí;DEU;DEU;0;1
433;Kohl Ivo;DEU;DEU;0;1
434;Pulchart Miroslav;DEU;DEU;0;1
435;Punèocháø Jaromír;DEU;DEU;0;1
436;Branová Jaruška;DEU;DEU;0;1
437;Aclar Milan;DEU;DEU;0;1
438;Procházka Pavel;DEU;DEU;0;1
439;Švardala Pavel;DEU;DEU;0;1
440;Strıèek Jan;DEU;DEU;0;1
441;Havlenová Eva;DEU;DEU;0;1
442;Kocman Vladimír;DEU;DEU;0;1
443;Morávek Josef;DEU;DEU;0;1
444;Klevarová Ludmila;DEU;DEU;0;1
445;Nováková Jiøina;ODA;ODA;0;1
446;Sporková Jaroslava;ODA;ODA;0;1
447;Heller Josef;ODA;ODA;0;1
448;Pavelka Zdenìk;ODA;ODA;0;1
449;Nacu Roman;ODA;ODA;0;1
450;Ladin Valerij;ODA;ODA;0;1
451;Mirka Vladimír;ODA;ODA;0;1
452;Šula Jan;ODA;ÈSNS;0;0
453;Povolnı František;ODA;ODA;0;1
454;Gruša Zdenìk;ODA;ODA;0;1
455;Menoušek Ivan;ODA;US;0;0
456;Richter Vladimír;ODA;ODA;0;1
457;Drnec Petr;ODA;ODA;0;1
458;Lexa Michal;ODA;ODA;0;1
459;Friebert Pavel;ODA;ODA;0;1
460;Parkanová Vlasta;ODA;KDU-ÈSL;1;0
461;Kotek Jiøí;ODA;ODA;0;1
462;Horník Jan;ODA;ODA;0;1
463;Kylián Josef;ODA;ODA;0;1
464;Fojtíèek Ctibor;ODA;ODA;0;1
465;Bláhovec Jiøí;ODA;ODA;0;1
466;Valvoda Boøek;ODA;ODA;0;1
467;Kuèerová Marie;ODA;ODA;0;1
468;Hofman Jan;ODA;ODA;0;1
469;Holíková Stanislava;ODA;ODA;0;1
470;Nádvorník Petr;ODA;ODA;0;1
471;Èihula Ervín;ODA;ODA;0;1
472;Rybák Milan;ODA;ODA;0;1
473;Øezáè Václav;ODA;ODA;0;1
474;Hoza Václav;ODA;ODA;0;1
475;Barek Stanislav;ODA;ODA;0;1
476;Suska Miroslav;ODA;ODA;0;1
477;Led Miroslav;ODA;ODA;0;1
478;Kulka Dušan;ODA;US;1;0
479;Hadaè Pavel;ODA;ODA;0;1
480;Mikala Jiøí;ODA;ODA;0;1
481;Veleba Lubor;ODA;ODA;0;1
482;Joch Jan;ODA;ODA;0;1
483;Weigl Zdenìk;ODA;ODA;0;1
484;Muselíková Miroslava;ODA;ODA;0;1
485;Puk Jaromír;ODA;ODA;0;1
486;Jäger Jaroslav;ODA;ODA;0;1
487;Vévoda Radomil;ODA;ODA;0;1
488;Hlaváèek Miloslav;ODA;ODA;0;1
489;Kamaryt Josef;ODA;ODA;0;1
490;Jakubec Arnošt;ODA;ODA;0;1
491;Èunát Libor;ODA;ODA;0;1
492;Straka Miloslav;ODA;ODA;0;1
493;Kotrbová Eva;ODA;ODA;0;1
494;Andreas Zdenìk;ODA;ODA;0;1
495;Kroupa Daniel;ODA;ODA;1;1
496;Vanìk Oldøich;SÈK;SZ;0;0
497;Vıbornı Miloslav;KDU-ÈSL;KDU-ÈSL;1;1
498;Orel Jaroslav;KDU-ÈSL;KDU-ÈSL;1;1
499;Svoboda Cyril;KDU-ÈSL;KDU-ÈSL;0;1
500;Decker Jan;KDU-ÈSL;KDU-ÈSL;0;1
501;Øíha Vladimír;KDU-ÈSL;KDU-ÈSL;0;1
502;Doleal Aleš;KDU-ÈSL;KDU-ÈSL;0;1
503;Chodìra Oldøich;KDU-ÈSL;KDU-ÈSL;0;1
504;Makovièková Alexandra;KDU-ÈSL;KDU-ÈSL;0;1
505;Šmrha Václav;KDU-ÈSL;KDU-ÈSL;0;1
506;Duchek Karel;KDU-ÈSL;KDU-ÈSL;0;1
507;Bruthans Jan;KDU-ÈSL;KDU-ÈSL;0;1
508;Kloud Karel;KDU-ÈSL;KDU-ÈSL;0;1
509;Janeèek Josef;KDU-ÈSL;KDU-ÈSL;1;1
510;Slavíèek Václav;KDU-ÈSL;KDU-ÈSL;0;1
511;Vacek Josef;KDU-ÈSL;KDU-ÈSL;0;1
512;Blecha Karel;KDU-ÈSL;KDU-ÈSL;0;1
513;Strnadel Tomáš;KDU-ÈSL;KDU-ÈSL;0;1
514;Rousek František;KDU-ÈSL;KDU-ÈSL;0;1
515;Vondrášková Marie;KDU-ÈSL;KDU-ÈSL;0;1
516;Andìl Václav;KDU-ÈSL;KDU-ÈSL;0;1
517;Hloek Josef;KDU-ÈSL;KDU-ÈSL;0;1
518;Štáf Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
519;Sedláèek Tomáš;KDU-ÈSL;KDU-ÈSL;0;1
520;Èíek Luboš;KDU-ÈSL;KDU-ÈSL;0;1
521;Štorková Marie;KDU-ÈSL;KDU-ÈSL;0;1
522;Talíø Jaromír;KDU-ÈSL;KDU-ÈSL;1;1
