;again;party1;party2;mp;loyal
1002;Skuèek Pavel;SPR-RSÈ;SPR-RSÈ;0;1
1003;Kubec Ivan;SPR-RSÈ;SPR-RSÈ;0;1
1004;Pešková Jana;SPR-RSÈ;SPR-RSÈ;1;1
1005;Vrcha Oldøich;SPR-RSÈ;SPR-RSÈ;1;1
1006;Pìknı Petr;SPR-RSÈ;SPR-RSÈ;0;1
1007;Votava Lubomír;SPR-RSÈ;SPR-RSÈ;0;1
1008;Svoboda Karel;SPR-RSÈ;SPR-RSÈ;0;1
1009;Turèín Jan;SPR-RSÈ;SPR-RSÈ;0;1
1010;Sekyra Michal;SPR-RSÈ;SPR-RSÈ;0;1
1011;Pospíchalová Ladislava;SPR-RSÈ;SPR-RSÈ;0;1
1012;Ambrozek Bedøich;SPR-RSÈ;SPR-RSÈ;0;1
1013;Tejral Pøemysl;SPR-RSÈ;SPR-RSÈ;0;1
1014;Spázal Antonín;SPR-RSÈ;SPR-RSÈ;0;1
1015;Kaman Petr;SPR-RSÈ;SPR-RSÈ;0;1
1016;Frgalová Dagmar;SPR-RSÈ;SPR-RSÈ;0;1
1017;Habrdle Oto;SPR-RSÈ;SPR-RSÈ;0;1
1018;Èervínek Libor;SPR-RSÈ;SPR-RSÈ;0;1
1019;Otruba Jan;SPR-RSÈ;SPR-RSÈ;0;1
1020;Støíteskı Jan;SPR-RSÈ;SPR-RSÈ;0;1
1021;Kolman Josef;SPR-RSÈ;SPR-RSÈ;0;1
1022;Kostka Richard;SPR-RSÈ;SPR-RSÈ;0;1
1023;Ševèík Ladislav;SPR-RSÈ;SPR-RSÈ;0;1
1024;Šuléø Bohumil;SPR-RSÈ;SPR-RSÈ;0;1
1025;Fleischer Karel;SPR-RSÈ;SPR-RSÈ;0;1
1026;Otáhal Jiøí;SPR-RSÈ;SPR-RSÈ;0;1
1027;Janáèek Jiøí;SPR-RSÈ;SPR-RSÈ;0;1
1028;Kratochvíl František;SPR-RSÈ;SPR-RSÈ;0;1
1029;Augusta Oldøich;SPR-RSÈ;SPR-RSÈ;0;1
1030;Matuška Josef;SPR-RSÈ;SPR-RSÈ;0;1
1031;Bureš Josef;SPR-RSÈ;SPR-RSÈ;0;1
1032;Urbanec Bronislav;SPR-RSÈ;SPR-RSÈ;0;1
1033;Bárta Jiøí;SPR-RSÈ;SPR-RSÈ;0;1
1034;Nehera Jindøich;SPR-RSÈ;SPR-RSÈ;1;1
1035;Neugebauerová Boena;SPR-RSÈ;SPR-RSÈ;0;1
1036;Talášek František;SPR-RSÈ;SPR-RSÈ;0;1
1037;Horáèek Miroslav;SPR-RSÈ;SPR-RSÈ;0;1
1038;Válek Michal;SPR-RSÈ;SPR-RSÈ;0;1
1039;Doèkalová Renáta;SPR-RSÈ;SPR-RSÈ;0;1
1040;Majerèík Ján;SPR-RSÈ;SPR-RSÈ;0;1
1041;Malec Cyril;SPR-RSÈ;SPR-RSÈ;0;1
1042;Fojtík Vlastislav;SPR-RSÈ;SPR-RSÈ;0;1
1043;Pilát Petr;SPR-RSÈ;SPR-RSÈ;0;1
1044;Èernı Milan;SPR-RSÈ;SPR-RSÈ;0;1
1045;Maleòák Václav;SPR-RSÈ;SDÈR;0;0
1046;Mrnuštíková Jiøina;SPR-RSÈ;SPR-RSÈ;0;1
1047;Zboínek Jaroslav;SPR-RSÈ;SPR-RSÈ;0;1
1048;Schuska Jaroslav;SPR-RSÈ;SPR-RSÈ;0;1
1049;Vonšíková Marcela;SPR-RSÈ;SPR-RSÈ;0;1
1050;Ther Jiøí;SPR-RSÈ;SPR-RSÈ;0;1
1051;Šálek Miroslav;SPR-RSÈ;SPR-RSÈ;0;1
1052;Pinkas Ivo;SPR-RSÈ;SPR-RSÈ;0;1
1053;Binar Stanislav;SPR-RSÈ;SPR-RSÈ;0;1
1054;Kadlec Zdenìk;LB;OK-PK;0;0
1055;iška Antonín;HSMSMNSJ;MoDS;0;0
1056;Kvìtoò Svatopluk;HSMSMNSJ;MoDS;0;0
1057;Marša Igor;HSMSMNSJ;MoDS;0;0
1058;Hála Pavel;HSMSMNSJ;MoDS;0;0
1059;Dresler Rudolf;HSMSMNSJ;MoDS;0;0
1060;Èernockı Milan;HSMSMNSJ;MoDS;0;0
1061;Kukla Lubomír;HSMSMNSJ;MoDS;0;0
1062;Havel Josef;HSMSMNSJ;MoDS;0;0
1063;Skøivánek Josef;HSMSMNSJ;MoDS;0;0
1064;Kavan Petr;HSMSMNSJ;MoDS;0;0
1065;Ruprecht Josef;HSMSMNSJ;MoDS;0;0
1066;Zeman Jiøí;HSMSMNSJ;MoDS;0;0
1067;Lakomı Josef;HSMSMNSJ;MoDS;0;0
1068;Lavickı Vladimír;HSMSMNSJ;MoDS;0;0
1069;elonka Roman;HSMSMNSJ;MoDS;0;0
1070;Padìrová Rùena;HSMSMNSJ;MoDS;0;0
1071;Foøt Jan;CAO;ÈSNS;0;0
1072;Vlasák Jan;CAO;CAO;0;1
1073;Strmiska Tomáš;CAO;CAO;0;1
1074;Kadlec Jan;CAO;CAO;0;1
1075;eula Milan;CAO;CAO;0;1
1076;Tesaø Aleš;CAO;CAO;0;1
1077;Hanzal Rudolf;CAO;CAO;0;1
1078;Perman Vladimír;CAO;CAO;0;1
1079;Talaš Jan;CAO;CAO;0;1
1080;Fišer Antonín;CAO;CAO;0;1
1081;Laubr František;CAO;CAO;0;1
1082;Jarolímek Otto;CAO;ÈSNS;0;0
1083;Morávek Jaromír;CAO;US;0;0
1084;Gruber Pavel;SD-LSNS;ÈSNS;0;0
1085;Fronèek Dalibor;SD-LSNS;ÈSNS;0;0
1086;Boèková Marta;SD-LSNS;ÈSNS;0;0
1087;Dutko Petr;SD-LSNS;ÈSNS;0;0
1088;Navarová Svìtlana;ÈSSD;ÈSSD;0;1
1089;Špirhanzl Petr;ÈSSD;ÈSSD;0;1
1090;Španbauer František;ÈSSD;ÈSSD;1;1
1091;Laštùvka Vladimír;ÈSSD;ÈSSD;1;1
1092;Štìpová Vlasta;ÈSSD;ÈSSD;1;1
1093;Jedlièka Jiøí;ÈSSD;ÈSSD;0;1
1094;Skoták Ludìk;ÈSSD;ÈSSD;0;1
1095;Macháèek Antonín;ÈSSD;ÈSSD;1;1
1096;Kauckı Jiøí;ODS;ODS;0;1
1097;Popelová Ivana;ODS;ODS;0;1
1098;Pleva Petr;ODS;ODS;1;1
1099;Matysková Vìra;ODS;ODS;0;1
1100;Klaus Václav;ODS;ODS;1;1
1101;Doušová Vìra;NEZ;NEZ;0;1
1102;Sládková Dana;NEZ;NEZ;0;1
1103;Pajtl Ivan;NEZ;NEZ;0;1
1104;Cimbalník Vladimír;MNS-HSS;MoDS;0;0
1105;Slovák Boris;MNS-HSS;MoDS;0;0
1106;Vamberová Daniela;DEU;DEU;0;1
1107;Blahník Petr;DEU;DEU;0;1
1108;Jebousek Josef;DEU;DEU;0;1
1109;Øeháková Jarmila;DEU;DEU;0;1
1110;Štìpánek Ladislav;DEU;DEU;0;1
1111;Fajnor Jaroslav;DEU;DEU;0;1
1112;Blaek Jan;DEU;DEU;0;1
1113;Ivan Miroslav;DEU;DEU;0;1
1114;Szennai Tomáš;ODA;ODA;0;1
1115;Ruml Vladimír;ODA;ODA;0;1
1116;Stelzer Pavel;ODA;ODA;0;1
1117;Pechr Bohumil;KDU-ÈSL;KDU-ÈSL;0;1
1118;Liška Otakar;KDU-ÈSL;KDU-ÈSL;0;1
1119;Køíek Jan;KDU-ÈSL;KDU-ÈSL;0;1
1120;Houdek Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
1121;Fuèík Václav;KDU-ÈSL;KDU-ÈSL;0;1
1122;Sedlák Tomáš;KDU-ÈSL;KDU-ÈSL;0;1
1123;Jurková Pavla;KDU-ÈSL;KDU-ÈSL;1;1
1124;Plecitı František;DJ;DJ;0;1
1125;Jáè Jaroslav;DJ;DJ;0;1
1126;Gajdoš Stanislav;DJ;DJ;0;1
1127;Mach Jiøí;SDL;US;0;0
1128;Filouš Ivo;ÈMUS;MoDS;0;0
1129;Berka Petr;ÈMUS;MoDS;0;0
1130;Hoffman František;KSÈM;KSÈM;0;1
1131;eulková Vìra;KSÈM;KSÈM;0;1
1132;Šebek Pavel;KSÈM;KSÈM;0;1
1133;Nováèek Ladislav RS;KSÈM;KSÈM;0;1
1134;ec Imrich;KSÈM;KSÈM;0;1
1135;Strnadová Jana;KSÈM;KSÈM;0;1
1136;Hrubeš František;KSÈM;KSÈM;0;1
1137;Kvídera Alexandr;KSÈM;KSÈM;0;1
1138;Hudáková Miloslava;KSÈM;KSÈM;0;1
1139;Èapskı Jaroslav RS;KSÈM;KSÈM;0;1
1140;Dokládal Vladimír;KSÈM;KSÈM;0;1
1141;Levák Leopold;KSÈM;KSÈM;0;1
1142;Zezulková Emilie;KSÈM;KSÈM;0;1
1143;Krušina Jaroslav;KSÈM;KSÈM;0;1
1144;Lampert Horst;SZ;SZ;0;1
1145;Müller Martin;SZ;SZ;0;1
1146;Gazda Lukáš;SZ;SZ;0;1
1147;Sendek Bohumil;SZ;SZ;0;1
1148;Albert František;SPR-RSÈ;SPR-RSÈ;0;1
1149;Fencl Jiøí;SPR-RSÈ;SPR-RSÈ;0;1
1150;Semerád Norbert;SPR-RSÈ;SPR-RSÈ;0;1
1151;Smetana Martin;SPR-RSÈ;SPR-RSÈ;1;1
1152;Machulda Petr;SPR-RSÈ;SPR-RSÈ;0;1
1153;Kortánová Ilona;SPR-RSÈ;SPR-RSÈ;0;1
1154;Sedláèek František;SPR-RSÈ;SPR-RSÈ;0;1
1155;Valenta Josef;SPR-RSÈ;SPR-RSÈ;0;1
1156;Chrudimskı František;SPR-RSÈ;SPR-RSÈ;0;1
1157;Rajsiglová Laura;SPR-RSÈ;SPR-RSÈ;1;1
1158;Loukota Milan;SPR-RSÈ;SPR-RSÈ;1;1
1159;Zboøil Antonín;HSMSMNSJ;MoDS;0;0
1160;Šanca Zdenìk;HSMSMNSJ;MoDS;0;0
