;X;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2;mp
3053;3053;»uda Frantiöek;MoDS;M;2002;0;1;1;0;1;0;0;1;0
3054;3054;ÿÌha VladimÌr;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3055;3055;Orel Jaroslav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3056;3056;Hoöek Mari·n;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3057;3057;Neöet¯il Frantiöek;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3058;3058;PlÌöek Martin;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3059;3059;Barkov· HeöÌkov· Jaroslava;Koalice;SNK ED;2002;0;1;0;0;0;0;1;1;0
3060;3060;Cieslar Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3061;3061;Ort Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3062;3062;Parkanov· Vlasta;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3063;3063;JaneËek Josef;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3064;3064;V·cha Frantiöek;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3065;3065;Renc ZdenÏk;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3066;3066;Vesel˝ Vratislav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3067;3067;KlÌma Miloslav;Koalice;SNK ED;2002;0;1;0;0;0;0;1;1;0
3068;3068;VanÏËek Jan;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3069;3069;Pr˘öa Daniel;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3070;3070;Kalousek Miroslav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3071;3071;TalÌ¯ JaromÌr;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3072;3072;Skotnica VladimÌr;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3073;3073;H·jek Karel;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3074;3074;MalÌk Stanislav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3075;3075;é·k Martin;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3076;3076;Michal Jaroslav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3077;3077;Hrdinov· Marie;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3078;3078;Zrzaveck˝ Frantiöek;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3079;3079;OkleötÏk Petr;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3080;3080;Lobkowicz Jaroslav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3081;3081;Holenda Ji¯Ì;Koalice;SNK ED;2002;0;1;0;0;0;0;1;1;0
3082;3082;Pet·k Tom·ö;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3083;3083;Volf Miroslav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3084;3084;K¯Ìûov· Jana;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3085;3085;Mor·vek Ji¯Ì;Koalice;SNK ED;2002;0;1;0;0;0;0;1;1;0
3086;3086;K¸hnl Karel;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;1
3087;3087;Landa Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3088;3088;Sekal Martin;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3089;3089;PiötÏkov· Dagmar;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3090;3090;Ond¯ich Tom·ö;Koalice;KDU-»SL;2002;0;1;0;0;0;1;0;0;0
3091;3091;Steiner Leo;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3092;3092;Chaloupek Tom·ö;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3093;3093;Antoö Robert;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3094;3094;Polesn˝ Michal;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3095;3095;Nosek V·clav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3096;3096;Rudolfov· Gabriela;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3097;3097;Beneöov· Irena;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3098;3098;Svoboda Cyril;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3099;3099;Semer·k Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3100;3100;Zezul·k Ond¯ej;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3101;3101;ÿeh˘¯ek Ji¯Ì;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3102;3102;Sedl·k Jaroslav;Koalice;DEU»R;2002;0;1;0;0;0;0;1;1;0
3103;3103;Severa Pavel;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3104;3104;Tomanov· Jaroslava;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3105;3105;Tomö˘ Jana;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3106;3106;KliËka V·clav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3107;3107;Kasal Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3108;3108;Karas Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3109;3109;M·lek Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3110;3110;Valiöov· Jana;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3111;3111;Ambrozek Libor;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3112;3112;Gr˘za Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3113;3113;äustr Ladislav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3114;3114;Korbel Ladislav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3115;3115;Vola¯Ìk Miroslav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3116;3116;Soukop VladimÌr;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3117;3117;MatÏjkov· Anna;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3118;3118;Bedrava Martin;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3119;3119;Zouhar Ladislav;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3120;3120;Tesa¯Ìk AntonÌn;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3121;3121;Berka Pavel;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3122;3122;Petr˘ Miloö;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3123;3123;Vykydal Ivo;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3124;3124;Kvapil Tom·ö;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3125;3125;Novotn· Milena;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3126;3126;éalud Stanislav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3127;3127;äojdrov· Michaela;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3128;3128;äkopÌk Jan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3129;3129;Hruöka Ji¯Ì;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3130;3130;BeneöÌk Ond¯ej;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3131;3131;Duda Ji¯Ì;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3132;3132;Kop¯iva JaromÌr;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3133;3133;Tobola Jaroslav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3134;3134;StudenÌk Pavel;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3135;3135;Janek Alois;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3136;3136;VÌcha Josef;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3137;3137;Hol·Ú VilÈm;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3138;3138;Carbol Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3139;3139;Novotn˝ Petr;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3140;3140;ätÏdroÚ Radoslav;Koalice;SP;2002;0;1;0;0;0;0;1;1;0
3141;3141;Dvo¯·k Miroslav;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3142;3142;Slov·Ëek VÌt;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3143;3143;Hubkov· Petra;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3144;3144;Dr·bek Ivan;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3145;3145;Kasp¯Ìk Jan;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3146;3146;Dolansk˝ Bohumil;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3147;3147;Prusek Josef;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3148;3148;Stavinoha Karel;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3149;3149;Pch·lek Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3150;3150;Kuchler Kamil;SéJ;MDS;2002;0;1;1;0;1;0;0;1;0
3151;3151;Nov·k Martin;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3152;3152;Jaroö Ladislav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3153;3153;Beneö Karel;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3154;3154;Kubal V·clav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3155;3155;Venzhˆfer Otomar;SéJ;MDS;2002;0;1;1;0;1;0;0;1;0
3156;3156;Sekyra Ji¯Ì;SéJ;MDS;2002;0;1;1;0;1;0;0;1;0
3157;3157;Havlov· Ji¯ina;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3158;3158;Nov·kov· Martina;SéJ;MDS;2002;0;1;1;0;1;0;0;1;0
3159;3159;Vesel˝ Milan;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3160;3160;BiÚovcov· M·ria;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3161;3161;KaËerov· Jolana;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3162;3162;Zeman Ji¯Ì;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3163;3163;Mint·lov· Marcela;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3164;3164;H·la Pavel;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3165;3165;Smejkal Jan;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3166;3166;Pokorn˝ Jaroslav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3167;3167;Pernes Ji¯Ì;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3168;3168;Nov·k V·clav;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3169;3169;Holk˘ V·clav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3170;3170;Ad·mek Ji¯Ì;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3171;3171;Kubinec Jan;SéJ;NS;2002;0;1;1;0;1;0;0;1;0
3172;3172;OvËaËÌkov· Alena;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3173;3173;éiöka AntonÌn;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3174;3174;Pawlicov· ZdeÚka;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3175;3175;Kaiser Vlastimil;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3176;3176;Cibulka Petr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3177;3177;Novotn˝ Martin;PB;PB;2002;1;0;1;0;0;0;0;0;0
3178;3178;Broj Jan;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3179;3179;Karfus LudvÌk;PB;PB;2002;1;0;1;0;0;0;0;0;0
3180;3180;Proch·zka VladimÌr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3181;3181;LÌpa Jaroslav;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3182;3182;G·l Petr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3183;3183;Kop·Ëov· Eva;PB;PB;2002;1;0;1;0;0;0;0;0;0
3184;3184;Bal·n Josef;PB;PB;2002;1;0;1;0;0;0;0;0;0
3185;3185;Kost˙r Ji¯Ì;PB;PB;2002;1;0;1;0;0;0;0;0;0
3186;3186;KofroÚ Eduard;PB;PB;2002;1;0;1;0;0;0;0;0;0
3187;3187;Pecka Vlastislav;PB;NS;2002;0;1;1;0;1;0;0;1;0
3188;3188;SkleniËkov· Libuöe;PB;PB;2002;1;0;1;0;0;0;0;0;0
3189;3189;Kufner V·clav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3190;3190;Konvalinka Karel;PB;PB;2002;1;0;1;0;0;0;0;0;0
3191;3191;RoubÌnek Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3192;3192;»ern· Jitka;PB;PB;2002;1;0;1;0;0;0;0;0;0
3193;3193;Bedn·¯ ZdenÏk;PB;PB;2002;1;0;1;0;0;0;0;0;0
3194;3194;Seibert Eduard;PB;PB;2002;1;0;1;0;0;0;0;0;0
3195;3195;Jebav· Miloslava;PB;PB;2002;1;0;1;0;0;0;0;0;0
3196;3196;NedvÌdek Miroslav;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3197;3197;Pluha¯ ZdenÏk;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3198;3198;äimek AntonÌn;PB;KAN;2002;0;1;1;0;1;0;0;0;0
3199;3199;DÏdeËek V·clav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3200;3200;P¯ibyl Karel;PB;PB;2002;1;0;1;0;0;0;0;0;0
3201;3201;StÏhule Josef;PB;PB;2002;1;0;1;0;0;0;0;0;0
3202;3202;Chaloupka Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3203;3203;Kazilovsk˝ Frantiöek;PB;PB;2002;1;0;1;0;0;0;0;0;0
3204;3204;Wolf BohumÌr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3205;3205;Feil Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3206;3206;Myslivec Jind¯ich;PB;PB;2002;1;0;1;0;0;0;0;0;0
3207;3207;Zejda AntonÌn;PB;PB;2002;1;0;1;0;0;0;0;0;0
3208;3208;KoûÌökov· Libuöe;PB;PB;2002;1;0;1;0;0;0;0;0;0
3209;3209;Neubauer Vlastimil;PB;PB;2002;1;0;1;0;0;0;0;0;0
3210;3210;Herot Pavel;PB;PB;2002;1;0;1;0;0;0;0;0;0
3211;3211;PytlÌk Josef;PB;PB;2002;1;0;1;0;0;0;0;0;0
3212;3212;Nov·Ëek VÌtÏzslav;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3213;3213;ätÏp·nek Ladislav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3214;3214;Rejthar Milan;PB;PB;2002;1;0;1;0;0;0;0;0;0
3215;3215;Vencl Frantiöek;PB;PB;2002;1;0;1;0;0;0;0;0;0
3216;3216;Friedl Josef;PB;PB;2002;1;0;1;0;0;0;0;0;0
3217;3217;»ern· Hana;PB;PB;2002;1;0;1;0;0;0;0;0;0
3218;3218;ävidrnoch Petr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3219;3219;Robenek Ji¯Ì;PB;PB;2002;1;0;1;0;0;0;0;0;0
3220;3220;Pol·ch Josef;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3221;3221;VÈnosov· SoÚa;PB;PB;2002;1;0;1;0;0;0;0;0;0
3222;3222;Bed·Úov· Olga;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3223;3223;KrËek Stanislav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3224;3224;äimek Miloslav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3225;3225;Tich˝ LubomÌr;PB;PB;2002;1;0;1;0;0;0;0;0;0
3226;3226;PavlÌk Miroslav;PB;PB;2002;1;0;1;0;0;0;0;0;0
3227;3227;Michn˝ Karel;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3228;3228;Giblov· Anna;PB;PB;2002;1;0;1;0;0;0;0;0;0
3229;3229;Gibl Alois;PB;PB;2002;1;0;1;0;0;0;0;0;0
3230;3230;Havel Josef;PB;PaS;2002;0;1;1;0;1;0;0;1;0
3231;3231;StanÏk Jaroslav;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3232;3232;Br‰uner Tom·ö;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3233;3233;Jeûek Jakub;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3234;3234;»ejka Ji¯Ì;SZ;»SSD;2002;0;1;0;0;0;1;0;0;0
3235;3235;Pet¯ÌËek V·clav;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3236;3236;Gruzovsk˝ Robert;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3237;3237;Bedn·¯ Bohumil;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3238;3238;Adam Tom·ö;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3239;3239;Neuûil Jaroslav;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3240;3240;Lev Libor;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3241;3241;Nov·k Karel;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3242;3242;äupina VladimÌr;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3243;3243;élebek Pavel;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3244;3244;Gebousk˝ Milan;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3245;3245;HanzÌk Petr;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3246;3246;Roth Ji¯Ì;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3247;3247;BÌlek Pavel;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3248;3248;Oslej Duöan;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3249;3249;Kola¯Ìk Josef;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3250;3250;Ledvinka Frantiöek;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3251;3251;SmrËek Josef;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3252;3252;H¯ibov· Lenka;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3253;3253;Hieke Ji¯Ì;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3254;3254;Kulich Ji¯Ì;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3255;3255;Briö Petr;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3256;3256;ÿÌha Tom·ö;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3257;3257;Prchal VÌt;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3258;3258;Holcnerov· Hana;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3259;3259;Hronov· Marie;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3260;3260;Pr·t Frantiöek;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3261;3261;FuËÌkov· Ludmila;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3262;3262;é·Ëek Ji¯Ì;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3263;3263;Slavingerov· Alena;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3264;3264;VlaöÌn MojmÌr;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3265;3265;Liöka Ond¯ej;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3266;3266;Dr·palov· Jana;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3267;3267;Dohn·lkov· ZdeÚka;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3268;3268;Sovov· Eliöka;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3269;3269;Andrö Pavel;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3270;3270;JanÌk Miroslav;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3271;3271;Has·kov· Alena;SZ;NEZ;2002;0;1;0;0;0;0;1;0;0
3272;3272;Balandov· Hedvika;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3273;3273;Bartschov· Romana;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3274;3274;PospÌchalov· ä·rka;SZ;SZ;2002;1;0;0;0;0;0;0;0;0
3275;3275;Oppitzov· Anna;SDS;KS»M;2002;0;1;1;1;0;0;0;0;0
3276;3276;Semer·d Norbert;NDS;NS;2002;0;1;1;0;1;0;0;1;0
3277;3277;Ploc Pavel;»SSD;»SSD;2002;1;0;0;0;0;0;0;0;0
3278;3278;MartÌnek Radko;»SSD;»SSD;2002;1;0;0;0;0;0;0;0;1
3279;3279;Cejnar Karel;ODA;US-DEU;2002;0;1;1;0;1;0;0;0;0
3280;3280;Dvo¯·k Josef;ODA;SNK ED;2002;0;1;1;0;1;0;0;1;0
3281;3281;Berka Ji¯Ì;ODA;SNK ED;2002;0;1;1;0;1;0;0;1;0
3282;3282;Neyedl˝ Ji¯Ì;ODA;LiRA;2002;0;1;1;0;1;0;0;1;0
3283;3283;Klapka Tom·ö;H.A.;H.S.;2002;0;1;1;0;1;0;0;1;0
3284;3284;Kopeck˝ Petr;RMS;ODS;2002;0;1;1;1;0;0;0;0;0
3285;3285;Fridrich ZdenÏk;RMS;NS;2002;0;1;1;0;1;0;0;1;0
3286;3286;HercÌk Otta;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3287;3287;Bican Jan;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3288;3288;Tlust˝ Ji¯Ì;»SNS;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3289;3289;Pokorn· Hana;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1;0
3290;3290;ätÏp·nek Josef;REP;PB;2002;0;1;1;0;1;0;0;0;0
3291;3291;»ern· Marie;SNK;SNK ED;2002;0;1;1;0;1;0;0;1;0
3292;3292;Buluöek Josef;SNK;SNK ED;2002;0;1;1;0;1;0;0;1;0
3293;3293;Kab·t Libor;SNK;SNK ED;2002;0;1;1;0;1;0;0;1;0
3294;3294;Strmiska Jan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1;0
3295;3295;MaË·kov· Jana;SNK;SNK ED;2002;0;1;1;0;1;0;0;1;0
3296;3296;Reisiegel Daniel;ODS;ODS;2002;1;0;0;0;0;0;0;0;0
3297;3297;Dund·Ëkov· Eva;ODS;ODS;2002;1;0;0;0;0;0;0;0;1
3298;3298;Z·lesk˝ VladimÌr;ODS;ODS;2002;1;0;0;0;0;0;0;0;0
3299;3299;Kafka David;ODS;ODS;2002;1;0;0;0;0;0;0;0;0
3300;3300;Pleva Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0;1
3301;3301;Hor·k Dalibor;ODS;ODS;2002;1;0;0;0;0;0;0;0;0
3302;3302;ätich ZdenÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0;0
3303;3303;Otradovsk˝ Ji¯Ì;KS»M;KS»M;2002;1;0;0;0;0;0;0;0;0
3304;3304;KrËm·rik Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0;0
3305;3305;Berka Petr;MoDS;M;2002;0;1;1;0;1;0;0;1;0
3306;3306;Kostkov· Jitka;MoDS;M;2002;0;1;1;0;1;0;0;1;0
3307;3307;Danyi Jozef;MoDS;M;2002;0;1;1;0;1;0;0;1;0
3308;3308;Houdek Ji¯Ì;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3309;3309;Hovorka LudvÌk;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;1
3310;3310;KudlÌk JaromÌr;Koalice;US-DEU;2002;0;0;0;0;0;0;1;0;0
3311;3311;HluchnÌk VilÈm;Koalice;KDU-»SL;2002;0;0;0;0;0;1;0;0;0
3312;3312;Dost·lov· Danuöe;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3313;3313;Neubert Miroslav;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3314;3314;JelÌnek Josef;SéJ;PB;2002;0;1;1;0;1;0;0;0;0
3315;3315;Zbo¯il AntonÌn;SéJ;M;2002;0;1;1;0;1;0;0;1;0
3316;3316;Gr¸nwald Aleö;SéJ;NEZ/DEM;2002;0;1;1;0;1;0;0;1;0
3317;3317;V˝born˝ Josef;PB;PB;2002;1;0;1;0;0;0;0;0;0
3318;3318;Sailer Milan;SZ;PaS;2002;0;1;1;0;1;0;0;1;0
3319;3319;Ferencov· Marieta;SZ;SZ;2002;1;0;1;0;0;0;0;0;0
3320;3320;Hannig Petr;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3321;3321;NÏmec VladimÌr;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3322;3322;»Ìla Ivan;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3323;3323;Blaöko Marek;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3324;3324;Franke Tom·ö;SZR;ObËanÈ;2006;0;1;1;0;1;0;0;1;0
3325;3325;V·vra VÌtÏzslav;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3326;3326;Kaöpar Tom·ö;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3327;3327;Rejha Pavel;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3328;3328;Jandov· Lenka;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3329;3329;Vorlov· Alena;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3330;3330;Chur·Ëek Ji¯Ì;SZR;TOP 09;2006;0;1;1;1;0;0;0;1;0
3331;3331;Pillmann Frantiöek;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3332;3332;KleËkov· Libuöe;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3333;3333;DolÌvkov· Jitka;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3334;3334;Hradeck· Ilona;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3335;3335;Fiöer Petr;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3336;3336;Grund Otakar;SZR;VV;2006;0;1;1;1;0;0;0;1;0
3337;3337;MoËubov· Simona;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3338;3338;Pajkrt Stanislav;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3339;3339;NeveËe¯alov· VÏra;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3340;3340;ObhlÌdal ZdenÏk;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
3341;3341;KruûÌk VladimÌr;SZR;Suveren.;2006;0;1;1;0;1;0;0;1;0
