;X;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2;mp
1443;1443;Peökov· Jana;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1444;1444;Vrcha Old¯ich;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1445;1445;PÏkn˝ Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1446;1446;Votava LubomÌr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1447;1447;Svoboda Karel;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1448;1448;TurËÌn Jan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1449;1449;Sekyra Michal;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1450;1450;PospÌchalov· Ladislava;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1451;1451;Ambrozek Bed¯ich;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1452;1452;Tejral P¯emysl;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1453;1453;Sp·zal AntonÌn;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1454;1454;Kaman Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1455;1455;Frgalov· Dagmar;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1456;1456;Habrdle Oto;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1457;1457;»ervÌnek Libor;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1458;1458;Otruba Jan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1459;1459;St¯Ìtesk˝ Jan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1460;1460;Kolman Josef;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1461;1461;Kostka Richard;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1462;1462;äevËÌk Ladislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1463;1463;äulÈ¯ Bohumil;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1464;1464;Fleischer Karel;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1465;1465;Ot·hal Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1466;1466;Jan·Ëek Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1467;1467;KratochvÌl Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1468;1468;Augusta Old¯ich;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1469;1469;Matuöka Josef;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1470;1470;Bureö Josef;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1471;1471;Urbanec Bronislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1472;1472;B·rta Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1473;1473;Nehera Jind¯ich;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1474;1474;Neugebauerov· Boûena;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1475;1475;Tal·öek Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1476;1476;Hor·Ëek Miroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1477;1477;V·lek Michal;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1478;1478;DoËkalov· Ren·ta;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1479;1479;MajerËÌk J·n;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1480;1480;Malec Cyril;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1481;1481;FojtÌk Vlastislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1482;1482;Pil·t Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1483;1483;»ern˝ Milan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1484;1484;MaleÚ·k V·clav;SPR-RS»;SD»R;1996;0;1;0;0;0;0;1;1;0
1485;1485;MrnuötÌkov· Ji¯ina;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1486;1486;ZboûÌnek Jaroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1487;1487;Schuska Jaroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1488;1488;VonöÌkov· Marcela;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1489;1489;Ther Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1490;1490;ä·lek Miroslav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1491;1491;Pinkas Ivo;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1492;1492;Binar Stanislav;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1493;1493;Kadlec ZdenÏk;LB;OK-PK;1996;0;1;1;0;1;0;0;1;0
1494;1494;éiöka AntonÌn;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1495;1495;KvÏtoÚ Svatopluk;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1496;1496;Maröa Igor;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1497;1497;H·la Pavel;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1498;1498;Dresler Rudolf;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1499;1499;»ernock˝ Milan;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1500;1500;Kukla LubomÌr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1501;1501;Havel Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1502;1502;Sk¯iv·nek Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1503;1503;Kavan Petr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1504;1504;Ruprecht Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1505;1505;Zeman Ji¯Ì;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1506;1506;Lakom˝ Josef;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1507;1507;Lavick˝ VladimÌr;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1508;1508;éelonka Roman;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1509;1509;PadÏrov· R˘ûena;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1510;1510;Fo¯t Jan;CAO;»SNS;1996;0;1;1;0;1;0;0;1;0
1511;1511;Vlas·k Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1512;1512;Strmiska Tom·ö;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1513;1513;Kadlec Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1514;1514;éeûula Milan;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1515;1515;Tesa¯ Aleö;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1516;1516;Hanzal Rudolf;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1517;1517;Perman VladimÌr;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1518;1518;Talaö Jan;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1519;1519;Fiöer AntonÌn;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1520;1520;Laubr Frantiöek;CAO;CAO;1996;1;0;1;0;0;0;0;0;0
1521;1521;JarolÌmek Otto;CAO;»SNS;1996;0;1;1;0;1;0;0;1;0
1522;1522;Mor·vek JaromÌr;CAO;US;1996;0;1;1;1;0;0;0;1;0
1523;1523;Gruber Pavel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1;0
1524;1524;FronËek Dalibor;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1;0
1525;1525;BoËkov· Marta;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1;0
1526;1526;Dutko Petr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1;0
1527;1527;Navarov· SvÏtlana;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;0
1528;1528;äpirhanzl Petr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;0
1529;1529;äpanbauer Frantiöek;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;1
1530;1530;Laöt˘vka VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;1
1531;1531;ätÏpov· Vlasta;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;1
1532;1532;JedliËka Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;0
1533;1533;Skot·k LudÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;0
1534;1534;Mach·Ëek AntonÌn;»SSD;»SSD;1996;1;0;0;0;0;0;0;0;1
1535;1535;Kauck˝ Ji¯Ì;ODS;ODS;1996;1;0;0;0;0;0;0;0;0
1536;1536;Popelov· Ivana;ODS;ODS;1996;1;0;0;0;0;0;0;0;0
1537;1537;Pleva Petr;ODS;ODS;1996;1;0;0;0;0;0;0;0;1
1538;1538;Matyskov· VÏra;ODS;ODS;1996;1;0;0;0;0;0;0;0;0
1539;1539;Klaus V·clav;ODS;ODS;1996;1;0;0;0;0;0;0;0;1
1540;1540;Douöov· VÏra;NEZ;NEZ;1996;1;0;0;0;0;0;0;0;0
1541;1541;Sl·dkov· Dana;NEZ;NEZ;1996;1;0;0;0;0;0;0;0;0
1542;1542;Pajtl Ivan;NEZ;NEZ;1996;1;0;0;0;0;0;0;0;0
1543;1543;CimbalnÌk VladimÌr;MNS-HSS;MoDS;1996;0;1;1;0;1;0;0;1;0
1544;1544;Slov·k Boris;MNS-HSS;MoDS;1996;0;1;1;0;1;0;0;1;0
1545;1545;Vamberov· Daniela;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1546;1546;BlahnÌk Petr;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1547;1547;Jebousek Josef;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1548;1548;ÿeh·kov· Jarmila;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1549;1549;ätÏp·nek Ladislav;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1550;1550;Fajnor Jaroslav;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1551;1551;Blaûek Jan;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1552;1552;Ivan Miroslav;DEU;DEU;1996;1;0;1;0;0;0;0;0;0
1553;1553;Szennai Tom·ö;ODA;ODA;1996;1;0;0;0;0;0;0;0;0
1554;1554;Ruml VladimÌr;ODA;ODA;1996;1;0;0;0;0;0;0;0;0
1555;1555;Stelzer Pavel;ODA;ODA;1996;1;0;0;0;0;0;0;0;0
1556;1556;Pechr Bohumil;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1557;1557;Liöka Otakar;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1558;1558;K¯Ìûek Jan;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1559;1559;Houdek Ji¯Ì;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1560;1560;FuËÌk V·clav;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1561;1561;Sedl·k Tom·ö;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;0
1562;1562;Jurkov· Pavla;KDU-»SL;KDU-»SL;1996;1;0;0;0;0;0;0;0;1
1563;1563;Plecit˝ Frantiöek;DéJ;DéJ;1996;1;0;1;0;0;0;0;0;0
1564;1564;J·Ë Jaroslav;DéJ;DéJ;1996;1;0;1;0;0;0;0;0;0
1565;1565;Gajdoö Stanislav;DéJ;DéJ;1996;1;0;1;0;0;0;0;0;0
1566;1566;Filouö Ivo;»MUS;MoDS;1996;0;1;1;0;1;0;0;1;0
1567;1567;Berka Petr;»MUS;MoDS;1996;0;1;1;0;1;0;0;1;0
1568;1568;Hoffman Frantiöek;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1569;1569;éeûulkov· VÏra;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1570;1570;äebek Pavel;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1571;1571;Nov·Ëek Ladislav RS;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1572;1572;éec Imrich;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1573;1573;Strnadov· Jana;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1574;1574;Hrubeö Frantiöek;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1575;1575;KvÌdera Alexandr;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1576;1576;Hud·kov· Miloslava;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1577;1577;»apsk˝ Jaroslav RS;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1578;1578;Dokl·dal VladimÌr;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1579;1579;Lev·k Leopold;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1580;1580;Zezulkov· Emilie;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1581;1581;Kruöina Jaroslav;KS»M;KS»M;1996;1;0;0;0;0;0;0;0;0
1582;1582;Lampert Horst;SZ;SZ;1996;1;0;1;0;0;0;0;0;0
1583;1583;M¸ller Martin;SZ;SZ;1996;1;0;1;0;0;0;0;0;0
1584;1584;Gazda Luk·ö;SZ;SZ;1996;1;0;1;0;0;0;0;0;0
1585;1585;Sendek Bohumil;SZ;SZ;1996;1;0;1;0;0;0;0;0;0
1586;1586;Albert Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1587;1587;Fencl Ji¯Ì;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1588;1588;Semer·d Norbert;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1589;1589;Smetana Martin;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1590;1590;Machulda Petr;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1591;1591;Kort·nov· Ilona;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1592;1592;Sedl·Ëek Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1593;1593;Valenta Josef;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1594;1594;Chrudimsk˝ Frantiöek;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;0
1595;1595;Rajsiglov· Laura;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1596;1596;Loukota Milan;SPR-RS»;SPR-RS»;1996;1;0;0;0;0;0;0;0;1
1597;1597;Zbo¯il AntonÌn;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1598;1598;äanca ZdenÏk;HSMSMNSJ;MoDS;1996;0;1;1;0;1;0;0;1;0
1599;1599;Svoboda Cyril;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1600;1600;Orel Jaroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1601;1601;ChodÏra Old¯ich;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1602;1602;Kloud Karel;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1603;1603;SlavÌËek V·clav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1604;1604;Parkanov· Vlasta;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1605;1605;Vondr·ökov· Marie;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1606;1606;V·cha Frantiöek;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1607;1607;Kr·lÌk Ji¯Ì;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1608;1608;TalÌ¯ JaromÌr;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1609;1609;Kalousek Miroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1610;1610;Vlas·k Miroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1611;1611;MalÌk Stanislav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1612;1612;TalÌ¯ov· ätÏp·nka;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1613;1613;Lobkowicz Jaroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1614;1614;BÌlek Miloö;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1615;1615;Volf Miroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1616;1616;BoËek Pavel;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1617;1617;PiötÏkov· Dagmar;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1618;1618;Veselka Ji¯Ì;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1619;1619;Chaloupek Tom·ö;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1620;1620;Henke B¯enÏk;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1621;1621;V˝born˝ Miloslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1622;1622;Severa Pavel;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1623;1623;M·lek Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1624;1624;Nosek V·clav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1625;1625;Semer·k Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1626;1626;Kasal Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1627;1627;Karas Ji¯Ì;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1628;1628;äustr Ladislav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1629;1629;äojdrov· Michaela;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1630;1630;Ambrozek Libor;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1631;1631;Gr˘za Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1632;1632;äkopÌk Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1633;1633;Navr·til Augustin;KDU-»SL;PB;1998;0;1;0;0;0;0;1;0;0
1634;1634;Gabriel Petr;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1635;1635;PlÌöek Martin;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1636;1636;Hovorka LudvÌk;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1637;1637;Adamec Frantiöek;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1638;1638;StudenÌk Pavel;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1639;1639;Kor·b Jan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1640;1640;Chal·nek Tom·ö;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1641;1641;Guûi ZdenÏk;KDU-»SL;SéJ;1998;0;1;0;0;0;0;1;0;0
1642;1642;Zouhar Ladislav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1643;1643;Hol·Ú VilÈm;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1644;1644;Kvapil Tom·ö;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;1
1645;1645;Kop¯iva Jaroslav;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1646;1646;Folt˝n Ivan;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1647;1647;Carbol Ji¯Ì;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1648;1648;VÌcha Josef;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1649;1649;Prusek Josef;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1650;1650;Novotn· Milena;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1651;1651;Luköa Pavol;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1652;1652;Janek Alois;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1653;1653;KudÏlka Josef;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1654;1654;Stavinoha Karel;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1655;1655;Vondr·Ëek Petr;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1656;1656;HluchnÌk VilÈm;KDU-»SL;Koalice;1998;0;0;0;0;0;1;0;0;0
1657;1657;äorejs Miloslav;NEZ;»SNS;1998;0;1;1;0;1;0;0;0;0
1658;1658;Luk·Ë Ji¯Ì;NEZ;SNK;1998;0;1;1;0;1;0;0;1;0
1659;1659;D¸tsch Petr;NEZ;»SSD;1998;0;1;1;1;0;0;0;0;0
1660;1660;Sobota Jan;NEZ;»SNS;1998;0;1;1;0;1;0;0;0;0
1661;1661;Sk·la Ji¯Ì;NEZ;»SNS;1998;0;1;1;0;1;0;0;0;0
1662;1662;Pajtl Ivan;NEZ;»SNS;1998;0;1;1;0;1;0;0;0;0
1663;1663;ätechr VladimÌr;NEZ;»SNS;1998;0;1;1;0;1;0;0;0;0
1664;1664;Pr˘cha Miloslav;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1665;1665;Fuka Jan;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1666;1666;NedÏlka Miroslav;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1667;1667;P˘lp·nov· Libuöe;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1668;1668;Hub·Ëkov· NadÏûda;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1669;1669;Doleûal Old¯ich;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1670;1670;Langr Milan;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1671;1671;Hor·k Ji¯Ì;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1672;1672;Vavrouchov· Irena;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1673;1673;Kafka V·clav;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1674;1674;VaculÌk Miroslav;NEZ;SéJ;1998;0;1;1;0;1;0;0;0;0
1675;1675;Klesnil Frantiöek;NEZ;CZ;1998;0;1;1;0;1;0;0;1;0
1676;1676;Szyrok· KvÏtuöe;NEZ;SNK;1998;0;1;1;0;1;0;0;1;0
1677;1677;MalËÌk Jan;NEZ;SNK;1998;0;1;1;0;1;0;0;1;0
1678;1678;Tom·nek Ji¯Ì;DEU;CZ;1998;0;1;1;0;1;0;0;1;0
1679;1679;Kudl·Ëkov· Eva;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1680;1680;VyskoËil Ivan;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1681;1681;HrabÏ V·clav;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1682;1682;MydlarËÌk SvatomÌr;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1683;1683;Skotnica VladimÌr;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1684;1684;äkapÌk Pavel;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1685;1685;Luk·ö Old¯ich;DEU;SZ;1998;0;1;1;0;1;0;0;0;0
1686;1686;J‰ger Josef;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1687;1687;äam·nek Radko;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1688;1688;Sedl·k Jaroslav;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1689;1689;Kopeck˝ Miloö;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1690;1690;JanË·lek Petr;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1691;1691;Heglas Jan;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1692;1692;Ors·g Frantiöek;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1693;1693;Pulchart Miroslav;DEU;Koalice;1998;0;1;1;1;0;0;0;1;0
1694;1694;KladÌvko Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1695;1695;Payne Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1696;1696;Rozehnal Aleö;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1697;1697;Kocourek Martin;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1698;1698;Kr·tk˝ Libor;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1699;1699;Talmanov· Lucie;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1700;1700;Doleûal VladimÌr;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1701;1701;Koh·Ëek Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1702;1702;Zahradil Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1703;1703;KrejËÌ Petr;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1704;1704;Laud·t Frantiöek;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1705;1705;äorfov· Marta;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1706;1706;K·dner Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1707;1707;Tlust˝ Vlastimil;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1708;1708;Klas Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1709;1709;VidÌm Jan;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1710;1710;Cabrnoch Milan;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1711;1711;TeplÌk Tom·ö;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1712;1712;Dund·Ëkov· Eva;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1713;1713;Fajmon Hynek;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1714;1714;Kolsk˝ Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1715;1715;Rohel Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1716;1716;Janeba Ji¯Ì;ODS;ODS;1998;1;0;0;0;0;0;0;0;0
1717;1717;Beneö Miroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1718;1718;ZajÌËek Tom;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
1719;1719;ZvÏ¯ina Jaroslav;ODS;ODS;1998;1;0;0;0;0;0;0;0;1
