;again;party1;party2;mp;loyal
533;Kubù Pavel;KSÈM;KSÈM;0;1
534;Kováèik Pavel;KSÈM;KSÈM;1;1
535;Bièík Milan;KSÈM;KSÈM;1;1
536;Rusová Marie;KSÈM;KSÈM;1;1
537;Šlechtickı Pavel;KSÈM;KSÈM;0;1
538;Stoèek Petr;KSÈM;KSÈM;0;1
539;Vejmìlek Ladislav;KSÈM;KSÈM;0;1
540;Moravec Karel;KSÈM;KSÈM;0;1
541;Semorád Zdenìk;KSÈM;KSÈM;0;1
542;Toman Ludvík;KSÈM;KSÈM;0;1
543;Grebeníèek Miroslav;KSÈM;KSÈM;1;1
544;Bayerová Marta;KSÈM;KSÈM;1;1
545;Bıèek Ladislav;KSÈM;KSÈM;1;1
546;Zralı Antonín;KSÈM;KSÈM;1;1
547;Adam Vojtìch;KSÈM;KSÈM;0;1
548;Navrátil Jan;KSÈM;KSÈM;0;1
549;Navrkal Stanislav;KSÈM;KSÈM;0;1
550;Køivánková Vìra;KSÈM;KSÈM;0;1
551;Sıkorová Helena;KSÈM;KSÈM;0;1
552;Øehoø Jan;KSÈM;KSÈM;0;1
553;Bøeza Pavel;KSÈM;KSÈM;0;1
554;Baláš Vojtìch;KSÈM;KSÈM;0;1
555;Kukla Oldøich;KSÈM;KSÈM;0;1
556;Èernı Alexander;KSÈM;KSÈM;1;1
557;Vlèková Miroslava;KSÈM;KSÈM;1;1
558;Mlèák Ladislav;KSÈM;KSÈM;1;1
559;Šmíd Václav;KSÈM;KSÈM;0;1
560;Cardová Jaroslava;KSÈM;KSÈM;0;1
561;Kania Jindøich;KSÈM;KSÈM;0;1
562;Marek Miroslav;KSÈM;KSÈM;0;1
563;Skácel Miroslav;KSÈM;KSÈM;0;1
564;Urbánek Vladimír;KSÈM;KSÈM;0;1
565;Nekl Josef;KSÈM;KSÈM;0;1
566;Antolák Vlastislav;KSÈM;KSÈM;1;1
567;Koníèek Vladimír;KSÈM;KSÈM;1;1
568;Štaudnerová Ludmila;KSÈM;KSÈM;0;1
569;Butnikošarovská Dagmar;KSÈM;KSÈM;0;1
570;Krpal František;KSÈM;KSÈM;0;1
571;Varga Jiøí;KSÈM;KSÈM;0;1
572;Opravilová Esma;KSÈM;KSÈM;0;1
573;Místeckı Vladimír;KSÈM;KSÈM;0;1
574;Goiš Leo;KSÈM;KSÈM;0;1
575;Knot Richard;KSÈM;NI(NEI);0;0
576;Polášek Petr;KSÈM;KSÈM;0;1
577;Vymìtal Karel;KSÈM;KSÈM;1;1
578;Recman Svatomír;KSÈM;KSÈM;1;1
579;Koneèná Kateøina;KSÈM;KSÈM;1;1
580;Opálka Miroslav;KSÈM;KSÈM;1;1
581;Jakubek Oldøich;KSÈM;KSÈM;0;1
582;Halíková Milada;KSÈM;KSÈM;0;1
583;Heczko Eduard;KSÈM;KSÈM;0;1
584;Babinec Karel;KSÈM;KSÈM;0;1
585;Cáb František;KSÈM;KSÈM;0;1
586;Kamená Justina;KSÈM;KSÈM;0;1
587;Gavenda Karel;KSÈM;KSÈM;0;1
588;Varteckı Petr;KSÈM;KSÈM;0;1
589;Vrba Ivan;KSÈM;KSÈM;0;1
590;Øièánek Jaroslav;MoDS;M;0;0
591;Albrecht Jiøí;MoDS;M;0;0
592;Nìmeèek Antonín;MoDS;M;0;0
593;Wlodková Helena;MoDS;M;0;0
594;Janièatová Monika;MoDS;M;0;0
595;Trnka Milan;MoDS;M;0;0
596;Nìmeèek Richard;MoDS;M;0;0
597;Pirnus Štìpán;MoDS;M;0;0
598;Vavøík Miroslav;MoDS;M;0;0
599;Franta Bernard;MoDS;M;0;0
600;Dvoøák Oskar;MoDS;M;0;0
601;Hodes Vít;MoDS;M;0;0
602;Matuštík Petr;MoDS;M;0;0
603;Fuèík Jan;MoDS;M;0;0
604;Cimbalník Vladimír;MoDS;M;0;0
605;ák František;MoDS;M;0;0
606;Kolomazník Karel;MoDS;M;0;0
607;Juránek Arnošt;MoDS;M;0;0
608;Smital Jan;MoDS;M;0;0
609;Lnìnièková Alena;MoDS;M;0;0
610;Kubíèek Jiøí;MoDS;M;0;0
611;Veselı Karel;MoDS;M;0;0
612;Vacula František;MoDS;M;0;0
613;Kadlèík Pavel;MoDS;M;0;0
614;Bouchal Tomáš;MoDS;M;0;0
615;Ambroz Jiøí;MoDS;M;0;0
616;Hrubı Michal;MoDS;M;0;0
617;Èuda František;MoDS;M;0;0
618;Øíha Vladimír;Koalice;KDU-ÈSL;1;0
619;Orel Jaroslav;Koalice;KDU-ÈSL;0;0
620;Hošek Marián;Koalice;KDU-ÈSL;0;0
621;Nešetøil František;Koalice;US-DEU;0;0
622;Plíšek Martin;Koalice;KDU-ÈSL;0;0
623;Barková Hešíková Jaroslava;Koalice;SNK ED;0;0
624;Cieslar Jan;Koalice;KDU-ÈSL;0;0
625;Ort Jiøí;Koalice;KDU-ÈSL;0;0
626;Parkanová Vlasta;Koalice;KDU-ÈSL;1;0
627;Janeèek Josef;Koalice;KDU-ÈSL;1;0
628;Vácha František;Koalice;KDU-ÈSL;0;0
629;Renc Zdenìk;Koalice;US-DEU;0;0
630;Veselı Vratislav;Koalice;US-DEU;0;0
631;Klíma Miloslav;Koalice;SNK ED;0;0
632;Vanìèek Jan;Koalice;US-DEU;0;0
633;Prùša Daniel;Koalice;KDU-ÈSL;0;0
634;Kalousek Miroslav;Koalice;KDU-ÈSL;1;0
635;Talíø Jaromír;Koalice;KDU-ÈSL;1;0
636;Skotnica Vladimír;Koalice;US-DEU;0;0
637;Hájek Karel;Koalice;US-DEU;0;0
638;Malík Stanislav;Koalice;KDU-ÈSL;0;0
639;ák Martin;Koalice;US-DEU;0;0
640;Michal Jaroslav;Koalice;US-DEU;0;0
641;Hrdinová Marie;Koalice;KDU-ÈSL;0;0
642;Zrzaveckı František;Koalice;KDU-ÈSL;0;0
643;Okleštìk Petr;Koalice;US-DEU;0;0
644;Lobkowicz Jaroslav;Koalice;KDU-ÈSL;1;0
645;Holenda Jiøí;Koalice;SNK ED;0;0
646;Peták Tomáš;Koalice;US-DEU;0;0
647;Volf Miroslav;Koalice;KDU-ÈSL;0;0
648;Køíová Jana;Koalice;KDU-ÈSL;0;0
649;Morávek Jiøí;Koalice;SNK ED;0;0
650;Kühnl Karel;Koalice;US-DEU;1;0
651;Landa Jiøí;Koalice;KDU-ÈSL;0;0
652;Sekal Martin;Koalice;US-DEU;0;0
653;Pištìková Dagmar;Koalice;KDU-ÈSL;0;0
654;Ondøich Tomáš;Koalice;KDU-ÈSL;0;0
655;Steiner Leo;Koalice;KDU-ÈSL;0;0
656;Chaloupek Tomáš;Koalice;KDU-ÈSL;0;0
657;Antoš Robert;Koalice;KDU-ÈSL;0;0
658;Polesnı Michal;Koalice;US-DEU;0;0
659;Nosek Václav;Koalice;KDU-ÈSL;0;0
660;Rudolfová Gabriela;Koalice;US-DEU;0;0
661;Benešová Irena;Koalice;KDU-ÈSL;0;0
662;Svoboda Cyril;Koalice;KDU-ÈSL;1;0
663;Semerák Jan;Koalice;KDU-ÈSL;0;0
664;Zezulák Ondøej;Koalice;US-DEU;0;0
665;Øehùøek Jiøí;Koalice;US-DEU;0;0
666;Sedlák Jaroslav;Koalice;DEUÈR;0;0
667;Severa Pavel;Koalice;KDU-ÈSL;1;0
668;Tomanová Jaroslava;Koalice;KDU-ÈSL;0;0
669;Tomšù Jana;Koalice;KDU-ÈSL;0;0
670;Klièka Václav;Koalice;KDU-ÈSL;0;0
671;Kasal Jan;Koalice;KDU-ÈSL;1;0
672;Karas Jiøí;Koalice;KDU-ÈSL;1;0
673;Málek Jan;Koalice;KDU-ÈSL;0;0
674;Vališová Jana;Koalice;US-DEU;0;0
675;Ambrozek Libor;Koalice;KDU-ÈSL;1;0
676;Grùza Jan;Koalice;KDU-ÈSL;1;0
677;Šustr Ladislav;Koalice;KDU-ÈSL;1;0
678;Korbel Ladislav;Koalice;US-DEU;0;0
679;Volaøík Miroslav;Koalice;US-DEU;0;0
680;Soukop Vladimír;Koalice;US-DEU;0;0
681;Matìjková Anna;Koalice;KDU-ÈSL;0;0
682;Bedrava Martin;Koalice;KDU-ÈSL;0;0
683;Zouhar Ladislav;Koalice;KDU-ÈSL;0;0
684;Tesaøík Antonín;Koalice;KDU-ÈSL;0;0
685;Berka Pavel;Koalice;KDU-ÈSL;0;0
686;Petrù Miloš;Koalice;KDU-ÈSL;0;0
687;Vykydal Ivo;Koalice;KDU-ÈSL;1;0
688;Kvapil Tomáš;Koalice;KDU-ÈSL;1;0
689;Novotná Milena;Koalice;KDU-ÈSL;0;0
690;alud Stanislav;Koalice;US-DEU;0;0
691;Šojdrová Michaela;Koalice;KDU-ÈSL;1;0
692;Škopík Jan;Koalice;KDU-ÈSL;1;0
693;Hruška Jiøí;Koalice;US-DEU;0;0
694;Benešík Ondøej;Koalice;KDU-ÈSL;0;0
695;Duda Jiøí;Koalice;US-DEU;0;0
696;Kopøiva Jaromír;Koalice;KDU-ÈSL;0;0
697;Tobola Jaroslav;Koalice;US-DEU;0;0
698;Studeník Pavel;Koalice;KDU-ÈSL;0;0
699;Janek Alois;Koalice;KDU-ÈSL;0;0
700;Vícha Josef;Koalice;KDU-ÈSL;0;0
701;Holáò Vilém;Koalice;KDU-ÈSL;1;0
702;Carbol Jiøí;Koalice;KDU-ÈSL;0;0
703;Novotnı Petr;Koalice;US-DEU;0;0
704;Štìdroò Radoslav;Koalice;SP;0;0
705;Dvoøák Miroslav;Koalice;US-DEU;0;0
706;Slováèek Vít;Koalice;KDU-ÈSL;0;0
707;Hubková Petra;Koalice;US-DEU;0;0
708;Drábek Ivan;Koalice;KDU-ÈSL;0;0
709;Kaspøík Jan;Koalice;US-DEU;0;0
710;Dolanskı Bohumil;Koalice;KDU-ÈSL;0;0
711;Prusek Josef;Koalice;KDU-ÈSL;0;0
712;Stavinoha Karel;Koalice;KDU-ÈSL;0;0
713;Pchálek Jiøí;Koalice;KDU-ÈSL;0;0
714;Kuchler Kamil;SJ;MDS;0;0
715;Novák Martin;SJ;NEZ/DEM;0;0
716;Jaroš Ladislav;SJ;NEZ/DEM;0;0
717;Beneš Karel;SJ;NEZ/DEM;0;0
718;Kubal Václav;SJ;NEZ/DEM;0;0
719;Venzhöfer Otomar;SJ;MDS;0;0
720;Sekyra Jiøí;SJ;MDS;0;0
721;Havlová Jiøina;SJ;NEZ/DEM;0;0
722;Nováková Martina;SJ;MDS;0;0
723;Veselı Milan;SJ;NEZ/DEM;0;0
724;Biòovcová Mária;SJ;NEZ/DEM;0;0
725;Kaèerová Jolana;SJ;NEZ/DEM;0;0
726;Zeman Jiøí;SJ;NEZ/DEM;0;0
727;Mintálová Marcela;SJ;NEZ/DEM;0;0
728;Nováèek Alois;SJ;ODS;0;0
729;Hála Pavel;SJ;M;0;0
730;Smejkal Jan;SJ;M;0;0
731;Pokornı Jaroslav;SJ;NEZ/DEM;0;0
732;Pernes Jiøí;SJ;NEZ/DEM;0;0
733;Novák Václav;SJ;M;0;0
734;Holkù Václav;SJ;NEZ/DEM;0;0
735;Adámek Jiøí;SJ;M;0;0
736;Kubinec Jan;SJ;NS;0;0
737;Ovèaèíková Alena;SJ;M;0;0
738;iška Antonín;SJ;M;0;0
739;Pawlicová Zdeòka;SJ;NEZ/DEM;0;0
740;Kaiser Vlastimil;SJ;NEZ/DEM;0;0
741;Cibulka Petr;PB;PB;0;1
742;Novotnı Martin;PB;PB;0;1
743;Broj Jan;PB;PaS;0;0
744;Karfus Ludvík;PB;PB;0;1
745;Procházka Vladimír;PB;PB;0;1
746;Lípa Jaroslav;PB;PaS;0;0
747;Gál Petr;PB;PB;0;1
748;Kopáèová Eva;PB;PB;0;1
749;Balán Josef;PB;PB;0;1
750;Kostúr Jiøí;PB;PB;0;1
751;Kofroò Eduard;PB;PB;0;1
752;Pecka Vlastislav;PB;NS;0;0
753;Sklenièková Libuše;PB;PB;0;1
754;Kufner Václav;PB;PB;0;1
755;Konvalinka Karel;PB;PB;0;1
756;Roubínek Miroslav;PB;PB;0;1
757;Èerná Jitka;PB;PB;0;1
758;Bednáø Zdenìk;PB;PB;0;1
759;Seibert Eduard;PB;PB;0;1
760;Jebavá Miloslava;PB;PB;0;1
761;Nedvídek Miroslav;PB;PaS;0;0
762;Pluhaø Zdenìk;PB;PaS;0;0
763;Šimek Antonín;PB;KAN;0;0
764;Dìdeèek Václav;PB;PB;0;1
765;Pøibyl Karel;PB;PB;0;1
766;Stìhule Josef;PB;PB;0;1
767;Chaloupka Miroslav;PB;PB;0;1
768;Kazilovskı František;PB;PB;0;1
769;Wolf Bohumír;PB;PB;0;1
770;Feil Miroslav;PB;PB;0;1
771;Myslivec Jindøich;PB;PB;0;1
772;Zejda Antonín;PB;PB;0;1
773;Koíšková Libuše;PB;PB;0;1
774;Neubauer Vlastimil;PB;PB;0;1
775;Herot Pavel;PB;PB;0;1
776;Pytlík Josef;PB;PB;0;1
777;Nováèek Vítìzslav;PB;PaS;0;0
778;Štìpánek Ladislav;PB;PB;0;1
779;Rejthar Milan;PB;PB;0;1
780;Vencl František;PB;PB;0;1
781;Friedl Josef;PB;PB;0;1
782;Èerná Hana;PB;PB;0;1
783;Švidrnoch Petr;PB;PB;0;1
784;Robenek Jiøí;PB;PB;0;1
785;Polách Josef;PB;PaS;0;0
786;Vénosová Soòa;PB;PB;0;1
787;Bedáòová Olga;PB;PaS;0;0
788;Krèek Stanislav;PB;PB;0;1
789;Šimek Miloslav;PB;PB;0;1
790;Tichı Lubomír;PB;PB;0;1
791;Pavlík Miroslav;PB;PB;0;1
792;Michnı Karel;PB;PaS;0;0
793;Giblová Anna;PB;PB;0;1
794;Gibl Alois;PB;PB;0;1
795;Havel Josef;PB;PaS;0;0
796;Stanìk Jaroslav;SZ;SZ;0;1
797;Bräuner Tomáš;SZ;SZ;0;1
798;Jeek Jakub;SZ;SZ;0;1
799;Èejka Jiøí;SZ;ÈSSD;0;0
800;Petøíèek Václav;SZ;SZ;0;1
801;Gruzovskı Robert;SZ;SZ;0;1
802;Bednáø Bohumil;SZ;SZ;0;1
803;Adam Tomáš;SZ;SZ;0;1
804;Neuil Jaroslav;SZ;SZ;0;1
805;Lev Libor;SZ;SZ;0;1
806;Novák Karel;SZ;SZ;0;1
807;Šupina Vladimír;SZ;SZ;0;1
808;lebek Pavel;SZ;SZ;0;1
809;Gebouskı Milan;SZ;SZ;0;1
810;Hanzík Petr;SZ;SZ;0;1
811;Roth Jiøí;SZ;SZ;0;1
812;Bílek Pavel;SZ;SZ;0;1
813;Oslej Dušan;SZ;SZ;0;1
814;Kolaøík Josef;SZ;SZ;0;1
815;Ledvinka František;SZ;SZ;0;1
816;Smrèek Josef;SZ;SZ;0;1
817;Høibová Lenka;SZ;SZ;0;1
818;Hieke Jiøí;SZ;SZ;0;1
819;Kulich Jiøí;SZ;SZ;0;1
820;Briš Petr;SZ;SZ;0;1
821;Øíha Tomáš;SZ;SZ;0;1
822;Prchal Vít;SZ;SZ;0;1
823;Holcnerová Hana;SZ;SZ;0;1
824;Hronová Marie;SZ;SZ;0;1
825;Prát František;SZ;SZ;0;1
826;Fuèíková Ludmila;SZ;SZ;0;1
827;áèek Jiøí;SZ;SZ;0;1
828;Slavingerová Alena;SZ;SZ;0;1
829;Vlašín Mojmír;SZ;SZ;0;1
830;Liška Ondøej;SZ;SZ;0;1
831;Drápalová Jana;SZ;SZ;0;1
832;Dohnálková Zdeòka;SZ;SZ;0;1
833;Sovová Eliška;SZ;SZ;0;1
834;Andrš Pavel;SZ;SZ;0;1
835;Janík Miroslav;SZ;SZ;0;1
836;Hasáková Alena;SZ;NEZ;0;0
837;Balandová Hedvika;SZ;SZ;0;1
838;Bartschová Romana;SZ;SZ;0;1
839;Pospíchalová Šárka;SZ;SZ;0;1
840;Oppitzová Anna;SDS;KSÈM;0;0
841;Semerád Norbert;NDS;NS;0;0
842;Ploc Pavel;ÈSSD;ÈSSD;0;1
843;Martínek Radko;ÈSSD;ÈSSD;1;1
844;Cejnar Karel;ODA;US-DEU;0;0
845;Dvoøák Josef;ODA;SNK ED;0;0
846;Berka Jiøí;ODA;SNK ED;0;0
847;Neyedlı Jiøí;ODA;LiRA;0;0
848;Klapka Tomáš;H.A.;H.S.;0;0
849;Kopeckı Petr;RMS;ODS;0;0
850;Fridrich Zdenìk;RMS;NS;0;0
851;Hercík Otta;CZ;NEZ/DEM;0;0
852;Bican Jan;CZ;NEZ/DEM;0;0
853;Tlustı Jiøí;ÈSNS;NEZ/DEM;0;0
854;Pokorná Hana;ÈSNS;SNK ED;0;0
855;Štìpánek Josef;REP;PB;0;0
856;Èerná Marie;SNK;SNK ED;0;0
857;Bulušek Josef;SNK;SNK ED;0;0
858;Kabát Libor;SNK;SNK ED;0;0
859;Strmiska Jan;SNK;SNK ED;0;0
860;Maèáková Jana;SNK;SNK ED;0;0
861;Reisiegel Daniel;ODS;ODS;0;1
862;Dundáèková Eva;ODS;ODS;1;1
863;Záleskı Vladimír;ODS;ODS;0;1
864;Kafka David;ODS;ODS;0;1
865;Pleva Petr;ODS;ODS;1;1
866;Horák Dalibor;ODS;ODS;0;1
867;Štich Zdenìk;ODS;ODS;0;1
868;Otradovskı Jiøí;KSÈM;KSÈM;0;1
869;Bartoš František;KSÈM;KDU-ÈSL;0;0
870;Krèmárik Karel;KSÈM;KSÈM;0;1
871;Berka Petr;MoDS;M;0;0
872;Kostková Jitka;MoDS;M;0;0
873;Danyi Jozef;MoDS;M;0;0
874;Houdek Jiøí;Koalice;KDU-ÈSL;0;0
875;Hovorka Ludvík;Koalice;KDU-ÈSL;1;0
876;Kudlík Jaromír;Koalice;US-DEU;0;0
877;Hluchník Vilém;Koalice;KDU-ÈSL;0;0
878;Dostálová Danuše;SJ;NEZ/DEM;0;0
879;Neubert Miroslav;SJ;NEZ/DEM;0;0
880;Jelínek Josef;SJ;PB;0;0
881;Zboøil Antonín;SJ;M;0;0
882;Grünwald Aleš;SJ;NEZ/DEM;0;0
884;Vıbornı Josef;PB;PB;0;1
885;Sailer Milan;SZ;PaS;0;0
886;Ferencová Marieta;SZ;SZ;0;1
