;again;party1;party2;mp;loyal
491;Èíla Ivan;Suveren.;Suveren.;0;1
492;Jakubùv Michaela;Suveren.;HLVZHÙRU;0;0
493;Vávra Vítìzslav;Suveren.;Suveren.;0;1
494;Nìmec Vladimír;Suveren.;Suveren.;0;1
495;Chovancová Marta;Suveren.;Suveren.;0;1
496;Málek Roman;Suveren.;Suveren.;0;1
497;Semeckı Marcel;Suveren.;Suveren.;0;1
498;Vojtíšková Andrea;Suveren.;Suveren.;0;1
499;Volfová Jana;Suveren.;HLVZHÙRU;0;0
500;Hannig Petr;Suveren.;Suveren.;0;1
501;Somberg Jiøí;Suveren.;Suveren.;0;1
502;Pomma Václav;Suveren.;Suveren.;0;1
503;Pivoòka Václav;Suveren.;Suveren.;0;1
504;Barešová Miroslava;Suveren.;Suveren.;0;1
505;Jandová Lenka;Suveren.;Suveren.;0;1
506;Paukejová Marie;Suveren.;HLVZHÙRU;0;0
507;Paldinus ¼uboš;Suveren.;HLVZHÙRU;0;0
508;Dolívková Jitka;Suveren.;Suveren.;0;1
509;Kleèková Libuše;Suveren.;Suveren.;0;1
510;Kocman Petr;Suveren.;Suveren.;0;1
511;Podskalská Zdeòka;Suveren.;Suveren.;0;1
512;Èarnogurskı Jaroslav;Suveren.;Suveren.;0;1
513;Opplová Alena;Suveren.;Suveren.;0;1
514;Horová Jitka;Suveren.;Suveren.;0;1
515;Hradecká Ilona;Suveren.;Suveren.;0;1
516;Ambrozková Jaroslava;Suveren.;HLVZHÙRU;0;0
517;Štrasser Miroslav;Suveren.;Suveren.;0;1
518;Fišer Petr;Suveren.;Suveren.;0;1
519;Vozka Vlastimil;Suveren.;ANO 2011;0;0
520;Beširevièová Eva;Suveren.;HLVZHÙRU;0;0
521;Burianová Dagmar;Suveren.;Suveren.;0;1
522;Hegrová Kvìta;Suveren.;Suveren.;0;1
523;Langhammer Lubomír;Suveren.;Suveren.;0;1
524;Voda Miroslav;Suveren.;Suveren.;0;1
525;Kuelka Miloš;Suveren.;Suveren.;0;1
526;Hodovalová Renata;Suveren.;Suveren.;0;1
527;Pajkrt Stanislav;Suveren.;Suveren.;0;1
528;Neveèeøalová Vìra;Suveren.;Suveren.;0;1
529;Sokolová Zuzana;Suveren.;HLVZHÙRU;0;0
530;Slavík Jiøí;Suveren.;Suveren.;0;1
531;Štolba Jaromír;Suveren.;Suveren.;0;1
532;Sedláèková Alena;Suveren.;Suveren.;0;1
533;Lux Luboš;Suveren.;Suveren.;0;1
534;Pecka Josef;Suveren.;Suveren.;0;1
535;Obhlídal Zdenìk;Suveren.;Suveren.;0;1
536;Kruík Vladimír;Suveren.;Suveren.;0;1
537;Tejkalová Jaroslava;Suveren.;Suveren.;0;1
538;Matouš Libor;Suveren.;HLVZHÙRU;0;0
539;Pravdová Alena;Suveren.;Suveren.;0;1
540;Ondrová Lucie;Suveren.;HLVZHÙRU;0;0
541;Buèková Jana;Suveren.;HLVZHÙRU;0;0
542;Èehovská Eva;Suveren.;HLVZHÙRU;0;0
543;Šmotková Alena;Suveren.;Suveren.;0;1
544;Šimanskı Robert;Suveren.;Suveren.;0;1
545;Boøuta Rostislav;Suveren.;HLVZHÙRU;0;0
546;Rıznar Vladislav;Suveren.;HLVZHÙRU;0;0
547;Pavlíèek Zdenìk;Suveren.;HLVZHÙRU;0;0
548;Koruna Pavel;Suveren.;HLVZHÙRU;0;0
549;Fanèoviè Petr;Suveren.;HLVZHÙRU;0;0
550;Machura Lukáš;Suveren.;HLVZHÙRU;0;0
551;Bílská Jitka;Suveren.;Suveren.;0;1
552;Swaczyna Tomáš;Suveren.;HLVZHÙRU;0;0
553;Šimèík Pavel;Suveren.;Suveren.;0;1
554;Ziman Tomáš;Suveren.;Svobodní;0;0
555;Bednáø Jan;HS;Zmìna;0;0
556;Heøtusová Simona;HS;Zmìna;0;0
557;Burian Jan;HS;Zmìna;0;0
558;Bystøická Dagmar;HS;Zmìna;0;0
559;Hrušínskı Martin;HS;Zmìna;0;0
560;Profant Ondøej;ÈPS;Piráti;0;0
561;Michálek Jakub;ÈPS;Piráti;0;0
562;Podhajskı Jan;ÈPS;Piráti;0;0
563;Polák Michael;ÈPS;Piráti;0;0
564;Vašíèek Ivo;ÈPS;Piráti;0;0
565;Ïurèo Tomáš;ÈPS;Piráti;0;0
566;Rezek Jiøí;ÈPS;Piráti;0;0
567;Potùèek Martin;ÈPS;Piráti;0;0
568;Šoukal Adam;ÈPS;Piráti;0;0
569;Pech Zdenìk;ÈPS;Piráti;0;0
570;Tøešòák Petr;ÈPS;Piráti;0;0
571;Tøešòák Zdenìk;ÈPS;Piráti;0;0
572;Štìpánek Zdenìk;ÈPS;Piráti;0;0
573;Bartoš Ivan;ÈPS;Piráti;0;0
574;Mikoláš Ivan;ÈPS;Piráti;0;0
575;Vyhnal Petr;ÈPS;Piráti;0;0
576;Klápštì Pavel;ÈPS;Piráti;0;0
577;Rada Jaroslav;ÈPS;Piráti;0;0
578;Horkı Kamil;ÈPS;Svobodní;0;0
579;Brejša Zdenìk;ÈPS;Piráti;0;0
580;Krška Filip;ÈPS;Piráti;0;0
581;Kadeøávek Jiøí;ÈPS;Piráti;0;0
582;Doleal Patrik;ÈPS;Piráti;0;0
583;Novı Lukáš;ÈPS;Piráti;0;0
584;Kapounek Petr;ÈPS;Piráti;0;0
585;Krystın Zbynìk;ÈPS;Piráti;0;0
586;Holman Pavel;ÈPS;Piráti;0;0
587;Madìra Ludìk;ÈPS;Piráti;0;0
588;Demel Jiøí;ÈPS;Piráti;0;0
589;Kopeènı Petr;ÈPS;Piráti;0;0
590;Èernohorskı Lukáš;ÈPS;Piráti;0;0
591;Vandas Tomáš;DSSS;DSSS;0;1
592;Petøivalskı Jiøí;DSSS;DSSS;0;1
593;Budz Ladislav;DSSS;DSSS;0;1
594;Køivánek Karel;DSSS;DSSS;0;1
595;Šmucr Rudolf;DSSS;DSSS;0;1
596;Štanglová Monika;DSSS;DSSS;0;1
597;Hoøejš Luboš;DSSS;DSSS;0;1
598;Dvoøák Robert;DSSS;DSSS;0;1
599;Mrúz Jaroslav;DSSS;DSSS;0;1
600;Vaòata Jindøich;DSSS;DSSS;0;1
601;Šafránek Jindøich;DSSS;DSSS;0;1
602;Štìpánek Jiøí;DSSS;DSSS;0;1
603;Chmelík Pavel;DSSS;DSSS;0;1
604;Hùlka Jiøí;DSSS;DSSS;0;1
605;Moravec Jiøí;DSSS;DSSS;0;1
606;Koèí Antonín;DSSS;DSSS;0;1
607;Péèi Lubomír;DSSS;DSSS;0;1
608;Novotná Soòa;DSSS;DSSS;0;1
609;Sládek David;DSSS;DSSS;0;1
610;Pecina Rudolf;DSSS;DSSS;0;1
611;Slavík David;DSSS;DSSS;0;1
612;Støeštík Roman;DSSS;DSSS;0;1
613;Sedliská Mária;DSSS;DSSS;0;1
614;Jirásková Iveta;DSSS;DSSS;0;1
615;Borna Petr;DSSS;DSSS;0;1
616;Lamprecht Erik;DSSS;DSSS;0;1
617;Pikola Rudolf;DSSS;DSSS;0;1
618;Gottlieb Zdenìk;DSSS;DSSS;0;1
619;Salajka Milan;DSSS;DSSS;0;1
620;Šrámek Miloš;DSSS;DSSS;0;1
621;Jeøábek Vilibald;DSSS;DSSS;0;1
622;Dostál Jan;DSSS;DSSS;0;1
623;Lorenc Libor;DSSS;DSSS;0;1
624;Novák Michal;DSSS;DSSS;0;1
625;Besta Lukáš;DSSS;DSSS;0;1
626;Machová Iveta;DSSS;DSSS;0;1
627;Pekárková Lucie;DSSS;DSSS;0;1
628;Poledno Jiøí;DSSS;DSSS;0;1
629;Dopirák Petr;DSSS;DSSS;0;1
630;Fronèek Vilém;DSSS;DSSS;0;1
631;Snášel Zdenìk;DSSS;DSSS;0;1
632;Mach Petr;Svobodní;Svobodní;0;1
633;Kubíèek Jiøí;Svobodní;Svobodní;0;1
634;Smetka Radim;Svobodní;Svobodní;0;1
635;Hejdová Alice;Svobodní;Svobodní;0;1
636;Kindler Kryštof;Svobodní;HLVZHÙRU;0;0
637;Zvára Karel;Svobodní;Svobodní;0;1
638;Kefurt Robert;Svobodní;Svobodní;0;1
639;Effenberger Jan;Svobodní;Svobodní;0;1
640;Vlach Erik;Svobodní;Svobodní;0;1
641;Strachota Jiøí;Svobodní;Svobodní;0;1
642;Zavadil Petr;Svobodní;Svobodní;0;1
643;Kubelka František;Svobodní;Svobodní;0;1
644;Valeš Petr;Svobodní;HLVZHÙRU;0;0
645;Vlk Karel;Svobodní;Svobodní;0;1
646;Skoøepa Jaroslav;Svobodní;Svobodní;0;1
647;Pavlis Tomáš;Svobodní;Svobodní;0;1
648;Havelka Karel;Svobodní;Svobodní;0;1
649;Trojan Václav;Svobodní;Svobodní;0;1
650;Steinhauserová Irena;Svobodní;Svobodní;0;1
651;Øimnáè Petr;Svobodní;Svobodní;0;1
652;Ambro Michal;Svobodní;Svobodní;0;1
653;Machálek Ivo;Svobodní;Svobodní;0;1
654;Waisová Jaroslava;Svobodní;Svobodní;0;1
655;Hrazdil Igor;Svobodní;Svobodní;0;1
656;Ábelovskı Adam;Svobodní;Svobodní;0;1
657;Èervenka Miroslav;Svobodní;Svobodní;0;1
658;Pilc Jindøich;Svobodní;Svobodní;0;1
659;Ottová Helena;Svobodní;Svobodní;0;1
660;Láska Jan;Svobodní;Svobodní;0;1
661;Šebelík Jan;Svobodní;Svobodní;0;1
662;Netík Petr;Svobodní;Svobodní;0;1
663;Špulák František;Svobodní;HLVZHÙRU;0;0
664;Lichtenberg Petr;Svobodní;Svobodní;0;1
665;Lebduška Josef;Svobodní;Svobodní;0;1
666;Salaquarda Marek;Svobodní;Svobodní;0;1
667;Teplı Jiøí;Svobodní;Svobodní;0;1
668;Pøech Vladimír;Svobodní;Svobodní;0;1
669;Krajsa Pavel;Svobodní;Svobodní;0;1
670;Werner Jan;Svobodní;Svobodní;0;1
671;Fraitová Jana;Svobodní;Svobodní;0;1
672;Janeèek Jiøí;ODS;HLVZHÙRU;0;0
673;Benda Marek;ODS;ODS;1;1
674;Kohoutová Lenka;ODS;ODS;1;1
675;Kos Vojtìch;ODS;ODS;0;1
676;Blaek František;ODS;ODS;0;1
677;Bendl Petr;ODS;ODS;1;1
678;Jeník Miroslav;ODS;HLVZHÙRU;1;0
679;Bohatec Pavel;ODS;ODS;1;1
680;Bernášek Miroslav;ODS;ODS;1;1
681;Beznoska Adolf;ODS;ODS;0;1
682;Bauer Jan;ODS;ODS;1;1
683;Dìdiè František;ODS;ODS;1;1
684;Poduška Jan;ODS;ODS;0;1
685;Mottl Petr;ODS;ODS;0;1
686;Mráz Jaroslav;ODS;ODS;0;1
687;Wolf Pavel;ODS;ODS;0;1
688;Patera Miloš;ODS;HLVZHÙRU;0;0
689;Linda Tomáš;ODS;ODS;0;1
690;Bureš Jan;ODS;ODS;1;1
691;Orálek Luboš;ODS;Svobodní;0;0
692;Nìmeèek Vít;ODS;ODS;1;1
693;Šlechta Vít;ODS;ODS;0;1
694;Hozdeckı Aleš;ODS;ODS;0;1
695;Sadílek Petr;ODS;ODS;0;1
696;Bém Jan;ODS;ODS;0;1
697;Franková Marcela;ODS;ODS;0;1
698;Jirout Radim;ODS;ODS;1;1
699;Martinù Jaroslav;ODS;ODS;1;1
700;Nìmcová Miroslava;ODS;ODS;1;1
701;Šmíd Milan;ODS;ODS;0;1
702;Necid Radovan;ODS;ODS;0;1
703;Nevrkla Pavel;ODS;ODS;0;1
704;Dufek Tomáš;ODS;ODS;0;1
705;Uher Ivo;ODS;HLVZHÙRU;0;0
706;Mokøíš Jan;ODS;ODS;0;1
707;Janovskı Zdenìk;ODS;ODS;0;1
708;Krpálková Eva;ODS;ODS;0;1
709;Mencl Václav;ODS;ODS;1;1
710;Filipi Dana;ODS;ODS;1;1
711;Šik Even;ODS;ODS;0;1
712;Šimeèek Petr;ODS;ODS;0;1
713;Charvát Ivan;ODS;ODS;0;1
714;Šimeèková Jana;ODS;ODS;0;1
715;molík Lubomír;ODS;ODS;0;1
716;Rudolfová Pavla;ODS;ODS;0;1
717;ulpík Josef;ODS;ODS;0;1
718;Bouchal Leon;ODS;ODS;0;1
719;Úlehla Tomáš;ODS;HLVZHÙRU;1;0
720;Hebnarová Daniela;ODS;ODS;0;1
721;Blinková Markéta;ODS;ODS;0;1
722;Knapková Vìra;ODS;ODS;0;1
723;Sklenská Jiøina;ODS;ODS;0;1
724;Stanjura Zbynìk;ODS;ODS;1;1
725;Nowak Libor;ODS;ODS;0;1
726;Smr Milan;KH;Zmìna;0;0
727;Toièka Tomáš;KH;Zmìna;0;0
728;Seifertová Barbora;KH;Zmìna;0;0
729;Rösslerová Regina;KH;Zmìna;0;0
730;Pilnı Ivan;Obèané;ANO 2011;0;0
731;Domlátil Jiøí;Obèané;KAN;0;0
732;Kotek Jiøí;Obèané;KDU-ÈSL;0;0
733;Šolková Aneka;Obèané;LEV 21;0;0
734;Iliè Jan;Obèané;Zmìna;0;0
735;Jakubec Vladimír;Obèané;ANO 2011;0;0
736;Huml Stanislav;VV;ÈSSD;1;0
737;Øezáè Jiøí;VV;Úsvit;0;0
738;Paggio Viktor;VV;SsÈR;1;0
739;Malec Martin;VV;SsÈR;0;0
740;Mraèek Lumír;VV;SsÈR;0;0
741;Hlávka Pavel;VV;Zmìna;0;0
742;Kádner David;VV;Úsvit;1;0
743;Šulc Milan;VV;SsÈR;0;0
744;Dostrašilová Vìra;VV;SsÈR;0;0
745;Štìtina Jiøí;VV;Úsvit;1;0
746;Petráò Miroslav;VV;SsÈR;1;0
747;Stalmach Ladislav;VV;SZ;0;0
748;Navrátilová Dagmar;VV;SsÈR;1;0
749;Šlechta Richard;VV;Zmìna;0;0
750;Mikl Jiøí;VV;SsÈR;0;0
751;Rusnok Jiøí;VV;SsÈR;1;0
752;Havlová Olga;VV;Úsvit;0;0
753;Mrzílek Jan;KONS;KÈ;0;0
754;Podrackı Vlastimil;KONS;SsÈR;0;0
755;Szkandera Vladislav;KONS;KDU-ÈSL;0;0
756;Gamrot Adam;KONS;SsÈR;0;0
757;Hoffman František;KSÈM;KSÈM;0;1
758;Ledl Lubomír;KSÈM;KSÈM;0;1
759;Gottwald Josef;KSÈM;KSÈM;0;1
760;Šulda Ludvík;KSÈM;KSÈM;0;1
761;Ambro Pavel;KSÈM;KSÈM;0;1
762;Hrùza Ivan;KSÈM;KSÈM;0;1
763;Hronová Alena;KSÈM;KSÈM;0;1
764;Grospiè Stanislav;KSÈM;KSÈM;1;1
765;Milata Zdenìk;KSÈM;KSÈM;0;1
766;Krajèa Milan;KSÈM;KSÈM;0;1
767;Cinka Ivan;KSÈM;KSÈM;0;1
768;Baborová Vítìzslava;KSÈM;KSÈM;0;1
769;Kozáková Jana;KSÈM;KSÈM;0;1
770;Køenek Vìstislav;KSÈM;KSÈM;0;1
771;Váchalová Hana;KSÈM;KSÈM;0;1
772;Vávrová Michaela;KSÈM;KSÈM;0;1
773;Šefl Josef;KSÈM;KSÈM;0;1
774;Jurèák František;KSÈM;KSÈM;0;1
775;Tancibudek Jan;KSÈM;KSÈM;0;1
776;Jakubík Václav;KSÈM;KSÈM;0;1
777;Borka Jaroslav;KSÈM;KSÈM;0;1
778;Beneš Václav;KSÈM;KSÈM;0;1
779;Dycka Václav;KSÈM;KSÈM;0;1
780;Grochalová Soòa;KSÈM;KSÈM;0;1
781;Mádlová Alena;KSÈM;KSÈM;0;1
782;Nedvìdová Marie;KSÈM;KSÈM;1;1
783;Pešek František;KSÈM;KSÈM;0;1
784;Panc Oldøich;KSÈM;KSÈM;0;1
785;Štìpán Lubomír;KSÈM;KSÈM;0;1
786;Šimša Petr;KSÈM;KSÈM;0;1
787;Šormová Táòa;KSÈM;KSÈM;0;1
788;Snopek Václav;KSÈM;KSÈM;0;1
789;Dudla Martin;KSÈM;ANO 2011;0;0
790;Dosoudil Vladimír;KSÈM;KSÈM;0;1
791;Kováèik Pavel;KSÈM;KSÈM;1;1
792;Herzán Martin;KSÈM;SPOZ;0;0
793;Plodík Milan;KSÈM;KSÈM;0;1
794;Semorád Zdenìk;KSÈM;KSÈM;0;1
795;Vejvoda Kamil;KSÈM;KSÈM;0;1
796;Nigoš Štefan;KSÈM;KSÈM;0;1
797;Adam Vojtìch;KSÈM;KSÈM;1;1
798;Florus Martin;KSÈM;KSÈM;0;1
799;Køivánková Vìra;KSÈM;KSÈM;0;1
800;Opršal Jaroslav;KSÈM;KSÈM;0;1
801;Urbánek Vladimír;KSÈM;KSÈM;0;1
802;Místeckı Vladimír;KSÈM;KSÈM;0;1
803;Bazalková Dáša;KSÈM;KSÈM;0;1
804;Maøák Ivan;KSÈM;KSÈM;0;1
805;Varga Jiøí;KSÈM;KSÈM;0;1
806;Opálka Miroslav;KSÈM;KSÈM;1;1
807;Valášková Dagmar;KSÈM;KSÈM;0;1
808;Baègoò Pavel;KSÈM;KSÈM;0;1
809;Gallik Tomaš;KSÈM;KSÈM;0;1
810;Benèok Michal;KÈ;KÈ;0;1
811;Ryšavı Otakar;KÈ;KÈ;0;1
812;Lieberzeit Michal;KÈ;KÈ;0;1
813;Šrámek Ferdinand;KÈ;KÈ;0;1
814;Koneènı Jaroslav;KÈ;KÈ;0;1
815;Nohel Petr;KÈ;KÈ;0;1
816;Rakouš Stanislav;KÈ;KÈ;0;1
817;Drnovec Vít;KÈ;KÈ;0;1
818;Brachtel Oto;KÈ;KÈ;0;1
819;Krèmáø Ludìk;KÈ;KÈ;0;1
820;Švehla Libor;KÈ;KÈ;0;1
821;Wolf Miloš;KÈ;KÈ;0;1
822;Vrabcová Aneka;KÈ;KÈ;0;1
823;Pøikryl Dalibor;KÈ;KÈ;0;1
824;Holzer Miloš;KÈ;KÈ;0;1
825;Obr Václav;KÈ;KÈ;0;1
826;Èech Patrik;KÈ;KÈ;0;1
827;Vazaè Jiøí;ÈSNS;LEV 21;0;0
828;Pecina Martin;ÈSSD;SPOZ;1;0
829;Nováková Hana;ÈSSD;ÈSSD;0;1
830;Paclík Leoš;ÈSSD;ÈSSD;0;1
831;Urban Milan;ÈSSD;ÈSSD;1;1
832;Dolejš Richard;ÈSSD;ÈSSD;1;1
833;Èíková Taána;ÈSSD;ÈSSD;0;1
834;Schenk Pavel;ÈSSD;ÈSSD;0;1
835;Jandák Vítìzslav;ÈSSD;ÈSSD;1;1
836;Bohdalová Vlasta;ÈSSD;ÈSSD;1;1
837;Vejskrab Rudolf;ÈSSD;ÈSSD;0;1
838;Votava Václav;ÈSSD;ÈSSD;1;1
839;Øezníèková Zdeòka;ÈSSD;ÈSSD;0;1
840;Šobr Jaroslav;ÈSSD;ÈSSD;0;1
841;Svoboda Tomáš;ÈSSD;ÈSSD;0;1
842;Hozmanová Hana;ÈSSD;ÈSSD;0;1
843;Mleziva Václav;ÈSSD;ÈSSD;0;1
844;Šlégr Jiøí;ÈSSD;LEV 21;1;0
845;Krákora Jaroslav;ÈSSD;ÈSSD;1;1
846;Foldyna Jaroslav;ÈSSD;ÈSSD;1;1
847;Vinickı Ivan;ÈSSD;SPOZ;0;0
848;Beèváø Jiøí;ÈSSD;LEV 21;0;0
849;Ploc Pavel;ÈSSD;ÈSSD;1;1
850;Rosenbergová Martina;ÈSSD;ÈSSD;0;1
851;Moravcová Sylva;ÈSSD;ÈSSD;0;1
852;Šklíba Karel;ÈSSD;ÈSSD;0;1
853;Neubauer Václav;ÈSSD;ÈSSD;1;1
854;Soušek Miloslav;ÈSSD;SPOZ;0;0
855;Zgarba Petr;ÈSSD;ÈSSD;1;1
856;Draèka Emil;ÈSSD;SPOZ;0;0
857;Krbec Miloš;ÈSSD;ÈSSD;0;1
858;Kovanda Bohumil;ÈSSD;ÈSSD;0;1
859;Èernı Vladimír;ÈSSD;ÈSSD;0;1
860;Vidláková Alena;ÈSSD;ÈSSD;0;1
861;Antonín Pavel;ÈSSD;ÈSSD;1;1
862;Sobotka Bohuslav;ÈSSD;ÈSSD;1;1
863;Tejc Jeronım;ÈSSD;ÈSSD;1;1
864;Skopal Ladislav;ÈSSD;ÈSSD;1;1
865;Sklenák Roman;ÈSSD;ÈSSD;1;1
866;Petrù Jiøí;ÈSSD;ÈSSD;1;1
867;Ziegler Jiøí;ÈSSD;ÈSSD;0;1
868;Maršová Jindøiška;ÈSSD;ÈSSD;0;1
869;Krosesková Vlasta;ÈSSD;ÈSSD;0;1
870;Krákorová Pajùrková Šárka;ÈSSD;ÈSSD;0;1
871;Axman Stanislav;ÈSSD;ÈSSD;0;1
872;Mimra Petr;ÈSSD;ÈSSD;0;1
873;Koøenek Petr;ÈSSD;ÈSSD;0;1
874;Zaorálek Lubomír;ÈSSD;ÈSSD;1;1
875;Michalík Alfréd;ÈSSD;ÈSSD;1;1
876;Kluèka Václav;ÈSSD;ÈSSD;1;1
877;Rykala Adam;ÈSSD;ÈSSD;1;1
878;Šincl Ladislav;ÈSSD;ÈSSD;1;1
879;Dvoøák Jaroslav;ÈSSD;ÈSSD;0;1
880;Krušinová Alena;ÈSSD;ÈSSD;0;1
881;Brunclík Michal;ÈSSD;ÈSSD;0;1
882;Urban Jan;ÈSSD;ÈSSD;0;1
883;Pešek Jan Adam;SPR-RSÈ;HLVZHÙRU;0;0
884;Novotnı Jiøí;M;KDU-ÈSL;0;0
885;Bílı Jiøí;M;Úsvit;0;0
886;Rùièka Antonín;M;Úsvit;0;0
887;Jaroš Ladislav;SPOZ;SPOZ;0;1
888;Pohanka František;SPOZ;SPOZ;0;1
889;Bezemek Bohumil;SPOZ;SPOZ;0;1
890;Goetz Jindøich;SPOZ;SPOZ;0;1
891;Pohanková Kateøina;SPOZ;SPOZ;0;1
892;Chalupník Slavomil;SPOZ;SPOZ;0;1
893;Masopust Karel;SPOZ;SPOZ;0;1
894;Kvasnièka Josef;SPOZ;SPOZ;0;1
895;Stránská Kateøina;SPOZ;SPOZ;0;1
896;Èernı Jiøí;SPOZ;KDU-ÈSL;0;0
897;Matìcha Miroslav;SPOZ;SPOZ;0;1
898;Šebek Vladimír;SPOZ;SPOZ;0;1
899;Vondrová Martina;SPOZ;SPOZ;0;1
900;Schling Jaromír;SPOZ;SPOZ;0;1
901;Technik Petr;SPOZ;SPOZ;0;1
902;Hanus František;SPOZ;SPOZ;0;1
903;Pilková Mária;SPOZ;SPOZ;0;1
904;Keremidskı Marian;SPOZ;SPOZ;0;1
905;Nìmec Richard;SPOZ;SPOZ;0;1
906;Kocka Ivan;SPOZ;SPOZ;0;1
907;Nedbálek Karel;SPOZ;HLVZHÙRU;0;0
908;Pokornı Pavel;SPOZ;Zmìna;0;0
909;Frankenbergerová Helena;TOP 09;TOP 09;0;1
910;Langšádlová Helena;TOP 09;TOP 09;1;1
911;Švácha Jan;TOP 09;TOP 09;0;1
912;Digrin Petr;TOP 09;TOP 09;0;1
913;Brodan Patrik;TOP 09;TOP 09;0;1
914;Troup Zdenìk;TOP 09;TOP 09;0;1
915;Lobkowicz Jaroslav;TOP 09;TOP 09;1;1
916;Tesaø Tomáš;TOP 09;TOP 09;0;1
917;Brabec Tomáš;TOP 09;TOP 09;0;1
918;Horáèek Václav;TOP 09;TOP 09;1;1
919;Korselt Robert;TOP 09;TOP 09;0;1
920;Farskı Jan;TOP 09;TOP 09;1;1
921;Cogan Josef;TOP 09;TOP 09;1;1
922;Sazeèek Miroslav;TOP 09;TOP 09;0;1
923;Skalickı Jiøí;TOP 09;TOP 09;1;1
924;Hájek Jiøí;TOP 09;TOP 09;0;1
925;Havlíèek Petr;TOP 09;ANO 2011;0;0
926;Arnotová Lenka;TOP 09;TOP 09;0;1
927;Jirman Miloš;TOP 09;TOP 09;0;1
928;Putnová Anna;TOP 09;TOP 09;1;1
929;Kotík Ladislav;TOP 09;TOP 09;0;1
930;Ronovskı Miroslav;TOP 09;TOP 09;0;1
931;Jansa Vlastimil;TOP 09;TOP 09;0;1
932;Šarapatka Boøivoj;TOP 09;TOP 09;1;1
933;Nìmeèková Jana;TOP 09;TOP 09;0;1
934;Hannig Leoš;TOP 09;TOP 09;0;1
935;Rubeš Miloš;TOP 09;TOP 09;0;1
936;Gazdík Petr;TOP 09;TOP 09;1;1
937;Maniš Dalibor;TOP 09;SPOZ;0;0
938;Zicha Josef;TOP 09;TOP 09;0;1
939;Lukša Pavol;TOP 09;TOP 09;1;1
940;Witoszová Renáta;TOP 09;TOP 09;1;1
941;Vavroš Lubomír;TOP 09;TOP 09;0;1
942;Baèa Slavomír;TOP 09;TOP 09;0;1
943;Marek Michal Vladimír;TOP 09;TOP 09;0;1
944;Wolf Jan;KDU-ÈSL;KDU-ÈSL;0;1
945;Kajpr Daniel;KDU-ÈSL;KDU-ÈSL;0;1
946;Bartùšek Jan;KDU-ÈSL;KDU-ÈSL;0;1
947;Jourová Vìra;KDU-ÈSL;ANO 2011;0;0
948;Rovenskı Miroslav;KDU-ÈSL;KDU-ÈSL;0;1
949;Èábelková Miloslava;KDU-ÈSL;KDU-ÈSL;0;1
950;Talíø Jaromír;KDU-ÈSL;KDU-ÈSL;0;1
951;Zasadil Jan;KDU-ÈSL;KDU-ÈSL;0;1
952;Korchová Veronika;KDU-ÈSL;KDU-ÈSL;0;1
953;Houdek Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
954;Talíø Pavel;KDU-ÈSL;KDU-ÈSL;0;1
955;Jukl Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
956;Náhlík Petr;KDU-ÈSL;KDU-ÈSL;0;1
957;Janouškovec Pavel;KDU-ÈSL;KDU-ÈSL;0;1
958;Voldøich Rudolf;KDU-ÈSL;KDU-ÈSL;0;1
959;Drahorádová Vìra;KDU-ÈSL;KDU-ÈSL;0;1
960;Poledníèek Marek;KDU-ÈSL;KDU-ÈSL;0;1
961;Haláková O¾ga;KDU-ÈSL;KDU-ÈSL;0;1
962;Køíová Jana;KDU-ÈSL;KDU-ÈSL;0;1
963;Tekelíková Karolína;KDU-ÈSL;KDU-ÈSL;0;1
964;Pospíšil Vratislav;KDU-ÈSL;KDU-ÈSL;0;1
965;Antošová Alenka;KDU-ÈSL;KDU-ÈSL;0;1
966;Chrásková Jana;KDU-ÈSL;KDU-ÈSL;0;1
967;Steiner Leo;KDU-ÈSL;KDU-ÈSL;0;1
968;Válek Vojtìch;KDU-ÈSL;KDU-ÈSL;0;1
969;Nosek Václav;KDU-ÈSL;KDU-ÈSL;0;1
970;Zahrádka Vilém;KDU-ÈSL;KDU-ÈSL;0;1
971;Jeek Josef;KDU-ÈSL;KDU-ÈSL;0;1
972;Veselka Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
973;Derner Vladimír;KDU-ÈSL;KDU-ÈSL;0;1
974;Novotnı Antonín;KDU-ÈSL;KDU-ÈSL;0;1
975;Šotola Pavel;KDU-ÈSL;KDU-ÈSL;0;1
976;Kašpar Radomil;KDU-ÈSL;KDU-ÈSL;0;1
977;Weisbauer František;KDU-ÈSL;KDU-ÈSL;0;1
978;Kumstıøová Zdenka;KDU-ÈSL;KDU-ÈSL;0;1
979;Pátek Radek;KDU-ÈSL;KDU-ÈSL;0;1
980;Vaòková Magda;KDU-ÈSL;KDU-ÈSL;0;1
981;Jùzl Èenìk;KDU-ÈSL;KDU-ÈSL;0;1
982;Pípal Pavel;KDU-ÈSL;KDU-ÈSL;0;1
983;Klaška Jaroslav;KDU-ÈSL;KDU-ÈSL;0;1
984;Vítková Jaromíra;KDU-ÈSL;KDU-ÈSL;0;1
985;Zemánek Richard;KDU-ÈSL;KDU-ÈSL;0;1
986;Macková Miluše;KDU-ÈSL;KDU-ÈSL;0;1
987;Mihola Jiøí;KDU-ÈSL;KDU-ÈSL;0;1
988;Tesaøík Antonín;KDU-ÈSL;KDU-ÈSL;0;1
989;Peša Zdenìk;KDU-ÈSL;KDU-ÈSL;0;1
