again,party1,party2,order1,order2,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1
Ladislav Pavlík,SDĽ,SMER,35,118,1,0,1,1,0,1,2002
Richard Novák,SDĽ,SOS,71,5,1,0,0,0,1,1,2002
Ján Zvonár,SMER,SMER,52,46,0,1,1,0,1,0,2002
Jana Vaľová,SMER,SMER,76,61,0,1,1,0,1,0,2002
Vladimír Mečiar,HZDS,ĽS-HZDS,1,1,0,1,0,0,1,0,2002
Viliam Veteška,HZDS,ĽS-HZDS,10,4,0,1,0,0,1,0,2002
Ján Kovarčík,HZDS,ĽS-HZDS,11,7,0,1,0,0,1,0,2002
Milan Rehák,HZDS,ĽS-HZDS,18,3,0,1,0,0,1,0,2002
Jaroslav Jaduš,HZDS,ĽS-HZDS,28,19,0,1,0,0,1,0,2002
Milan Urbáni,HZDS,ĽS-HZDS,29,8,0,1,0,0,1,0,2002
Jana Štefanková,HZDS,ĽS-HZDS,38,27,0,1,0,0,1,0,2002
Dagmar Gasperová,HZDS,ĽS-HZDS,39,18,0,1,0,0,1,0,2002
Ľuboš Lackovič,HZDS,ĽS-HZDS,50,25,0,1,0,0,1,0,2002
Jozef Halecký,HZDS,ĽS-HZDS,68,6,0,1,0,0,1,0,2002
Alexander Patkoló,HZDS,HZD,75,150,0,0,0,0,0,0,2002
Ján Šimko,HZDS,ĽS-HZDS,81,60,0,1,0,0,1,0,2002
Štefan Horváth,HZDS,HZD,142,15,0,0,0,0,1,0,2002
Peter Regina,HZDS,ĽS-HZDS,144,122,0,1,0,0,1,0,2002
Peter Tatár,OKS,OKS,1,1,1,1,0,0,1,0,2002
Pavel Vlček,OKS,OKS,13,18,1,1,0,0,0,0,2002
Ivan Braník,OKS,OKS,20,37,1,1,0,0,0,0,2002
Dušan Franců,OKS,OKS,29,38,1,1,0,0,0,0,2002
Juraj Melicher,OKS,OKS,36,54,1,1,0,0,0,0,2002
Anton Ferenčík,OKS,OKS,37,41,1,1,0,0,0,0,2002
Darina Svobodová,OKS,OKS,39,53,1,1,0,0,0,0,2002
Eduard Blatnický,OKS,OKS,40,50,1,1,0,0,0,0,2002
Roman Hegedűs,OKS,OKS,49,108,1,1,0,0,0,0,2002
Mojmír Mamojka,HZD,SMER,2,45,1,0,1,1,0,0,2002
Marta Aibeková,HZD,HZD,3,4,1,1,0,0,0,0,2002
Jozef Grapa,HZD,HZD,7,2,1,1,0,0,1,0,2002
Ján Chromek,HZD,HZD,19,25,1,1,0,0,0,0,2002
Mikuláš Hašan,HZD,HZD,24,36,1,1,0,0,0,0,2002
Ivan Hopta,KSS,ZRS,2,2,0,0,0,0,1,0,2002
Vladimír Ďaďo,KSS,KSS,3,7,0,1,0,0,0,0,2002
Jozef Hrdlička,KSS,KSS,6,2,0,1,0,0,1,0,2002
Jozef Šiška,KSS,KSS,14,9,0,1,0,0,1,0,2002
Štefan Borovský,KSS,KSS,43,27,0,1,0,0,1,0,2002
Viliam Fraňo,KSS,KSS,54,73,0,1,0,0,0,0,2002
Peter Jakubčák,KSS,KSS,64,62,0,1,0,0,1,0,2002
Ján Karman,KSS,KSS,66,147,0,1,0,0,0,0,2002
Ján Kudla,KSS,KSS,70,102,0,1,0,0,0,0,2002
Štefan Straka,KSS,KSS,72,40,0,1,0,0,1,0,2002
Miroslav Molík,KSS,KSS,120,56,0,1,0,0,1,0,2002
Pavol Tausk,KSS,KSS,122,71,0,1,0,0,1,0,2002
Béla Bugár,SMK-MKP,SMK-MKP,1,1,0,1,1,0,1,0,2002
László Szigeti,SMK-MKP,SMK-MKP,6,5,0,1,1,0,1,0,2002
László Köteles,SMK-MKP,SMK-MKP,7,8,0,1,1,0,0,0,2002
László Nagy,SMK-MKP,SMK-MKP,8,11,0,1,1,0,0,0,2002
Miklós Duray,SMK-MKP,SMK-MKP,9,4,0,1,1,0,1,0,2002
Lajos Ladányi,SMK-MKP,SMK-MKP,22,30,0,1,1,0,0,0,2002
Pál Keszegh,SMK-MKP,SMK-MKP,28,60,0,1,1,0,0,0,2002
László Forró,SMK-MKP,SMK-MKP,34,42,0,1,1,0,0,0,2002
Erzsébet Pogány,SMK-MKP,SMK-MKP,37,20,0,1,1,0,1,0,2002
Jozef Balkó,SMK-MKP,SMK-MKP,52,103,0,1,1,0,0,0,2002
Béla Zsille,SMK-MKP,SMK-MKP,61,64,0,1,1,0,0,0,2002
István Mázik,SMK-MKP,SMK-MKP,65,54,0,1,1,0,1,0,2002
Ladislav Korčok,SMK-MKP,SMK-MKP,70,105,0,1,1,0,0,0,2002
Márta Stubendek,SMK-MKP,SMK-MKP,80,62,0,1,1,0,1,0,2002
Béla Szabó,SMK-MKP,SMK-MKP,100,116,0,1,1,0,0,0,2002
Ladislav Mészáros,SMK-MKP,SMK-MKP,103,110,0,1,1,0,0,0,2002
Zoltán Marczell,SMK-MKP,SMK-MKP,107,29,0,1,1,0,1,0,2002
Mária Csizmadiová,SMK-MKP,SMK-MKP,121,89,0,1,1,0,1,0,2002
Jozef Hunyák,SMK-MKP,SMK-MKP,136,109,0,1,1,0,1,0,2002
Gábor Pallya,SMK-MKP,SMK-MKP,142,98,0,1,1,0,1,0,2002
Tibor Rózsár,SMK-MKP,SMK-MKP,146,120,0,1,1,0,1,0,2002
László Hóka,SMK-MKP,SMK-MKP,150,74,0,1,1,0,1,0,2002
Pavol Minárik,KDH,KDH,4,7,0,1,1,0,0,0,2002
Daniel Lipšic,KDH,KDH,6,3,0,1,1,0,1,0,2002
Martin Fronc,KDH,KDH,8,5,0,1,1,0,1,0,2002
Peter Muránsky,KDH,KDH,10,12,0,1,1,0,0,0,2002
Pavol Abrhan,KDH,KDH,11,10,0,1,1,0,1,0,2002
Jozef Šimko,KDH,KDH,12,9,0,1,1,0,1,0,2002
Mária Sabolová,KDH,KDH,17,19,0,1,1,0,0,0,2002
Mária Majdová,KDH,KDH,19,17,0,1,1,0,1,0,2002
Michal Bartoš,KDH,KDH,22,14,0,1,1,0,1,0,2002
Jaroslav Ivan,KDH,KDH,23,25,0,1,1,0,0,0,2002
Ján Ondrejka,KDH,KDH,26,20,0,1,1,0,1,0,2002
Katarína Smiešková,KDH,KDH,28,32,0,1,1,0,0,0,2002
Ján Václavik,KDH,KDH,36,53,0,1,1,0,0,0,2002
Ján Vojtko,KDH,KDH,41,46,0,1,1,0,0,0,2002
Stanislav Kahanec,KDH,KDH,45,22,0,1,1,0,1,0,2002
Ján Porubský,KDH,KDH,50,21,0,1,1,0,1,0,2002
Pavol Ružanský,KDH,KDH,56,44,0,1,1,0,1,0,2002
Anton Hrica,KDH,KDH,57,98,0,1,1,0,0,0,2002
Ľubomír Šteiniger,KDH,KDH,61,40,0,1,1,0,1,0,2002
Rudolf Jánošík,KDH,KDH,62,66,0,1,1,0,0,0,2002
Ján Morovič,KDH,KDH,64,138,0,1,1,0,0,0,2002
Pavol Gurega,KDH,KDH,79,30,0,1,1,0,1,0,2002
Ján Kadlec,KDH,KDH,84,81,0,1,1,0,1,0,2002
Július Stanko,KDH,KDH,85,109,0,1,1,0,0,0,2002
Peter Polák,KDH,SDKÚ-DS,86,76,0,0,1,1,1,0,2002
Ján Dzurjuv,KDH,KDH,92,76,0,1,1,0,1,0,2002
Ján Čop,KDH,KDH,102,85,0,1,1,0,1,0,2002
Jozef Závodský,KDH,KDH,112,113,0,1,1,0,0,0,2002
Pavol Oparty,KDH,KDH,130,112,0,1,1,0,1,0,2002
Anna Holtmanová,KDH,KDH,136,114,0,1,1,0,1,0,2002
Štefan Ondáš,KDH,KDH,149,101,0,1,1,0,1,0,2002
Bartolomej Sisák,ZRS,ZRS,3,47,1,1,0,0,0,0,2002
Erika Skubíková,ZRS,ZRS,11,40,1,1,0,0,0,0,2002
Ján Huťan,ZRS,ZRS,13,12,1,1,0,0,1,0,2002
Ján Margala,ZRS,ZRS,17,8,1,1,0,0,1,0,2002
Jozef Gerát,ZRS,ZRS,19,101,1,1,0,0,0,0,2002
Ladislav Mokrý,ZRS,ZRS,27,31,1,1,0,0,0,0,2002
Jozef Bača,ZRS,ZRS,52,5,1,1,0,0,1,0,2002
Pavol Čuma,ZRS,ZRS,58,16,1,1,0,0,1,0,2002
Dušan Gréger,ĽB,ĽS-HZDS,4,118,1,0,1,1,0,0,2002
Oldřich Havlík,ĽB,ĽB,19,37,1,1,0,0,0,0,2002
Danica Zimová,ĽB,ĽB,40,28,1,1,0,0,1,0,2002
Michal Antaš,ĽB,ĽB,111,12,1,1,0,0,1,0,2002
Ján Koštrna,ĽB,HZD,129,63,1,0,1,1,1,0,2002
Pavol Rusko,ANO,ANO,1,4,0,1,0,0,0,0,2002
Beáta Brestenská,ANO,ANO,14,5,0,1,0,0,1,0,2002
Anna Benková,ANO,PS,27,23,0,0,0,0,1,0,2002
Vlastimil Ondrejka,ANO,ANO,38,8,0,1,0,0,1,0,2002
Peter Šťastný,ANO,ANO,49,17,0,1,0,0,1,0,2002
František Kán,ANO,NÁDEJ,55,12,0,0,0,0,1,0,2002
Ľubomír Fábik,ANO,ANO,82,21,0,1,0,0,1,0,2002
Pavol Valúch,ANO,ANO,112,23,0,1,0,0,1,0,2002
Ivan Mačura,ANO,ANO,129,40,0,1,0,0,1,0,2002
Stanislav Svorad,SNJ,SLNKO,2,45,1,0,1,1,0,1,2002
Vojtech Erdélyi,SNJ,SLNKO,7,65,1,0,1,1,0,1,2002
Ján Garai,NOSNP,ĽB,1,8,1,0,0,1,0,1,2002
Ernest Kováč,NOSNP,ĽB,21,21,1,0,0,1,1,1,2002
Jaroslav Paška,SNS,SNS,3,19,1,1,1,0,0,0,2002
Peter Súlovský,SNS,SLNKO,5,20,1,0,0,0,0,0,2002
Andrej Trnovec,SNS,SĽS,14,3,1,0,0,0,1,0,2002
Peter Lisý,SNS,SLNKO,19,14,1,0,0,0,1,0,2002
Ján Petruška,SNS,SLNKO,27,4,1,0,0,0,1,0,2002
Miroslav Chabada,SNS,SNS,38,36,1,1,1,0,1,0,2002
Jozef Lenič,SNS,SNS,41,146,1,1,1,0,0,0,2002
Valentín Švidroň,SNS,SNS,45,18,1,1,1,0,1,0,2002
Ján Sekereš,SNS,SLNKO,48,9,1,0,0,0,1,0,2002
Martin Michalčák,SNS,SLNKO,61,21,1,0,0,0,1,0,2002
Viliam Vittek,SNS,SLNKO,96,27,1,0,0,0,1,0,2002
Miroslav Rybanský,SNS,SNS,97,38,1,1,1,0,1,0,2002
Ján Mokrý,PSNS,SNS,15,58,1,0,1,1,0,1,2002
Jozef Ďuračka,PSNS,SNS,16,15,1,0,1,1,1,1,2002
Bohumil Hujsi,PSNS,SLNKO,23,100,1,0,0,1,0,1,2002
Peter Šoltýs,PSNS,SLNKO,27,49,1,0,0,1,0,1,2002
Daniel Klačko,PSNS,SNS,57,25,1,0,1,1,1,1,2002
Igor Detko,PSNS,SNS,58,27,1,0,1,1,1,1,2002
Ján Slabý,PSNS,SNS,77,14,1,0,1,1,1,1,2002
Juraj Šrámek,PSNS,SNS,85,97,1,0,1,1,0,1,2002
Jaroslav Lamoš,PSNS,SNS,92,138,1,0,1,1,0,1,2002
Peter Kubala,PSNS,SNS,106,87,1,0,1,1,1,1,2002
Alžbeta Staníková,PSNS,SLNKO,109,145,1,0,0,1,0,1,2002
Jozef Maras,PSNS,SLNKO,118,64,1,0,0,1,1,1,2002
László Pomothy,SMK-MKP,SMK-MKP,30,24,0,1,1,0,1,0,2002
Vincent Ondrejko,ĽB,ĽB,54,39,1,1,0,0,1,0,2002
Andrea Maťová,SNJ,SLNKO,14,128,1,0,1,1,0,1,2002
Viera Šuchterová,SNJ,ĽB,22,26,1,0,1,1,0,1,2002
