;X;again;party1;party2;order1;order2;change;minor;loyal;improveParty;improveParty2;improvePosition;origPartyDissolved;year1;minorMajor;minorMinor;majorMajor;majorMinor;switch;new2;switchMiMa;switchMiMi;switchMaMa;switchMaMi;mp
721;721;Ivan äaöko;HZD;SNS;18;9;-9;1;0;1;1;1;0;2002;0;1;0;0;1;0;0;1;0;0;0
722;722;Peter MarËek;HZD;HZD;40;9;-31;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
723;723;Duöan Karaba;HZD;HZD;41;69;28;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
724;724;Marta Aibekov·;HZD;HZD;3;4;1;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
725;725;Jozef Grapa;HZD;HZD;7;2;-5;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
726;726;J·n Chromek;HZD;HZD;19;25;6;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
727;727;Mikul·ö Haöan;HZD;HZD;24;36;12;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
728;728;MojmÌr Mamojka;HZD;SMER;2;45;43;1;0;1;1;0;0;2002;1;0;0;0;1;1;1;0;0;0;0
729;729;Rudolf éiak;HZDS;HZD;4;3;-1;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
730;730;J·n Mikolaj;HZDS;SNS;6;6;0;0;0;0;1;1;0;2002;0;0;1;0;1;0;0;0;1;0;0
731;731;Tibor Mikuö;HZDS;ºS-HZDS;8;10;2;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
732;732;ºudmila Muökov·;HZDS;ºS-HZDS;13;13;0;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
733;733;Anton Blajsko;HZDS;ºS-HZDS;14;24;10;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
734;734;Igor Pinkava;HZDS;HZD;19;8;-11;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
735;735;Tibor Cabaj;HZDS;ºS-HZDS;20;15;-5;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
736;736;Miroslav Maxon;HZDS;HZD;26;1;-25;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
737;737;Duöan Jarjabek;HZDS;SMER;32;28;-4;0;0;1;1;1;0;2002;0;0;1;0;1;0;0;0;1;0;0
738;738;Dana Podrack·;HZDS;ºS-HZDS;35;21;-14;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
739;739;VladimÌr Pavelka;HZDS;ºS-HZDS;37;26;-11;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
740;740;Jozef Boûik;HZDS;ºS-HZDS;43;29;-14;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
741;741;J·n DlhopolËek;HZDS;ºS-HZDS;45;35;-10;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
742;742;Beata S·niov·;HZDS;ºS-HZDS;51;2;-49;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
743;743;Miroslav JureÚa;HZDS;ºS-HZDS;54;12;-42;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
744;744;J·n Bodn·r;HZDS;ºS-HZDS;56;17;-39;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
745;745;ätefan Pucko;HZDS;ºS-HZDS;61;79;18;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
746;746;Janka Gantnerov·;HZDS;ºS-HZDS;63;46;-17;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
747;747;Peter Hud·k;HZDS;ºS-HZDS;70;28;-42;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
748;748;Pavol KaËic;HZDS;ºS-HZDS;74;31;-43;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
749;749;J˙lius Hˆffer;HZDS;ºS-HZDS;76;16;-60;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
750;750;Alojz Engliö;HZDS;ºS-HZDS;90;22;-68;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
751;751;Milan StaÚo;HZDS;ºS-HZDS;91;37;-54;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
752;752;Jozef Vierik;HZDS;ºS-HZDS;110;115;5;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
753;753;Anna Hoöt·kov·;HZDS;ºS-HZDS;114;64;-50;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
754;754;Peter BulÌk;HZDS;ºS-HZDS;121;39;-82;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
755;755;Eva Hejdukov·;HZDS;ºS-HZDS;137;111;-26;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
756;756;VladimÌr MeËiar;HZDS;ºS-HZDS;1;1;0;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
757;757;Viliam Veteöka;HZDS;ºS-HZDS;10;4;-6;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
758;758;J·n KovarËÌk;HZDS;ºS-HZDS;11;7;-4;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
759;759;Milan Reh·k;HZDS;ºS-HZDS;18;3;-15;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
760;760;Jaroslav Jaduö;HZDS;ºS-HZDS;28;19;-9;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
761;761;Milan Urb·ni;HZDS;ºS-HZDS;29;8;-21;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
762;762;Jana ätefankov·;HZDS;ºS-HZDS;38;27;-11;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
763;763;Dagmar Gasperov·;HZDS;ºS-HZDS;39;18;-21;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
764;764;ºuboö LackoviË;HZDS;ºS-HZDS;50;25;-25;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
765;765;Jozef Haleck˝;HZDS;ºS-HZDS;68;6;-62;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
766;766;Alexander PatkolÛ;HZDS;HZD;75;150;75;0;0;0;0;0;0;2002;0;0;0;1;1;0;0;0;0;1;1
767;767;J·n äimko;HZDS;ºS-HZDS;81;60;-21;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
768;768;ätefan Horv·th;HZDS;HZD;142;15;-127;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
769;769;Peter Regina;HZDS;ºS-HZDS;144;122;-22;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
770;770;Pavol Hruöovsk˝;KDH;KDH;1;1;0;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
771;771;VladimÌr Palko;KDH;KDH;3;2;-1;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
772;772;J˙lius Brocka;KDH;KDH;5;4;-1;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
773;773;Frantiöek Mikloöko;KDH;KDH;7;8;1;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
774;774;M·ria Demeterov·;KDH;KDH;14;16;2;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
775;775;Alojz P¯idal;KDH;KDH;15;11;-4;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
776;776;Jozef MikluöiË·k;KDH;KDH;16;13;-3;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
777;777;Jana Br·zdilov·;KDH;KDH;25;62;37;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
778;778;Pavol Tarcala;KDH;KDH;31;18;-13;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
779;779;J·n Kapala;KDH;KDH;34;28;-6;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
780;780;Duöan Mih·lik;KDH;KDH;38;58;20;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
781;781;Peter Belica;KDH;KDH;42;92;50;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
782;782;Ferdinand Galko;KDH;KDH;43;73;30;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
783;783;Jozef HladÌk;KDH;KDH;44;29;-15;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
784;784;Cyril Korpesio;KDH;KDH;49;122;73;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
785;785;JaromÌr Janiö;KDH;KDH;51;56;5;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
786;786;EleonÛra Porubcov·;KDH;KDH;53;34;-19;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
787;787;M·ria Homolov·;KDH;KDH;60;82;22;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
788;788;Juraj Andrejuv;KDH;KDH;63;83;20;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
789;789;Monika Gibalov·;KDH;KDH;65;33;-32;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
790;790;Mari·n éeleznÌk;KDH;KDH;81;69;-12;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
791;791;Jozef HarvanËÌk;KDH;KDH;83;63;-20;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
792;792;Peter Stanko;KDH;KDH;94;93;-1;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
793;793;Mari·n Babej;KDH;KDH;114;78;-36;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
794;794;M·ria BaËikovsk·;KDH;KDH;117;100;-17;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
795;795;Marcel Gallik;KDH;KDH;122;64;-58;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
796;796;Pavol Sek·Ë;KDH;KDH;133;145;12;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
797;797;Peter ätuller;KDH;KDH;137;118;-19;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
798;798;Pavol Min·rik;KDH;KDH;4;7;3;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
799;799;Daniel Lipöic;KDH;KDH;6;3;-3;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
800;800;Martin Fronc;KDH;KDH;8;5;-3;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
801;801;Peter Mur·nsky;KDH;KDH;10;12;2;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
802;802;Pavol Abrhan;KDH;KDH;11;10;-1;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
803;803;Jozef äimko;KDH;KDH;12;9;-3;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
804;804;M·ria Sabolov·;KDH;KDH;17;19;2;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
805;805;M·ria Majdov·;KDH;KDH;19;17;-2;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
806;806;Michal Bartoö;KDH;KDH;22;14;-8;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
807;807;Jaroslav Ivan;KDH;KDH;23;25;2;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
808;808;J·n Ondrejka;KDH;KDH;26;20;-6;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
809;809;KatarÌna Smieökov·;KDH;KDH;28;32;4;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
810;810;J·n V·clavik;KDH;KDH;36;53;17;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
811;811;J·n Vojtko;KDH;KDH;41;46;5;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;1
812;812;Stanislav Kahanec;KDH;KDH;45;22;-23;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
813;813;J·n Porubsk˝;KDH;KDH;50;21;-29;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;1
814;814;Pavol Ruûansk˝;KDH;KDH;56;44;-12;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
815;815;Anton Hrica;KDH;KDH;57;98;41;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
816;816;ºubomÌr äteiniger;KDH;KDH;61;40;-21;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
817;817;Rudolf J·noöÌk;KDH;KDH;62;66;4;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
818;818;J·n MoroviË;KDH;KDH;64;138;74;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
819;819;Pavol Gurega;KDH;KDH;79;30;-49;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
820;820;J·n Kadlec;KDH;KDH;84;81;-3;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
821;821;J˙lius Stanko;KDH;KDH;85;109;24;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
822;822;Peter Pol·k;KDH;SDK⁄-DS;86;76;-10;0;0;1;1;1;0;2002;0;0;1;0;1;0;0;0;1;0;0
823;823;J·n Dzurjuv;KDH;KDH;92;76;-16;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
824;824;J·n »op;KDH;KDH;102;85;-17;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
825;825;Jozef Z·vodsk˝;KDH;KDH;112;113;1;0;1;1;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
826;826;Pavol Oparty;KDH;KDH;130;112;-18;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
827;827;Anna Holtmanov·;KDH;KDH;136;114;-22;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
828;828;ätefan Ond·ö;KDH;KDH;149;101;-48;0;1;1;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
829;829;Jozef äevc;KSS;KSS;1;1;0;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
830;830;Michal Vajda;KSS;KSS;4;31;27;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
831;831;Karol Ondriaö;KSS;KSS;5;3;-2;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
832;832;Mikul·ö JuöËÌk;KSS;KSS;9;5;-4;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
833;833;Samuel Zubo;KSS;KSS;10;4;-6;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
834;834;Karol Fajnor;KSS;KSS;11;150;139;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
835;835;Duöan Saksa;KSS;ZRS;12;14;2;0;0;0;0;0;0;2002;0;0;0;1;1;0;0;0;0;1;0
836;836;ätefan Tatransk˝;KSS;KSS;18;55;37;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
837;837;Milan Benc˙r;KSS;KSS;22;90;68;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
838;838;Jozef Boöansk˝;KSS;KSS;23;26;3;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
839;839;J·n JanoËko;KSS;KSS;24;13;-11;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
840;840;Jozef FuËek;KSS;KSS;26;8;-18;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
841;841;Juraj Obert;KSS;KSS;29;17;-12;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
842;842;Albert Albert;KSS;KSS;32;16;-16;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
843;843;Miroslav Samiec;KSS;KSS;33;25;-8;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
844;844;J·n Hamar;KSS;KSS;44;45;1;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
845;845;J·n äevc;KSS;KSS;45;21;-24;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
846;846;Milan KatuöË·k;KSS;KSS;47;97;50;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
847;847;Ivan M˙dry;KSS;KSS;52;18;-34;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
848;848;Jozef Balla;KSS;KSS;53;84;31;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
849;849;J·n Mikloö;KSS;KSS;82;119;37;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
850;850;Anton Matejko;KSS;KSS;84;111;27;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
851;851;Milan äebeÚ;KSS;KSS;86;44;-42;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
852;852;Emil œuroviË;KSS;KSS;89;79;-10;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;0
853;853;Fedor äandor;KSS;ZRS;101;27;-74;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
854;854;Pavel Chovanec;KSS;ZRS;104;7;-97;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;0
855;855;VendelÌn Paniak;KSS;KSS;112;115;3;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;0
856;856;Andrej Tudor;KSS;KSS;116;30;-86;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;1
857;857;Vasiæ Grundza;KSS;KSS;119;126;7;0;1;0;0;0;0;2002;0;0;0;1;0;0;0;0;0;0;1
858;858;Eva Vav·kov·;KSS;KSS;140;20;-120;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;1
859;859;ºubica Kleniarov·;KSS;KSS;141;35;-106;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;1
860;860;Anton BadaË;KSS;KSS;143;53;-90;0;1;0;0;1;0;2002;0;0;0;1;0;0;0;0;0;0;1
861;861;Miloslava Necpalov·;KSS;ZRS;150;11;-139;0;0;0;0;1;0;2002;0;0;0;1;1;0;0;0;0;1;1
862;862;Ivan Hopta;KSS;ZRS;2;2;0;0;0;0;0;1;0;2002;0;0;1;0;1;0;0;0;1;0;0
863;863;VladimÌr œaÔo;KSS;KSS;3;7;4;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
864;864;Jozef HrdliËka;KSS;KSS;6;2;-4;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
865;865;Jozef äiöka;KSS;KSS;14;9;-5;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
866;866;ätefan Borovsk˝;KSS;KSS;43;27;-16;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
867;867;Viliam FraÚo;KSS;KSS;54;73;19;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
868;868;Peter JakubË·k;KSS;KSS;64;62;-2;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
869;869;J·n Karman;KSS;KSS;66;147;81;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
870;870;J·n Kudla;KSS;KSS;70;102;32;0;1;0;0;0;0;2002;0;0;1;0;0;0;0;0;0;0;0
871;871;ätefan Straka;KSS;KSS;72;40;-32;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
872;872;Miroslav MolÌk;KSS;KSS;120;56;-64;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
873;873;Pavol Tausk;KSS;KSS;122;71;-51;0;1;0;0;1;0;2002;0;0;1;0;0;0;0;0;0;0;0
874;874;Jozef Kalman;ºB;ºB;1;1;0;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
875;875;Oliver PetrÌk;ºB;ºB;3;4;1;1;1;1;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
876;876;Duöan B·novsk˝;ºB;ºB;9;27;18;1;1;1;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
877;877;Jozef Kæuska;ºB;ºB;17;20;3;1;1;1;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
878;878;Aneûka Poradov·;ºB;ºB;20;6;-14;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
879;879;Pavel ävec;ºB;ºB;21;50;29;1;1;1;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
880;880;EmÌlia Krot·kov·;ºB;ºB;30;2;-28;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
881;881;J·n Ulick˝;ºB;ºB;80;16;-64;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
882;882;Ingrid Soviöov·;ºB;ºB;85;46;-39;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
883;883;Jozef Hajtm·nek;ºB;ºB;107;33;-74;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
884;884;Emil KuËer·k;ºB;ºB;137;47;-90;1;1;1;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
885;885;Old¯ich HavlÌk;ºB;ºB;19;37;18;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
886;886;Danica Zimov·;ºB;ºB;40;28;-12;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
887;887;Michal Antaö;ºB;ºB;111;12;-99;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
888;888;J·n Koötrna;ºB;HZD;129;63;-66;1;0;1;1;1;0;2002;0;1;0;0;1;0;0;1;0;0;0
889;889;Vincent Ondrejko;ºB;ºB;54;39;-15;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;1
890;890;Duöan GrÈger;ºB;ºS-HZDS;4;118;114;1;0;1;1;0;0;2002;1;0;0;0;1;0;1;0;0;0;1
891;891;J·n Garai;NOSNP;ºB;1;8;7;1;0;0;1;0;1;2002;0;1;0;0;1;0;0;1;0;0;1
892;892;Ernest Kov·Ë;NOSNP;ºB;21;21;0;1;0;0;1;1;1;2002;0;1;0;0;1;0;0;1;0;0;1
893;893;Frantiöek äebej;OKS;OKS;2;3;1;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;1
894;894;Peter Osusk˝;OKS;OKS;3;2;-1;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;1
895;895;KatarÌna Adamicov·;OKS;OKS;4;6;2;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;1
896;896;Ondrej Dost·l;OKS;OKS;5;5;0;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;1
897;897;Tibor Tak·Ë;OKS;OKS;8;10;2;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;1
898;898;Radovan Kazda;OKS;OKS;10;17;7;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
899;899;Peter Kalm·r;OKS;OKS;12;45;33;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
900;900;Miloö äevec;OKS;OKS;14;25;11;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
901;901;Miroslav Tim·r;OKS;OKS;15;23;8;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
902;902;Svetoz·r Gavora;OKS;OKS;17;14;-3;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
903;903;Jozef Kov·Ë;OKS;OKS;22;33;11;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
904;904;ätefan Tom·ö;OKS;OKS;23;31;8;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
905;905;Mari·n Bet·k;OKS;OKS;26;43;17;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
906;906;Duöan Sloboda;OKS;OKS;27;16;-11;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
907;907;Vladislav Janiö;OKS;OKS;30;57;27;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
908;908;Pavel Vaöko;OKS;OKS;31;7;-24;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
909;909;Ladislav Ondr·öek;OKS;OKS;38;47;9;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
910;910;Ivica Vidrov·;OKS;OKS;48;104;56;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
911;911;Peter Tat·r;OKS;OKS;1;1;0;1;1;0;0;1;0;2002;0;1;0;0;0;0;0;0;0;0;0
912;912;Pavel VlËek;OKS;OKS;13;18;5;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
913;913;Ivan BranÌk;OKS;OKS;20;37;17;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
914;914;Duöan Franc˘;OKS;OKS;29;38;9;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
915;915;Juraj Melicher;OKS;OKS;36;54;18;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
916;916;Anton FerenËÌk;OKS;OKS;37;41;4;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
917;917;Darina Svobodov·;OKS;OKS;39;53;14;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
918;918;Eduard Blatnick˝;OKS;OKS;40;50;10;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;0
919;919;Roman Heged˚s;OKS;OKS;49;108;59;1;1;0;0;0;0;2002;0;1;0;0;0;0;0;0;0;0;1
920;920;VÌùazoslav Moric;PSNS;SLNKO;6;1;-5;1;0;0;1;1;1;2002;0;1;0;0;1;1;0;1;0;0;1
921;921;Rastislav äept·k;PSNS;SLNKO;7;3;-4;1;0;0;1;1;1;2002;0;1;0;0;1;1;0;1;0;0;1
922;922;Mari·n KÚaûko;PSNS;SLNKO;19;72;53;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;1
923;923;Marek Bobko;PSNS;SLNKO;31;37;6;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;1
924;924;Miroslav J·noöÌk;PSNS;SLNKO;34;54;20;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;1
925;925;Richard Bohunick˝;PSNS;SLNKO;39;46;7;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;0
926;926;J˙lius äedÌk;PSNS;SLNKO;43;94;51;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;0
927;927;Jozef ävihel;PSNS;SLNKO;51;103;52;1;0;0;1;0;1;2002;0;1;0;0;1;1;0;1;0;0;0
