;X;again;party1;party2;order1;order2;change;minor;loyal;improveParty;improveParty2;improvePosition;origPartyDissolved;year1;minorMajor;minorMinor;majorMajor;majorMinor;switch;new2;switchMiMa;switchMiMi;switchMaMa;switchMaMi;mp
1610;1610;Anna Belousovov·;SNS;SNS;2;2;0;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1611;1611;Rudolf PuËÌk;SNS;SNS;3;4;1;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1612;1612;Duöan ävantner;SNS;SNS;4;5;1;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1613;1613;ätefan ZelnÌk;SNS;SNS;5;6;1;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1614;1614;J·n Mikolaj;SNS;SNS;6;3;-3;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1615;1615;Ivan äaöko;SNS;SNS;9;9;0;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1616;1616;Rafael Rafaj;SNS;SNS;12;7;-5;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1617;1617;J·n Slab˝;SNS;SNS;14;10;-4;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1618;1618;Jozef œuraËka;SNS;SNS;15;12;-3;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1619;1619;Peter Dubravay;SNS;SNS;16;18;2;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1620;1620;Milada Bel·sov·;SNS;SNS;20;14;-6;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1621;1621;Jozef LÌöka;SNS;SNS;21;41;20;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1622;1622;Jaroslav Iz·k;SNS;SNS;22;19;-3;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1623;1623;J·n Chrbet;SNS;SNS;23;11;-12;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1624;1624;Jakub GajdoöÌk;SNS;SNS;24;17;-7;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1625;1625;Daniel KlaËko;SNS;SNS;25;25;0;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1626;1626;J·n IkrÈnyi;SNS;SNS;28;22;-6;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1627;1627;J˙lius Hauser;SNS;SNS;29;37;8;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;1
1628;1628;Jozef Gurecka;SNS;SNS;33;36;3;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;1
1629;1629;Miroslav Chabada;SNS;SNS;36;40;4;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1630;1630;ätefan Poæaöko;SNS;SNS;39;119;80;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;1
1631;1631;Peter Pamula;SNS;SNS;46;44;-2;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1632;1632;M·ria VarhanÌkov·;SNS;ND;47;21;-26;0;0;0;0;1;0;2006;0;0;0;1;1;1;0;0;0;1;1
1633;1633;VladimÌr Jozef DlhopolËek;SNS;SNS;51;55;4;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;1
1634;1634;Mari·n Januöek;SNS;SNS;52;16;-36;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1635;1635;Anton Vanko;SNS;SNS;54;49;-5;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;1
1636;1636;Jozef Harakaæ;SNS;SNS;56;67;11;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;1
1637;1637;ätefan Pokæuda;SNS;SNS;59;65;6;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1638;1638;Eva Jaööov·;SNS;SNS;66;68;2;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1639;1639;Ivan Kriûan;SNS;SNS;69;64;-5;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1640;1640;Peter Petko;SNS;SNS;79;15;-64;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1641;1641;Peter Nemec;SNS;SNS;81;80;-1;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1642;1642;Duöan PinËÌk;SNS;SNS;82;35;-47;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1643;1643;ätefan Slov·Ëik;SNS;SNS;83;81;-2;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1644;1644;J·n ätef·nik;SNS;SNS;88;66;-22;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1645;1645;ºubomÌr S˝kora;SNS;SNS;92;143;51;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1646;1646;Pavel HarÚ·k;SNS;SNS;93;33;-60;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1647;1647;Ladislav Haluöka;SNS;SNS;101;74;-27;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1648;1648;Jozef Chamula;SNS;ND;110;35;-75;0;0;0;0;1;0;2006;0;0;0;1;1;1;0;0;0;1;0
1649;1649;Jaroslav Chud˝;SNS;SNS;119;72;-47;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1650;1650;Viliam Rumanko;SNS;SNS;122;107;-15;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1651;1651;ºudovÌt Koll·r;SNS;SNS;123;91;-32;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1652;1652;Igor MiÚo;SNS;SNS;125;113;-12;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1653;1653;Richard Tak·Ë;SNS;SNS;126;32;-94;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1654;1654;Frantiöek Filip;SNS;SNS;135;59;-76;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1655;1655;Jaroslav Lamoö;SNS;SNS;138;144;6;0;1;0;0;0;0;2006;0;0;1;0;0;0;0;0;0;0;0
1656;1656;Milan Kajaba;SNS;SNS;140;108;-32;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1657;1657;VladimÌr Daniö;SNS;SNS;144;122;-22;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1658;1658;Jozef LeniË;SNS;SNS;146;52;-94;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1659;1659;Jozef ätolc;SNS;SNS;149;61;-88;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1660;1660;Alexander Hlavat˝;SNS;SNS;95;89;-6;0;1;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0
1661;1661;Cyril Betuö;SOS;SDº;1;17;16;1;0;1;1;0;1;2006;0;1;0;0;1;0;0;1;0;0;0
1662;1662;Rudolf Reötei;SOS;SDº;10;113;103;1;0;1;1;0;1;2006;0;1;0;0;1;0;0;1;0;0;0
1663;1663;Ivan VaÚo;SOS;⁄nia;20;20;0;1;0;1;1;1;1;2006;0;1;0;0;1;1;0;1;0;0;0
1664;1664;Peter KonËek;SOS;SDº;31;22;-9;1;0;1;1;1;1;2006;0;1;0;0;1;0;0;1;0;0;0
1665;1665;Mari·n G·l;SOS;SDK⁄-DS;71;100;29;1;0;1;1;0;1;2006;1;0;0;0;1;0;1;0;0;0;0
1666;1666;J·n ºupt·k;ZRS;ZRS;1;1;0;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1667;1667;Milan TrnÌk;ZRS;ZRS;4;3;-1;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1668;1668;M·ria Hruökov·;ZRS;ZRS;6;4;-2;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1669;1669;Pavol KopË·k;ZRS;ZRS;9;9;0;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1670;1670;Frantiöek Chachula;ZRS;ZRS;10;128;118;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1671;1671;Jozef Sek·Ë;ZRS;ZRS;13;70;57;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1672;1672;Pavol »uma;ZRS;ZRS;16;6;-10;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1673;1673;Duöan Hanka;ZRS;ZRS;21;53;32;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1674;1674;Jana Nirh·zov·;ZRS;ZRS;24;36;12;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1675;1675;Jaroslav Zavröan;ZRS;ZRS;30;30;0;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1676;1676;J·n Rudinsk˝;ZRS;ZRS;41;18;-23;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1677;1677;Cyril Ivan;ZRS;ZRS;46;31;-15;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1678;1678;ºubomÌr Dado;ZRS;ZRS;48;69;21;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1679;1679;Duöan Boh·Ëik;ZRS;ZRS;58;119;61;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;1
1680;1680;Michal Milas;ZRS;ZRS;67;92;25;1;1;0;0;0;0;2006;0;1;0;0;0;0;0;0;0;0;0
1681;1681;Anna Nagyov·;ZRS;ZRS;84;84;0;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;1
1682;1682;M·ria GlovÚov·;ZRS;ZRS;89;44;-45;1;1;0;0;1;0;2006;0;1;0;0;0;0;0;0;0;0;0
1683;1683;Martin M·Ëaj;AZEN;99%;10;74;64;1;0;1;NA;0;1;2010;0;1;0;0;1;1;0;1;0;0;0
1684;1684;Emil Samko;AZEN;ºS-HZDS;19;104;85;1;0;1;NA;0;1;2010;0;1;0;0;1;0;0;1;0;0;0
1685;1685;Jozef Zaùko;AZEN;PaS;65;10;-55;1;0;1;NA;1;1;2010;0;1;0;0;1;1;0;1;0;0;0
1686;1686;Hana Pavlovsk·;EDS;PaS;51;101;50;1;0;1;NA;0;1;2010;0;1;0;0;1;1;0;1;0;0;0
1687;1687;Marek Kab·t;EDS;NaS-ns;76;87;11;1;0;1;NA;0;1;2010;0;1;0;0;1;1;0;1;0;0;0
1688;1688;Peter RepË·k;EDS;MOST-HÕD;133;81;-52;1;0;1;NA;1;1;2010;1;0;0;0;1;0;1;0;0;0;0
1689;1689;J·n Figeæ;KDH;KDH;1;1;0;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1690;1690;Daniel Lipöic;KDH;KDH;3;3;0;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1691;1691;J˙lius Brocka;KDH;KDH;4;4;0;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1692;1692;M·ria Sabolov·;KDH;KDH;5;77;72;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1693;1693;Pavol Abrhan;KDH;KDH;9;7;-2;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1694;1694;Martin Fronc;KDH;KDH;10;9;-1;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1695;1695;J·n Hudack˝;KDH;KDH;11;6;-5;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1696;1696;Peter Mur·nsky;KDH;KDH;12;13;1;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1697;1697;Mari·n KvasniËka;KDH;KDH;16;14;-2;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1698;1698;Mari·n Radoöovsk˝;KDH;KDH;18;15;-3;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1699;1699;Pavol Tarcala;KDH;KDH;21;45;24;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1700;1700;Peter Bobula;KDH;KDH;22;21;-1;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;1
1701;1701;Pavel Kravec;KDH;KDH;27;32;5;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1702;1702;Anna Neumannov·;KDH;KDH;30;33;3;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1703;1703;Stanislav Kahanec;KDH;KDH;31;25;-6;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;1
1704;1704;Karol Jasenovsk˝;KDH;KDH;34;39;5;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1705;1705;J·n VanËo;KDH;KDH;36;40;4;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1706;1706;Pavol Baxa;KDH;KDH;39;41;2;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1707;1707;Jozef äimko;KDH;KDH;41;35;-6;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;1
1708;1708;Marianna KianiËkov·;KDH;KDH;42;95;53;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;1
1709;1709;Jaroslav Ivan;KDH;KDH;46;30;-16;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;1
1710;1710;Anton Letko;KDH;KDH;49;130;81;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1711;1711;Frantiöek Orlovsk˝;KDH;KDH;51;94;43;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1712;1712;Peter Belica;KDH;KDH;52;66;14;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1713;1713;J·n Porubsk˝;KDH;KDH;60;54;-6;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1714;1714;VladimÌr äiöka;KDH;KDH;62;46;-16;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1715;1715;Gabriel äimko;KDH;KDH;66;113;47;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1716;1716;Jozef BobÌk;KDH;KDH;72;16;-56;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1717;1717;Miloö MoravËÌk;KDH;KDH;76;18;-58;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1718;1718;Ladislav VanËo;KDH;KDH;77;43;-34;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1719;1719;M·ria Kulanov·;KDH;KDH;78;118;40;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1720;1720;Michal Kapusta;KDH;KDH;85;93;8;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1721;1721;J·n Soliar;KDH;KDH;87;75;-12;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1722;1722;Miroslav VetrÌk;KDH;KDH;91;99;8;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1723;1723;Peter Ivic;KDH;KDH;94;117;23;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1724;1724;KatarÌna Smieökov·;KDH;KDH;95;53;-42;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1725;1725;Marcela Machilov·;KDH;KDH;97;84;-13;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1726;1726;J·n »uchran;KDH;KDH;99;112;13;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1727;1727;Miroslav Kr·æ;KDH;KDH;102;149;47;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1728;1728;Radovan Junas;KDH;KDH;103;131;28;0;1;0;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1729;1729;Peter Stanko;KDH;KDH;104;64;-40;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1730;1730;Juraj Pavelek;KDH;KDH;105;81;-24;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1731;1731;Miroslava Szitov·;KDH;KDH;108;57;-51;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1732;1732;Marek Dudiak;KDH;KDH;117;103;-14;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1733;1733;Miroslav Papay;KDH;KDH;122;79;-43;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1734;1734;J·n Dzurjuv;KDH;KDH;125;102;-23;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1735;1735;Jozef Kov·Ë;KDH;KDH;127;111;-16;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1736;1736;Roman äimonÌk;KDH;KDH;144;31;-113;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1737;1737;Peter Janiga;KDH;KDH;149;136;-13;0;1;0;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1738;1738;Pavol Hruöovsk˝;KDH;KDH;2;2;0;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1739;1739;Jana éitÚansk·;KDH;KDH;6;8;2;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1740;1740;Ivan Uhliarik;KDH;KDH;8;5;-3;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1741;1741;Alojz P¯idal;KDH;KDH;14;12;-2;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1742;1742;Monika Gibalov·;KDH;KDH;17;17;0;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1743;1743;Radoslav Proch·zka;KDH;KDH;20;10;-10;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1744;1744;J·n DeËo;KDH;KDH;24;37;13;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1745;1745;Iveta Sokolov·;KDH;KDH;33;27;-6;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1746;1746;RÛbert Korec;KDH;KDH;43;49;6;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1747;1747;Pavol Kossey;KDH;KDH;44;61;17;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1748;1748;Ondrej Binder;KDH;KDH;47;52;5;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1749;1749;Jozef Mikloöko;KDH;KDH;50;34;-16;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1750;1750;Jozef Klokner;KDH;KDH;63;69;6;0;1;1;NA;0;0;2010;0;0;1;0;0;0;0;0;0;0;0
1751;1751;Milan Majersk˝;KDH;KDH;69;55;-14;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1752;1752;Peter ätuller;KDH;KDH;107;89;-18;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1753;1753;J·n FekiaË;KDH;KDH;111;85;-26;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1754;1754;J·n Oparty;KDH;KDH;150;150;0;0;1;1;NA;1;0;2010;0;0;1;0;0;0;0;0;0;0;0
1755;1755;Jozef HrdliËka;KSS;KSS;1;1;0;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;1
1756;1756;Anna Sotakov·;KSS;KSS;2;14;12;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;1
1757;1757;Miroslav PomajdÌk;KSS;KSS;4;2;-2;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;1
1758;1758;Pavol Suöko;KSS;KSS;6;7;1;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1759;1759;Peter Niöponsk˝;KSS;KSS;7;21;14;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1760;1760;Viera Klimentov·;KSS;KSS;8;9;1;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1761;1761;ätefan Borovsk˝;KSS;KSS;9;149;140;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1762;1762;Jalal Suleiman;KSS;KSS;11;4;-7;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1763;1763;Jaroslav KoËiö;KSS;KSS;13;40;27;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1764;1764;Juraj Brecko;KSS;KSS;15;10;-5;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1765;1765;J·n Kaöiar;KSS;KSS;16;50;34;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1766;1766;Jozef FuËek;KSS;KSS;18;18;0;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1767;1767;Michal Kotian;KSS;KSS;19;131;112;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1768;1768;Pavel Olah;KSS;KSS;21;47;26;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1769;1769;Jozef äteininger;KSS;KSS;24;97;73;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1770;1770;Dagmara Debn·rov·;KSS;KSS;28;23;-5;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1771;1771;Stanislav PiroöÌk;KSS;KSS;32;38;6;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1772;1772;Mari·n Krakovsk˝;KSS;KSS;33;83;50;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1773;1773;SoÚa Zdraûilov·;KSS;KSS;37;63;26;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1774;1774;ätefan F·bry;KSS;KSS;39;41;2;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1775;1775;J·n Sporka;KSS;KSS;43;22;-21;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1776;1776;Peter Katona;KSS;KSS;48;66;18;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1777;1777;Roman Hudec;KSS;KSS;52;30;-22;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1778;1778;Anton BadaË;KSS;KSS;56;100;44;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1779;1779;Frantiöek LukaËko;KSS;KSS;59;61;2;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1780;1780;Pavol Tausk;KSS;KSS;62;112;50;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1781;1781;Luk·ö Sis·k;KSS;KSS;65;52;-13;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1782;1782;Ondrej “orba;KSS;KSS;70;79;9;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1783;1783;SlavomÌr Hudec;KSS;KSS;72;98;26;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1784;1784;Zlatica BachÚ·kov·;KSS;KSS;74;127;53;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1785;1785;RÛbert Podrack˝;KSS;KSS;77;111;34;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1786;1786;Milan GlovÚa;KSS;KSS;81;43;-38;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1787;1787;Samuel Zubo;KSS;KSS;82;74;-8;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1788;1788;Juraj PavloviË;KSS;KSS;83;12;-71;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1789;1789;Michal Mamrilla;KSS;KSS;89;91;2;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1790;1790;J·n Holub;KSS;KSS;93;107;14;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1791;1791;Vojtech Piku;KSS;KSS;94;135;41;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1792;1792;Miroslav »uj;KSS;KSS;95;124;29;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1793;1793;Daniel Kianica;KSS;KSS;99;26;-73;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1794;1794;ºubomÌr SolÌk;KSS;KSS;103;102;-1;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1795;1795;Emil Pap·Ë;KSS;KSS;106;144;38;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1796;1796;Jozef äiöka;KSS;KSS;108;25;-83;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1797;1797;Karol Slov·k;KSS;KSS;112;82;-30;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1798;1798;Iveta Hribikov·;KSS;KSS;113;81;-32;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1799;1799;Ladislav Vojtko;KSS;KSS;118;143;25;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1800;1800;Miroslav Chlebo;KSS;KSS;125;54;-71;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1801;1801;Rastislav Bobor;KSS;KSS;138;90;-48;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1802;1802;Peter JakubË·k;KSS;KSS;140;99;-41;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1803;1803;TerÈzia DanË·kov·;KSS;KSS;142;108;-34;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1804;1804;J·n JanoËko;KSS;KSS;145;145;0;1;1;0;NA;1;0;2010;0;1;0;0;0;0;0;0;0;0;0
1805;1805;Karol Ondriaö;KSS;KSS;5;13;8;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1806;1806;Jozef Boöansk˝;KSS;KSS;14;32;18;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1807;1807;Miroslav Samiec;KSS;KSS;20;150;130;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1808;1808;Juraj Kab·t;KSS;KSS;29;39;10;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1809;1809;Janka B·nska;KSS;KSS;35;37;2;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1810;1810;M·ria Smutn·;KSS;KSS;54;56;2;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
1811;1811;Peter Seman;KSS;KSS;66;147;81;1;1;0;NA;0;0;2010;0;1;0;0;0;0;0;0;0;0;0
